GEN | [get_disposable_virtual_card] | Orig: I'm not sure how disposable virtual cards work. Please help. -> Aug: Can you explain the process of obtaining a disposable virtual card? I'm a bit unclear on how it works.
GEN | [order_physical_card] | Orig: I need an actual card that I can hold in my hand, how do I do that? -> Aug: I'd like to place an order for a physical credit card, can you guide me through the process?
GEN | [virtual_card_not_working] | Orig: Can I use my virtual card for recurring monthly payments? -> Aug: I'm trying to set up a recurring payment using my virtual card, but it's not working. Can you help me troubleshoot the issue?
GEN | [get_disposable_virtual_card] | Orig: I need a single use card for shopping online -> Aug: I'd like to request a one-time use virtual card for online transactions.
GEN | [card_acceptance] | Orig: Is the card welcomed by everybody? -> Aug: Is the card accepted by all merchants?
GEN | [disposable_card_limits] | Orig: A friend was telling me about her disposable cards. What would I have to do to be able to get that feature? -> Aug: Can you please tell me more about the disposable card limits and how I can activate this feature for my account?
GEN | [card_delivery_estimate] | Orig: I need my card immediately. -> Aug: I require an expedited delivery of my card.
GEN | [country_support] | Orig: As far as courtries go which ones are supported? -> Aug: We currently offer support for a wide range of countries. Can you please specify which country you are referring to, and I'll be happy to let you know if we have a presence there?
GEN | [card_acceptance] | Orig: Is there restrictions on where I can use my card? -> Aug: Are there any limitations on the locations where I can use my card for transactions?
GEN | [fiat_currency_support] | Orig: Do you have EUR currency available for me? -> Aug: Can you confirm if you have the Euro (EUR) available for my transaction?
GEN | [order_physical_card] | Orig: I want a real card -> Aug: I'd like to order a physical credit card.
GEN | [card_acceptance] | Orig: Where do I pay with my card? -> Aug: How can I use my card for payment?
GEN | [edit_personal_details] | Orig: how do i get into my account and edit my details -> Aug: how can I access my account and modify my personal information?
GEN | [visa_or_mastercard] | Orig: Why can I not choose the card i want? -> Aug: Why can I not select the Visa or Mastercard I prefer?
GEN | [terminate_account] | Orig: Can you please disable my current account. -> Aug: Can you assist me in closing my account?
GEN | [supported_cards_and_currencies] | Orig: I only have a card from the US is that okay? -> Aug: I'm wondering if it's possible to use a US-issued card for this transaction?
GEN | [card_not_working] | Orig: Currently my card is broken. -> Aug: My credit card is malfunctioning.
GEN | [request_refund] | Orig: Canceling my order is what I need to do right now. -> Aug: I'd like to initiate a cancellation and request a refund for my recent purchase.
GEN | [card_linking] | Orig: If I have a credit card with you how I get set up to link to it? -> Aug: If I already have a credit card with your bank, how do I go about linking it to my account?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: How can I get money in my home currency while I'm traveling internationally? I wanted to take it out of a local ATM but am worried that I will get charged extra fees. -> Aug: I'm trying to withdraw some cash while abroad, but I'm concerned that the exchange rate might be incorrect, which would result in an unexpected amount of my home currency. Can you help me with this issue?
GEN | [card_payment_not_recognised] | Orig: I do not recognise the card payment. -> Aug: We are unable to verify the card payment.
GEN | [card_swallowed] | Orig: My card was eaten by the cash machine what do I do? -> Aug: My credit card was swallowed by the ATM, what should I do?
GEN | [declined_cash_withdrawal] | Orig: Is my card actually working? It's the first time I tried using it -> Aug: Can you try making a cash withdrawal to test if your card is functioning properly?
GEN | [disposable_card_limits] | Orig: Are there any limits if I use these virtual cards? -> Aug: What are the spending limits associated with these disposable cards?
GEN | [card_payment_wrong_exchange_rate] | Orig: The exchange rate you are using is really bad. This can't possibly be the official interbank exchange rate. -> Aug: The exchange rate you're using is inaccurate. It's not the correct interbank rate, which is significantly different.
GEN | [card_linking] | Orig: If I find a card I lost do I need to dispose of it? Or can I re-active the card and continue to use it? -> Aug: If I locate a lost card, do I need to cancel it or can I reactivate it and continue using it?
GEN | [card_acceptance] | Orig: Will my card work at all merchant locations? -> Aug: Can I use my card at all merchant locations?
GEN | [pin_blocked] | Orig: I enetered the wrong information, I need my account unblocked How do I do that? -> Aug: I accidentally entered incorrect details, please help me unblock my account. Can you guide me through the process?
GEN | [visa_or_mastercard] | Orig: Can I get a Visa or does it have to be something else. -> Aug: Can I get a Mastercard or does it have to be something else?
GEN | [order_physical_card] | Orig: what steps do i do to get a real card -> Aug: How can I place an order for a physical credit/debit card?
GEN | [card_payment_wrong_exchange_rate] | Orig: The exchange rate you are using is really bad.This can't be the official interbank exchange rate. -> Aug: The exchange rate you're using is inaccurate. It's not the correct interbank rate.
GEN | [lost_or_stolen_phone] | Orig: I just replaced my phone so do I have to make a new account? -> Aug: I recently misplaced my phone and need to update my account information.
GEN | [age_limit] | Orig: My daughter needs to open account. -> Aug: My child requires opening an account.
GEN | [order_physical_card] | Orig: Do I get a card to keep in my wallet? -> Aug: Can I request a physical card to carry with me?
GEN | [failed_transfer] | Orig: I think youre system may be broken because I have tried transfer money 5x and it isnt working!  I'm not doing anything complicated it is what I usually do. -> Aug: I'm having trouble transferring funds as it seems to be failing repeatedly, I've tried it multiple times and it's not working, I'm not doing anything out of the ordinary, it's my usual process.
GEN | [card_acceptance] | Orig: You accepts my card? -> Aug: Do you accept my card?
GEN | [disposable_card_limits] | Orig: Where can I find a list of descriptions the disposable cards have? -> Aug: What are the limits and descriptions associated with our disposable card offerings?
GEN | [visa_or_mastercard] | Orig: I anticipate getting a Visa card -> Aug: I'm expecting to receive a Mastercard
VAL | [get_disposable_virtual_card] | YES | Text: Can you explain the process of obtaining a disposable virtual card? I'm a bit unclear on how it works.
VAL | [order_physical_card] | YES | Text: I'd like to place an order for a physical credit card, can you guide me through the process?
VAL | [virtual_card_not_working] | YES | Text: I'm trying to set up a recurring payment using my virtual card, but it's not working. Can you help me troubleshoot the issue?
VAL | [get_disposable_virtual_card] | YES | Text: I'd like to request a one-time use virtual card for online transactions.
VAL | [card_acceptance] | YES | Text: Is the card accepted by all merchants?
VAL | [disposable_card_limits] | YES | Text: Can you please tell me more about the disposable card limits and how I can activate this feature for my account?
VAL | [card_delivery_estimate] | NO | Text: I require an expedited delivery of my card.
VAL | [country_support] | NO | Text: We currently offer support for a wide range of countries. Can you please specify which country you are referring to, and I'll be happy to let you know if we have a presence there?
VAL | [card_acceptance] | YES | Text: Are there any limitations on the locations where I can use my card for transactions?
VAL | [fiat_currency_support] | YES | Text: Can you confirm if you have the Euro (EUR) available for my transaction?
VAL | [order_physical_card] | YES | Text: I'd like to order a physical credit card.
VAL | [card_acceptance] | NO | Text: How can I use my card for payment?
VAL | [edit_personal_details] | YES | Text: how can I access my account and modify my personal information?
VAL | [visa_or_mastercard] | NO | Text: Why can I not select the Visa or Mastercard I prefer?
VAL | [terminate_account] | YES | Text: Can you assist me in closing my account?
VAL | [supported_cards_and_currencies] | NO | Text: I'm wondering if it's possible to use a US-issued card for this transaction?
VAL | [card_not_working] | YES | Text: My credit card is malfunctioning.
VAL | [request_refund] | YES | Text: I'd like to initiate a cancellation and request a refund for my recent purchase.
VAL | [card_linking] | YES | Text: If I already have a credit card with your bank, how do I go about linking it to my account?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I'm trying to withdraw some cash while abroad, but I'm concerned that the exchange rate might be incorrect, which would result in an unexpected amount of my home currency. Can you help me with this issue?
VAL | [card_payment_not_recognised] | YES | Text: We are unable to verify the card payment.
VAL | [card_swallowed] | YES | Text: My credit card was swallowed by the ATM, what should I do?
VAL | [declined_cash_withdrawal] | NO | Text: Can you try making a cash withdrawal to test if your card is functioning properly?
VAL | [disposable_card_limits] | YES | Text: What are the spending limits associated with these disposable cards?
VAL | [card_payment_wrong_exchange_rate] | YES | Text: The exchange rate you're using is inaccurate. It's not the correct interbank rate, which is significantly different.
VAL | [card_linking] | YES | Text: If I locate a lost card, do I need to cancel it or can I reactivate it and continue using it?
VAL | [card_acceptance] | YES | Text: Can I use my card at all merchant locations?
VAL | [pin_blocked] | NO | Text: I accidentally entered incorrect details, please help me unblock my account. Can you guide me through the process?
VAL | [visa_or_mastercard] | NO | Text: Can I get a Mastercard or does it have to be something else?
VAL | [order_physical_card] | YES | Text: How can I place an order for a physical credit/debit card?
VAL | [card_payment_wrong_exchange_rate] | YES | Text: The exchange rate you're using is inaccurate. It's not the correct interbank rate.
VAL | [lost_or_stolen_phone] | NO | Text: I recently misplaced my phone and need to update my account information.
VAL | [age_limit] | YES | Text: My child requires opening an account.
VAL | [order_physical_card] | YES | Text: Can I request a physical card to carry with me?
VAL | [failed_transfer] | YES | Text: I'm having trouble transferring funds as it seems to be failing repeatedly, I've tried it multiple times and it's not working, I'm not doing anything out of the ordinary, it's my usual process.
VAL | [card_acceptance] | YES | Text: Do you accept my card?
VAL | [disposable_card_limits] | NO | Text: What are the limits and descriptions associated with our disposable card offerings?
VAL | [visa_or_mastercard] | NO | Text: I'm expecting to receive a Mastercard
