GEN | [lost_or_stolen_phone] | Orig: I don't have my cell phone with me so I cannot access the system to complete the transaction. -> Aug: I've misplaced my phone and can't access the system to finish the transaction.
GEN | [pending_cash_withdrawal] | Orig: I tried to get some with-drawls but the machine didn't work. The transaction still seems in progress.Seems like  something is wrong,I don't want to be charged for Transaction i did not make. -> Aug: I attempted to initiate a cash withdrawal, but the ATM malfunctioned. The transaction remains pending, and it appears that the process is stuck. I'm concerned that I might be charged for a transaction I didn't authorize.
GEN | [verify_top_up] | Orig: I would like to receive instructions showing the verification process for top up cards.. -> Aug: I would appreciate guidance on the verification procedure for topping up my prepaid cards.
GEN | [transfer_not_received_by_recipient] | Orig: What is the length of a transaction completion? -> Aug: Why hasn't the recipient received the transferred funds yet?
GEN | [pending_top_up] | Orig: Can you tell me why my pop-up is still pending? -> Aug: Can you explain why my top-up request is still pending?
GEN | [card_delivery_estimate] | Orig: Are the delivery days flexible?  My schedule only allows me to be a available on specific dates. -> Aug: Can you provide an estimate of the delivery dates, as I have a limited availability and need to plan accordingly?
GEN | [pending_card_payment] | Orig: What's the pending length for credit transactions? I've had one in my pending category now for days and it won't move to processed. -> Aug: Can you please provide more information about the pending credit transaction that's been stuck in the pending category for days? I'd like to know the expected processing time or if there's any issue with the payment.
GEN | [request_refund] | Orig: Do you have a return policy? -> Aug: Can I initiate a return and request a refund?
GEN | [pending_transfer] | Orig: I have a trasnger that is pending and wondered about it. -> Aug: I have a transfer that is pending and I was wondering about its status.
GEN | [wrong_amount_of_cash_received] | Orig: I was only given $20 when I tried to get $100 -> Aug: I was shortchanged $80 when I expected to receive $120.
GEN | [declined_cash_withdrawal] | Orig: what is my monthly spending limit because i was refused my money at an atm -> Aug: I'm sorry to hear that your cash withdrawal was declined. Can you please check your available balance or recent transactions to see if there's any issue with your account? You can also check your monthly spending limit by logging into your online banking account or contacting our customer service team.
GEN | [topping_up_by_card] | Orig: What steps do I do to transfer money using my credit card? -> Aug: How can I add funds to my account using my credit card?
GEN | [cash_withdrawal_charge] | Orig: Is there a charge for getting cash? -> Aug: Are there any fees associated with making a cash withdrawal?
GEN | [wrong_amount_of_cash_received] | Orig: When I went to $100, all the machine would give me was $20. -> Aug: When I went to withdraw $200, all the machine would give me was $50.
GEN | [disposable_card_limits] | Orig: On my disposable card, is there a transaction limit? -> Aug: Can you please confirm the transaction limit on my disposable card?
GEN | [verify_source_of_funds] | Orig: Is there a way for me to check my balance? -> Aug: Can you please confirm the source of the funds used for your recent transaction?
GEN | [change_pin] | Orig: How can I change my Rowlock ? -> Aug: How can I modify my PIN?
GEN | [Refund_not_showing_up] | Orig: Three months ago I bought a new house for my cat, fluffy.  Unfortunately Fluffy was not a fan of the house and it had to be returned to Pet Smart last week.  They said they have sent a refund but it's not there, can you tell me where it is? -> Aug: I recently purchased a cat house from Pet Smart, but my cat, Whiskers, didn't take a liking to it. I returned it to the store three weeks ago and was assured a refund would be processed. However, I haven't received it yet, could you please look into this for me?
GEN | [declined_cash_withdrawal] | Orig: Is my card working? It's the first time I tried using it I tried to get money out of an ATM, but got nothing. -> Aug: I apologize for the inconvenience. It seems that your card was declined for a cash withdrawal attempt at an ATM. Please check your account balance and ensure you have sufficient funds. If the issue persists, please contact our customer service team for further assistance.
GEN | [edit_personal_details] | Orig: I have a new email. -> Aug: I would like to update my contact information.
GEN | [topping_up_by_card] | Orig: What do I need to do to transfer money with my credit card? -> Aug: To complete a card-based top-up, what steps do I need to follow to add funds to my account using my credit card?
GEN | [topping_up_by_card] | Orig: I wasn't able to use my top up card because the money I put on there wasn't there anymore -> Aug: I'm having trouble using my card to top up my account because the funds I loaded onto it are no longer available.
GEN | [pin_blocked] | Orig: How do I take a block off my card? -> Aug: What can I do to unblock my debit/credit card?
GEN | [lost_or_stolen_phone] | Orig: I don't have my mobile device and am unable to make the payment because I forgot my details. -> Aug: I've misplaced my phone and can't access my account to make the payment as I've forgotten my login credentials.
GEN | [card_linking] | Orig: Could I reactivate my card please, I couldn't find it but it turns out it was in my jacket pocket. -> Aug: Could you please reactivate my card, I misplaced it initially but it was hiding in my jacket pocket.
GEN | [cash_withdrawal_charge] | Orig: How much money can I withdraw before fees? I noticed a fee on my card but I didn't think I had hit the limit of how much I could withdraw in a month. -> Aug: Can you tell me about the cash withdrawal charge? I'm trying to understand when I'll be charged a fee for taking out cash from my account.
GEN | [pending_card_payment] | Orig: How long does it take for a new purchase to stop being considered pending? -> Aug: When will a new purchase be removed from the pending card payment status?
GEN | [lost_or_stolen_card] | Orig: Has there been any activity on my card today? -> Aug: I'm concerned that my card may have been lost or stolen, has there been any transactions on it recently?
GEN | [edit_personal_details] | Orig: should i contact customer support if i can't edit details -> Aug: should I reach out to customer support if I'm unable to modify my personal information?
GEN | [topping_up_by_card] | Orig: What information am I going to have to have in order to do a transfer with my card? -> Aug: What details do I need to provide to complete a card-based transfer?
GEN | [Refund_not_showing_up] | Orig: Card refund is not showing up in my statement. -> Aug: The refund for my card transaction is not appearing on my statement.
GEN | [why_verify_identity] | Orig: Can i make transactions before identity verification? -> Aug: Can I initiate transactions before completing the identity verification process?
GEN | [lost_or_stolen_card] | Orig: Could you please freeze my card immediately? -> Aug: Can you put a hold on my card due to it being lost or stolen?
GEN | [top_up_reverted] | Orig: I need some help, I thought you guys accepted crypto top ups?? It won't seem to let me do it. I put money in my account and now it's gone and I didn't spend it. Where did it go?? -> Aug: I'm having an issue with a recent top-up attempt. I tried to add funds to my account using cryptocurrency, but it seems to have been reversed. I'm not sure what happened to the funds, as I didn't make any transactions. Can you help me resolve this?
GEN | [card_delivery_estimate] | Orig: If I need delivery on a certain day, is that something that could be accommodated? -> Aug: Can you specify a specific delivery date, and I'll check if it's possible to accommodate it?
GEN | [top_up_limits] | Orig: I need to add a serious amount of cash to my card, how do I do that? -> Aug: I'd like to increase my available credit limit, could you guide me on how to do that?
GEN | [topping_up_by_card] | Orig: My friends would like to add to my account. What is the procedure? -> Aug: How can I add funds to my account using my debit/credit card?
GEN | [pending_top_up] | Orig: Im trying to top up my card but it's still pending and it's been an hour. Is there any way to make it go through faster? Do I not have enough? -> Aug: I'm attempting to make a top-up transaction, but it's still pending and has been pending for an hour. Is there a way to expedite the process or is there an issue with my account balance?
GEN | [topping_up_by_card] | Orig: My money I had was gone and I could not get gas! -> Aug: I'm struggling to get gas as my funds are depleted and I need to top up my account using my card.
VAL | [lost_or_stolen_phone] | YES | Text: I've misplaced my phone and can't access the system to finish the transaction.
VAL | [pending_cash_withdrawal] | YES | Text: I attempted to initiate a cash withdrawal, but the ATM malfunctioned. The transaction remains pending, and it appears that the process is stuck. I'm concerned that I might be charged for a transaction I didn't authorize.
VAL | [verify_top_up] | YES | Text: I would appreciate guidance on the verification procedure for topping up my prepaid cards.
VAL | [transfer_not_received_by_recipient] | YES | Text: Why hasn't the recipient received the transferred funds yet?
VAL | [pending_top_up] | YES | Text: Can you explain why my top-up request is still pending?
VAL | [card_delivery_estimate] | YES | Text: Can you provide an estimate of the delivery dates, as I have a limited availability and need to plan accordingly?
VAL | [pending_card_payment] | YES | Text: Can you please provide more information about the pending credit transaction that's been stuck in the pending category for days? I'd like to know the expected processing time or if there's any issue with the payment.
VAL | [request_refund] | NO | Text: Can I initiate a return and request a refund?
VAL | [pending_transfer] | YES | Text: I have a transfer that is pending and I was wondering about its status.
VAL | [wrong_amount_of_cash_received] | YES | Text: I was shortchanged $80 when I expected to receive $120.
VAL | [declined_cash_withdrawal] | NO | Text: I'm sorry to hear that your cash withdrawal was declined. Can you please check your available balance or recent transactions to see if there's any issue with your account? You can also check your monthly spending limit by logging into your online banking account or contacting our customer service team.
VAL | [topping_up_by_card] | YES | Text: How can I add funds to my account using my credit card?
VAL | [cash_withdrawal_charge] | YES | Text: Are there any fees associated with making a cash withdrawal?
VAL | [wrong_amount_of_cash_received] | NO | Text: When I went to withdraw $200, all the machine would give me was $50.
VAL | [disposable_card_limits] | YES | Text: Can you please confirm the transaction limit on my disposable card?
VAL | [verify_source_of_funds] | NO | Text: Can you please confirm the source of the funds used for your recent transaction?
VAL | [change_pin] | YES | Text: How can I modify my PIN?
VAL | [Refund_not_showing_up] | YES | Text: I recently purchased a cat house from Pet Smart, but my cat, Whiskers, didn't take a liking to it. I returned it to the store three weeks ago and was assured a refund would be processed. However, I haven't received it yet, could you please look into this for me?
VAL | [declined_cash_withdrawal] | NO | Text: I apologize for the inconvenience. It seems that your card was declined for a cash withdrawal attempt at an ATM. Please check your account balance and ensure you have sufficient funds. If the issue persists, please contact our customer service team for further assistance.
VAL | [edit_personal_details] | YES | Text: I would like to update my contact information.
VAL | [topping_up_by_card] | YES | Text: To complete a card-based top-up, what steps do I need to follow to add funds to my account using my credit card?
VAL | [topping_up_by_card] | YES | Text: I'm having trouble using my card to top up my account because the funds I loaded onto it are no longer available.
VAL | [pin_blocked] | NO | Text: What can I do to unblock my debit/credit card?
VAL | [lost_or_stolen_phone] | YES | Text: I've misplaced my phone and can't access my account to make the payment as I've forgotten my login credentials.
VAL | [card_linking] | NO | Text: Could you please reactivate my card, I misplaced it initially but it was hiding in my jacket pocket.
VAL | [cash_withdrawal_charge] | YES | Text: Can you tell me about the cash withdrawal charge? I'm trying to understand when I'll be charged a fee for taking out cash from my account.
VAL | [pending_card_payment] | YES | Text: When will a new purchase be removed from the pending card payment status?
VAL | [lost_or_stolen_card] | NO | Text: I'm concerned that my card may have been lost or stolen, has there been any transactions on it recently?
VAL | [edit_personal_details] | YES | Text: should I reach out to customer support if I'm unable to modify my personal information?
VAL | [topping_up_by_card] | NO | Text: What details do I need to provide to complete a card-based transfer?
VAL | [Refund_not_showing_up] | YES | Text: The refund for my card transaction is not appearing on my statement.
VAL | [why_verify_identity] | YES | Text: Can I initiate transactions before completing the identity verification process?
VAL | [lost_or_stolen_card] | YES | Text: Can you put a hold on my card due to it being lost or stolen?
VAL | [top_up_reverted] | YES | Text: I'm having an issue with a recent top-up attempt. I tried to add funds to my account using cryptocurrency, but it seems to have been reversed. I'm not sure what happened to the funds, as I didn't make any transactions. Can you help me resolve this?
VAL | [card_delivery_estimate] | YES | Text: Can you specify a specific delivery date, and I'll check if it's possible to accommodate it?
VAL | [top_up_limits] | NO | Text: I'd like to increase my available credit limit, could you guide me on how to do that?
VAL | [topping_up_by_card] | YES | Text: How can I add funds to my account using my debit/credit card?
VAL | [pending_top_up] | YES | Text: I'm attempting to make a top-up transaction, but it's still pending and has been pending for an hour. Is there a way to expedite the process or is there an issue with my account balance?
VAL | [topping_up_by_card] | YES | Text: I'm struggling to get gas as my funds are depleted and I need to top up my account using my card.
