GEN | [pin_blocked] | Orig: How do I get unblocked? -> Aug: What can I do to resolve the PIN block issue?
GEN | [contactless_not_working] | Orig: What is the reason when I tried to pay contactless at the bus, it didnt work? -> Aug: I'm having trouble using contactless payment at the bus stop, and it's not accepting my payment.
GEN | [declined_card_payment] | Orig: Hi, is everything in good standing with my card? I am receiving multiple "decline" messages. -> Aug: We've noticed that your recent payment attempt was declined. Can you please check your card details to ensure everything is up to date and within your available balance?
GEN | [top_up_failed] | Orig: I'm not sure if my pop-up went through. -> Aug: I'm unsure if my top-up transaction was successful.
GEN | [contactless_not_working] | Orig: The contactless payments are not working. -> Aug: The contactless payment method is currently unavailable.
GEN | [contactless_not_working] | Orig: How do I troubleshoot when contactless doesn't work? -> Aug: What steps can I take when my contactless payment method is not functioning properly?
GEN | [country_support] | Orig: I live in Germany. Is that one of the countries you are in? What other countries are you in? -> Aug: I reside in Germany. Are you a financial institution that operates in Germany? Can you also provide information on the other countries you support?
GEN | [contactless_not_working] | Orig: I'm confused ass to why my contactless is not working. -> Aug: I'm having trouble understanding why my contactless payment feature is not functioning.
GEN | [balance_not_updated_after_bank_transfer] | Orig: Can you see my new balance yet? -> Aug: I'm still waiting for my account balance to reflect the recent bank transfer.
GEN | [contactless_not_working] | Orig: I am having problems with my contactless. -> Aug: I'm experiencing issues with my contactless payment feature.
GEN | [declined_card_payment] | Orig: I was just needing to know why my card got declined -> Aug: I'm trying to understand why my payment was declined using my card
GEN | [contactless_not_working] | Orig: Help me to set up contactless payments. -> Aug: Can you assist me in enabling contactless payment functionality?
GEN | [automatic_top_up] | Orig: How low does the balance have to be before the system updates? -> Aug: What minimum balance is required for the automatic top-up feature to kick in?
GEN | [pending_card_payment] | Orig: How long does it take for a purchase to go from pending to authorised? -> Aug: When can I expect a pending card payment to be processed and authorized?
GEN | [contactless_not_working] | Orig: Why wasn't my contactless accepted at the metro? -> Aug: Why did the contactless payment system fail to recognize my card at the metro station?
GEN | [declined_card_payment] | Orig: I couldn't pay with card in a shop -> Aug: The payment made with my card was declined at the store.
GEN | [declined_card_payment] | Orig: When I use my card, it says decline? -> Aug: Why did my card payment get declined?
GEN | [pin_blocked] | Orig: How many incorrect attempts cause card to be blocked? -> Aug: What is the maximum number of incorrect PIN attempts allowed before my card is blocked?
GEN | [why_verify_identity] | Orig: Can we skip verifying? -> Aug: Can we waive the identity verification process?
GEN | [edit_personal_details] | Orig: I just had a wedding and I want to take my spouses name. -> Aug: I recently got married and I'd like to update my records to reflect my new married name.
GEN | [passcode_forgotten] | Orig: I can't find my code -> Aug: I've misplaced my passcode
GEN | [exchange_charge] | Orig: I wanted to know what discounts were offered for current exchanges as it is something that occurs frequently. -> Aug: I'd like to inquire about the available discounts for frequent exchange transactions.
GEN | [virtual_card_not_working] | Orig: My virtual car is not working. -> Aug: My virtual card is not functioning properly.
GEN | [request_refund] | Orig: It's been over a month and i still haven't received my goods! I ordered a pencil for crying out loud, it's not that hard to deliver that! I'm done with these people, give me a refund immediately! I'll search for my Japanese exclusive pencil elsewhere! -> Aug: I've been waiting for over a month and haven't received my order, which was a simple pencil. I'm extremely frustrated and demand a refund as soon as possible. I'll take my business elsewhere if this issue isn't resolved promptly.
GEN | [card_not_working] | Orig: Today I used my card at a restaurant and it was declined. Why? -> Aug: I attempted to make a purchase at a store using my card, but it was not accepted. Can you help me understand why?
GEN | [unable_to_verify_identity] | Orig: The app does not recognize who I am. -> Aug: The system is unable to confirm your identity.
GEN | [unable_to_verify_identity] | Orig: why does it take so long to verify my id -> Aug: We're having trouble confirming your identity, and it's taking a bit longer than usual to complete the verification process.
GEN | [why_verify_identity] | Orig: Is it possible to go ahead and log in, although I have not been confirmed yet? -> Aug: Can I still access my account or complete the login process even though my identity has not been verified yet?
GEN | [passcode_forgotten] | Orig: I don't know the code for the app. -> Aug: I've forgotten the passcode for the mobile banking app.
GEN | [declined_card_payment] | Orig: My card didn't go through.  It doesn't make sense.  You told me that everything was ok. -> Aug: I'm confused, I was told my payment was processed successfully, but it seems my card was declined. Can you help me understand what happened?
GEN | [unable_to_verify_identity] | Orig: Why isn't this accepting my identity? -> Aug: We're having trouble verifying your identity with the information provided. Can you please confirm your details to ensure a secure and accurate verification process?
GEN | [top_up_reverted] | Orig: My top-up was cancelled and I am writing to ask if I need to complete the 3D Secure authentication section before I submit it. -> Aug: My top-up reversal was processed and I am writing to inquire if I need to complete the 3D Secure authentication section before I resubmit it.
GEN | [declined_transfer] | Orig: I have been doing some online shopping, but when checking out, it keeps getting declined. I tried a few times and it wouldn't work. What could be wrong? -> Aug: I've been attempting to complete an online purchase, but the payment keeps getting rejected. I've tried multiple times, but it's not going through. Can you help me figure out what's causing the issue?
GEN | [reverted_card_payment?] | Orig: Ive been trying to use my card for two weeks now to purchase somethings online but nothing is going through. It keeps returning my payment to my account. There shouldn't be anything wrong with my account, is it the card? -> Aug: I've been attempting to use my card for a couple of weeks to make online purchases, but all transactions are being reversed back to my account. Could there be an issue with the card itself?
GEN | [why_verify_identity] | Orig: Can I use my account although the identity verification has not been accepted yet? -> Aug: Why do I need to verify my identity before I can access my account?
GEN | [card_arrival] | Orig: maximum how many days get the courier? -> Aug: How long does it take for the courier to deliver the card?
GEN | [unable_to_verify_identity] | Orig: The app does not believe that I am myself -> Aug: The system is unable to confirm your identity due to a discrepancy in the information provided.
GEN | [declined_card_payment] | Orig: I'm sure I have enough money so why didn't the store accept my card? -> Aug: I'm certain I have sufficient funds, yet the transaction was declined. Can you help me understand why my card payment was not accepted?
VAL | [pin_blocked] | NO | Text: What can I do to resolve the PIN block issue?
VAL | [contactless_not_working] | YES | Text: I'm having trouble using contactless payment at the bus stop, and it's not accepting my payment.
VAL | [declined_card_payment] | NO | Text: We've noticed that your recent payment attempt was declined. Can you please check your card details to ensure everything is up to date and within your available balance?
VAL | [top_up_failed] | NO | Text: I'm unsure if my top-up transaction was successful.
VAL | [contactless_not_working] | YES | Text: The contactless payment method is currently unavailable.
VAL | [contactless_not_working] | YES | Text: What steps can I take when my contactless payment method is not functioning properly?
VAL | [country_support] | NO | Text: I reside in Germany. Are you a financial institution that operates in Germany? Can you also provide information on the other countries you support?
VAL | [contactless_not_working] | YES | Text: I'm having trouble understanding why my contactless payment feature is not functioning.
VAL | [balance_not_updated_after_bank_transfer] | NO | Text: I'm still waiting for my account balance to reflect the recent bank transfer.
VAL | [contactless_not_working] | YES | Text: I'm experiencing issues with my contactless payment feature.
VAL | [declined_card_payment] | YES | Text: I'm trying to understand why my payment was declined using my card
VAL | [contactless_not_working] | NO | Text: Can you assist me in enabling contactless payment functionality?
VAL | [automatic_top_up] | NO | Text: What minimum balance is required for the automatic top-up feature to kick in?
VAL | [pending_card_payment] | YES | Text: When can I expect a pending card payment to be processed and authorized?
VAL | [contactless_not_working] | YES | Text: Why did the contactless payment system fail to recognize my card at the metro station?
VAL | [declined_card_payment] | YES | Text: The payment made with my card was declined at the store.
VAL | [declined_card_payment] | YES | Text: Why did my card payment get declined?
VAL | [pin_blocked] | YES | Text: What is the maximum number of incorrect PIN attempts allowed before my card is blocked?
VAL | [why_verify_identity] | NO | Text: Can we waive the identity verification process?
VAL | [edit_personal_details] | YES | Text: I recently got married and I'd like to update my records to reflect my new married name.
VAL | [passcode_forgotten] | YES | Text: I've misplaced my passcode
VAL | [exchange_charge] | NO | Text: I'd like to inquire about the available discounts for frequent exchange transactions.
VAL | [virtual_card_not_working] | YES | Text: My virtual card is not functioning properly.
VAL | [request_refund] | YES | Text: I've been waiting for over a month and haven't received my order, which was a simple pencil. I'm extremely frustrated and demand a refund as soon as possible. I'll take my business elsewhere if this issue isn't resolved promptly.
VAL | [card_not_working] | YES | Text: I attempted to make a purchase at a store using my card, but it was not accepted. Can you help me understand why?
VAL | [unable_to_verify_identity] | YES | Text: The system is unable to confirm your identity.
VAL | [unable_to_verify_identity] | NO | Text: We're having trouble confirming your identity, and it's taking a bit longer than usual to complete the verification process.
VAL | [why_verify_identity] | NO | Text: Can I still access my account or complete the login process even though my identity has not been verified yet?
VAL | [passcode_forgotten] | YES | Text: I've forgotten the passcode for the mobile banking app.
VAL | [declined_card_payment] | NO | Text: I'm confused, I was told my payment was processed successfully, but it seems my card was declined. Can you help me understand what happened?
VAL | [unable_to_verify_identity] | YES | Text: We're having trouble verifying your identity with the information provided. Can you please confirm your details to ensure a secure and accurate verification process?
VAL | [top_up_reverted] | NO | Text: My top-up reversal was processed and I am writing to inquire if I need to complete the 3D Secure authentication section before I resubmit it.
VAL | [declined_transfer] | YES | Text: I've been attempting to complete an online purchase, but the payment keeps getting rejected. I've tried multiple times, but it's not going through. Can you help me figure out what's causing the issue?
VAL | [reverted_card_payment?] | YES | Text: I've been attempting to use my card for a couple of weeks to make online purchases, but all transactions are being reversed back to my account. Could there be an issue with the card itself?
VAL | [why_verify_identity] | NO | Text: Why do I need to verify my identity before I can access my account?
VAL | [card_arrival] | YES | Text: How long does it take for the courier to deliver the card?
VAL | [unable_to_verify_identity] | YES | Text: The system is unable to confirm your identity due to a discrepancy in the information provided.
VAL | [declined_card_payment] | YES | Text: I'm certain I have sufficient funds, yet the transaction was declined. Can you help me understand why my card payment was not accepted?
