GEN | [card_not_working] | Orig: I haven't been able to complete any transactions on my card today. Do you know what's wrong? -> Aug: I'm having trouble making any purchases with my card today. Can you help me figure out what's going on?
GEN | [reverted_card_payment?] | Orig: I received a message from a seller stating they hadn't received my money even though it definitely came out of my account. The money has now been deposited back into my account. Please get this resolved as soon as possible. -> Aug: I was informed by a merchant that they didn't receive the payment, despite the fact that it was deducted from my account. The funds have since been reversed and credited back to my account. Can you look into this matter urgently?
GEN | [card_delivery_estimate] | Orig: What is the length of time for one of these items to come to the U.S? -> Aug: How long does it typically take for one of these items to arrive in the United States?
GEN | [beneficiary_not_allowed] | Orig: Why wasn't my payment to beneficiary X approved? -> Aug: Why was my payment to the designated beneficiary rejected?
GEN | [pending_card_payment] | Orig: There is a payment that has not processed. -> Aug: A payment has not been successfully processed yet.
GEN | [unable_to_verify_identity] | Orig: What's wrong with my ID? I can't verify it. -> Aug: We're having trouble confirming your identity. It seems we're unable to verify the information provided.
GEN | [transfer_not_received_by_recipient] | Orig: Why can't the recepient of my money transaction see it? -> Aug: The recipient of my money transfer is unable to view the transaction.
GEN | [unable_to_verify_identity] | Orig: i am under 18 and i am trying to verify my id. why wont it work? -> Aug: I'm a minor and I'm having trouble verifying my identification. Can you help me figure out why it's not working?
GEN | [visa_or_mastercard] | Orig: What credit cards do you carry -> Aug: What types of payment cards do you accept?
GEN | [declined_cash_withdrawal] | Orig: This morning I wanted to make a withdrawal before work, but my card was declined! Please double check it for me as this is the first time it was declined. -> Aug: This morning, I attempted to make a cash withdrawal, but my card was rejected. Could you kindly verify the issue, as this is the first time it's happened?
GEN | [transfer_timing] | Orig: How fast are transfers from Europe? -> Aug: What is the typical processing speed for international transfers from Europe?
GEN | [transfer_timing] | Orig: I need to make a transfer from Europe, how many days does this take? -> Aug: What is the typical timeframe for processing international transfers from Europe?
GEN | [card_swallowed] | Orig: The ATM didnt return my card! -> Aug: The ATM swallowed my card!
GEN | [transfer_not_received_by_recipient] | Orig: How long will my transaction take? -> Aug: When can I expect my transfer to reach the recipient?
GEN | [card_linking] | Orig: May I reactivate my card? I previously reported it lost, but have now found it safe and sound. -> Aug: Can I reissue my card? I previously reported it lost, but I've since located it and would like to reactivate it.
GEN | [card_linking] | Orig: I found my card that I thought I had lost, I need to reactive it, please help. -> Aug: I've rediscovered my card that I previously thought was missing, and I'd like to reactivate it, if you could assist me.
GEN | [cash_withdrawal_charge] | Orig: I saw a fee on my receipt from withdrawing money while shopping earlier.  Is there supposed to be a fee for this type of transaction? -> Aug: I noticed a charge on my receipt for the cash withdrawal I made during my recent purchase. Is it normal to be charged a fee for this type of transaction?
GEN | [pending_transfer] | Orig: Hello, I went ahead and checked my account details to be sure, and they are definitely correct.  I've had a transfer pending for a while, and I can't understand why it hasn't gone through yet. -> Aug: I've reviewed my account information to confirm everything is accurate, and I'm still waiting for a pending transfer to process.
GEN | [cash_withdrawal_charge] | Orig: I hate this ATM, it charged me an extra fee, Why did it charge? -> Aug: I'm really frustrated with this ATM, it slapped me with an unexpected fee, Can you tell me why it did that?
GEN | [card_arrival] | Orig: Have you sent out my card yet? -> Aug: Has my new card been dispatched already?
GEN | [unable_to_verify_identity] | Orig: How long will it take to verify my account? -> Aug: We're having trouble confirming your identity, and we need a bit more time to complete the verification process.
GEN | [transfer_timing] | Orig: How long does it take to get money from Europe? -> Aug: What is the typical timeframe for transferring funds from Europe to my account?
GEN | [extra_charge_on_statement] | Orig: I had a dollar charged to my account that's still pending and wanted to know what the charge is for? -> Aug: I'm still seeing a pending charge of $1 on my account and I'd like to understand what it's for.
GEN | [cancel_transfer] | Orig: I made the incorrect payment for my rent yesterday and this needs to be fixed by no later than tomorrow. How can you help? -> Aug: I mistakenly processed a payment for my rent yesterday and I urgently need to reverse it by tomorrow. Can you assist me with this?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Why is it taking so long for my money to appear in my account? I have been waiting a week! -> Aug: Why hasn't my account balance been updated after I deposited a cheque or cash? I've been waiting for a while now.
GEN | [reverted_card_payment?] | Orig: Around one or two weeks ago I purchased something but there's seems to be an issue. I have already received one of the items, but today the money was placed back into my account. What is happening? -> Aug: I recently made a purchase, but there's a problem. I received one item, but the payment was reversed and the amount was credited back to my account. What's going on?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Hello, in these holidays i have been overcharged on the amount i have withdrawn on one of your ATMs. I did not had any clue about the horrible charges otherwise i would not have withdrawn. -> Aug: I'm experiencing an issue with the exchange rate for a cash withdrawal I made at one of your ATMs during the holidays. I was unaware of the incorrect rate, otherwise I wouldn't have proceeded with the transaction.
GEN | [pending_cash_withdrawal] | Orig: Please cancel the latest ATM charge on my card as my card was declined earlier today and I did not receive that cash. -> Aug: Please cancel the pending cash withdrawal from my card as it was declined earlier today and I did not receive the cash.
GEN | [transfer_fee_charged] | Orig: who charged my card -> Aug: who deducted the transfer fee from my card
GEN | [wrong_amount_of_cash_received] | Orig: You shorted me money when I tried to make a withdrawal. -> Aug: You gave me less cash than I was supposed to get when I withdrew some money.
GEN | [transfer_not_received_by_recipient] | Orig: I'm waiting for my transaction to complete. -> Aug: I'm expecting my transfer to be received by the recipient.
GEN | [why_verify_identity] | Orig: I can't do the verification. -> Aug: I'm unable to complete the identity verification process.
GEN | [card_not_working] | Orig: What do I do if i accidentally broke my card? -> Aug: If I've damaged my card, what should I do?
GEN | [reverted_card_payment?] | Orig: Why did the funds for one of my purchase come back to my account? -> Aug: Why was the payment for one of my transactions reversed and credited back to my account?
GEN | [transfer_not_received_by_recipient] | Orig: I have done a transfer within the country a couple days ago, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that several times already. -> Aug: I made a domestic transfer a few days ago, but the recipient hasn't received it yet. Could you look into this and let me know what's causing the delay, as I've double-checked the account number to ensure it's correct.
GEN | [declined_card_payment] | Orig: why couldn't I use my card at a store? -> Aug: Why was my card payment declined at the store?
GEN | [declined_card_payment] | Orig: Why does is payment not going through? Did my account get frozen or some other issue I don't know about. What can I do to fix this problem? -> Aug: Why is my payment being declined? Is there an issue with my account or a problem with the transaction that's causing it to be rejected? What steps can I take to resolve this issue and get my payment processed successfully?
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: I haven't been able to complete any transactions on my card today. Do you know what's wrong? | Augmented: I'm having trouble making any purchases with my card today. Can you help me figure out what's going on?
VAL | [reverted_card_payment?] | ACCEPT | Reason: The augmented text preserves the key elements of the original text: the payment being deducted from the account, the lack of receipt by the merchant, and the subsequent reversal of the transaction. The urgency and the request for action are also maintained. | Original: I received a message from a seller stating they hadn't received my money even though it definitely came out of my account. The money has now been deposited back into my account. Please get this resolved as soon as possible. | Augmented: I was informed by a merchant that they didn't receive the payment, despite the fact that it was deducted from my account. The funds have since been reversed and credited back to my account. Can you look into this matter urgently?
VAL | [card_delivery_estimate] | ACCEPT | Reason: N/A | Original: What is the length of time for one of these items to come to the U.S? | Augmented: How long does it typically take for one of these items to arrive in the United States?
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: Why wasn't my payment to beneficiary X approved? | Augmented: Why was my payment to the designated beneficiary rejected?
VAL | [pending_card_payment] | ACCEPT | Reason: N/A | Original: There is a payment that has not processed. | Augmented: A payment has not been successfully processed yet.
VAL | [unable_to_verify_identity] | ACCEPT | Reason: N/A | Original: What's wrong with my ID? I can't verify it. | Augmented: We're having trouble confirming your identity. It seems we're unable to verify the information provided.
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: ... | Original: Why can't the recepient of my money transaction see it? | Augmented: The recipient of my money transfer is unable to view the transaction.
VAL | [unable_to_verify_identity] | ACCEPT | Reason: ... | Original: i am under 18 and i am trying to verify my id. why wont it work? | Augmented: I'm a minor and I'm having trouble verifying my identification. Can you help me figure out why it's not working?
VAL | [visa_or_mastercard] | UNKNOWN | Reason: N/A | Original: What credit cards do you carry | Augmented: What types of payment cards do you accept?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: This morning I wanted to make a withdrawal before work, but my card was declined! Please double check it for me as this is the first time it was declined. | Augmented: This morning, I attempted to make a cash withdrawal, but my card was rejected. Could you kindly verify the issue, as this is the first time it's happened?
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: How fast are transfers from Europe? | Augmented: What is the typical processing speed for international transfers from Europe?
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: I need to make a transfer from Europe, how many days does this take? | Augmented: What is the typical timeframe for processing international transfers from Europe?
VAL | [card_swallowed] | ACCEPT | Reason: ... | Original: The ATM didnt return my card! | Augmented: The ATM swallowed my card!
VAL | [transfer_not_received_by_recipient] | UNKNOWN | Reason: N/A | Original: How long will my transaction take? | Augmented: When can I expect my transfer to reach the recipient?
VAL | [card_linking] | UNKNOWN | Reason: N/A | Original: May I reactivate my card? I previously reported it lost, but have now found it safe and sound. | Augmented: Can I reissue my card? I previously reported it lost, but I've since located it and would like to reactivate it.
VAL | [card_linking] | ACCEPT | Reason: N/A | Original: I found my card that I thought I had lost, I need to reactive it, please help. | Augmented: I've rediscovered my card that I previously thought was missing, and I'd like to reactivate it, if you could assist me.
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: N/A | Original: I saw a fee on my receipt from withdrawing money while shopping earlier.  Is there supposed to be a fee for this type of transaction? | Augmented: I noticed a charge on my receipt for the cash withdrawal I made during my recent purchase. Is it normal to be charged a fee for this type of transaction?
VAL | [pending_transfer] | ACCEPT | Reason: The augmented text preserves the user's inquiry about a pending transfer and their need for clarification on its status. This aligns with the original intent of discussing a pending transfer. | Original: Hello, I went ahead and checked my account details to be sure, and they are definitely correct.  I've had a transfer pending for a while, and I can't understand why it hasn't gone through yet. | Augmented: I've reviewed my account information to confirm everything is accurate, and I'm still waiting for a pending transfer to process.
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: I hate this ATM, it charged me an extra fee, Why did it charge? | Augmented: I'm really frustrated with this ATM, it slapped me with an unexpected fee, Can you tell me why it did that?
VAL | [card_arrival] | ACCEPT | Reason: N/A | Original: Have you sent out my card yet? | Augmented: Has my new card been dispatched already?
VAL | [unable_to_verify_identity] | ACCEPT | Reason: N/A | Original: How long will it take to verify my account? | Augmented: We're having trouble confirming your identity, and we need a bit more time to complete the verification process.
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: How long does it take to get money from Europe? | Augmented: What is the typical timeframe for transferring funds from Europe to my account?
VAL | [extra_charge_on_statement] | ACCEPT | Reason: The augmented text maintains the same intent of understanding an unexpected charge on the account, and the pending status and amount are preserved. | Original: I had a dollar charged to my account that's still pending and wanted to know what the charge is for? | Augmented: I'm still seeing a pending charge of $1 on my account and I'd like to understand what it's for.
VAL | [cancel_transfer] | ACCEPT | Reason: ... | Original: I made the incorrect payment for my rent yesterday and this needs to be fixed by no later than tomorrow. How can you help? | Augmented: I mistakenly processed a payment for my rent yesterday and I urgently need to reverse it by tomorrow. Can you assist me with this?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: Why is it taking so long for my money to appear in my account? I have been waiting a week! | Augmented: Why hasn't my account balance been updated after I deposited a cheque or cash? I've been waiting for a while now.
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: Around one or two weeks ago I purchased something but there's seems to be an issue. I have already received one of the items, but today the money was placed back into my account. What is happening? | Augmented: I recently made a purchase, but there's a problem. I received one item, but the payment was reversed and the amount was credited back to my account. What's going on?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: The augmented text preserves the same banking intent by highlighting the overcharging due to an incorrect exchange rate during a cash withdrawal, which aligns with the original intent. The text does not introduce any contradictory information or unsupported details. | Original: Hello, in these holidays i have been overcharged on the amount i have withdrawn on one of your ATMs. I did not had any clue about the horrible charges otherwise i would not have withdrawn. | Augmented: I'm experiencing an issue with the exchange rate for a cash withdrawal I made at one of your ATMs during the holidays. I was unaware of the incorrect rate, otherwise I wouldn't have proceeded with the transaction.
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Please cancel the latest ATM charge on my card as my card was declined earlier today and I did not receive that cash. | Augmented: Please cancel the pending cash withdrawal from my card as it was declined earlier today and I did not receive the cash.
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: who charged my card | Augmented: who deducted the transfer fee from my card
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: You shorted me money when I tried to make a withdrawal. | Augmented: You gave me less cash than I was supposed to get when I withdrew some money.
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: I'm waiting for my transaction to complete. | Augmented: I'm expecting my transfer to be received by the recipient.
