GEN | [fiat_currency_support] | Orig: In the exchange and holding, what fiat is allowed? -> Aug: In what currencies can I exchange and hold my funds?
GEN | [virtual_card_not_working] | Orig: My disposable virtual card got rejected -> Aug: My temporary virtual card was declined
GEN | [get_disposable_virtual_card] | Orig: I want to make an online purchase but I don't want to use my credit card. Can you tell me how a disposable virtual card works and where I can apply for one? -> Aug: I'd like to make an online purchase without using my credit card. Can you explain how a temporary virtual card works and where I can obtain one for this transaction?
GEN | [top_up_limits] | Orig: How can I information on my limit for top-ups? -> Aug: What are the details about my limit for making top-ups?
GEN | [getting_spare_card] | Orig: If I need more than cards will I have to pay a fee to receive them? -> Aug: If I require additional cards, will I be charged a fee for obtaining them?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: where is my money from this morning -> Aug: why hasn't my account balance been updated after the deposit I made this morning?
GEN | [getting_spare_card] | Orig: I lost my card and need a new one, will it cost me? -> Aug: I misplaced my card and require a replacement, what's the fee for a new one?
GEN | [top_up_by_card_charge] | Orig: how should i add money to my card -> Aug: how can I charge my card to add funds?
GEN | [card_about_to_expire] | Orig: What is the cost and time frame of getting a new card? -> Aug: What is the process and timeline for replacing an expiring card?
GEN | [card_payment_not_recognised] | Orig: Is it possible someone has access to my card? I noticed that there are a couple of payments in the app I'm sure I did not make. Can you find out what's going on here? -> Aug: I'm concerned that someone might have unauthorized access to my card. I've checked my app and noticed a few transactions that I'm certain I didn't make. Could you investigate this issue and let me know what's happening?
GEN | [top_up_by_bank_transfer_charge] | Orig: If I top-up by using a trasfer are there charges that applied? -> Aug: If I make a top-up payment via bank transfer, are there any charges involved?
GEN | [getting_spare_card] | Orig: I would like some more physical cards, what is my limit? -> Aug: I'd like to request additional physical debit/credit cards, could you please inform me about my available limit?
GEN | [receiving_money] | Orig: What do I need to do to receive my payroll in the account? -> Aug: How can I get my payroll deposited into my account?
GEN | [top_up_by_card_charge] | Orig: should i add money via bank transfer instead -> Aug: can I recharge my account using a card charge instead?
GEN | [lost_or_stolen_card] | Orig: I need to order a new card as my other one was stolen. -> Aug: I require a replacement card as my previous one has been stolen.
GEN | [supported_cards_and_currencies] | Orig: Top up my card please, which y'all support? -> Aug: Can you please inform me about the payment methods you accept, specifically the cards you support?
GEN | [fiat_currency_support] | Orig: I need to know which flat currencies are supported by you. -> Aug: I'm looking for information on the fiat currencies your bank accepts.
GEN | [change_pin] | Orig: I am on vacation in Spain and think someone saw my pin when… Can I change it at a local ATM? -> Aug: I'm currently traveling in Spain and I'm concerned that someone might have noticed my PIN. Can I modify it at a nearby ATM?
GEN | [order_physical_card] | Orig: I need to order a new card. -> Aug: I'd like to request a new physical card.
GEN | [atm_support] | Orig: Where should I withdraw money from? -> Aug: Where can I access cash from an ATM?
GEN | [compromised_card] | Orig: am suspicious of my card's security -> Aug: I'm concerned about the security of my card.
GEN | [card_payment_not_recognised] | Orig: I do not recongize a payment in my account. -> Aug: I'm unable to locate a payment in my account records.
GEN | [getting_spare_card] | Orig: I need a new card. -> Aug: I require a replacement card.
GEN | [receiving_money] | Orig: I received my salary in the wrong currency. How do I change this? -> Aug: I was mistakenly paid in a foreign currency. Can you help me convert this to the correct one?
GEN | [automatic_top_up] | Orig: Can I schedule future top ups? -> Aug: Can I set up recurring automatic top-ups?
GEN | [card_payment_not_recognised] | Orig: I've never been to that store.  That's a fraudulent charge. -> Aug: We've never processed a payment from that merchant before. This transaction appears to be unauthorized.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I put some money in my account the other day and it's not gone in yet, can you help with this? -> Aug: I made a deposit recently, but my account balance hasn't been updated yet, could you assist me with this issue?
GEN | [order_physical_card] | Orig: Show me where to order my card. -> Aug: Where can I place an order for a physical card?
GEN | [failed_transfer] | Orig: I couldnt transfer money from my account. -> Aug: I was unable to complete a transfer from my account.
GEN | [top_up_reverted] | Orig: I got an cancellation error when I was topping up. -> Aug: I encountered an error while attempting to make a top-up, and it was cancelled.
GEN | [supported_cards_and_currencies] | Orig: What cards do you support -> Aug: We accept a range of payment cards
GEN | [balance_not_updated_after_bank_transfer] | Orig: Why hasn't my account updated to reflect my current balance? -> Aug: Why hasn't my account balance been updated to reflect the recent transfer I made?
GEN | [lost_or_stolen_card] | Orig: My card has been stolen. I reported it with the police, but I need to report it with you as well. -> Aug: My credit card has been stolen, and I've already informed the authorities. Now, I'd like to notify you as well.
GEN | [exchange_via_app] | Orig: Do you support changing the currency I use? -> Aug: Can I switch the currency I'm using through your app?
GEN | [get_disposable_virtual_card] | Orig: Will you tell me how I am supposed to use the disposable cards? -> Aug: Can you explain the process for utilizing the virtual disposable cards?
GEN | [fiat_currency_support] | Orig: Is my country's currency supported by your system? -> Aug: Does your bank support transactions in my local currency?
GEN | [reverted_card_payment?] | Orig: I didn't cancel my card payment. -> Aug: Was my card payment reversed?
GEN | [top_up_reverted] | Orig: I need to know what's going on. I was under the impression you offered cryto top up which doesn't seem to be working and money has just vanished from my account. -> Aug: I'm confused about the status of my account. I thought I had successfully topped up my account using cryptocurrency, but it appears the transaction was reversed, and the funds have been deducted from my account without my consent.
GEN | [atm_support] | Orig: What cash stations take this card? -> Aug: Which ATMs accept this card?
VAL | [fiat_currency_support] | ACCEPT | Reason: N/A | Original: In the exchange and holding, what fiat is allowed? | Augmented: In what currencies can I exchange and hold my funds?
VAL | [virtual_card_not_working] | ACCEPT | Reason: N/A | Original: My disposable virtual card got rejected | Augmented: My temporary virtual card was declined
VAL | [get_disposable_virtual_card] | ACCEPT | Reason: The augmented text preserves the same banking intent of obtaining information about a disposable virtual card for online transactions. | Original: I want to make an online purchase but I don't want to use my credit card. Can you tell me how a disposable virtual card works and where I can apply for one? | Augmented: I'd like to make an online purchase without using my credit card. Can you explain how a temporary virtual card works and where I can obtain one for this transaction?
VAL | [top_up_limits] | ACCEPT | Reason: Both texts are asking for information about the top-up limit, preserving the intent of getting details about the top-up limits. | Original: How can I information on my limit for top-ups? | Augmented: What are the details about my limit for making top-ups?
VAL | [getting_spare_card] | ACCEPT | Reason: Both texts are asking about the possibility of needing more than one card and the associated fees. | Original: If I need more than cards will I have to pay a fee to receive them? | Augmented: If I require additional cards, will I be charged a fee for obtaining them?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: where is my money from this morning | Augmented: why hasn't my account balance been updated after the deposit I made this morning?
VAL | [getting_spare_card] | ACCEPT | Reason: N/A | Original: I lost my card and need a new one, will it cost me? | Augmented: I misplaced my card and require a replacement, what's the fee for a new one?
VAL | [top_up_by_card_charge] | ACCEPT | Reason: The augmented text preserves the same banking intent of adding money to a card. It does not introduce any contradictory information or unsupported details. | Original: how should i add money to my card | Augmented: how can I charge my card to add funds?
VAL | [card_about_to_expire] | ACCEPT | Reason: N/A | Original: What is the cost and time frame of getting a new card? | Augmented: What is the process and timeline for replacing an expiring card?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: Is it possible someone has access to my card? I noticed that there are a couple of payments in the app I'm sure I did not make. Can you find out what's going on here? | Augmented: I'm concerned that someone might have unauthorized access to my card. I've checked my app and noticed a few transactions that I'm certain I didn't make. Could you investigate this issue and let me know what's happening?
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: ... | Original: If I top-up by using a trasfer are there charges that applied? | Augmented: If I make a top-up payment via bank transfer, are there any charges involved?
VAL | [getting_spare_card] | ACCEPT | Reason: ... | Original: I would like some more physical cards, what is my limit? | Augmented: I'd like to request additional physical debit/credit cards, could you please inform me about my available limit?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: What do I need to do to receive my payroll in the account? | Augmented: How can I get my payroll deposited into my account?
VAL | [top_up_by_card_charge] | ACCEPT | Reason: N/A | Original: should i add money via bank transfer instead | Augmented: can I recharge my account using a card charge instead?
VAL | [lost_or_stolen_card] | ACCEPT | Reason: ... | Original: I need to order a new card as my other one was stolen. | Augmented: I require a replacement card as my previous one has been stolen.
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: Top up my card please, which y'all support? | Augmented: Can you please inform me about the payment methods you accept, specifically the cards you support?
VAL | [fiat_currency_support] | ACCEPT | Reason: N/A | Original: I need to know which flat currencies are supported by you. | Augmented: I'm looking for information on the fiat currencies your bank accepts.
VAL | [change_pin] | ACCEPT | Reason: The augmented text does not introduce any new or unsupported information. It simply rephrases the original text with slightly different wording but retains the essential banking intent of changing the PIN. | Original: I am on vacation in Spain and think someone saw my pin when… Can I change it at a local ATM? | Augmented: I'm currently traveling in Spain and I'm concerned that someone might have noticed my PIN. Can I modify it at a nearby ATM?
VAL | [order_physical_card] | ACCEPT | Reason: ... | Original: I need to order a new card. | Augmented: I'd like to request a new physical card.
VAL | [atm_support] | ACCEPT | Reason: ... | Original: Where should I withdraw money from? | Augmented: Where can I access cash from an ATM?
VAL | [compromised_card] | ACCEPT | Reason: Both sentences convey a sense of worry or suspicion regarding the security of a card, which is consistent with the idea that the card might have been compromised. | Original: am suspicious of my card's security | Augmented: I'm concerned about the security of my card.
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I do not recongize a payment in my account. | Augmented: I'm unable to locate a payment in my account records.
VAL | [getting_spare_card] | ACCEPT | Reason: N/A | Original: I need a new card. | Augmented: I require a replacement card.
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: I received my salary in the wrong currency. How do I change this? | Augmented: I was mistakenly paid in a foreign currency. Can you help me convert this to the correct one?
VAL | [automatic_top_up] | ACCEPT | Reason: N/A | Original: Can I schedule future top ups? | Augmented: Can I set up recurring automatic top-ups?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I've never been to that store.  That's a fraudulent charge. | Augmented: We've never processed a payment from that merchant before. This transaction appears to be unauthorized.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: ... | Original: I put some money in my account the other day and it's not gone in yet, can you help with this? | Augmented: I made a deposit recently, but my account balance hasn't been updated yet, could you assist me with this issue?
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: Show me where to order my card. | Augmented: Where can I place an order for a physical card?
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: I couldnt transfer money from my account. | Augmented: I was unable to complete a transfer from my account.
VAL | [top_up_reverted] | ACCEPT | Reason: N/A | Original: I got an cancellation error when I was topping up. | Augmented: I encountered an error while attempting to make a top-up, and it was cancelled.
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: What cards do you support | Augmented: We accept a range of payment cards
