GEN | [pending_transfer] | Orig: It seems like I have been waiting forever for this international transfer. Why is it taking so long? C'mon, it's 2018, things happen at a click of a button. All of the account information is correct, so how long will this take? -> Aug: This international transfer has been pending for an eternity. Can you please explain the delay? I'm expecting a seamless process, especially considering the current technology. The account details are accurate, so I'm curious about the expected timeframe.
GEN | [cancel_transfer] | Orig: The wrong account was used during a transaction. -> Aug: The incorrect account was mistakenly used for a transfer.
GEN | [apple_pay_or_google_pay] | Orig: Am I able to Top Up with Apply Pay? -> Aug: Can I use Apple Pay to add funds to my account?
GEN | [Refund_not_showing_up] | Orig: I requested a refund from Next because the dress I purchased had three arm holes. They said they sent the refund last Wednesday which is nearly a week ago and I still don't have it.  Why not? -> Aug: I'm still waiting for the refund from Next, which they claimed to have processed last Wednesday, but it's been almost a week and I haven't received it yet. Can you help me figure out what's going on?
GEN | [top_up_by_cash_or_cheque] | Orig: What types of top-up methods do you accept? -> Aug: You can top up your account using either cash or cheque.
GEN | [extra_charge_on_statement] | Orig: I have a strange transaction for £1 on my statement, what is that? -> Aug: I'm reviewing my statement and noticed an unusual charge of £1, could you please explain what it's for?
GEN | [transfer_not_received_by_recipient] | Orig: Two days ago I did a transfer to another account within the country.  It doesn't appear the transfer went through.  I have verified the account number several times.  Could you please check on this for me? -> Aug: I made a domestic transfer two days ago, but it seems the recipient hasn't received the funds. I've double-checked the account number to ensure it's correct. Could you look into this matter for me?
GEN | [receiving_money] | Orig: How can I receive money? -> Aug: What methods are available for me to receive funds?
GEN | [supported_cards_and_currencies] | Orig: What currency is acceptable for a top up? -> Aug: We accept a range of currencies for top-ups, including but not limited to the following: USD, EUR, JPY, and more.
GEN | [cancel_transfer] | Orig: There was a transaction this morning that I'd like to reverse. -> Aug: I'd like to cancel a transaction that occurred earlier today.
GEN | [cancel_transfer] | Orig: I goofed up and used the wrong account.  Please help. -> Aug: I made an error and used the incorrect account. Can you assist me?
GEN | [pending_transfer] | Orig: I have a pending money transfer -> Aug: A transfer of funds is currently in the process of being sent
GEN | [verify_my_identity] | Orig: How and where can I find the identity checks? -> Aug: Where can I locate the identity verification process?
GEN | [pending_transfer] | Orig: How long would does it take for a seller to receive an EU transfer if I bought something from them and sent them the money immediately? -> Aug: How long does it typically take for a seller to receive a pending transfer after I initiate the payment immediately?
GEN | [cash_withdrawal_charge] | Orig: Explain the extra ATM fees. -> Aug: What are the additional charges for withdrawing cash from an ATM?
GEN | [pending_transfer] | Orig: Why is the transaction not posting? -> Aug: Why is the transfer still pending?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Why didn't the money I transferred into my account get added to my balance? -> Aug: Why hasn't my account balance been updated after I made a transfer from another bank account?
GEN | [direct_debit_payment_not_recognised] | Orig: There was a strange transaction made on my account a couple weeks ago by a seller I don't recognize. May you please check on this transaction for me. -> Aug: We've noticed an unusual payment on your account, made by a merchant you don't have a record of. Could you please confirm if this is a direct debit payment that was not recognized by our system?
GEN | [declined_cash_withdrawal] | Orig: Why can't I get cash out? -> Aug: Why was my cash withdrawal request denied?
GEN | [pending_transfer] | Orig: I recently purchased something and the seller says my money has not arrived yet. It was in EU's. How long does this take? -> Aug: I recently made a purchase and the vendor informed me that the transfer is still pending. The transaction was in euros. Can you please provide an estimate of how long it usually takes for the funds to be received?
GEN | [automatic_top_up] | Orig: I am inquiring about your auto top up feature. -> Aug: I'd like to know more about your automatic top-up service.
GEN | [pending_transfer] | Orig: Why is my transfer pending when I already made it? -> Aug: I'm confused, I initiated the transfer, but it's still showing as pending. Can you help me understand why it's not processing yet?
GEN | [pending_transfer] | Orig: How long do you expect me to wait for the transfer? It finally worked out, but has been pending for a long time and it's quite urgent. -> Aug: When can I expect the transfer to be completed, as it's been pending for a while and I'm in a hurry?
GEN | [supported_cards_and_currencies] | Orig: If I top up by card, what options do I have re: currency and card type? -> Aug: If I make a card deposit, what payment methods and currencies are available to me?
GEN | [pending_card_payment] | Orig: pending transaction? -> Aug: outstanding payment
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: When I exchanged currencies the value of my money changed. -> Aug: When I converted my cash, the exchange rate was incorrect.
GEN | [card_swallowed] | Orig: I need a new card because the ATM took mine. -> Aug: I require a replacement card because I accidentally swallowed my original one.
GEN | [balance_not_updated_after_bank_transfer] | Orig: How long do transfers to international banks take? I made one to france a couple of days ago, but it's still not there. -> Aug: I'm trying to understand why my international bank transfer to France hasn't been reflected in my account balance yet, as it was initiated a few days ago.
GEN | [exchange_rate] | Orig: Is there a specific source that the exchange rate for the transfer I'm planning on making is pulled from? -> Aug: Can you tell me what data source is used to determine the exchange rate for the transfer I'm planning to make?
GEN | [pending_card_payment] | Orig: I made a payment with my card and it hasn't changed. How long do you think this will take? -> Aug: I authorized a payment using my card, but the status remains pending. Can you tell me when I can expect it to be processed?
GEN | [transaction_charged_twice] | Orig: I have been overcharged. -> Aug: I've been mistakenly charged twice.
GEN | [supported_cards_and_currencies] | Orig: How can I top up my account and which currency can I use? -> Aug: What methods are available for adding funds to my account, and what currencies are accepted for transactions?
GEN | [apple_pay_or_google_pay] | Orig: What services can I use to top up? -> Aug: What payment methods can I use to add funds?
GEN | [card_about_to_expire] | Orig: I think my card is expiring, what happens then? -> Aug: I'm concerned that my credit card is nearing its expiration date, what are the consequences?
GEN | [cash_withdrawal_charge] | Orig: I made a transaction at an atm and was charged extra for it. -> Aug: I withdrew cash from an ATM and was surprised to find an additional fee deducted from my account.
GEN | [pending_transfer] | Orig: why have I got a pending transfer? I'm confused!! -> Aug: I'm not sure why I'm seeing a pending transfer in my account. Can you help me understand what's going on?
GEN | [edit_personal_details] | Orig: Need to report a change of address. -> Aug: Require an update to my personal information, specifically my address.
GEN | [failed_transfer] | Orig: I'm trying to make a bank transfer but It's not going through. Could there not be enough funds to transfer or something? Have I done it too many times? -> Aug: I'm having trouble completing a bank transfer and I'm wondering if there's an issue with insufficient funds or if I've exceeded the transfer limit.
VAL | [pending_transfer] | ACCEPT | Reason: ... | Original: It seems like I have been waiting forever for this international transfer. Why is it taking so long? C'mon, it's 2018, things happen at a click of a button. All of the account information is correct, so how long will this take? | Augmented: This international transfer has been pending for an eternity. Can you please explain the delay? I'm expecting a seamless process, especially considering the current technology. The account details are accurate, so I'm curious about the expected timeframe.
VAL | [cancel_transfer] | ACCEPT | Reason: N/A | Original: The wrong account was used during a transaction. | Augmented: The incorrect account was mistakenly used for a transfer.
VAL | [apple_pay_or_google_pay] | ACCEPT | Reason: ... | Original: Am I able to Top Up with Apply Pay? | Augmented: Can I use Apple Pay to add funds to my account?
VAL | [Refund_not_showing_up] | ACCEPT | Reason: ... | Original: I requested a refund from Next because the dress I purchased had three arm holes. They said they sent the refund last Wednesday which is nearly a week ago and I still don't have it.  Why not? | Augmented: I'm still waiting for the refund from Next, which they claimed to have processed last Wednesday, but it's been almost a week and I haven't received it yet. Can you help me figure out what's going on?
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: N/A | Original: What types of top-up methods do you accept? | Augmented: You can top up your account using either cash or cheque.
VAL | [extra_charge_on_statement] | ACCEPT | Reason: ... | Original: I have a strange transaction for £1 on my statement, what is that? | Augmented: I'm reviewing my statement and noticed an unusual charge of £1, could you please explain what it's for?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: ... | Original: Two days ago I did a transfer to another account within the country.  It doesn't appear the transfer went through.  I have verified the account number several times.  Could you please check on this for me? | Augmented: I made a domestic transfer two days ago, but it seems the recipient hasn't received the funds. I've double-checked the account number to ensure it's correct. Could you look into this matter for me?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: How can I receive money? | Augmented: What methods are available for me to receive funds?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: What currency is acceptable for a top up? | Augmented: We accept a range of currencies for top-ups, including but not limited to the following: USD, EUR, JPY, and more.
VAL | [cancel_transfer] | ACCEPT | Reason: N/A | Original: There was a transaction this morning that I'd like to reverse. | Augmented: I'd like to cancel a transaction that occurred earlier today.
VAL | [cancel_transfer] | ACCEPT | Reason: N/A | Original: I goofed up and used the wrong account.  Please help. | Augmented: I made an error and used the incorrect account. Can you assist me?
VAL | [pending_transfer] | ACCEPT | Reason: N/A | Original: I have a pending money transfer | Augmented: A transfer of funds is currently in the process of being sent
VAL | [verify_my_identity] | ACCEPT | Reason: Both texts are asking about locating the identity verification process, which aligns with the intent of verifying one's identity. | Original: How and where can I find the identity checks? | Augmented: Where can I locate the identity verification process?
VAL | [pending_transfer] | ACCEPT | Reason: N/A | Original: How long would does it take for a seller to receive an EU transfer if I bought something from them and sent them the money immediately? | Augmented: How long does it typically take for a seller to receive a pending transfer after I initiate the payment immediately?
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: Explain the extra ATM fees. | Augmented: What are the additional charges for withdrawing cash from an ATM?
VAL | [pending_transfer] | ACCEPT | Reason: ... | Original: Why is the transaction not posting? | Augmented: Why is the transfer still pending?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: ... | Original: Why didn't the money I transferred into my account get added to my balance? | Augmented: Why hasn't my account balance been updated after I made a transfer from another bank account?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: There was a strange transaction made on my account a couple weeks ago by a seller I don't recognize. May you please check on this transaction for me. | Augmented: We've noticed an unusual payment on your account, made by a merchant you don't have a record of. Could you please confirm if this is a direct debit payment that was not recognized by our system?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: Why can't I get cash out? | Augmented: Why was my cash withdrawal request denied?
VAL | [pending_transfer] | ACCEPT | Reason: N/A | Original: I recently purchased something and the seller says my money has not arrived yet. It was in EU's. How long does this take? | Augmented: I recently made a purchase and the vendor informed me that the transfer is still pending. The transaction was in euros. Can you please provide an estimate of how long it usually takes for the funds to be received?
VAL | [automatic_top_up] | ACCEPT | Reason: ... | Original: I am inquiring about your auto top up feature. | Augmented: I'd like to know more about your automatic top-up service.
VAL | [pending_transfer] | ACCEPT | Reason: The augmented text preserves the user's concern about a pending transfer and seeks clarification on why the transfer has not processed. This aligns with the original intent of 'pending_transfer' without changing the core issue. | Original: Why is my transfer pending when I already made it? | Augmented: I'm confused, I initiated the transfer, but it's still showing as pending. Can you help me understand why it's not processing yet?
VAL | [pending_transfer] | REVIEW | Reason: The augmented text maintains the core intent of asking about a pending transfer and its completion time, but it loses some of the urgency and specific wording from the original text. | Original: How long do you expect me to wait for the transfer? It finally worked out, but has been pending for a long time and it's quite urgent. | Augmented: When can I expect the transfer to be completed, as it's been pending for a while and I'm in a hurry?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: If I top up by card, what options do I have re: currency and card type? | Augmented: If I make a card deposit, what payment methods and currencies are available to me?
VAL | [pending_card_payment] | ACCEPT | Reason: N/A | Original: pending transaction? | Augmented: outstanding payment
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: N/A | Original: When I exchanged currencies the value of my money changed. | Augmented: When I converted my cash, the exchange rate was incorrect.
VAL | [card_swallowed] | ACCEPT | Reason: N/A | Original: I need a new card because the ATM took mine. | Augmented: I require a replacement card because I accidentally swallowed my original one.
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: N/A | Original: How long do transfers to international banks take? I made one to france a couple of days ago, but it's still not there. | Augmented: I'm trying to understand why my international bank transfer to France hasn't been reflected in my account balance yet, as it was initiated a few days ago.
VAL | [exchange_rate] | ACCEPT | Reason: The augmented text does not change the intent; it merely rephrases the question to ask about the data source used to determine the exchange rate, which is a valid and specific inquiry related to the exchange rate. | Original: Is there a specific source that the exchange rate for the transfer I'm planning on making is pulled from? | Augmented: Can you tell me what data source is used to determine the exchange rate for the transfer I'm planning to make?
VAL | [pending_card_payment] | ACCEPT | Reason: N/A | Original: I made a payment with my card and it hasn't changed. How long do you think this will take? | Augmented: I authorized a payment using my card, but the status remains pending. Can you tell me when I can expect it to be processed?
VAL | [transaction_charged_twice] | ACCEPT | Reason: N/A | Original: I have been overcharged. | Augmented: I've been mistakenly charged twice.
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: How can I top up my account and which currency can I use? | Augmented: What methods are available for adding funds to my account, and what currencies are accepted for transactions?
VAL | [apple_pay_or_google_pay] | ACCEPT | Reason: N/A | Original: What services can I use to top up? | Augmented: What payment methods can I use to add funds?
VAL | [card_about_to_expire] | ACCEPT | Reason: ... | Original: I think my card is expiring, what happens then? | Augmented: I'm concerned that my credit card is nearing its expiration date, what are the consequences?
