GEN | [exchange_via_app] | Orig: I am from X but am traveling to Y - how do I get currency for Y? -> Aug: I'm currently in X but heading to Y, and I'd like to know how to obtain the local currency for Y using the app.
GEN | [edit_personal_details] | Orig: how do i get into my account and edit my details -> Aug: what steps do i need to take to access my account and modify my personal information?
GEN | [card_arrival] | Orig: maximum how many days get the courier? -> Aug: How long does it take for the courier to deliver the card?
GEN | [declined_card_payment] | Orig: I couldn't pay with my card -> Aug: The payment was not processed due to a card issue.
GEN | [exchange_charge] | Orig: Would you be able to offer me a discount, since I need to exchange currencies frequently? -> Aug: Could you provide a discount for me, as I regularly need to exchange currencies?
GEN | [card_delivery_estimate] | Orig: Can I have it by a certain date? -> Aug: Can you provide an estimated delivery date for the card?
GEN | [fiat_currency_support] | Orig: Is my fiat currency supported for both hold and exchange? -> Aug: Can I use my fiat currency for both holding and exchanging purposes?
GEN | [balance_not_updated_after_bank_transfer] | Orig: I can still see money in my account after making a payment -> Aug: I can see the funds in my account, but the balance hasn't been updated after I made a transfer.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Why did you give me so little currency? -> Aug: Why was the exchange rate used for my cash withdrawal so inaccurate?
GEN | [extra_charge_on_statement] | Orig: I wanted to know about a pending dollar that is on my statement. -> Aug: I'd like to inquire about an additional charge that appears on my latest statement.
GEN | [direct_debit_payment_not_recognised] | Orig: If I found an error in my account for a transaction I didn't make, how long to I have to dispute it? -> Aug: We've noticed a direct debit payment that doesn't match your account records. Can you please let us know how long you'd like to dispute this transaction?
GEN | [transfer_into_account] | Orig: I need to move money from one of my other accounts to this one. -> Aug: I'd like to transfer funds from another account to this account.
GEN | [declined_card_payment] | Orig: A shop I go to didn't let me pay. -> Aug: A store I frequent refused to accept my payment.
GEN | [card_not_working] | Orig: What do I do now that I can't use this card? -> Aug: What should I do since my card is not functioning properly?
GEN | [top_up_failed] | Orig: I didn't see the money I added to my card. -> Aug: I didn't receive the funds I attempted to add to my card.
GEN | [fiat_currency_support] | Orig: Will you be adding more currencies in the future? -> Aug: Are there any plans to expand the list of supported fiat currencies in the future?
GEN | [why_verify_identity] | Orig: Can we skip verifying? -> Aug: Can we bypass the identity verification process?
GEN | [reverted_card_payment?] | Orig: My card payments have stopped. -> Aug: My card payments have ceased.
GEN | [top_up_by_bank_transfer_charge] | Orig: Do I get charged if I get money? -> Aug: Will I be charged a fee when I receive a bank transfer to top up my account?
GEN | [card_not_working] | Orig: Why won't the machine accept my card anymore? -> Aug: The card is not functioning properly and won't be recognized by the payment terminal.
GEN | [why_verify_identity] | Orig: Do you think you're asking for too much information about me? -> Aug: Are you feeling overwhelmed by the amount of personal details we're asking you to provide?
GEN | [topping_up_by_card] | Orig: I tried topping off my account with a card, but the money is not in my account despite the charge going through -> Aug: I attempted to replenish my account balance using my card, but the funds are still not available despite the transaction being processed successfully
GEN | [top_up_reverted] | Orig: The app reversed a top off I had.  What should I do? -> Aug: The app has cancelled the recent top-up I made. What should I do now?
GEN | [reverted_card_payment?] | Orig: Can you please tell me why my card payments are not going through when I try to buy something online? When I put in my card payment it takes it but it comes back a while later. -> Aug: Can you help me understand why my online transactions are being declined, even though my card payment is initially accepted, only to be reversed later?
GEN | [reverted_card_payment?] | Orig: I tried to buy something online but my funds were transferred back to my account. What is happening? -> Aug: Why did the payment I made online get reversed and credited back to my account?
GEN | [exchange_charge] | Orig: Do you offer a discount for those who perform frequent currency exchanges? -> Aug: Are there any special deals or promotions available for customers who regularly exchange currencies?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Im going to need to make a transfer from a UK account but I need it to go through ASAP. Is that going to be possible or will it take forever?? Im hoping it will be a couple hours and not a couple weeks. -> Aug: I'm planning to initiate a transfer from a UK account, but I'm concerned that my account balance won't be updated immediately. Can you confirm if the transfer will be processed quickly, or will it take an extended period of time?
GEN | [card_acceptance] | Orig: Is the card welcomed by everybody? -> Aug: Is the card accepted by all parties involved?
GEN | [direct_debit_payment_not_recognised] | Orig: How long after I receive my statement can I dispute payments on it? -> Aug: What is the timeframe for disputing payments on my statement after it's been received?
GEN | [card_payment_not_recognised] | Orig: I need some help now please! There are some transactions on my account that I do not remember purchasing. Can they be reversed? Can you please cancel or freeze my card so I don't keep getting charged?! -> Aug: I'm experiencing some issues with my account and I'd like some assistance. I've noticed some charges that I don't recognize, and I'm worried that my card is being used without my permission. Could you please look into this and either reverse the transactions or temporarily suspend my card to prevent further unauthorized charges?
GEN | [card_not_working] | Orig: What do I do if the machine rejects my card? -> Aug: If the ATM or payment terminal declines my card, what should I do next?
GEN | [card_linking] | Orig: Help me access the card I already got so I can information from it. -> Aug: Can you assist me in retrieving the card I already possess so I can access its information?
GEN | [card_not_working] | Orig: I can't use my card for anything -> Aug: I'm unable to make any transactions with my card.
GEN | [cash_withdrawal_not_recognised] | Orig: I see cash in my app but I did not get it. -> Aug: I'm showing a cash withdrawal in my app, but it's not reflecting in my account.
GEN | [exchange_via_app] | Orig: I need to get some Euros for my holiday. Am I able to exchange some of my money? -> Aug: I'm planning a trip and need to convert some currency. Can I exchange my money for Euros through the app?
GEN | [card_payment_wrong_exchange_rate] | Orig: Does the fee for exchange change? -> Aug: Is the exchange rate fee subject to change?
GEN | [card_delivery_estimate] | Orig: I need my card as quick as possible -> Aug: I'd like to receive my card as soon as possible.
GEN | [cash_withdrawal_charge] | Orig: Why am I being charged for getting cash? -> Aug: Why am I being assessed a fee for withdrawing cash from my account?
GEN | [verify_top_up] | Orig: How do i secure a top-up card? -> Aug: How can I confirm the details of my top-up card?
VAL | [exchange_via_app] | ACCEPT | Reason: N/A | Original: I am from X but am traveling to Y - how do I get currency for Y? | Augmented: I'm currently in X but heading to Y, and I'd like to know how to obtain the local currency for Y using the app.
VAL | [edit_personal_details] | ACCEPT | Reason: ... | Original: how do i get into my account and edit my details | Augmented: what steps do i need to take to access my account and modify my personal information?
VAL | [card_arrival] | ACCEPT | Reason: N/A | Original: maximum how many days get the courier? | Augmented: How long does it take for the courier to deliver the card?
VAL | [declined_card_payment] | ACCEPT | Reason: N/A | Original: I couldn't pay with my card | Augmented: The payment was not processed due to a card issue.
VAL | [exchange_charge] | ACCEPT | Reason: ... | Original: Would you be able to offer me a discount, since I need to exchange currencies frequently? | Augmented: Could you provide a discount for me, as I regularly need to exchange currencies?
VAL | [card_delivery_estimate] | ACCEPT | Reason: ... | Original: Can I have it by a certain date? | Augmented: Can you provide an estimated delivery date for the card?
VAL | [fiat_currency_support] | ACCEPT | Reason: Both texts are asking about the support for fiat currency in terms of holding and exchanging, which aligns with the target intent of fiat_currency_support. | Original: Is my fiat currency supported for both hold and exchange? | Augmented: Can I use my fiat currency for both holding and exchanging purposes?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: The augmented text preserves the same banking intent by indicating that the user can see the funds but the balance is not being updated, which matches the original intent. | Original: I can still see money in my account after making a payment | Augmented: I can see the funds in my account, but the balance hasn't been updated after I made a transfer.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Why did you give me so little currency? | Augmented: Why was the exchange rate used for my cash withdrawal so inaccurate?
VAL | [extra_charge_on_statement] | ACCEPT | Reason: N/A | Original: I wanted to know about a pending dollar that is on my statement. | Augmented: I'd like to inquire about an additional charge that appears on my latest statement.
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: If I found an error in my account for a transaction I didn't make, how long to I have to dispute it? | Augmented: We've noticed a direct debit payment that doesn't match your account records. Can you please let us know how long you'd like to dispute this transaction?
VAL | [transfer_into_account] | ACCEPT | Reason: Both texts convey the same intent of transferring money from one account to another, preserving the target intent of 'transfer_into_account'. There are no contradictions or ambiguities introduced. | Original: I need to move money from one of my other accounts to this one. | Augmented: I'd like to transfer funds from another account to this account.
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: A shop I go to didn't let me pay. | Augmented: A store I frequent refused to accept my payment.
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: What do I do now that I can't use this card? | Augmented: What should I do since my card is not functioning properly?
VAL | [top_up_failed] | ACCEPT | Reason: N/A | Original: I didn't see the money I added to my card. | Augmented: I didn't receive the funds I attempted to add to my card.
VAL | [fiat_currency_support] | ACCEPT | Reason: N/A | Original: Will you be adding more currencies in the future? | Augmented: Are there any plans to expand the list of supported fiat currencies in the future?
VAL | [why_verify_identity] | ACCEPT | Reason: N/A | Original: Can we skip verifying? | Augmented: Can we bypass the identity verification process?
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: My card payments have stopped. | Augmented: My card payments have ceased.
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: N/A | Original: Do I get charged if I get money? | Augmented: Will I be charged a fee when I receive a bank transfer to top up my account?
VAL | [card_not_working] | ACCEPT | Reason: N/A | Original: Why won't the machine accept my card anymore? | Augmented: The card is not functioning properly and won't be recognized by the payment terminal.
VAL | [why_verify_identity] | ACCEPT | Reason: N/A | Original: Do you think you're asking for too much information about me? | Augmented: Are you feeling overwhelmed by the amount of personal details we're asking you to provide?
VAL | [topping_up_by_card] | ACCEPT | Reason: ... | Original: I tried topping off my account with a card, but the money is not in my account despite the charge going through | Augmented: I attempted to replenish my account balance using my card, but the funds are still not available despite the transaction being processed successfully
VAL | [top_up_reverted] | ACCEPT | Reason: N/A | Original: The app reversed a top off I had.  What should I do? | Augmented: The app has cancelled the recent top-up I made. What should I do now?
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: Can you please tell me why my card payments are not going through when I try to buy something online? When I put in my card payment it takes it but it comes back a while later. | Augmented: Can you help me understand why my online transactions are being declined, even though my card payment is initially accepted, only to be reversed later?
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: I tried to buy something online but my funds were transferred back to my account. What is happening? | Augmented: Why did the payment I made online get reversed and credited back to my account?
VAL | [exchange_charge] | ACCEPT | Reason: N/A | Original: Do you offer a discount for those who perform frequent currency exchanges? | Augmented: Are there any special deals or promotions available for customers who regularly exchange currencies?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: N/A | Original: Im going to need to make a transfer from a UK account but I need it to go through ASAP. Is that going to be possible or will it take forever?? Im hoping it will be a couple hours and not a couple weeks. | Augmented: I'm planning to initiate a transfer from a UK account, but I'm concerned that my account balance won't be updated immediately. Can you confirm if the transfer will be processed quickly, or will it take an extended period of time?
VAL | [card_acceptance] | ACCEPT | Reason: N/A | Original: Is the card welcomed by everybody? | Augmented: Is the card accepted by all parties involved?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: How long after I receive my statement can I dispute payments on it? | Augmented: What is the timeframe for disputing payments on my statement after it's been received?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: The augmented text maintains the core issue of unrecognized transactions and the need for assistance, which is consistent with the original intent. It does not change the intent, add unsupported information, or become ambiguous. | Original: I need some help now please! There are some transactions on my account that I do not remember purchasing. Can they be reversed? Can you please cancel or freeze my card so I don't keep getting charged?! | Augmented: I'm experiencing some issues with my account and I'd like some assistance. I've noticed some charges that I don't recognize, and I'm worried that my card is being used without my permission. Could you please look into this and either reverse the transactions or temporarily suspend my card to prevent further unauthorized charges?
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: What do I do if the machine rejects my card? | Augmented: If the ATM or payment terminal declines my card, what should I do next?
