GEN | [pending_cash_withdrawal] | Orig: I tried to get cash at some ATM in the city centre earlier but the machine declined my card. I've seen it still shows up as pending in my account. Please cancel it immediately as I definitely have not received that money! -> Aug: I attempted to withdraw cash from an ATM in the city centre earlier, but the machine refused my card. The transaction still appears as pending in my account. Could you please cancel it as I'm certain I didn't receive the funds?
GEN | [activate_my_card] | Orig: You can do that in just a few seconds. Go to account, hit activate, and follow the directions from there. -> Aug: You can complete the process quickly. Simply navigate to your account, select the "Activate" option, and follow the prompts to finish.
GEN | [lost_or_stolen_card] | Orig: Can you send me a new card and block my current one. I'm in Spain and my wallet was stolen. -> Aug: Can you replace my card and cancel my current one, as it was stolen while I was in Spain and I'm now without a wallet?
GEN | [disposable_card_limits] | Orig: i tried using a virtual card for a hotel but it didn't work, why not -> Aug: I attempted to utilize a disposable card for a hotel booking, but it was unsuccessful, could you please explain why?
GEN | [wrong_amount_of_cash_received] | Orig: It kept my cash -> Aug: I was given the wrong amount of money
GEN | [pending_cash_withdrawal] | Orig: Hello, I'm having trouble with my card, I don't understand what's happening, I tried using the ATM machine earlier but it wasn't working but seems like the transactions is still in progress, can you cancel it for me? -> Aug: I'm having some issues with my card, I'm not sure what's going on, I attempted to use the ATM earlier but it didn't work, and it appears that the cash withdrawal is still pending, could you please assist me in canceling it?
GEN | [atm_support] | Orig: I need an ATM right now! -> Aug: I urgently require access to an ATM.
GEN | [contactless_not_working] | Orig: Can I make a contactless payments? -> Aug: Can I use contactless payment methods?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Can you see my new balance yet? -> Aug: Have you checked my account balance recently?
GEN | [contactless_not_working] | Orig: Contactless payments need to be enabled for my card. -> Aug: Contactless payment functionality is currently unavailable for my card.
GEN | [contactless_not_working] | Orig: Why wasn't my contactless accepted at the metro? -> Aug: Why did my contactless payment fail to work at the metro station?
GEN | [supported_cards_and_currencies] | Orig: What are the currencies and cards that are supported with my account? -> Aug: What types of payment methods and currencies are accepted with my account?
GEN | [card_not_working] | Orig: HOW LONG TO TAKE THE TIME TO SOLVE -> Aug: How long will it take to resolve the issue with my card not working?
GEN | [lost_or_stolen_card] | Orig: Has there been any activity on my card today? -> Aug: Has there been any recent use or transactions on my card?
GEN | [disposable_card_limits] | Orig: Help me create several temp cards every day. -> Aug: Can you assist me in generating multiple temporary cards daily?
GEN | [declined_card_payment] | Orig: I couldn't pay with card in a shop -> Aug: The payment using my card was not accepted in the store.
GEN | [top_up_failed] | Orig: I'm not sure if my pop-up went through. -> Aug: I'm unsure if my top-up was successfully processed.
GEN | [age_limit] | Orig: My daughter needs to open account. -> Aug: A minor is seeking to establish a new account.
GEN | [getting_spare_card] | Orig: Can another family member hold a card for this account in addition to mine? -> Aug: Can I have a spare card issued for this account, in addition to the one I already have?
GEN | [contactless_not_working] | Orig: I can't get a contactless payment to work. -> Aug: I'm having trouble with my contactless payment method.
GEN | [card_about_to_expire] | Orig: Where can I have a new bank card sent to China? -> Aug: Can I request a replacement bank card to be delivered to China?
GEN | [supported_cards_and_currencies] | Orig: Can you tell me which cards and currencies are supported? -> Aug: We'd be happy to inform you about the cards and currencies we currently accept.
GEN | [card_not_working] | Orig: For a week now, I have tried to use my card and it is still not working. -> Aug: I've been trying to use my card for a week, but it's still not functioning properly.
GEN | [virtual_card_not_working] | Orig: I tried to use my disposable virtual card to pay a subscription to the gym and it got rejected. Any ideas why? -> Aug: I attempted to utilize my temporary virtual payment card to settle a recurring payment for a gym membership, but it was declined. Can you help me identify the reason behind this issue?
GEN | [pending_card_payment] | Orig: How long does it take for a purchase to go from pending to authorised? -> Aug: When can I expect a pending card payment to be processed and move to an authorized status?
GEN | [receiving_money] | Orig: How can my boss pay me directly to the card? -> Aug: How can my boss deposit funds directly to my card?
GEN | [age_limit] | Orig: what is the age limit for opening a new account -> Aug: what is the minimum age requirement for opening a new account
GEN | [pending_cash_withdrawal] | Orig: I tried to get some with-drawls but the machine didn't work. The transaction still seems in progress.Seems like  something is wrong,I don't want to be charged for Transaction i did not make. -> Aug: I attempted to initiate a cash withdrawal, but the ATM malfunctioned. The transaction appears to be pending, and I'm concerned that I might be charged for a transaction I didn't authorize.
GEN | [reverted_card_payment?] | Orig: Can you tell me why my card isn't letting me make purchases online? It's been 2 weeks I've been trying. -> Aug: Why is my card not allowing me to make online transactions? I've been trying for two weeks now.
GEN | [virtual_card_not_working] | Orig: My disposable virtual card wouldn't process my payment? -> Aug: The virtual payment card I was using wouldn't accept my transaction.
GEN | [card_swallowed] | Orig: Who do I talk to about the ATM swallowing my card? -> Aug: Whom should I contact regarding the ATM consuming my card?
GEN | [wrong_amount_of_cash_received] | Orig: how come when i asked for 100 it only gave me 20.00 in the app -> Aug: I was expecting to receive the full amount of $100, but instead, I only got $20.
GEN | [cash_withdrawal_not_recognised] | Orig: Someone has a copy of my card !! I definitely still have it here but someone just made a 500£ cash withdrawal, HELP! -> Aug: I've misplaced my card, but I'm certain I still have it. However, someone has made a £500 cash withdrawal, and I urgently need assistance!
GEN | [wrong_amount_of_cash_received] | Orig: When I went to $100, all the machine would give me was $20. -> Aug: When I went to withdraw $100, the machine only dispensed $20.
GEN | [pending_top_up] | Orig: I do not think the pop up went through yet. -> Aug: I'm not sure if the top-up request has been processed successfully.
GEN | [atm_support] | Orig: Can I use my card to withdraw from my account? -> Aug: Can I make a withdrawal from my account using my card?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: I tried to get cash at some ATM in the city centre earlier but the machine declined my card. I've seen it still shows up as pending in my account. Please cancel it immediately as I definitely have not received that money! | Augmented: I attempted to withdraw cash from an ATM in the city centre earlier, but the machine refused my card. The transaction still appears as pending in my account. Could you please cancel it as I'm certain I didn't receive the funds?
VAL | [activate_my_card] | ACCEPT | Reason: ... | Original: You can do that in just a few seconds. Go to account, hit activate, and follow the directions from there. | Augmented: You can complete the process quickly. Simply navigate to your account, select the "Activate" option, and follow the prompts to finish.
VAL | [lost_or_stolen_card] | ACCEPT | Reason: The augmented text preserves the same banking intent of needing a new card and blocking the current one due to theft. It does not introduce any contradictory information or unsupported details. | Original: Can you send me a new card and block my current one. I'm in Spain and my wallet was stolen. | Augmented: Can you replace my card and cancel my current one, as it was stolen while I was in Spain and I'm now without a wallet?
VAL | [disposable_card_limits] | ACCEPT | Reason: ... | Original: i tried using a virtual card for a hotel but it didn't work, why not | Augmented: I attempted to utilize a disposable card for a hotel booking, but it was unsuccessful, could you please explain why?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: It kept my cash | Augmented: I was given the wrong amount of money
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: Hello, I'm having trouble with my card, I don't understand what's happening, I tried using the ATM machine earlier but it wasn't working but seems like the transactions is still in progress, can you cancel it for me? | Augmented: I'm having some issues with my card, I'm not sure what's going on, I attempted to use the ATM earlier but it didn't work, and it appears that the cash withdrawal is still pending, could you please assist me in canceling it?
VAL | [atm_support] | ACCEPT | Reason: ... | Original: I need an ATM right now! | Augmented: I urgently require access to an ATM.
VAL | [contactless_not_working] | ACCEPT | Reason: N/A | Original: Can I make a contactless payments? | Augmented: Can I use contactless payment methods?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: N/A | Original: Can you see my new balance yet? | Augmented: Have you checked my account balance recently?
VAL | [contactless_not_working] | ACCEPT | Reason: N/A | Original: Contactless payments need to be enabled for my card. | Augmented: Contactless payment functionality is currently unavailable for my card.
VAL | [contactless_not_working] | ACCEPT | Reason: ... | Original: Why wasn't my contactless accepted at the metro? | Augmented: Why did my contactless payment fail to work at the metro station?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: What are the currencies and cards that are supported with my account? | Augmented: What types of payment methods and currencies are accepted with my account?
VAL | [card_not_working] | ACCEPT | Reason: N/A | Original: HOW LONG TO TAKE THE TIME TO SOLVE | Augmented: How long will it take to resolve the issue with my card not working?
VAL | [lost_or_stolen_card] | ACCEPT | Reason: N/A | Original: Has there been any activity on my card today? | Augmented: Has there been any recent use or transactions on my card?
VAL | [disposable_card_limits] | ACCEPT | Reason: N/A | Original: Help me create several temp cards every day. | Augmented: Can you assist me in generating multiple temporary cards daily?
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: I couldn't pay with card in a shop | Augmented: The payment using my card was not accepted in the store.
VAL | [top_up_failed] | ACCEPT | Reason: N/A | Original: I'm not sure if my pop-up went through. | Augmented: I'm unsure if my top-up was successfully processed.
VAL | [age_limit] | ACCEPT | Reason: N/A | Original: My daughter needs to open account. | Augmented: A minor is seeking to establish a new account.
VAL | [getting_spare_card] | ACCEPT | Reason: N/A | Original: Can another family member hold a card for this account in addition to mine? | Augmented: Can I have a spare card issued for this account, in addition to the one I already have?
VAL | [contactless_not_working] | ACCEPT | Reason: ... | Original: I can't get a contactless payment to work. | Augmented: I'm having trouble with my contactless payment method.
VAL | [card_about_to_expire] | ACCEPT | Reason: N/A | Original: Where can I have a new bank card sent to China? | Augmented: Can I request a replacement bank card to be delivered to China?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: ... | Original: Can you tell me which cards and currencies are supported? | Augmented: We'd be happy to inform you about the cards and currencies we currently accept.
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: For a week now, I have tried to use my card and it is still not working. | Augmented: I've been trying to use my card for a week, but it's still not functioning properly.
VAL | [virtual_card_not_working] | ACCEPT | Reason: ... | Original: I tried to use my disposable virtual card to pay a subscription to the gym and it got rejected. Any ideas why? | Augmented: I attempted to utilize my temporary virtual payment card to settle a recurring payment for a gym membership, but it was declined. Can you help me identify the reason behind this issue?
VAL | [pending_card_payment] | ACCEPT | Reason: ... | Original: How long does it take for a purchase to go from pending to authorised? | Augmented: When can I expect a pending card payment to be processed and move to an authorized status?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: How can my boss pay me directly to the card? | Augmented: How can my boss deposit funds directly to my card?
VAL | [age_limit] | ACCEPT | Reason: Both texts are asking about the age requirement to open a new account, preserving the 'age_limit' intent. | Original: what is the age limit for opening a new account | Augmented: what is the minimum age requirement for opening a new account
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: The augmented text preserves the intent of a pending cash withdrawal and the user's concern about the transaction status and potential unauthorized charges. There are no contradictions or unsupported details. | Original: I tried to get some with-drawls but the machine didn't work. The transaction still seems in progress.Seems like  something is wrong,I don't want to be charged for Transaction i did not make. | Augmented: I attempted to initiate a cash withdrawal, but the ATM malfunctioned. The transaction appears to be pending, and I'm concerned that I might be charged for a transaction I didn't authorize.
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: Can you tell me why my card isn't letting me make purchases online? It's been 2 weeks I've been trying. | Augmented: Why is my card not allowing me to make online transactions? I've been trying for two weeks now.
VAL | [virtual_card_not_working] | ACCEPT | Reason: ... | Original: My disposable virtual card wouldn't process my payment? | Augmented: The virtual payment card I was using wouldn't accept my transaction.
VAL | [card_swallowed] | ACCEPT | Reason: ... | Original: Who do I talk to about the ATM swallowing my card? | Augmented: Whom should I contact regarding the ATM consuming my card?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: ... | Original: how come when i asked for 100 it only gave me 20.00 in the app | Augmented: I was expecting to receive the full amount of $100, but instead, I only got $20.
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: Someone has a copy of my card !! I definitely still have it here but someone just made a 500£ cash withdrawal, HELP! | Augmented: I've misplaced my card, but I'm certain I still have it. However, someone has made a £500 cash withdrawal, and I urgently need assistance!
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: ... | Original: When I went to $100, all the machine would give me was $20. | Augmented: When I went to withdraw $100, the machine only dispensed $20.
VAL | [pending_top_up] | ACCEPT | Reason: N/A | Original: I do not think the pop up went through yet. | Augmented: I'm not sure if the top-up request has been processed successfully.
VAL | [atm_support] | ACCEPT | Reason: ... | Original: Can I use my card to withdraw from my account? | Augmented: Can I make a withdrawal from my account using my card?
VAL_SUMMARY | ACCEPT: 36 | REVIEW: 0 | REJECT: 0 | UNKNOWN: 0 | Accept Rate: 1.0000
