GEN | [cash_withdrawal_charge] | Orig: I noticed a different charge while I was taking my money out. -> Aug: I observed an unexpected fee when I withdrew my cash.
GEN | [edit_personal_details] | Orig: went somewhere else, need to change details -> Aug: decided to switch to another option and update my personal information
GEN | [transaction_charged_twice] | Orig: My card was declined but it shows as multiple charges? -> Aug: I made a purchase, but it looks like I've been charged twice, even though my card was declined.
GEN | [wrong_amount_of_cash_received] | Orig: Why is my cash request and the amount I received different? -> Aug: The amount I was expecting to receive in cash doesn't match the amount I was given.
GEN | [verify_source_of_funds] | Orig: Why do I need to verify my funds? -> Aug: We'd like to confirm the origin of your funds to ensure the transaction is legitimate and compliant with our banking regulations.
GEN | [verify_top_up] | Orig: How do i verify my card? -> Aug: How can I confirm my card details?
GEN | [card_delivery_estimate] | Orig: Send me my card now! ASAP -> Aug: Can you expedite the delivery of my card as soon as possible?
GEN | [age_limit] | Orig: I have young kids. Can they use this service? -> Aug: I'm a parent with minors. Can they access this service?
GEN | [edit_personal_details] | Orig: I just got married and need to change my name on the account -> Aug: I recently got married and would like to update my personal information to reflect my new married name.
GEN | [verify_top_up] | Orig: Where's my top up code? -> Aug: Can you please provide me with my top-up code?
GEN | [card_payment_fee_charged] | Orig: What are the fees imposed when I make a transaction? -> Aug: What charges do I need to pay when I process a payment?
GEN | [virtual_card_not_working] | Orig: I have a disposable card but it does not work? -> Aug: I'm having trouble with my temporary virtual card, it's not functioning properly.
GEN | [extra_charge_on_statement] | Orig: There is a charge for an additional pound. -> Aug: A supplementary fee has been added to your statement.
GEN | [extra_charge_on_statement] | Orig: Why has my card been charged an extra pound? -> Aug: Why is there an additional charge on my statement?
GEN | [transfer_into_account] | Orig: Please provide details on how to top up my account using transfer option -> Aug: Please provide instructions on how to deposit funds into my account using the transfer feature
GEN | [pending_card_payment] | Orig: I've made a card payment a couple of days ago now but it looks like the money is stuck. How long does it typically take for the payment to go through? -> Aug: I recently made a card payment, but it appears to be pending. Can you tell me what the usual processing time is for a payment like this?
GEN | [wrong_amount_of_cash_received] | Orig: Yikes!  I didn't get the amount of money that I requested.  What do I do now? -> Aug: I'm shortchanged! I received less cash than I was supposed to get. How do I resolve this issue?
GEN | [contactless_not_working] | Orig: I am having issues using contactless payments, could my card be damaged? -> Aug: I'm experiencing problems with making contactless transactions, is it possible that my card is faulty?
GEN | [card_payment_fee_charged] | Orig: I have a fee showing from last time I used my card. -> Aug: I noticed a charge for a fee from my last card transaction.
GEN | [top_up_failed] | Orig: I've been trying to transfer funds to top-up my card, but the transaction is not going through.  Is there something I'm doing wrong? -> Aug: I've attempted to add funds to my card, but the transaction has failed. Could you help me identify the issue?
GEN | [declined_cash_withdrawal] | Orig: Why can I not take out cash? -> Aug: Why was my cash withdrawal request denied?
GEN | [pending_card_payment] | Orig: I made a card payment by my card but it failed. Please let me know when the payment will get completed as its still pending. -> Aug: I attempted to process a payment using my card, but the transaction was unsuccessful. Could you please inform me when the payment will be finalized, as it remains pending at the moment?
GEN | [verify_my_identity] | Orig: Tell me what the steps for the identity checks are -> Aug: Explain the process for verifying my identity
GEN | [visa_or_mastercard] | Orig: Can I choose my card scheme? -> Aug: May I select my preferred payment method, such as Visa or Mastercard?
GEN | [wrong_amount_of_cash_received] | Orig: I went tot the ATM earlier today and didn't realize this till now but I did not get all the money I requested.  I believe my account was charged for 100 but I only got 80.  Is there any way we can solve this problem? -> Aug: I recently visited the ATM and didn't notice until now that I was shortchanged. I'm certain my account was debited for a larger amount, specifically 100, but I only received 80. Can you help me resolve this issue?
GEN | [transfer_into_account] | Orig: I have money in a foreign account that I want to send to this account. -> Aug: I'd like to transfer funds from a foreign account to this account.
GEN | [pending_cash_withdrawal] | Orig: So much time has gone by, the pending status shouldn't still be there shouldn't it? -> Aug: It's been a while, and I'm surprised the pending cash withdrawal is still showing up. Shouldn't it have been resolved by now?
GEN | [top_up_by_cash_or_cheque] | Orig: I'll send a check to top up my account -> Aug: I'll dispatch a cheque to replenish my account balance
GEN | [exchange_charge] | Orig: Exchange fee help? -> Aug: Need assistance with the exchange fee?
GEN | [lost_or_stolen_phone] | Orig: Can my account me accessed by a thief?  I was mugged. -> Aug: Can my account be accessed by an unauthorized person? I had my phone stolen.
GEN | [pending_card_payment] | Orig: Why are the things I bought earlier today still showing as pending? -> Aug: Why are the purchases I made earlier today still pending for payment?
GEN | [wrong_amount_of_cash_received] | Orig: my atm transaction was wrong -> Aug: the amount I received from my ATM transaction was incorrect
GEN | [declined_cash_withdrawal] | Orig: Why did the ATM cancel my transaction -> Aug: Why was my cash withdrawal declined at the ATM?
GEN | [card_not_working] | Orig: I tried using my card at multiple vendors and now it's not working. -> Aug: I've attempted to use my card at various merchants, but it's no longer functioning properly.
GEN | [request_refund] | Orig: My statement has a charge that shouldn't have been made. -> Aug: I'd like to dispute a charge on my statement that was incorrectly applied.
GEN | [pending_cash_withdrawal] | Orig: How do I get my cash withdrawal to show? -> Aug: Why is my cash withdrawal pending and not showing up?
GEN | [topping_up_by_card] | Orig: Is it simple to transfer money using my credit card? -> Aug: Can I easily fund my account using my credit card?
GEN | [visa_or_mastercard] | Orig: I prefer using Mastercard, can I substitute? -> Aug: I'd rather use Mastercard, is it possible to make a change?
GEN | [unable_to_verify_identity] | Orig: app malfunctioning, does not know its me -> Aug: We're experiencing technical difficulties, and our system is unable to recognize your identity.
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: N/A | Original: I noticed a different charge while I was taking my money out. | Augmented: I observed an unexpected fee when I withdrew my cash.
VAL | [edit_personal_details] | ACCEPT | Reason: N/A | Original: went somewhere else, need to change details | Augmented: decided to switch to another option and update my personal information
VAL | [transaction_charged_twice] | ACCEPT | Reason: N/A | Original: My card was declined but it shows as multiple charges? | Augmented: I made a purchase, but it looks like I've been charged twice, even though my card was declined.
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: ... | Original: Why is my cash request and the amount I received different? | Augmented: The amount I was expecting to receive in cash doesn't match the amount I was given.
VAL | [verify_source_of_funds] | ACCEPT | Reason: N/A | Original: Why do I need to verify my funds? | Augmented: We'd like to confirm the origin of your funds to ensure the transaction is legitimate and compliant with our banking regulations.
VAL | [verify_top_up] | ACCEPT | Reason: N/A | Original: How do i verify my card? | Augmented: How can I confirm my card details?
VAL | [card_delivery_estimate] | ACCEPT | Reason: ... | Original: Send me my card now! ASAP | Augmented: Can you expedite the delivery of my card as soon as possible?
VAL | [age_limit] | ACCEPT | Reason: N/A | Original: I have young kids. Can they use this service? | Augmented: I'm a parent with minors. Can they access this service?
VAL | [edit_personal_details] | ACCEPT | Reason: ... | Original: I just got married and need to change my name on the account | Augmented: I recently got married and would like to update my personal information to reflect my new married name.
VAL | [verify_top_up] | ACCEPT | Reason: ... | Original: Where's my top up code? | Augmented: Can you please provide me with my top-up code?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: N/A | Original: What are the fees imposed when I make a transaction? | Augmented: What charges do I need to pay when I process a payment?
VAL | [virtual_card_not_working] | ACCEPT | Reason: ... | Original: I have a disposable card but it does not work? | Augmented: I'm having trouble with my temporary virtual card, it's not functioning properly.
VAL | [extra_charge_on_statement] | ACCEPT | Reason: N/A | Original: There is a charge for an additional pound. | Augmented: A supplementary fee has been added to your statement.
VAL | [extra_charge_on_statement] | ACCEPT | Reason: ... | Original: Why has my card been charged an extra pound? | Augmented: Why is there an additional charge on my statement?
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: Please provide details on how to top up my account using transfer option | Augmented: Please provide instructions on how to deposit funds into my account using the transfer feature
VAL | [pending_card_payment] | ACCEPT | Reason: N/A | Original: I've made a card payment a couple of days ago now but it looks like the money is stuck. How long does it typically take for the payment to go through? | Augmented: I recently made a card payment, but it appears to be pending. Can you tell me what the usual processing time is for a payment like this?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: ... | Original: Yikes!  I didn't get the amount of money that I requested.  What do I do now? | Augmented: I'm shortchanged! I received less cash than I was supposed to get. How do I resolve this issue?
VAL | [contactless_not_working] | ACCEPT | Reason: ... | Original: I am having issues using contactless payments, could my card be damaged? | Augmented: I'm experiencing problems with making contactless transactions, is it possible that my card is faulty?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: ... | Original: I have a fee showing from last time I used my card. | Augmented: I noticed a charge for a fee from my last card transaction.
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: I've been trying to transfer funds to top-up my card, but the transaction is not going through.  Is there something I'm doing wrong? | Augmented: I've attempted to add funds to my card, but the transaction has failed. Could you help me identify the issue?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: Why can I not take out cash? | Augmented: Why was my cash withdrawal request denied?
VAL | [pending_card_payment] | ACCEPT | Reason: ... | Original: I made a card payment by my card but it failed. Please let me know when the payment will get completed as its still pending. | Augmented: I attempted to process a payment using my card, but the transaction was unsuccessful. Could you please inform me when the payment will be finalized, as it remains pending at the moment?
VAL | [verify_my_identity] | ACCEPT | Reason: N/A | Original: Tell me what the steps for the identity checks are | Augmented: Explain the process for verifying my identity
VAL | [visa_or_mastercard] | UNKNOWN | Reason: N/A | Original: Can I choose my card scheme? | Augmented: May I select my preferred payment method, such as Visa or Mastercard?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: ... | Original: I went tot the ATM earlier today and didn't realize this till now but I did not get all the money I requested.  I believe my account was charged for 100 but I only got 80.  Is there any way we can solve this problem? | Augmented: I recently visited the ATM and didn't notice until now that I was shortchanged. I'm certain my account was debited for a larger amount, specifically 100, but I only received 80. Can you help me resolve this issue?
VAL | [transfer_into_account] | ACCEPT | Reason: Both texts convey the same intent of transferring money from a foreign account to another account. | Original: I have money in a foreign account that I want to send to this account. | Augmented: I'd like to transfer funds from a foreign account to this account.
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: So much time has gone by, the pending status shouldn't still be there shouldn't it? | Augmented: It's been a while, and I'm surprised the pending cash withdrawal is still showing up. Shouldn't it have been resolved by now?
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: ... | Original: I'll send a check to top up my account | Augmented: I'll dispatch a cheque to replenish my account balance
VAL | [exchange_charge] | ACCEPT | Reason: ... | Original: Exchange fee help? | Augmented: Need assistance with the exchange fee?
VAL | [lost_or_stolen_phone] | ACCEPT | Reason: N/A | Original: Can my account me accessed by a thief?  I was mugged. | Augmented: Can my account be accessed by an unauthorized person? I had my phone stolen.
VAL | [pending_card_payment] | ACCEPT | Reason: ... | Original: Why are the things I bought earlier today still showing as pending? | Augmented: Why are the purchases I made earlier today still pending for payment?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: my atm transaction was wrong | Augmented: the amount I received from my ATM transaction was incorrect
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: Why did the ATM cancel my transaction | Augmented: Why was my cash withdrawal declined at the ATM?
