GEN | [pending_top_up] | Orig: How long after a failed topup will funds refurn to account -> Aug: When will the funds be returned to my account after a failed top-up attempt?
GEN | [reverted_card_payment?] | Orig: Hey a seller just contacted me that my money didn't come through. It was definitely deducted from my account, but now it appears it's back with me! Sort this out asap please. -> Aug: Hey, I've been informed by a seller that the payment I made hasn't gone through, even though it was deducted from my account. However, it seems the funds have been reversed and are now back in my account. Can you look into this ASAP and resolve the issue?
GEN | [topping_up_by_card] | Orig: How do i set up my credit card to send transfers? -> Aug: How can I configure my credit card to facilitate card-based transactions?
GEN | [unable_to_verify_identity] | Orig: I am not recognized by the app. -> Aug: We're having trouble verifying your identity through our system.
GEN | [pending_top_up] | Orig: When will my top up be approved? -> Aug: When will my pending top-up be processed?
GEN | [wrong_amount_of_cash_received] | Orig: How can I get my money that I didn't get from the ATM? -> Aug: I'm trying to retrieve the cash I didn't receive from the ATM transaction.
GEN | [topping_up_by_card] | Orig: I tried to get gas but my money was gone! -> Aug: I attempted to make a purchase, but my card balance was insufficient.
GEN | [pending_card_payment] | Orig: What is the cause of the delay in applying my card payment to my account? -> Aug: Why is there a holdup in processing my card payment for my account?
GEN | [supported_cards_and_currencies] | Orig: can i use my mastercard to add money to my account -> Aug: Can I use my Mastercard to fund my account?
GEN | [top_up_failed] | Orig: Can I tell if my top off didn't work?  It doesn't seem to have. -> Aug: Can you confirm if my top-up was unsuccessful? It appears it didn't go through.
GEN | [card_linking] | Orig: Can I add a card to back into the app? -> Aug: Can I link a card to my account within the app?
GEN | [get_physical_card] | Orig: I'm looking in the App and can't find my PIN, where should I look? -> Aug: I'm having trouble locating my physical card details, could you guide me on where to find them?
GEN | [top_up_by_cash_or_cheque] | Orig: Can cash be used in physical locations to top up? -> Aug: Can I use cash to top up my account at a physical location?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Can you check the exchange rate on a cash transaction I did overseas -> Aug: Can you verify the exchange rate used for a recent cash withdrawal I made while traveling abroad?
GEN | [card_payment_not_recognised] | Orig: I just saw some charges on my card from the past days that I dont recognize, I need to freeze the card asap! Will I be able to get my money back? -> Aug: I recently noticed some unfamiliar transactions on my card from the past few days and I'm concerned about the security of my account. Can I temporarily suspend my card to prevent any further unauthorized activity? If so, will I be able to recover the disputed amount?
GEN | [compromised_card] | Orig: my card details could be stolen, as i didnt make these transactions -> Aug: my personal card information might have been compromised, since I didn't authorize these transactions
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I am still awaiting the money I put into my account this morning. -> Aug: I'm still waiting for the funds I deposited into my account earlier today to reflect in my balance.
GEN | [reverted_card_payment?] | Orig: I am not able to purchase anything online! I have been using my card on multiple sites over a period of two weeks and none of the payments have gone through. Why is this happening? -> Aug: Why haven't any of my recent online transactions been processed using my card, despite multiple attempts over the past two weeks?
GEN | [Refund_not_showing_up] | Orig: Please update me on whether you have received the funds for the refund of the large purchase I made recently. I have requested this from the merchant days ago but still haven't got anything. -> Aug: Could you kindly inform me if the refund for my recent large purchase has been processed and credited to my account? I've been waiting for a while, as I requested it from the merchant a few days ago, but I haven't received any update yet.
GEN | [pending_top_up] | Orig: I topped up and went to buy something, but it says that my funds are pending. Is there a way to quicken this process? -> Aug: I made a top-up and tried to make a purchase, but it's showing that my funds are still pending. Can you help me expedite this process?
GEN | [card_payment_fee_charged] | Orig: i have used my card online before and wasn't charged, why am i charged now -> Aug: I've made online transactions with my card previously without being charged a fee, so I'm puzzled as to why I'm being charged one now.
GEN | [apple_pay_or_google_pay] | Orig: Can you explain why my Google Pay Top isn't working? -> Aug: Why isn't my Apple Pay account functioning properly?
GEN | [card_acceptance] | Orig: Is there a list of where I can use my card? -> Aug: Can you provide me with a list of locations where I can use my card for transactions?
GEN | [pending_card_payment] | Orig: Why is their a charge pending on my card still? -> Aug: Why is there a pending payment on my credit card still?
GEN | [top_up_by_cash_or_cheque] | Orig: Can I only top-up digitally? Or could I use cash? -> Aug: Can I make a digital payment or is it possible to use cash to top up my account?
GEN | [activate_my_card] | Orig: How do I verify my new card? -> Aug: How can I activate my new credit card?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Can I withdraw money in my hometown currency while on holiday without any additional fees? -> Aug: Can I get the correct exchange rate for a cash withdrawal in my local currency while I'm traveling, or will I be charged an incorrect rate and incur extra fees?
GEN | [transaction_charged_twice] | Orig: My card is showing the same transaction over and over again. -> Aug: I'm seeing the same transaction repeatedly on my card statement.
GEN | [cash_withdrawal_not_recognised] | Orig: There is money missing from my account. -> Aug: I'm missing a withdrawal from my account.
GEN | [extra_charge_on_statement] | Orig: My statement shows a 1£ purchase pending. I do not remember making this purchase, please let me know what this is about. -> Aug: My statement has a pending charge for £1 that I don't recognize. Can you help me understand what this transaction is about?
GEN | [get_physical_card] | Orig: How long do I wait for my PIN -> Aug: How soon can I obtain my physical card?
GEN | [topping_up_by_card] | Orig: Am I the only one who can top-up my account? -> Aug: Can I perform a card-based account replenishment myself?
GEN | [direct_debit_payment_not_recognised] | Orig: I have not used my card all day, however, there is an unusual payment showing in my app.  I would like to have that amount reimbursed. -> Aug: I've checked my account activity, but I'm puzzled by a payment that doesn't seem to match any transactions I've made. Can you help me investigate and reverse this unauthorized payment?
GEN | [direct_debit_payment_not_recognised] | Orig: I think I am a victim of fraud.  I noticed there was a charge on my account that I didn't do because I haven't touched my card today.  Can you please reverse the charge and refund my money? -> Aug: I'm concerned that someone has unauthorized access to my account. I've checked my card activity and found an unexplained transaction. Can you investigate and cancel the charge, then refund the amount to my account?
GEN | [compromised_card] | Orig: My card must have used my card as there are some transactions that I haven't done myself.. -> Aug: Someone else must have used my compromised card, as there are transactions that I didn't authorize myself.
GEN | [get_physical_card] | Orig: In regards to the PIN of the card? -> Aug: Regarding the physical card's PIN information?
GEN | [pending_top_up] | Orig: When will my top up be applied? -> Aug: When will my pending top-up be processed?
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: How long after a failed topup will funds refurn to account | Augmented: When will the funds be returned to my account after a failed top-up attempt?
VAL | [reverted_card_payment?] | ACCEPT | Reason: The augmented text preserves the same banking intent, describing a payment that was initially deducted but then reversed, which is consistent with the original text. The request for resolution is also aligned with the original intent. | Original: Hey a seller just contacted me that my money didn't come through. It was definitely deducted from my account, but now it appears it's back with me! Sort this out asap please. | Augmented: Hey, I've been informed by a seller that the payment I made hasn't gone through, even though it was deducted from my account. However, it seems the funds have been reversed and are now back in my account. Can you look into this ASAP and resolve the issue?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: How do i set up my credit card to send transfers? | Augmented: How can I configure my credit card to facilitate card-based transactions?
VAL | [unable_to_verify_identity] | ACCEPT | Reason: N/A | Original: I am not recognized by the app. | Augmented: We're having trouble verifying your identity through our system.
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: When will my top up be approved? | Augmented: When will my pending top-up be processed?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: How can I get my money that I didn't get from the ATM? | Augmented: I'm trying to retrieve the cash I didn't receive from the ATM transaction.
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: I tried to get gas but my money was gone! | Augmented: I attempted to make a purchase, but my card balance was insufficient.
VAL | [pending_card_payment] | ACCEPT | Reason: ... | Original: What is the cause of the delay in applying my card payment to my account? | Augmented: Why is there a holdup in processing my card payment for my account?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: can i use my mastercard to add money to my account | Augmented: Can I use my Mastercard to fund my account?
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: Can I tell if my top off didn't work?  It doesn't seem to have. | Augmented: Can you confirm if my top-up was unsuccessful? It appears it didn't go through.
VAL | [card_linking] | ACCEPT | Reason: N/A | Original: Can I add a card to back into the app? | Augmented: Can I link a card to my account within the app?
VAL | [get_physical_card] | REVIEW | Reason: N/A | Original: I'm looking in the App and can't find my PIN, where should I look? | Augmented: I'm having trouble locating my physical card details, could you guide me on where to find them?
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: ... | Original: Can cash be used in physical locations to top up? | Augmented: Can I use cash to top up my account at a physical location?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Can you check the exchange rate on a cash transaction I did overseas | Augmented: Can you verify the exchange rate used for a recent cash withdrawal I made while traveling abroad?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I just saw some charges on my card from the past days that I dont recognize, I need to freeze the card asap! Will I be able to get my money back? | Augmented: I recently noticed some unfamiliar transactions on my card from the past few days and I'm concerned about the security of my account. Can I temporarily suspend my card to prevent any further unauthorized activity? If so, will I be able to recover the disputed amount?
VAL | [compromised_card] | ACCEPT | Reason: N/A | Original: my card details could be stolen, as i didnt make these transactions | Augmented: my personal card information might have been compromised, since I didn't authorize these transactions
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: ... | Original: I am still awaiting the money I put into my account this morning. | Augmented: I'm still waiting for the funds I deposited into my account earlier today to reflect in my balance.
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: I am not able to purchase anything online! I have been using my card on multiple sites over a period of two weeks and none of the payments have gone through. Why is this happening? | Augmented: Why haven't any of my recent online transactions been processed using my card, despite multiple attempts over the past two weeks?
VAL | [Refund_not_showing_up] | ACCEPT | Reason: The augmented text preserves the intent of asking about the status of a refund that has not yet appeared in the account. It is a clear and specific request related to the target intent. | Original: Please update me on whether you have received the funds for the refund of the large purchase I made recently. I have requested this from the merchant days ago but still haven't got anything. | Augmented: Could you kindly inform me if the refund for my recent large purchase has been processed and credited to my account? I've been waiting for a while, as I requested it from the merchant a few days ago, but I haven't received any update yet.
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: I topped up and went to buy something, but it says that my funds are pending. Is there a way to quicken this process? | Augmented: I made a top-up and tried to make a purchase, but it's showing that my funds are still pending. Can you help me expedite this process?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: ... | Original: i have used my card online before and wasn't charged, why am i charged now | Augmented: I've made online transactions with my card previously without being charged a fee, so I'm puzzled as to why I'm being charged one now.
VAL | [apple_pay_or_google_pay] | REJECT | Reason: N/A | Original: Can you explain why my Google Pay Top isn't working? | Augmented: Why isn't my Apple Pay account functioning properly?
VAL | [card_acceptance] | ACCEPT | Reason: The augmented text does not change the intent; it merely rephrases the original question to ask for a list of locations where the card can be used for transactions. | Original: Is there a list of where I can use my card? | Augmented: Can you provide me with a list of locations where I can use my card for transactions?
VAL | [pending_card_payment] | ACCEPT | Reason: ... | Original: Why is their a charge pending on my card still? | Augmented: Why is there a pending payment on my credit card still?
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: N/A | Original: Can I only top-up digitally? Or could I use cash? | Augmented: Can I make a digital payment or is it possible to use cash to top up my account?
VAL | [activate_my_card] | ACCEPT | Reason: N/A | Original: How do I verify my new card? | Augmented: How can I activate my new credit card?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | UNKNOWN | Reason: N/A | Original: Can I withdraw money in my hometown currency while on holiday without any additional fees? | Augmented: Can I get the correct exchange rate for a cash withdrawal in my local currency while I'm traveling, or will I be charged an incorrect rate and incur extra fees?
VAL | [transaction_charged_twice] | ACCEPT | Reason: ... | Original: My card is showing the same transaction over and over again. | Augmented: I'm seeing the same transaction repeatedly on my card statement.
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: There is money missing from my account. | Augmented: I'm missing a withdrawal from my account.
VAL | [extra_charge_on_statement] | ACCEPT | Reason: ... | Original: My statement shows a 1£ purchase pending. I do not remember making this purchase, please let me know what this is about. | Augmented: My statement has a pending charge for £1 that I don't recognize. Can you help me understand what this transaction is about?
VAL | [get_physical_card] | ACCEPT | Reason: N/A | Original: How long do I wait for my PIN | Augmented: How soon can I obtain my physical card?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: Am I the only one who can top-up my account? | Augmented: Can I perform a card-based account replenishment myself?
