GEN | [card_about_to_expire] | Orig: Can I order a new card with the app? -> Aug: Can I request a replacement card before my current one expires?
GEN | [topping_up_by_card] | Orig: my top up isnt there yet where do i find it -> Aug: my card top-up is still pending, where can I locate it?
GEN | [declined_transfer] | Orig: I think there has been a mistake with my transfer -> Aug: I believe there's been an error with the transfer I initiated
GEN | [top_up_failed] | Orig: I did a bank transfer to top up, but the money is not available. -> Aug: I attempted to make a transfer to add funds, but the funds are still unavailable.
GEN | [verify_source_of_funds] | Orig: My source of funds require verification. -> Aug: We need to confirm the origin of your funds.
GEN | [card_delivery_estimate] | Orig: How long will I have to wait for my new card? -> Aug: When can I expect to receive my new card?
GEN | [country_support] | Orig: How does a US resident go about acquiring a new card? -> Aug: What steps can a US citizen take to obtain a new credit card?
GEN | [beneficiary_not_allowed] | Orig: Why am I unable to transfer money when I was able to before? -> Aug: I'm having trouble sending funds, but I've successfully done so in the past. What's changed?
GEN | [top_up_by_bank_transfer_charge] | Orig: Will I be charged for receiving money? -> Aug: Will there be a fee for receiving a bank transfer?
GEN | [Refund_not_showing_up] | Orig: I returned an item but don't see it on my account? -> Aug: I sent back a product, but the refund isn't showing up on my statement.
GEN | [receiving_money] | Orig: Can I get paid for this in another currency? -> Aug: Can I receive payment in a different currency for this transaction?
GEN | [extra_charge_on_statement] | Orig: I was charged $1 in a transaction. -> Aug: I was unexpectedly billed an additional amount in a recent transaction.
GEN | [reverted_card_payment?] | Orig: I have an issue. I bought something within the past one to two weeks and have received one of the products; however, today the total was returned to my account. What's going on here? -> Aug: I recently made a purchase, and although I received one of the items, the full amount was reversed back to my account. Can you help me understand what's happening?
GEN | [transfer_into_account] | Orig: Why can I not transfer money into my account? -> Aug: Why am I unable to deposit funds into my account?
GEN | [card_arrival] | Orig: How long should it take for my new card to arrive in them mail? What should I do if I never receive it? -> Aug: When can I expect my new card to arrive by mail? What should I do if it doesn't show up?
GEN | [declined_cash_withdrawal] | Orig: The ATM keeps rejecting my Payment. I tried two different ATMs but did not work .Can you please check if everything is okay with my account? -> Aug: The ATM machine is declining my cash withdrawal attempt. I've tried using two different ATMs, but the issue persists. Could you kindly verify if there's a problem with my account?
GEN | [pending_top_up] | Orig: Where are my funds? I topped off my car but it didn't seem to complete. -> Aug: Why haven't I received the funds after topping up my account?
GEN | [verify_top_up] | Orig: Can you explain to me the way to verify my top up has gone through? -> Aug: Could you please guide me on the process of confirming that my top-up transaction has been successfully processed?
GEN | [receiving_money] | Orig: Do I need to convert my currency from GBP before transferring? -> Aug: Do I need to exchange my British pounds for another currency before making a transfer?
GEN | [pending_top_up] | Orig: I already paid to top-up but the funds aren't available yet, where are they? -> Aug: I made a payment to top up my account, but the funds are still pending, can you tell me what's going on?
GEN | [top_up_by_bank_transfer_charge] | Orig: To receive money are there charges? -> Aug: Are there any fees associated with receiving funds through bank transfer?
GEN | [top_up_by_card_charge] | Orig: Do you charge a fee for adding money in USD? -> Aug: Is there a charge for topping up my account using my card in USD?
GEN | [verify_top_up] | Orig: I just tried to top-up and now I'm getting an additional verification message, why? -> Aug: I'm experiencing an extra verification step after attempting to make a top-up, can you help me understand why?
GEN | [topping_up_by_card] | Orig: I need to transfer some money, can I use my credit card? -> Aug: I'd like to add funds to my account using my credit card.
GEN | [receiving_money] | Orig: I received a transfer in GBP how do I change it to a different currency? -> Aug: I was sent a payment in British Pounds, can I convert it to a different currency?
GEN | [edit_personal_details] | Orig: my identity hasn't been verified and i can't edit my details, what's next -> Aug: since my identity has not been confirmed, I'm unable to update my personal information, what are the next steps?
GEN | [transfer_not_received_by_recipient] | Orig: I'm trying to make a payment to my new landlord. Even though the payment was sent a few days ago, it isn't clearing on their side. Can you verify that payment has been made? -> Aug: I'm attempting to make a payment to my new landlord, but it seems the transfer hasn't been received by them despite being sent a few days ago. Can you confirm that the payment has been processed successfully?
GEN | [passcode_forgotten] | Orig: I can't remember my app code, can you reset it? -> Aug: I've forgotten my passcode, could you please reset it for me?
GEN | [top_up_reverted] | Orig: Hello,  I have recharged topup but account is not credited. Please help me in this, i guess there is some defect in system. -> Aug: Hello, I've successfully made a top-up payment, but my account hasn't been credited. Could you assist me in resolving this issue, as I suspect there might be a technical glitch in the system.
GEN | [transfer_fee_charged] | Orig: I need to know how much it costs to transfer funds. -> Aug: I'd like to inquire about the transfer fee associated with moving funds.
GEN | [top_up_by_bank_transfer_charge] | Orig: Will I receive all the money sent to my account by SEPA transfer? -> Aug: Will I get the full amount credited to my account when I top up by bank transfer charge?
GEN | [topping_up_by_card] | Orig: Will my friends be able to top up my account? -> Aug: Can my friends use their cards to add funds to my account?
GEN | [beneficiary_not_allowed] | Orig: I couldn't transfer money to my bank, why not? -> Aug: I'm unable to make a transfer to my account, what's the reason?
GEN | [top_up_failed] | Orig: I really need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or try an alternative -> Aug: I'm in a bit of an emergency and I need to add funds to my card ASAP, but it's not accepting the top-up. Can you help me resolve this issue or suggest an alternative solution?
GEN | [exchange_charge] | Orig: Will I get charged on a foreign currencies exchange? -> Aug: Will I be charged for exchanging foreign currencies?
GEN | [transfer_fee_charged] | Orig: Someone that I had to send money to told me that they didn't receive the full amount I sent them - can you look into this? -> Aug: They informed me that they didn't receive the entire amount I transferred to them, and I'd appreciate it if you could investigate this issue.
GEN | [balance_not_updated_after_bank_transfer] | Orig: Can you check if my money has reached my account since it is not showing up yet? -> Aug: Can you investigate why my account balance is not reflecting the recent bank transfer I made, as it's not updating yet?
GEN | [transfer_fee_charged] | Orig: I just moved overseas and I noticed that you are charging me more fees.  I am a loyal customer, is this how you expect to keep customers? -> Aug: I've recently relocated abroad and I've noticed an increase in the transfer fees. As a long-time customer, I'm surprised by this change in policy.
GEN | [top_up_failed] | Orig: My credit card for was not approved for a top-up transaction.  What happened? -> Aug: The top-up attempt using my credit card was declined. Can you help me understand why?
VAL | [card_about_to_expire] | ACCEPT | Reason: N/A | Original: Can I order a new card with the app? | Augmented: Can I request a replacement card before my current one expires?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: my top up isnt there yet where do i find it | Augmented: my card top-up is still pending, where can I locate it?
VAL | [declined_transfer] | ACCEPT | Reason: N/A | Original: I think there has been a mistake with my transfer | Augmented: I believe there's been an error with the transfer I initiated
VAL | [top_up_failed] | ACCEPT | Reason: N/A | Original: I did a bank transfer to top up, but the money is not available. | Augmented: I attempted to make a transfer to add funds, but the funds are still unavailable.
VAL | [verify_source_of_funds] | ACCEPT | Reason: N/A | Original: My source of funds require verification. | Augmented: We need to confirm the origin of your funds.
VAL | [card_delivery_estimate] | ACCEPT | Reason: ... | Original: How long will I have to wait for my new card? | Augmented: When can I expect to receive my new card?
VAL | [country_support] | ACCEPT | Reason: N/A | Original: How does a US resident go about acquiring a new card? | Augmented: What steps can a US citizen take to obtain a new credit card?
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: Why am I unable to transfer money when I was able to before? | Augmented: I'm having trouble sending funds, but I've successfully done so in the past. What's changed?
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: N/A | Original: Will I be charged for receiving money? | Augmented: Will there be a fee for receiving a bank transfer?
VAL | [Refund_not_showing_up] | ACCEPT | Reason: N/A | Original: I returned an item but don't see it on my account? | Augmented: I sent back a product, but the refund isn't showing up on my statement.
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: Can I get paid for this in another currency? | Augmented: Can I receive payment in a different currency for this transaction?
VAL | [extra_charge_on_statement] | ACCEPT | Reason: N/A | Original: I was charged $1 in a transaction. | Augmented: I was unexpectedly billed an additional amount in a recent transaction.
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: I have an issue. I bought something within the past one to two weeks and have received one of the products; however, today the total was returned to my account. What's going on here? | Augmented: I recently made a purchase, and although I received one of the items, the full amount was reversed back to my account. Can you help me understand what's happening?
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: Why can I not transfer money into my account? | Augmented: Why am I unable to deposit funds into my account?
VAL | [card_arrival] | ACCEPT | Reason: ... | Original: How long should it take for my new card to arrive in them mail? What should I do if I never receive it? | Augmented: When can I expect my new card to arrive by mail? What should I do if it doesn't show up?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: N/A | Original: The ATM keeps rejecting my Payment. I tried two different ATMs but did not work .Can you please check if everything is okay with my account? | Augmented: The ATM machine is declining my cash withdrawal attempt. I've tried using two different ATMs, but the issue persists. Could you kindly verify if there's a problem with my account?
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: Where are my funds? I topped off my car but it didn't seem to complete. | Augmented: Why haven't I received the funds after topping up my account?
VAL | [verify_top_up] | ACCEPT | Reason: ... | Original: Can you explain to me the way to verify my top up has gone through? | Augmented: Could you please guide me on the process of confirming that my top-up transaction has been successfully processed?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: Do I need to convert my currency from GBP before transferring? | Augmented: Do I need to exchange my British pounds for another currency before making a transfer?
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: I already paid to top-up but the funds aren't available yet, where are they? | Augmented: I made a payment to top up my account, but the funds are still pending, can you tell me what's going on?
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: N/A | Original: To receive money are there charges? | Augmented: Are there any fees associated with receiving funds through bank transfer?
VAL | [top_up_by_card_charge] | ACCEPT | Reason: N/A | Original: Do you charge a fee for adding money in USD? | Augmented: Is there a charge for topping up my account using my card in USD?
VAL | [verify_top_up] | ACCEPT | Reason: The augmented text preserves the user's need for verification regarding a top-up process, which aligns with the original intent. | Original: I just tried to top-up and now I'm getting an additional verification message, why? | Augmented: I'm experiencing an extra verification step after attempting to make a top-up, can you help me understand why?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: I need to transfer some money, can I use my credit card? | Augmented: I'd like to add funds to my account using my credit card.
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: I received a transfer in GBP how do I change it to a different currency? | Augmented: I was sent a payment in British Pounds, can I convert it to a different currency?
VAL | [edit_personal_details] | ACCEPT | Reason: ... | Original: my identity hasn't been verified and i can't edit my details, what's next | Augmented: since my identity has not been confirmed, I'm unable to update my personal information, what are the next steps?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: The augmented text preserves the same banking intent of a transfer not received by the recipient. It does not introduce any contradictions or unsupported information. | Original: I'm trying to make a payment to my new landlord. Even though the payment was sent a few days ago, it isn't clearing on their side. Can you verify that payment has been made? | Augmented: I'm attempting to make a payment to my new landlord, but it seems the transfer hasn't been received by them despite being sent a few days ago. Can you confirm that the payment has been processed successfully?
VAL | [passcode_forgotten] | ACCEPT | Reason: N/A | Original: I can't remember my app code, can you reset it? | Augmented: I've forgotten my passcode, could you please reset it for me?
VAL | [top_up_reverted] | ACCEPT | Reason: N/A | Original: Hello,  I have recharged topup but account is not credited. Please help me in this, i guess there is some defect in system. | Augmented: Hello, I've successfully made a top-up payment, but my account hasn't been credited. Could you assist me in resolving this issue, as I suspect there might be a technical glitch in the system.
VAL | [transfer_fee_charged] | ACCEPT | Reason: ... | Original: I need to know how much it costs to transfer funds. | Augmented: I'd like to inquire about the transfer fee associated with moving funds.
VAL | [top_up_by_bank_transfer_charge] | UNKNOWN | Reason: N/A | Original: Will I receive all the money sent to my account by SEPA transfer? | Augmented: Will I get the full amount credited to my account when I top up by bank transfer charge?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: Will my friends be able to top up my account? | Augmented: Can my friends use their cards to add funds to my account?
VAL | [beneficiary_not_allowed] | UNKNOWN | Reason: N/A | Original: I couldn't transfer money to my bank, why not? | Augmented: I'm unable to make a transfer to my account, what's the reason?
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: I really need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or try an alternative | Augmented: I'm in a bit of an emergency and I need to add funds to my card ASAP, but it's not accepting the top-up. Can you help me resolve this issue or suggest an alternative solution?
