GEN | [declined_transfer] | Orig: Why do you keep declining my transfers? it's always been working really well so far but when I tried to buy something just now the card got declined . I tried couple of times already  but same thing is happening . -> Aug: I'm confused, I've always been able to make transfers without any issues, but when I tried to make a recent purchase, my card was declined. I've tried a few times, but the result is the same - my transfer is being declined.
GEN | [transfer_timing] | Orig: How long does it take to transfer from china? Is there a way to transfer it quickly, I need it urgently? -> Aug: What is the typical timeframe for transferring funds from China? Is there an expedited option available, as I require the transfer to be processed as soon as possible?
GEN | [apple_pay_or_google_pay] | Orig: my google pay seems to be acting up. -> Aug: my apple pay is malfunctioning
GEN | [card_payment_not_recognised] | Orig: I didn't do a payment and I have it now. -> Aug: I've missed a payment and I'm providing the payment now.
GEN | [card_payment_wrong_exchange_rate] | Orig: The exchange rate used on your app is really bad. I'm considering closing my account because of it. -> Aug: The rate you're using for currency conversion is quite inaccurate. It's making me think about canceling my account.
GEN | [declined_transfer] | Orig: Why do you keep declining my transfers? it's always been working really well so far but when I tried to buy something just now the card got declined, I tried couple of times already  but same thing is happening. -> Aug: I'm confused, I've been making transfers without any issues, but just now, when I tried to make another one, it got declined. I've tried a few times, but the result is the same. Can you help me figure out what's going on?
GEN | [top_up_failed] | Orig: I really need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or let me know if you have any alternatives -> Aug: I'm in a bit of an emergency and I desperately need to add funds to my card, but it's not accepting the top-up. Can you help me resolve this issue or suggest an alternative solution?
GEN | [request_refund] | Orig: It's been some time ago that I placed an order and it just isn't coming. At this point just give me back my money because I'm not paying them. -> Aug: I've been waiting for a while now, and since the order hasn't arrived, I'd like to request a refund as I'm no longer interested in pursuing the purchase.
GEN | [cash_withdrawal_not_recognised] | Orig: I think someone may have cloned my card or something.  My card isn't lost but I just saw a charge of $500 cash withdraw.  Can you help me? -> Aug: I'm concerned that my card may have been compromised. Although I haven't misplaced it, I've noticed an unusual cash withdrawal of $500. Can you assist me in resolving this issue?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Can you tell me how long it would take, to make a transfer from France? I made one 2 days ago and its not there yet. -> Aug: I'm trying to make sense of a recent bank transfer from France, but my account balance hasn't been updated yet. Can you give me an estimate of how long it usually takes for these transactions to reflect in my account?
GEN | [balance_not_updated_after_bank_transfer] | Orig: How long does a transfer from a UK account take? I just made one and it doesn't seem to be working, wondering if everything is okay -> Aug: I recently initiated a transfer from my UK account, but my account balance hasn't been updated yet. Can you please let me know what's causing the delay?
GEN | [cash_withdrawal_not_recognised] | Orig: i didnt put that money in my account -> Aug: i didn't deposit that amount into my account
GEN | [transaction_charged_twice] | Orig: Can you explain the various transaction times shown on my statement? -> Aug: Can you clarify the multiple transaction dates listed on my account statement?
GEN | [card_payment_wrong_exchange_rate] | Orig: I'm going on a trip soon and I needed to convert my Russian ruble to UK pounds, but when I did, your company charged me above the exchange rate. Did you mess up my transaction? -> Aug: I'm planning a trip and attempted to exchange my Russian rubles for UK pounds, but your company's exchange rate was higher than expected. Was there an error with my transaction?
GEN | [transfer_timing] | Orig: How long will I have to wait for my money to be in my account? -> Aug: When can I expect my funds to be available in my account?
GEN | [direct_debit_payment_not_recognised] | Orig: hey, I think someone stole my card numbers. There is a purchase showing up on my app from a store pretty far away from me.. I really need that money back to pay my rent. -> Aug: I'm concerned that someone has compromised my card information, as I've noticed an unauthorized transaction on my app from a location that's not near my usual shopping spots. I'm counting on getting that refund to cover my rent payment.
GEN | [card_not_working] | Orig: I have not been able to use this card. -> Aug: This card is currently not functioning properly.
GEN | [reverted_card_payment?] | Orig: Why have I received a rebate for my payment after a week? -> Aug: Why did I get a refund for my payment after a week?
GEN | [reverted_card_payment?] | Orig: HELP. My account has been deducted already and the Seller says they haven't received the money yet? When can they expect it? -> Aug: Why was the payment made to my account if the seller claims they haven't received it? Can you clarify when the payment will be reversed?
GEN | [Refund_not_showing_up] | Orig: Why hasn't my return cleared my account? -> Aug: Why isn't my refund showing up in my account?
GEN | [top_up_failed] | Orig: I need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or let me know if you have any alternatives -> Aug: I'm experiencing an issue with topping up my card, as it's been declined repeatedly. Could you assist me in resolving this issue or suggest an alternative solution, please?
GEN | [exchange_charge] | Orig: Do I pay extra for exchange? -> Aug: Is there an additional fee for exchanging funds?
GEN | [declined_card_payment] | Orig: I NEED HELP WITH MY CARD!!!!! please. It keeps getting declined when I try to use it. I have tried a few times to use it and it keeps getting rejected. I have no idea why. -> Aug: I'm having trouble with my card, as it's consistently being declined whenever I attempt to use it. Despite trying multiple times, it's still being rejected, and I'm unsure why this is happening.
GEN | [extra_charge_on_statement] | Orig: Please explain the charge of 1L in error.  I have purchased nothing in this amount. -> Aug: Could you please clarify the reason behind the additional charge of one lakh rupees on my statement? I'm certain I haven't made any transactions in this amount.
GEN | [failed_transfer] | Orig: Can you help me transfer money into my friend's bank account? I tried to do it but it keeps rejecting me. I need to get the money in there asap. I have enough and all the account info is correct. -> Aug: I'm having trouble completing a transfer to my friend's account. The transaction keeps getting declined, and I'm in a hurry to get the funds there. I've double-checked the account details, and everything seems to be accurate.
GEN | [declined_transfer] | Orig: Why do you keep declining my transfers? It's been working well so far, but when I just tried to buy something, the card got declined. I tried it a few times, but same thing happened every try. -> Aug: I'm confused, as I've been able to make transfers successfully in the past, but my recent attempts have been declined. I've tried multiple times, but the outcome is the same - my card is being rejected. Can you help me understand why this is happening?
GEN | [card_payment_wrong_exchange_rate] | Orig: My client was converting their Russian ruble into UK pound currency when they noticed their bill was much too high for the exchange. What happened? -> Aug: My client was exchanging their Russian rubles for UK pounds, but the amount they were charged was significantly higher than expected due to an incorrect exchange rate.
GEN | [extra_charge_on_statement] | Orig: Is the 1 pound charge going to be reimbursed on my card? -> Aug: Will the extra charge that appears on my statement be credited back to my card?
GEN | [cash_withdrawal_not_recognised] | Orig: Why do I see a random withdrawal in my app? -> Aug: I'm showing a mysterious transaction in my account, and I'm not sure what it's for.
GEN | [top_up_limits] | Orig: Is there any amount in which I would get cut off from topping up? -> Aug: Is there a specific limit beyond which I would no longer be able to increase my limits by topping up?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: How can I get money in my home currency while I'm traveling internationally? I wanted to take it out of a local ATM but am worried that I will get charged extra fees. -> Aug: I'm planning a trip abroad and I'd like to withdraw some cash from a local ATM, but I'm concerned that I'll be hit with an unfavorable exchange rate, which might result in an unexpected fee.
GEN | [request_refund] | Orig: It has been forever ago that I made an order online. The product simply is not coming. Just give me back my money because I'm not paying these people. -> Aug: I've been waiting for an eternity for my online order to arrive, but it's nowhere to be found. I'd like to request a refund as I'm not willing to continue holding onto my payment.
GEN | [cash_withdrawal_not_recognised] | Orig: Help!  The app says I took out cash but I didn't! -> Aug: The app is showing a cash withdrawal that I didn't make.
VAL | [declined_transfer] | ACCEPT | Reason: ... | Original: Why do you keep declining my transfers? it's always been working really well so far but when I tried to buy something just now the card got declined . I tried couple of times already  but same thing is happening . | Augmented: I'm confused, I've always been able to make transfers without any issues, but when I tried to make a recent purchase, my card was declined. I've tried a few times, but the result is the same - my transfer is being declined.
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: How long does it take to transfer from china? Is there a way to transfer it quickly, I need it urgently? | Augmented: What is the typical timeframe for transferring funds from China? Is there an expedited option available, as I require the transfer to be processed as soon as possible?
VAL | [apple_pay_or_google_pay] | UNKNOWN | Reason: N/A | Original: my google pay seems to be acting up. | Augmented: my apple pay is malfunctioning
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I didn't do a payment and I have it now. | Augmented: I've missed a payment and I'm providing the payment now.
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: ... | Original: The exchange rate used on your app is really bad. I'm considering closing my account because of it. | Augmented: The rate you're using for currency conversion is quite inaccurate. It's making me think about canceling my account.
VAL | [declined_transfer] | ACCEPT | Reason: ... | Original: Why do you keep declining my transfers? it's always been working really well so far but when I tried to buy something just now the card got declined, I tried couple of times already  but same thing is happening. | Augmented: I'm confused, I've been making transfers without any issues, but just now, when I tried to make another one, it got declined. I've tried a few times, but the result is the same. Can you help me figure out what's going on?
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: I really need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or let me know if you have any alternatives | Augmented: I'm in a bit of an emergency and I desperately need to add funds to my card, but it's not accepting the top-up. Can you help me resolve this issue or suggest an alternative solution?
VAL | [request_refund] | ACCEPT | Reason: N/A | Original: It's been some time ago that I placed an order and it just isn't coming. At this point just give me back my money because I'm not paying them. | Augmented: I've been waiting for a while now, and since the order hasn't arrived, I'd like to request a refund as I'm no longer interested in pursuing the purchase.
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: I think someone may have cloned my card or something.  My card isn't lost but I just saw a charge of $500 cash withdraw.  Can you help me? | Augmented: I'm concerned that my card may have been compromised. Although I haven't misplaced it, I've noticed an unusual cash withdrawal of $500. Can you assist me in resolving this issue?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: ... | Original: Can you tell me how long it would take, to make a transfer from France? I made one 2 days ago and its not there yet. | Augmented: I'm trying to make sense of a recent bank transfer from France, but my account balance hasn't been updated yet. Can you give me an estimate of how long it usually takes for these transactions to reflect in my account?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: N/A | Original: How long does a transfer from a UK account take? I just made one and it doesn't seem to be working, wondering if everything is okay | Augmented: I recently initiated a transfer from my UK account, but my account balance hasn't been updated yet. Can you please let me know what's causing the delay?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: i didnt put that money in my account | Augmented: i didn't deposit that amount into my account
VAL | [transaction_charged_twice] | ACCEPT | Reason: N/A | Original: Can you explain the various transaction times shown on my statement? | Augmented: Can you clarify the multiple transaction dates listed on my account statement?
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: The augmented text preserves the essence of the original intent without changing the core issue or adding any unsupported information. It retains the context of a planned trip and the use of a credit card for an exchange, which are key elements of the original intent. | Original: I'm going on a trip soon and I needed to convert my Russian ruble to UK pounds, but when I did, your company charged me above the exchange rate. Did you mess up my transaction? | Augmented: I'm planning a trip and attempted to exchange my Russian rubles for UK pounds, but your company's exchange rate was higher than expected. Was there an error with my transaction?
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: How long will I have to wait for my money to be in my account? | Augmented: When can I expect my funds to be available in my account?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: hey, I think someone stole my card numbers. There is a purchase showing up on my app from a store pretty far away from me.. I really need that money back to pay my rent. | Augmented: I'm concerned that someone has compromised my card information, as I've noticed an unauthorized transaction on my app from a location that's not near my usual shopping spots. I'm counting on getting that refund to cover my rent payment.
VAL | [card_not_working] | ACCEPT | Reason: N/A | Original: I have not been able to use this card. | Augmented: This card is currently not functioning properly.
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: Why have I received a rebate for my payment after a week? | Augmented: Why did I get a refund for my payment after a week?
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: HELP. My account has been deducted already and the Seller says they haven't received the money yet? When can they expect it? | Augmented: Why was the payment made to my account if the seller claims they haven't received it? Can you clarify when the payment will be reversed?
VAL | [Refund_not_showing_up] | ACCEPT | Reason: ... | Original: Why hasn't my return cleared my account? | Augmented: Why isn't my refund showing up in my account?
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: I need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or let me know if you have any alternatives | Augmented: I'm experiencing an issue with topping up my card, as it's been declined repeatedly. Could you assist me in resolving this issue or suggest an alternative solution, please?
VAL | [exchange_charge] | ACCEPT | Reason: ... | Original: Do I pay extra for exchange? | Augmented: Is there an additional fee for exchanging funds?
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: I NEED HELP WITH MY CARD!!!!! please. It keeps getting declined when I try to use it. I have tried a few times to use it and it keeps getting rejected. I have no idea why. | Augmented: I'm having trouble with my card, as it's consistently being declined whenever I attempt to use it. Despite trying multiple times, it's still being rejected, and I'm unsure why this is happening.
VAL | [extra_charge_on_statement] | ACCEPT | Reason: ... | Original: Please explain the charge of 1L in error.  I have purchased nothing in this amount. | Augmented: Could you please clarify the reason behind the additional charge of one lakh rupees on my statement? I'm certain I haven't made any transactions in this amount.
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: Can you help me transfer money into my friend's bank account? I tried to do it but it keeps rejecting me. I need to get the money in there asap. I have enough and all the account info is correct. | Augmented: I'm having trouble completing a transfer to my friend's account. The transaction keeps getting declined, and I'm in a hurry to get the funds there. I've double-checked the account details, and everything seems to be accurate.
VAL | [declined_transfer] | ACCEPT | Reason: ... | Original: Why do you keep declining my transfers? It's been working well so far, but when I just tried to buy something, the card got declined. I tried it a few times, but same thing happened every try. | Augmented: I'm confused, as I've been able to make transfers successfully in the past, but my recent attempts have been declined. I've tried multiple times, but the outcome is the same - my card is being rejected. Can you help me understand why this is happening?
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: The augmented text maintains the same banking intent by focusing on the incorrect exchange rate leading to a higher-than-expected charge during a currency conversion, which is consistent with the original text. | Original: My client was converting their Russian ruble into UK pound currency when they noticed their bill was much too high for the exchange. What happened? | Augmented: My client was exchanging their Russian rubles for UK pounds, but the amount they were charged was significantly higher than expected due to an incorrect exchange rate.
VAL | [extra_charge_on_statement] | ACCEPT | Reason: N/A | Original: Is the 1 pound charge going to be reimbursed on my card? | Augmented: Will the extra charge that appears on my statement be credited back to my card?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: ... | Original: Why do I see a random withdrawal in my app? | Augmented: I'm showing a mysterious transaction in my account, and I'm not sure what it's for.
VAL | [top_up_limits] | ACCEPT | Reason: N/A | Original: Is there any amount in which I would get cut off from topping up? | Augmented: Is there a specific limit beyond which I would no longer be able to increase my limits by topping up?
