GEN | [extra_charge_on_statement] | Orig: There is some odd 1£ charge that appears as pending on my statement. What's that about? Pretty sure I haven't purchased anything for a pound there. -> Aug: I've noticed a mysterious £1 charge showing up as pending on my statement. Can you help me figure out what it's for? I'm certain I didn't make any purchases for that amount.
GEN | [card_payment_fee_charged] | Orig: how do i avoid charges in the future -> Aug: what can I do to prevent being charged a fee on my card in the future?
GEN | [receiving_money] | Orig: Can i get payed through this system? -> Aug: Can I receive payment through this system?
GEN | [card_payment_fee_charged] | Orig: Hi, I am new to this. Are there any additional fees or charges that I should be aware of? I was looking through the app and I thought I saw something in regards to fee-free allowances. -> Aug: I'm a new customer and I was wondering if there are any extra charges or fees I should know about. I noticed something about fee-free transactions in the app, but I'm not entirely sure what it means.
GEN | [card_payment_fee_charged] | Orig: Let me know when you charge extra for payments please. I just checked the app earlier when I saw that there was an additional fee on one of the payments that I wasn't warned about before. -> Aug: Could you inform me when you deduct extra charges for transactions? I recently checked the app and noticed an unexpected fee on one of the payments, which I wasn't aware of beforehand.
GEN | [cancel_transfer] | Orig: Help please!  My rent payment is coming out tomorrow and I made a payment mistake yesterday! Can you put in in the correct account? -> Aug: My rent payment is scheduled to be withdrawn tomorrow, but I made an error with the payment yesterday. Could you please correct the transfer to the correct account?
GEN | [lost_or_stolen_card] | Orig: Can you provide information for freezing my card immediately? -> Aug: Can you assist me in putting a hold on my card right away?
GEN | [extra_charge_on_statement] | Orig: How long will the $1 charge show as pending? -> Aug: How long will the extra charge appear as pending on my statement?
GEN | [cash_withdrawal_not_recognised] | Orig: It is urgency. Please freeze my card now. As someone in some odd remote town has withdrawn some money by using my card. As i did not withdraw any money. -> Aug: It's an emergency. Please cancel my card immediately. Someone in a distant location has made an unauthorized cash withdrawal using my card, and I didn't make the transaction myself.
GEN | [failed_transfer] | Orig: The transger I tried to make failed. -> Aug: The transfer I attempted did not go through.
GEN | [card_swallowed] | Orig: how can the money machine keep my card what do i need to do? -> Aug: How can I prevent my card from being swallowed by the ATM? What steps can I take to ensure it's returned safely?
GEN | [card_about_to_expire] | Orig: My card is almost going to expire. -> Aug: My credit card is nearing its expiration date.
GEN | [cancel_transfer] | Orig: How fast can you fix an error in payment?  I made a payment in the wrong account yesterday and it needs to be adjusted by tomorrow for my rent. -> Aug: Can you expedite the correction of a mistaken payment made to the wrong account yesterday, as it's crucial to rectify it by tomorrow for my rent payment?
GEN | [cash_withdrawal_charge] | Orig: I believe i was charged for making a withdrawal after i went grocery shopping. Are you guys charging for this now? -> Aug: I'm wondering if I was incorrectly charged a fee for a recent cash withdrawal, perhaps related to a recent purchase or transaction?
GEN | [beneficiary_not_allowed] | Orig: Hi,  Is there any problem with app? As i am facing some issues with the exchange of crypto currency. I am extremely interested in buying. -> Aug: Hello, I'm having some trouble with the app. I'm trying to exchange cryptocurrency, but it's not working as expected. I'm eager to make a purchase.
GEN | [activate_my_card] | Orig: I tried activating my plug-in and it didn't piece of work -> Aug: I attempted to activate my card, but it didn't function properly
GEN | [transfer_fee_charged] | Orig: So I've been using my account frequently to manage payments for my vacation house in a different country, and now I'm getting hit with ridiculously high fees! What's with that? Ought not I be rewarded as a frequent user? -> Aug: I've been actively utilizing my account to manage international payments for my vacation property, and I'm surprised to see exorbitant fees cropping up. Shouldn't my loyalty as a frequent user be recognized?
GEN | [transaction_charged_twice] | Orig: Hi. Please can you help me fix a double charge on my card? I'm looking at my transactions and this restaurant I went to earlier in the week has charged me twice! Please remove the additional charge for me. -> Aug: I'm experiencing an issue with a duplicate charge on my card. I've reviewed my transactions and noticed that a recent charge from a restaurant I visited earlier this week appears to be duplicated. Could you assist me in correcting this and removing the extra charge?
GEN | [automatic_top_up] | Orig: How do I get refills to my card when I'm traveling? -> Aug: How can I arrange for automatic top-ups to my card while I'm abroad?
GEN | [extra_charge_on_statement] | Orig: Is the 1 pound charge I can see an error or an incorrect entry? -> Aug: Is the £1 charge on my statement an error or an incorrect entry?
GEN | [beneficiary_not_allowed] | Orig: I'm trying to purchase crypto via the app. I haven't been able to get it to go through. Am I doing something wrong? -> Aug: I'm having trouble completing a crypto purchase through the app. Can you help me figure out what's preventing it from processing?
GEN | [getting_spare_card] | Orig: I need a second card on this account for my daughter. -> Aug: I require an additional card for my daughter's use on this account.
GEN | [getting_spare_card] | Orig: Is a new debit card free? -> Aug: Can I get a new debit card without any additional charges?
GEN | [transfer_fee_charged] | Orig: I've used my account frequently over the last month to manage my payments from abroad for my new place. I noticed that my fees have suddenly increased. As a frequent customer, shouldn't I be rewarded rather than suddenly being subject to a new fee? -> Aug: I've been actively utilizing my account to manage international transactions for my new residence over the past month. I've observed a sudden surge in the transfer fee charged, which I find puzzling, considering my consistent usage and loyalty as a valued customer.
GEN | [get_disposable_virtual_card] | Orig: What systems do you have in place for my security when using my card for everyday purchases? -> Aug: How do you ensure my security when using a disposable virtual card for daily transactions?
GEN | [cancel_transfer] | Orig: I paid my rent into the wrong account, could you please pay it into the right account, it needs to be done by tomorrow. -> Aug: I mistakenly deposited my rent into an incorrect account, could you assist in transferring the funds to the correct account, as it needs to be completed by tomorrow?
GEN | [activate_my_card] | Orig: How long does it take to activate the card, as it does not look like its working? -> Aug: How long does it take to enable my card, as it appears to be inactive?
GEN | [pending_top_up] | Orig: Can you tell me why my pop-up is still pending? -> Aug: Can you explain why my top-up request is still pending?
GEN | [card_about_to_expire] | Orig: Does it cost anything to get a new card? Mine's about to expire and I'd also like to know how long it takes to get the new one. -> Aug: Is there a fee associated with obtaining a replacement card, as mine is nearing its expiration date, and I'd also appreciate knowing how long it takes to receive the new one?
GEN | [transfer_fee_charged] | Orig: During the last month I used this account to make payments for my place abroad. I noticed the fees have increased and I wonder why. Shouldn't frequent users have less fees as incentive to keep using instead of increasing them out of nowhere? -> Aug: I've been using this account to make regular payments for my international property and I've noticed a recent hike in fees. I'm puzzled as to why this change was made, especially since I'd expect more benefits for loyal customers rather than increased fees.
GEN | [card_about_to_expire] | Orig: My card is about to expired what will happen? -> Aug: My credit card is nearing its expiration date, what will happen if it expires?
GEN | [card_delivery_estimate] | Orig: Can I get my card fast tracked? -> Aug: Can I expedite the delivery of my card?
GEN | [cancel_transfer] | Orig: I don't need to transfer anymore and I want to cancel it. -> Aug: I'd like to stop the transfer process and cancel the transaction.
GEN | [fiat_currency_support] | Orig: Do you have a problem with EUR exchanges? -> Aug: Are you experiencing an issue with converting or exchanging euros?
GEN | [card_not_working] | Orig: Why doesn't my card work for any transactions? -> Aug: Why is my card unable to process any transactions?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: I'm upset because I got charged a ridiculous fee when making an ATM withdrawal over a holiday weekend.  It didn't notify me beforehand either or I wouldn't have ever done it. -> Aug: I'm frustrated because I was unexpectedly charged an excessive fee for a cash withdrawal made during a bank holiday, without prior notice, which would have prevented me from making the transaction in the first place.
VAL | [extra_charge_on_statement] | ACCEPT | Reason: ... | Original: There is some odd 1£ charge that appears as pending on my statement. What's that about? Pretty sure I haven't purchased anything for a pound there. | Augmented: I've noticed a mysterious £1 charge showing up as pending on my statement. Can you help me figure out what it's for? I'm certain I didn't make any purchases for that amount.
VAL | [card_payment_fee_charged] | ACCEPT | Reason: N/A | Original: how do i avoid charges in the future | Augmented: what can I do to prevent being charged a fee on my card in the future?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: Can i get payed through this system? | Augmented: Can I receive payment through this system?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: N/A | Original: Hi, I am new to this. Are there any additional fees or charges that I should be aware of? I was looking through the app and I thought I saw something in regards to fee-free allowances. | Augmented: I'm a new customer and I was wondering if there are any extra charges or fees I should know about. I noticed something about fee-free transactions in the app, but I'm not entirely sure what it means.
VAL | [card_payment_fee_charged] | ACCEPT | Reason: ... | Original: Let me know when you charge extra for payments please. I just checked the app earlier when I saw that there was an additional fee on one of the payments that I wasn't warned about before. | Augmented: Could you inform me when you deduct extra charges for transactions? I recently checked the app and noticed an unexpected fee on one of the payments, which I wasn't aware of beforehand.
VAL | [cancel_transfer] | ACCEPT | Reason: ... | Original: Help please!  My rent payment is coming out tomorrow and I made a payment mistake yesterday! Can you put in in the correct account? | Augmented: My rent payment is scheduled to be withdrawn tomorrow, but I made an error with the payment yesterday. Could you please correct the transfer to the correct account?
VAL | [lost_or_stolen_card] | ACCEPT | Reason: N/A | Original: Can you provide information for freezing my card immediately? | Augmented: Can you assist me in putting a hold on my card right away?
VAL | [extra_charge_on_statement] | ACCEPT | Reason: N/A | Original: How long will the $1 charge show as pending? | Augmented: How long will the extra charge appear as pending on my statement?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: It is urgency. Please freeze my card now. As someone in some odd remote town has withdrawn some money by using my card. As i did not withdraw any money. | Augmented: It's an emergency. Please cancel my card immediately. Someone in a distant location has made an unauthorized cash withdrawal using my card, and I didn't make the transaction myself.
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: The transger I tried to make failed. | Augmented: The transfer I attempted did not go through.
VAL | [card_swallowed] | ACCEPT | Reason: N/A | Original: how can the money machine keep my card what do i need to do? | Augmented: How can I prevent my card from being swallowed by the ATM? What steps can I take to ensure it's returned safely?
VAL | [card_about_to_expire] | ACCEPT | Reason: ... | Original: My card is almost going to expire. | Augmented: My credit card is nearing its expiration date.
VAL | [cancel_transfer] | ACCEPT | Reason: N/A | Original: How fast can you fix an error in payment?  I made a payment in the wrong account yesterday and it needs to be adjusted by tomorrow for my rent. | Augmented: Can you expedite the correction of a mistaken payment made to the wrong account yesterday, as it's crucial to rectify it by tomorrow for my rent payment?
VAL | [cash_withdrawal_charge] | UNKNOWN | Reason: N/A | Original: I believe i was charged for making a withdrawal after i went grocery shopping. Are you guys charging for this now? | Augmented: I'm wondering if I was incorrectly charged a fee for a recent cash withdrawal, perhaps related to a recent purchase or transaction?
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: Hi,  Is there any problem with app? As i am facing some issues with the exchange of crypto currency. I am extremely interested in buying. | Augmented: Hello, I'm having some trouble with the app. I'm trying to exchange cryptocurrency, but it's not working as expected. I'm eager to make a purchase.
VAL | [activate_my_card] | ACCEPT | Reason: N/A | Original: I tried activating my plug-in and it didn't piece of work | Augmented: I attempted to activate my card, but it didn't function properly
VAL | [transfer_fee_charged] | ACCEPT | Reason: ... | Original: So I've been using my account frequently to manage payments for my vacation house in a different country, and now I'm getting hit with ridiculously high fees! What's with that? Ought not I be rewarded as a frequent user? | Augmented: I've been actively utilizing my account to manage international payments for my vacation property, and I'm surprised to see exorbitant fees cropping up. Shouldn't my loyalty as a frequent user be recognized?
VAL | [transaction_charged_twice] | ACCEPT | Reason: ... | Original: Hi. Please can you help me fix a double charge on my card? I'm looking at my transactions and this restaurant I went to earlier in the week has charged me twice! Please remove the additional charge for me. | Augmented: I'm experiencing an issue with a duplicate charge on my card. I've reviewed my transactions and noticed that a recent charge from a restaurant I visited earlier this week appears to be duplicated. Could you assist me in correcting this and removing the extra charge?
VAL | [automatic_top_up] | ACCEPT | Reason: ... | Original: How do I get refills to my card when I'm traveling? | Augmented: How can I arrange for automatic top-ups to my card while I'm abroad?
VAL | [extra_charge_on_statement] | ACCEPT | Reason: ... | Original: Is the 1 pound charge I can see an error or an incorrect entry? | Augmented: Is the £1 charge on my statement an error or an incorrect entry?
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: I'm trying to purchase crypto via the app. I haven't been able to get it to go through. Am I doing something wrong? | Augmented: I'm having trouble completing a crypto purchase through the app. Can you help me figure out what's preventing it from processing?
VAL | [getting_spare_card] | ACCEPT | Reason: ... | Original: I need a second card on this account for my daughter. | Augmented: I require an additional card for my daughter's use on this account.
VAL | [getting_spare_card] | ACCEPT | Reason: N/A | Original: Is a new debit card free? | Augmented: Can I get a new debit card without any additional charges?
VAL | [transfer_fee_charged] | ACCEPT | Reason: ... | Original: I've used my account frequently over the last month to manage my payments from abroad for my new place. I noticed that my fees have suddenly increased. As a frequent customer, shouldn't I be rewarded rather than suddenly being subject to a new fee? | Augmented: I've been actively utilizing my account to manage international transactions for my new residence over the past month. I've observed a sudden surge in the transfer fee charged, which I find puzzling, considering my consistent usage and loyalty as a valued customer.
VAL | [get_disposable_virtual_card] | ACCEPT | Reason: N/A | Original: What systems do you have in place for my security when using my card for everyday purchases? | Augmented: How do you ensure my security when using a disposable virtual card for daily transactions?
VAL | [cancel_transfer] | UNKNOWN | Reason: N/A | Original: I paid my rent into the wrong account, could you please pay it into the right account, it needs to be done by tomorrow. | Augmented: I mistakenly deposited my rent into an incorrect account, could you assist in transferring the funds to the correct account, as it needs to be completed by tomorrow?
VAL | [activate_my_card] | ACCEPT | Reason: N/A | Original: How long does it take to activate the card, as it does not look like its working? | Augmented: How long does it take to enable my card, as it appears to be inactive?
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: Can you tell me why my pop-up is still pending? | Augmented: Can you explain why my top-up request is still pending?
VAL | [card_about_to_expire] | ACCEPT | Reason: N/A | Original: Does it cost anything to get a new card? Mine's about to expire and I'd also like to know how long it takes to get the new one. | Augmented: Is there a fee associated with obtaining a replacement card, as mine is nearing its expiration date, and I'd also appreciate knowing how long it takes to receive the new one?
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: During the last month I used this account to make payments for my place abroad. I noticed the fees have increased and I wonder why. Shouldn't frequent users have less fees as incentive to keep using instead of increasing them out of nowhere? | Augmented: I've been using this account to make regular payments for my international property and I've noticed a recent hike in fees. I'm puzzled as to why this change was made, especially since I'd expect more benefits for loyal customers rather than increased fees.
VAL | [card_about_to_expire] | ACCEPT | Reason: N/A | Original: My card is about to expired what will happen? | Augmented: My credit card is nearing its expiration date, what will happen if it expires?
VAL | [card_delivery_estimate] | ACCEPT | Reason: N/A | Original: Can I get my card fast tracked? | Augmented: Can I expedite the delivery of my card?
VAL | [cancel_transfer] | ACCEPT | Reason: Both texts express the desire to terminate an ongoing transfer process, which aligns with the target intent of canceling a transfer. | Original: I don't need to transfer anymore and I want to cancel it. | Augmented: I'd like to stop the transfer process and cancel the transaction.
