GEN | [pending_cash_withdrawal] | Orig: Hae there, I have a transaction that is in progress despite the fact that the ATM was not working, what do I do to avoid being charged? -> Aug: I'm experiencing a pending cash withdrawal issue, as the ATM was malfunctioning, and I'm concerned about being charged for the transaction. What can I do to resolve this situation?
GEN | [supported_cards_and_currencies] | Orig: What card or currency can I use to pay? -> Aug: What payment methods or currencies are accepted for transactions?
GEN | [pending_top_up] | Orig: Can you please sort out your top up? I need this to go through asap because I really need the money. It's already been pending for an hour. -> Aug: Could you expedite the processing of my pending top-up? I'm in urgent need of the funds and it's been pending for a while now.
GEN | [card_swallowed] | Orig: Please send a new card; the ATM ate mine. -> Aug: Please dispatch a replacement card; I think I've lost the one I had, as it seems to have been swallowed by the ATM.
GEN | [top_up_by_cash_or_cheque] | Orig: What is not accepted in order for me to top up my account? -> Aug: You can top up your account using cash or cheque, but what are the restrictions on the methods I can use to do so?
GEN | [top_up_reverted] | Orig: Hello there, I tried using crypto top up today but it's not working for me, might it be due to the kind of bank I'm using or the country that I'm from?Money is also missing from my account -> Aug: Hi, I attempted to perform a cryptocurrency top-up earlier today, but it didn't go through. Could the issue be related to the bank I'm using or my country of origin? Additionally, I'm concerned that some funds are missing from my account.
GEN | [pin_blocked] | Orig: I enetered the wrong information, I need my account unblocked How do I do that? -> Aug: I mistakenly entered incorrect details, please help me resolve the issue and unblock my account.
GEN | [order_physical_card] | Orig: What do I do to get ahold of my own card? -> Aug: How can I obtain my physical credit card?
GEN | [failed_transfer] | Orig: I think youre system may be broken because I have tried transfer money 5x and it isnt working!  I'm not doing anything complicated it is what I usually do. -> Aug: I'm having trouble transferring funds as it seems to be malfunctioning. I've attempted to make the transfer multiple times, but it's not going through. I'm not doing anything out of the ordinary, just my usual routine.
GEN | [cancel_transfer] | Orig: Is it possible for a transaction to be cancelled? -> Aug: Can I cancel a transfer that's already been initiated?
GEN | [direct_debit_payment_not_recognised] | Orig: Hi, i was checking my old statements and found a discrepancy with a large amount transaction. I am sure it was not done by me. Please let me know if i could raise a dispute as its very late. -> Aug: We've noticed an unusual direct debit payment on your account that doesn't seem to match any of your authorized transactions. I'm concerned it might have been an unauthorized transaction. Can you please let us know if you'd like to dispute this payment, as it's already been processed?
GEN | [pending_top_up] | Orig: My top up keeps showing pending?  How long will things be like this?  Days, weeks, months?  I need the money quite urgently for an important coffee purchase, can you please let me know when top up will work? -> Aug: Why is my top-up still pending? Can you give me an estimate of how long it will take to process? I'm in a bit of a tight spot and need the funds as soon as possible, specifically for an essential coffee purchase.
GEN | [visa_or_mastercard] | Orig: Can I select my card scheme or do you choose it for me? -> Aug: Do you allow me to choose between Visa and Mastercard, or do you automatically select the card type for me?
GEN | [declined_card_payment] | Orig: I know there's money in my account, why did my account decline me? -> Aug: I'm certain I have sufficient funds, so I'm puzzled as to why my payment was declined.
GEN | [top_up_reverted] | Orig: Hae, I already completed my 3D secure authentication when I tried the crypto top up but it's still not working for me. I also don't understand what happened to the money in my account -> Aug: I've successfully completed the 3D secure authentication process, but the crypto top-up still isn't functioning for me. I'm also confused about what happened to the funds in my account.
GEN | [pending_cash_withdrawal] | Orig: I have the cash already, my account still shows up as pending.  How can my account be still pending? -> Aug: I've already deposited the cash, yet my account remains pending. Why is my account still showing a pending status?
GEN | [supported_cards_and_currencies] | Orig: Do you have a list of the cards and currencies supported? -> Aug: We'd be happy to provide you with a list of the payment cards and currencies we currently support.
GEN | [receiving_money] | Orig: Please show me how my friend can send me money. -> Aug: Can you guide me on how my friend can transfer funds to me?
GEN | [order_physical_card] | Orig: can i order cards on the app -> Aug: can I place a physical card order through the mobile app?
GEN | [pending_cash_withdrawal] | Orig: I tried to get some money but the machine was not working .The transaction still seems in progress! Can you please check what's going on.I don't want to be charged for money that I did not received. -> Aug: I attempted to withdraw some cash, but the ATM was malfunctioning. The transaction appears to be still pending. Could you look into this matter and ensure I'm not charged for the amount I didn't receive?
GEN | [top_up_reverted] | Orig: Do you not accept crypto transfers from certain places? Because when I tried to do a top up the money just disappeared. Im not sure what to do or what I'm doing wrong, please help. -> Aug: Are you unable to process certain cryptocurrency transactions? I attempted to perform a top-up, but the funds vanished. I'm unsure what's happening or what I'm doing incorrectly, could you please assist me?
GEN | [top_up_reverted] | Orig: Please explain why the funds I added were returned to my account. -> Aug: Please clarify the reason behind the reversal of the recent top-up transaction.
GEN | [card_swallowed] | Orig: How do I get a new card as your machine swallowed mine! -> Aug: I need a replacement card because I think your machine has eaten my original one.
GEN | [top_up_by_card_charge] | Orig: Can I get information on topping up? -> Aug: How do I go about charging my card to top up my account?
GEN | [receiving_money] | Orig: Do I need to do anything special for my friend to send money to my account? -> Aug: What steps should my friend take to transfer funds to my account?
GEN | [card_linking] | Orig: If I have a credit card with you how I get set up to link to it? -> Aug: If I already have a credit card account with your bank, how do I go about linking it to my profile?
GEN | [pending_card_payment] | Orig: I don't know what pending transaction means. -> Aug: I'm not sure what's meant by the outstanding payment.
GEN | [transaction_charged_twice] | Orig: Why does my statement show various transaction times? -> Aug: Why do I see multiple transaction dates on my statement?
GEN | [change_pin] | Orig: Can I change my in at all ATM's? -> Aug: Can I modify my PIN at any ATM location?
GEN | [lost_or_stolen_card] | Orig: I lost my wallet and all my cards were in it. -> Aug: I misplaced my wallet, which contained all my credit cards.
GEN | [pending_top_up] | Orig: Sort your top up out please! It's been pending since an hour already, can you please make this go through asap I really need the money -> Aug: Can you expedite the processing of my pending top-up? It's been waiting for an hour now, and I urgently need the funds to be credited to my account.
GEN | [pending_transfer] | Orig: I have a pending transaction -> Aug: A transfer is currently in the process of being processed
GEN | [wrong_amount_of_cash_received] | Orig: ATM is broken. It did not give me the full amount (30 pounds.)  I'm standing here with only 10 pounds and it's telling me it gave me 30 pounds. I need assistance now! -> Aug: The ATM malfunctioned, dispensing an incorrect amount, leaving me with only 10 pounds instead of the expected 30 pounds, and I require immediate assistance.
GEN | [transfer_timing] | Orig: How long do I have to wait for Europe transfers? -> Aug: What is the typical timeframe for international transfers to Europe?
GEN | [transfer_timing] | Orig: What are the time frames for the money to be available in my account? -> Aug: When can I expect the funds to be credited to my account?
GEN | [pending_transfer] | Orig: As I double checked that I have the correct account details that i submitted , they're right for sure. Transfer is still pending so far. -> Aug: Upon re-verifying the account information I provided, I'm confident it's accurate. The transfer remains in a pending state at this time.
GEN | [reverted_card_payment?] | Orig: I was just contacted by a seller that let me know they didn't get my money even though I'm very sure it was removed from my account. Now it's back in my account. Get this resolved quickly. -> Aug: I'm concerned about a payment I made that was initially deducted from my account, but then reversed. The seller has informed me that they didn't receive the payment. Can you look into this and resolve the issue as soon as possible?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Hae there, I have a transaction that is in progress despite the fact that the ATM was not working, what do I do to avoid being charged? | Augmented: I'm experiencing a pending cash withdrawal issue, as the ATM was malfunctioning, and I'm concerned about being charged for the transaction. What can I do to resolve this situation?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: What card or currency can I use to pay? | Augmented: What payment methods or currencies are accepted for transactions?
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: Can you please sort out your top up? I need this to go through asap because I really need the money. It's already been pending for an hour. | Augmented: Could you expedite the processing of my pending top-up? I'm in urgent need of the funds and it's been pending for a while now.
VAL | [card_swallowed] | ACCEPT | Reason: ... | Original: Please send a new card; the ATM ate mine. | Augmented: Please dispatch a replacement card; I think I've lost the one I had, as it seems to have been swallowed by the ATM.
VAL | [top_up_by_cash_or_cheque] | UNKNOWN | Reason: N/A | Original: What is not accepted in order for me to top up my account? | Augmented: You can top up your account using cash or cheque, but what are the restrictions on the methods I can use to do so?
VAL | [top_up_reverted] | ACCEPT | Reason: The augmented text does not change the intent; it merely rephrases the original statement with slightly more detail but without altering the core issue. | Original: Hello there, I tried using crypto top up today but it's not working for me, might it be due to the kind of bank I'm using or the country that I'm from?Money is also missing from my account | Augmented: Hi, I attempted to perform a cryptocurrency top-up earlier today, but it didn't go through. Could the issue be related to the bank I'm using or my country of origin? Additionally, I'm concerned that some funds are missing from my account.
VAL | [pin_blocked] | ACCEPT | Reason: ... | Original: I enetered the wrong information, I need my account unblocked How do I do that? | Augmented: I mistakenly entered incorrect details, please help me resolve the issue and unblock my account.
VAL | [order_physical_card] | ACCEPT | Reason: Both texts are seeking information on how to obtain a physical card, which is consistent with the target intent. | Original: What do I do to get ahold of my own card? | Augmented: How can I obtain my physical credit card?
VAL | [failed_transfer] | ACCEPT | Reason: The augmented text preserves the intent of a failed transfer and the user's repeated attempts without changing the core message or adding unsupported information. | Original: I think youre system may be broken because I have tried transfer money 5x and it isnt working!  I'm not doing anything complicated it is what I usually do. | Augmented: I'm having trouble transferring funds as it seems to be malfunctioning. I've attempted to make the transfer multiple times, but it's not going through. I'm not doing anything out of the ordinary, just my usual routine.
VAL | [cancel_transfer] | ACCEPT | Reason: N/A | Original: Is it possible for a transaction to be cancelled? | Augmented: Can I cancel a transfer that's already been initiated?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: Hi, i was checking my old statements and found a discrepancy with a large amount transaction. I am sure it was not done by me. Please let me know if i could raise a dispute as its very late. | Augmented: We've noticed an unusual direct debit payment on your account that doesn't seem to match any of your authorized transactions. I'm concerned it might have been an unauthorized transaction. Can you please let us know if you'd like to dispute this payment, as it's already been processed?
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: My top up keeps showing pending?  How long will things be like this?  Days, weeks, months?  I need the money quite urgently for an important coffee purchase, can you please let me know when top up will work? | Augmented: Why is my top-up still pending? Can you give me an estimate of how long it will take to process? I'm in a bit of a tight spot and need the funds as soon as possible, specifically for an essential coffee purchase.
VAL | [visa_or_mastercard] | ACCEPT | Reason: ... | Original: Can I select my card scheme or do you choose it for me? | Augmented: Do you allow me to choose between Visa and Mastercard, or do you automatically select the card type for me?
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: I know there's money in my account, why did my account decline me? | Augmented: I'm certain I have sufficient funds, so I'm puzzled as to why my payment was declined.
VAL | [top_up_reverted] | ACCEPT | Reason: N/A | Original: Hae, I already completed my 3D secure authentication when I tried the crypto top up but it's still not working for me. I also don't understand what happened to the money in my account | Augmented: I've successfully completed the 3D secure authentication process, but the crypto top-up still isn't functioning for me. I'm also confused about what happened to the funds in my account.
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: N/A | Original: I have the cash already, my account still shows up as pending.  How can my account be still pending? | Augmented: I've already deposited the cash, yet my account remains pending. Why is my account still showing a pending status?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: ... | Original: Do you have a list of the cards and currencies supported? | Augmented: We'd be happy to provide you with a list of the payment cards and currencies we currently support.
VAL | [receiving_money] | ACCEPT | Reason: ... | Original: Please show me how my friend can send me money. | Augmented: Can you guide me on how my friend can transfer funds to me?
VAL | [order_physical_card] | ACCEPT | Reason: ... | Original: can i order cards on the app | Augmented: can I place a physical card order through the mobile app?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: N/A | Original: I tried to get some money but the machine was not working .The transaction still seems in progress! Can you please check what's going on.I don't want to be charged for money that I did not received. | Augmented: I attempted to withdraw some cash, but the ATM was malfunctioning. The transaction appears to be still pending. Could you look into this matter and ensure I'm not charged for the amount I didn't receive?
VAL | [top_up_reverted] | ACCEPT | Reason: N/A | Original: Do you not accept crypto transfers from certain places? Because when I tried to do a top up the money just disappeared. Im not sure what to do or what I'm doing wrong, please help. | Augmented: Are you unable to process certain cryptocurrency transactions? I attempted to perform a top-up, but the funds vanished. I'm unsure what's happening or what I'm doing incorrectly, could you please assist me?
VAL | [top_up_reverted] | ACCEPT | Reason: ... | Original: Please explain why the funds I added were returned to my account. | Augmented: Please clarify the reason behind the reversal of the recent top-up transaction.
VAL | [card_swallowed] | ACCEPT | Reason: ... | Original: How do I get a new card as your machine swallowed mine! | Augmented: I need a replacement card because I think your machine has eaten my original one.
VAL | [top_up_by_card_charge] | ACCEPT | Reason: ... | Original: Can I get information on topping up? | Augmented: How do I go about charging my card to top up my account?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: Do I need to do anything special for my friend to send money to my account? | Augmented: What steps should my friend take to transfer funds to my account?
VAL | [card_linking] | ACCEPT | Reason: ... | Original: If I have a credit card with you how I get set up to link to it? | Augmented: If I already have a credit card account with your bank, how do I go about linking it to my profile?
VAL | [pending_card_payment] | ACCEPT | Reason: N/A | Original: I don't know what pending transaction means. | Augmented: I'm not sure what's meant by the outstanding payment.
VAL | [transaction_charged_twice] | UNKNOWN | Reason: N/A | Original: Why does my statement show various transaction times? | Augmented: Why do I see multiple transaction dates on my statement?
VAL | [change_pin] | ACCEPT | Reason: N/A | Original: Can I change my in at all ATM's? | Augmented: Can I modify my PIN at any ATM location?
VAL | [lost_or_stolen_card] | ACCEPT | Reason: N/A | Original: I lost my wallet and all my cards were in it. | Augmented: I misplaced my wallet, which contained all my credit cards.
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: Sort your top up out please! It's been pending since an hour already, can you please make this go through asap I really need the money | Augmented: Can you expedite the processing of my pending top-up? It's been waiting for an hour now, and I urgently need the funds to be credited to my account.
VAL | [pending_transfer] | ACCEPT | Reason: N/A | Original: I have a pending transaction | Augmented: A transfer is currently in the process of being processed
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: ATM is broken. It did not give me the full amount (30 pounds.)  I'm standing here with only 10 pounds and it's telling me it gave me 30 pounds. I need assistance now! | Augmented: The ATM malfunctioned, dispensing an incorrect amount, leaving me with only 10 pounds instead of the expected 30 pounds, and I require immediate assistance.
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: How long do I have to wait for Europe transfers? | Augmented: What is the typical timeframe for international transfers to Europe?
