GEN | [atm_support] | Orig: Can I use a different bank ATM than my own? -> Aug: Can I use an ATM from a different bank than my own?
GEN | [card_linking] | Orig: Card has been received, how will it show up on the app? -> Aug: How will the newly received card be reflected in the app?
GEN | [supported_cards_and_currencies] | Orig: Do I have to top up in euros if I use a card, or can I use a different currency? -> Aug: Can I use a different currency when making a payment with a card, or do I need to use euros?
GEN | [top_up_by_card_charge] | Orig: Is there a fee for european bank cards? -> Aug: Are there any charges associated with using a European bank card for a top-up?
GEN | [request_refund] | Orig: I want this fee reversed from my account. -> Aug: I'd like to request a reversal of this fee from my account.
GEN | [wrong_amount_of_cash_received] | Orig: I'm stuck here at your broken ATM and I don't know what to do next. Asked for 30 pounds, got 10. ATM said I got 30. Something very wrong here and I want my money now! -> Aug: I'm having an issue with the ATM and I'm not sure what to do. I requested £30, but it only dispensed £10. The machine confirmed the transaction, but I'm certain something went wrong and I'd like to resolve this as soon as possible.
GEN | [apple_pay_or_google_pay] | Orig: i have been trying to add money with apple pay but it wont work, why? -> Aug: I'm having trouble adding funds using Apple Pay, can you help me figure out why it's not working?
GEN | [pin_blocked] | Orig: I must have entered my PIN wrong. -> Aug: I must have keyed in my PIN incorrectly.
GEN | [order_physical_card] | Orig: Do you ship your cards anywhere? -> Aug: Can you deliver your physical cards to any location?
GEN | [apple_pay_or_google_pay] | Orig: Does Apple Watch support the topping-off of my account? -> Aug: Can I use my Apple Watch to replenish my account balance?
GEN | [card_acceptance] | Orig: Who accepts the card? -> Aug: What financial institutions or merchants accept the card?
GEN | [transfer_fee_charged] | Orig: Hi,  I have transferred money but beneficiary's account is credited with less amount. Now i have transfer the difference of the amount. I think there is some issue, could you please look into this. -> Aug: I recently made a transfer, but the recipient's account was credited with a lower amount than expected. I've since made an additional transfer to cover the difference. Could you please investigate this discrepancy?
GEN | [topping_up_by_card] | Orig: I wasn't able to use my top up card because the money I put on there wasn't there anymore -> Aug: I'm having trouble using my card to top up because the funds I loaded onto it are no longer available.
GEN | [topping_up_by_card] | Orig: If I want a friend to top off my account, can they? -> Aug: If someone wants to add funds to my account, can they do so using my card?
GEN | [transfer_fee_charged] | Orig: A transfer I sent was received in less than the full amount I originally sent, and now I have to send additional funds to cover the full amount. What happened? -> Aug: A transfer I initiated was short by a certain amount, and I need to make an additional payment to complete the full transfer. What's going on?
GEN | [edit_personal_details] | Orig: I need to update my demographics. -> Aug: I'd like to modify my personal information.
GEN | [top_up_reverted] | Orig: Reasons for top up cancellation. -> Aug: Reasons for reversal of top-up transaction.
GEN | [transfer_fee_charged] | Orig: I have used this account overseas recently. Has there been an increase in fees that I am unaware of? -> Aug: I've been making international transactions from this account lately. Are there any new or changed fees I should be aware of?
GEN | [apple_pay_or_google_pay] | Orig: Can I use my Apple Watch to pay for gas? -> Aug: Can I use my smartwatch to make a payment for fuel?
GEN | [pending_cash_withdrawal] | Orig: There is a withdrawal waiting. -> Aug: A pending cash withdrawal is currently being processed.
GEN | [top_up_by_card_charge] | Orig: How much does it cost to us US cards? -> Aug: What is the charge for topping up using a US-issued card?
GEN | [transaction_charged_twice] | Orig: I had a duplicate card and bought something and it showed up twice. I canceled my card, how do I get my money back? -> Aug: I accidentally used a duplicate credit card to make a purchase, and it was reflected on my account twice. I've since cancelled the card, but I'd like to know how to recover the extra charge.
GEN | [card_payment_fee_charged] | Orig: I need to be made aware when I am being charged an extra amount for payments please. I looked over the app earlier and noticed an additional feel related to one of the payments. I was not warned about this before. -> Aug: I'd like to be informed when an extra charge is applied to my payment. I recently checked the app and noticed an additional fee associated with one of the transactions. I was not notified about this beforehand.
GEN | [order_physical_card] | Orig: Can I revive a physical card. -> Aug: Can I retrieve a physical credit card?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: I was needing you to see if the exchange rate is correct from when i got cash -> Aug: I'd like to verify the exchange rate for the cash withdrawal I made earlier to ensure it's accurate.
GEN | [activate_my_card] | Orig: How can I switch on my new card? -> Aug: How do I turn on my new credit card?
GEN | [exchange_rate] | Orig: How do I know how much money I will have when I travel abroad? -> Aug: What's the best way to determine the value of my money when I'm planning a trip overseas?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: What happens if I deposit a cheque accidentally? -> Aug: What happens if I make a cash deposit or deposit a cheque by mistake?
GEN | [transfer_into_account] | Orig: How does your app transfer the money -> Aug: What steps does your app take to move funds into another account?
GEN | [card_about_to_expire] | Orig: My bank card has expired, how can I get a new physical card? -> Aug: My bank card has reached its expiration date, what steps can I take to obtain a replacement physical card?
GEN | [transfer_fee_charged] | Orig: There is a fee from a transfer that is not supposed to be here! -> Aug: A surprise fee has appeared on a transfer that shouldn't have had one.
GEN | [transfer_fee_charged] | Orig: I made a transfer and the receiver did not get the right amount its lesser than what it should be,Now I have to transfer more money to make up for the missing amount . Can you please help me about this, what should be done -> Aug: I initiated a transfer, but the recipient only received a reduced amount, which means I need to make an additional transfer to cover the shortfall. Can you assist me with this issue?
GEN | [exchange_charge] | Orig: What is the fee for accepting money from a foreign country? -> Aug: What is the charge for exchanging currency from a foreign country?
GEN | [cash_withdrawal_not_recognised] | Orig: I did not get the cash that is showing up in my app. -> Aug: The cash withdrawal I'm seeing on my app isn't reflecting in my actual account balance.
GEN | [cancel_transfer] | Orig: I made a terrible mistake when typing in my account number.  I accidently sent money to the wrong account.  I noticed the app won't allow me to void the transaction.  Can someone help me with this immediately? -> Aug: I mistakenly entered the wrong account number, resulting in a transfer to the wrong account. I'm unable to reverse the transaction through the app. Can you assist me in canceling this transfer as soon as possible?
VAL | [atm_support] | ACCEPT | Reason: N/A | Original: Can I use a different bank ATM than my own? | Augmented: Can I use an ATM from a different bank than my own?
VAL | [card_linking] | ACCEPT | Reason: Both texts are asking about the reflection of a newly received card in the app, which is directly related to the card linking process. | Original: Card has been received, how will it show up on the app? | Augmented: How will the newly received card be reflected in the app?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: Do I have to top up in euros if I use a card, or can I use a different currency? | Augmented: Can I use a different currency when making a payment with a card, or do I need to use euros?
VAL | [top_up_by_card_charge] | ACCEPT | Reason: N/A | Original: Is there a fee for european bank cards? | Augmented: Are there any charges associated with using a European bank card for a top-up?
VAL | [request_refund] | ACCEPT | Reason: ... | Original: I want this fee reversed from my account. | Augmented: I'd like to request a reversal of this fee from my account.
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: ... | Original: I'm stuck here at your broken ATM and I don't know what to do next. Asked for 30 pounds, got 10. ATM said I got 30. Something very wrong here and I want my money now! | Augmented: I'm having an issue with the ATM and I'm not sure what to do. I requested £30, but it only dispensed £10. The machine confirmed the transaction, but I'm certain something went wrong and I'd like to resolve this as soon as possible.
VAL | [apple_pay_or_google_pay] | ACCEPT | Reason: ... | Original: i have been trying to add money with apple pay but it wont work, why? | Augmented: I'm having trouble adding funds using Apple Pay, can you help me figure out why it's not working?
VAL | [pin_blocked] | ACCEPT | Reason: N/A | Original: I must have entered my PIN wrong. | Augmented: I must have keyed in my PIN incorrectly.
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: Do you ship your cards anywhere? | Augmented: Can you deliver your physical cards to any location?
VAL | [apple_pay_or_google_pay] | UNKNOWN | Reason: N/A | Original: Does Apple Watch support the topping-off of my account? | Augmented: Can I use my Apple Watch to replenish my account balance?
VAL | [card_acceptance] | ACCEPT | Reason: N/A | Original: Who accepts the card? | Augmented: What financial institutions or merchants accept the card?
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: Hi,  I have transferred money but beneficiary's account is credited with less amount. Now i have transfer the difference of the amount. I think there is some issue, could you please look into this. | Augmented: I recently made a transfer, but the recipient's account was credited with a lower amount than expected. I've since made an additional transfer to cover the difference. Could you please investigate this discrepancy?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: I wasn't able to use my top up card because the money I put on there wasn't there anymore | Augmented: I'm having trouble using my card to top up because the funds I loaded onto it are no longer available.
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: If I want a friend to top off my account, can they? | Augmented: If someone wants to add funds to my account, can they do so using my card?
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: A transfer I sent was received in less than the full amount I originally sent, and now I have to send additional funds to cover the full amount. What happened? | Augmented: A transfer I initiated was short by a certain amount, and I need to make an additional payment to complete the full transfer. What's going on?
VAL | [edit_personal_details] | ACCEPT | Reason: N/A | Original: I need to update my demographics. | Augmented: I'd like to modify my personal information.
VAL | [top_up_reverted] | ACCEPT | Reason: N/A | Original: Reasons for top up cancellation. | Augmented: Reasons for reversal of top-up transaction.
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: I have used this account overseas recently. Has there been an increase in fees that I am unaware of? | Augmented: I've been making international transactions from this account lately. Are there any new or changed fees I should be aware of?
VAL | [apple_pay_or_google_pay] | UNKNOWN | Reason: N/A | Original: Can I use my Apple Watch to pay for gas? | Augmented: Can I use my smartwatch to make a payment for fuel?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: N/A | Original: There is a withdrawal waiting. | Augmented: A pending cash withdrawal is currently being processed.
VAL | [top_up_by_card_charge] | ACCEPT | Reason: N/A | Original: How much does it cost to us US cards? | Augmented: What is the charge for topping up using a US-issued card?
VAL | [transaction_charged_twice] | ACCEPT | Reason: ... | Original: I had a duplicate card and bought something and it showed up twice. I canceled my card, how do I get my money back? | Augmented: I accidentally used a duplicate credit card to make a purchase, and it was reflected on my account twice. I've since cancelled the card, but I'd like to know how to recover the extra charge.
VAL | [card_payment_fee_charged] | ACCEPT | Reason: ... | Original: I need to be made aware when I am being charged an extra amount for payments please. I looked over the app earlier and noticed an additional feel related to one of the payments. I was not warned about this before. | Augmented: I'd like to be informed when an extra charge is applied to my payment. I recently checked the app and noticed an additional fee associated with one of the transactions. I was not notified about this beforehand.
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: Can I revive a physical card. | Augmented: Can I retrieve a physical credit card?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: ... | Original: I was needing you to see if the exchange rate is correct from when i got cash | Augmented: I'd like to verify the exchange rate for the cash withdrawal I made earlier to ensure it's accurate.
VAL | [activate_my_card] | ACCEPT | Reason: Both texts are asking about the activation of a new card, with no change in the core intent. | Original: How can I switch on my new card? | Augmented: How do I turn on my new credit card?
VAL | [exchange_rate] | ACCEPT | Reason: N/A | Original: How do I know how much money I will have when I travel abroad? | Augmented: What's the best way to determine the value of my money when I'm planning a trip overseas?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: What happens if I deposit a cheque accidentally? | Augmented: What happens if I make a cash deposit or deposit a cheque by mistake?
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: How does your app transfer the money | Augmented: What steps does your app take to move funds into another account?
VAL | [card_about_to_expire] | ACCEPT | Reason: ... | Original: My bank card has expired, how can I get a new physical card? | Augmented: My bank card has reached its expiration date, what steps can I take to obtain a replacement physical card?
VAL | [transfer_fee_charged] | ACCEPT | Reason: ... | Original: There is a fee from a transfer that is not supposed to be here! | Augmented: A surprise fee has appeared on a transfer that shouldn't have had one.
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: I made a transfer and the receiver did not get the right amount its lesser than what it should be,Now I have to transfer more money to make up for the missing amount . Can you please help me about this, what should be done | Augmented: I initiated a transfer, but the recipient only received a reduced amount, which means I need to make an additional transfer to cover the shortfall. Can you assist me with this issue?
VAL | [exchange_charge] | ACCEPT | Reason: N/A | Original: What is the fee for accepting money from a foreign country? | Augmented: What is the charge for exchanging currency from a foreign country?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: I did not get the cash that is showing up in my app. | Augmented: The cash withdrawal I'm seeing on my app isn't reflecting in my actual account balance.
VAL | [cancel_transfer] | ACCEPT | Reason: ... | Original: I made a terrible mistake when typing in my account number.  I accidently sent money to the wrong account.  I noticed the app won't allow me to void the transaction.  Can someone help me with this immediately? | Augmented: I mistakenly entered the wrong account number, resulting in a transfer to the wrong account. I'm unable to reverse the transaction through the app. Can you assist me in canceling this transfer as soon as possible?
VAL_SUMMARY | ACCEPT: 33 | REVIEW: 0 | REJECT: 0 | UNKNOWN: 2 | Accept Rate: 0.9429
