GEN | [Refund_not_showing_up] | Orig: Card refund is not showing up in my statement. -> Aug: The refund for my card is missing from my latest statement.
GEN | [declined_card_payment] | Orig: I keep trying to make a payment, but it doesn't work. -> Aug: I've been attempting to process a payment, but it's consistently being rejected.
GEN | [card_acceptance] | Orig: Is my card denied anywhere? -> Aug: Is my credit card being rejected anywhere?
GEN | [transfer_into_account] | Orig: Can you please explain the topping up transfer process? -> Aug: Could you walk me through the process of transferring funds into an account?
GEN | [pending_cash_withdrawal] | Orig: How long does it take to verify a cash withdraw? -> Aug: How long does it typically take to process a pending cash withdrawal request?
GEN | [card_payment_not_recognised] | Orig: I need to know where this charge is coming from? -> Aug: I'm trying to figure out where this payment is coming from.
GEN | [pin_blocked] | Orig: How do I unblock my card? -> Aug: What steps can I take to reactivate my blocked card?
GEN | [failed_transfer] | Orig: I need to know what is going on. I'm attempting to purchase a flat and need the money to pay on my initial mortgage payment. I'm only getting an error. Can you find out what's going on and help in making the transfer? -> Aug: I'm trying to complete a transaction to secure a new property and require the funds for my initial mortgage payment. However, I'm encountering an issue and receiving an error message. Could you investigate the cause and assist me in resolving the transfer problem?
GEN | [lost_or_stolen_card] | Orig: I lost my card n need a new one. -> Aug: I misplaced my card and require a replacement.
GEN | [transfer_not_received_by_recipient] | Orig: How can I the person see my money transaction? -> Aug: Why hasn't the recipient received my money transfer?
GEN | [top_up_by_bank_transfer_charge] | Orig: Will there be a charge when money is added to my account? -> Aug: Will I be charged a fee when I top up my account using a bank transfer?
GEN | [pin_blocked] | Orig: My card got blocked, how do I reset? -> Aug: My PIN has been blocked, what's the process to unblock it?
GEN | [transfer_fee_charged] | Orig: Why was money taken for a transfer? -> Aug: What's the reason for the fee deducted from my account for the recent transfer?
GEN | [card_linking] | Orig: I received my card, how do I get it to work in the app? -> Aug: I got my new card, can you help me link it to my account so I can use it in the app?
GEN | [transfer_timing] | Orig: When will my money be in my account? -> Aug: When can I expect my funds to be deposited into my account?
GEN | [pending_cash_withdrawal] | Orig: Do you know when the withdrawal will show? -> Aug: When can I expect the pending cash withdrawal to be processed?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Dude I put money in the ATM last week but it ain't there! I need the money now figure this out! -> Aug: I made a deposit using the ATM last week, but my account balance hasn't been updated yet. Can you help me resolve this issue ASAP?
GEN | [pending_card_payment] | Orig: I purchases several items today. Why are they still showing pending? -> Aug: I made a purchase recently, but the payment is still pending. Can you help me understand why it's not showing as processed yet?
GEN | [get_physical_card] | Orig: my pin hasn't arrived in the post! How do I cancel it or get a new one? -> Aug: My physical card has not been delivered. Can I request a new one or cancel the existing order?
GEN | [change_pin] | Orig: I can't freeze my account as I need the card as I am traveling, how do I change my pin? -> Aug: I'm planning a trip and need to keep my account active, can you guide me on how to modify my PIN code?
GEN | [top_up_by_bank_transfer_charge] | Orig: How much is it to receive money? -> Aug: What is the fee for receiving funds via bank transfer?
GEN | [pending_cash_withdrawal] | Orig: Why is the app showing a still pending message on a withdraw that has already been done? -> Aug: Why is the app still displaying a pending status for a cash withdrawal that was completed earlier?
GEN | [transfer_timing] | Orig: How quickly can I transfer something to China? -> Aug: What is the timing for transferring funds to China?
GEN | [activate_my_card] | Orig: I couldn't complete card activation. -> Aug: I'm having trouble finishing the activation process for my card.
GEN | [wrong_amount_of_cash_received] | Orig: I couldn't get the money I needed. -> Aug: I didn't receive the correct amount of cash.
GEN | [apple_pay_or_google_pay] | Orig: I seem to be having trouble with my Google Pay Top. Can you please help? -> Aug: I'm experiencing an issue with my Apple Pay account. Can you assist me with that?
GEN | [declined_transfer] | Orig: Hello. My credit keeps being declined, last night and again today, as I try to buy something. What is the status of my card? -> Aug: Hi, I've been experiencing issues with my credit card being declined, both yesterday evening and this morning when I tried to make a purchase. Could you please let me know the current status of my card?
GEN | [beneficiary_not_allowed] | Orig: I have to transfer money over to my mother, and I have tried numerous times and all that keeps happening is error messages. -> Aug: I've been attempting to transfer funds to my mother, but I keep encountering error messages despite multiple attempts.
GEN | [receiving_money] | Orig: can my husband open an account and transfer money -> Aug: Can my spouse create an account and deposit funds?
GEN | [top_up_by_card_charge] | Orig: I need to know what charges I will incur for using a European card for top up. -> Aug: I'd like to understand the fees associated with making a payment using a European card for a top-up transaction.
GEN | [transfer_into_account] | Orig: What are my bank details so I can do a transfer? -> Aug: To facilitate a transfer, could you please provide me with your bank account information?
GEN | [transfer_into_account] | Orig: I'd like to know how transferring my money into my account works. -> Aug: I'd like to understand the process of moving funds into my account.
GEN | [pending_card_payment] | Orig: Hi, status of one of my card payment is still pending from a while. Please let e know how much time it will take to complete. -> Aug: I'm still waiting for the outcome of a pending card payment. Could you please inform me about the expected timeframe for its completion?
GEN | [exchange_via_app] | Orig: I may no longer need GBP, but instead I will need AUD, how can I go about making this change? -> Aug: I'd like to modify my currency exchange, as I no longer require GBP and instead need AUD. Can you guide me on the process for making this change?
GEN | [transfer_into_account] | Orig: Help! My account doesn't show any funds. Is transferring funds an option I can use? -> Aug: Can I move some money from another account into my current account?
GEN | [request_refund] | Orig: Canceling my order is what I need to do right now. -> Aug: I'd like to terminate my recent purchase and initiate a refund process.
GEN | [card_about_to_expire] | Orig: want a new card what are the fees -> Aug: looking to replace my expiring card, what are the associated fees?
GEN | [card_not_working] | Orig: Did you deactivate my card it's not working anymore -> Aug: Is my card still active? It's not functioning properly.
VAL | [Refund_not_showing_up] | ACCEPT | Reason: ... | Original: Card refund is not showing up in my statement. | Augmented: The refund for my card is missing from my latest statement.
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: I keep trying to make a payment, but it doesn't work. | Augmented: I've been attempting to process a payment, but it's consistently being rejected.
VAL | [card_acceptance] | ACCEPT | Reason: ... | Original: Is my card denied anywhere? | Augmented: Is my credit card being rejected anywhere?
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: Can you please explain the topping up transfer process? | Augmented: Could you walk me through the process of transferring funds into an account?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: N/A | Original: How long does it take to verify a cash withdraw? | Augmented: How long does it typically take to process a pending cash withdrawal request?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I need to know where this charge is coming from? | Augmented: I'm trying to figure out where this payment is coming from.
VAL | [pin_blocked] | ACCEPT | Reason: N/A | Original: How do I unblock my card? | Augmented: What steps can I take to reactivate my blocked card?
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: I need to know what is going on. I'm attempting to purchase a flat and need the money to pay on my initial mortgage payment. I'm only getting an error. Can you find out what's going on and help in making the transfer? | Augmented: I'm trying to complete a transaction to secure a new property and require the funds for my initial mortgage payment. However, I'm encountering an issue and receiving an error message. Could you investigate the cause and assist me in resolving the transfer problem?
VAL | [lost_or_stolen_card] | ACCEPT | Reason: N/A | Original: I lost my card n need a new one. | Augmented: I misplaced my card and require a replacement.
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: How can I the person see my money transaction? | Augmented: Why hasn't the recipient received my money transfer?
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: ... | Original: Will there be a charge when money is added to my account? | Augmented: Will I be charged a fee when I top up my account using a bank transfer?
VAL | [pin_blocked] | ACCEPT | Reason: N/A | Original: My card got blocked, how do I reset? | Augmented: My PIN has been blocked, what's the process to unblock it?
VAL | [transfer_fee_charged] | ACCEPT | Reason: ... | Original: Why was money taken for a transfer? | Augmented: What's the reason for the fee deducted from my account for the recent transfer?
VAL | [card_linking] | ACCEPT | Reason: ... | Original: I received my card, how do I get it to work in the app? | Augmented: I got my new card, can you help me link it to my account so I can use it in the app?
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: When will my money be in my account? | Augmented: When can I expect my funds to be deposited into my account?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: Do you know when the withdrawal will show? | Augmented: When can I expect the pending cash withdrawal to be processed?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: The augmented text preserves the same issue of a deposit not updating the account balance, which aligns with the target intent. It is specific about the timing (last week) and the method (ATM), and it seeks assistance, which is consistent with the original text. | Original: Dude I put money in the ATM last week but it ain't there! I need the money now figure this out! | Augmented: I made a deposit using the ATM last week, but my account balance hasn't been updated yet. Can you help me resolve this issue ASAP?
VAL | [pending_card_payment] | ACCEPT | Reason: ... | Original: I purchases several items today. Why are they still showing pending? | Augmented: I made a purchase recently, but the payment is still pending. Can you help me understand why it's not showing as processed yet?
VAL | [get_physical_card] | ACCEPT | Reason: N/A | Original: my pin hasn't arrived in the post! How do I cancel it or get a new one? | Augmented: My physical card has not been delivered. Can I request a new one or cancel the existing order?
VAL | [change_pin] | ACCEPT | Reason: N/A | Original: I can't freeze my account as I need the card as I am traveling, how do I change my pin? | Augmented: I'm planning a trip and need to keep my account active, can you guide me on how to modify my PIN code?
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: N/A | Original: How much is it to receive money? | Augmented: What is the fee for receiving funds via bank transfer?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: The augmented text does not change the intent; it merely rephrases the original question with slightly different wording but retains the essence of the inquiry about an un-updated withdrawal status. | Original: Why is the app showing a still pending message on a withdraw that has already been done? | Augmented: Why is the app still displaying a pending status for a cash withdrawal that was completed earlier?
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: How quickly can I transfer something to China? | Augmented: What is the timing for transferring funds to China?
VAL | [activate_my_card] | ACCEPT | Reason: ... | Original: I couldn't complete card activation. | Augmented: I'm having trouble finishing the activation process for my card.
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: I couldn't get the money I needed. | Augmented: I didn't receive the correct amount of cash.
VAL | [apple_pay_or_google_pay] | UNKNOWN | Reason: N/A | Original: I seem to be having trouble with my Google Pay Top. Can you please help? | Augmented: I'm experiencing an issue with my Apple Pay account. Can you assist me with that?
VAL | [declined_transfer] | ACCEPT | Reason: ... | Original: Hello. My credit keeps being declined, last night and again today, as I try to buy something. What is the status of my card? | Augmented: Hi, I've been experiencing issues with my credit card being declined, both yesterday evening and this morning when I tried to make a purchase. Could you please let me know the current status of my card?
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: I have to transfer money over to my mother, and I have tried numerous times and all that keeps happening is error messages. | Augmented: I've been attempting to transfer funds to my mother, but I keep encountering error messages despite multiple attempts.
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: can my husband open an account and transfer money | Augmented: Can my spouse create an account and deposit funds?
VAL | [top_up_by_card_charge] | ACCEPT | Reason: The augmented text maintains the focus on understanding the charges or fees for using a European card for a top-up transaction, which is consistent with the original intent. It does not introduce any new or contradictory information. | Original: I need to know what charges I will incur for using a European card for top up. | Augmented: I'd like to understand the fees associated with making a payment using a European card for a top-up transaction.
VAL | [transfer_into_account] | ACCEPT | Reason: ... | Original: What are my bank details so I can do a transfer? | Augmented: To facilitate a transfer, could you please provide me with your bank account information?
