GEN | [transfer_not_received_by_recipient] | Orig: I can't see if the transfer I did a couple days ago is in my account yet. I double checked my info before sending, too. Can you check this? -> Aug: I'm still waiting to see if the transfer I initiated a few days ago has been credited to my account. I've double-checked my details to ensure everything is correct. Could you please verify this for me?
GEN | [receiving_money] | Orig: Can I use a transfer to receive my transfer? -> Aug: Can I use a transfer to receive the funds I'm expecting?
GEN | [card_about_to_expire] | Orig: What can I expect at card expiration? -> Aug: What happens when my credit card's expiration date approaches?
GEN | [exchange_via_app] | Orig: If I need to make an exchange from USD to GBP, how can I do so in the app? -> Aug: If I want to convert my USD to GBP, can I perform the exchange through the app?
GEN | [top_up_limits] | Orig: Are there any top-up limits? -> Aug: Are there any maximum limit increases available?
GEN | [automatic_top_up] | Orig: Can I auto-top up?  How do I do it? -> Aug: Can I set up automatic top-ups? How do I initiate the process?
GEN | [card_payment_not_recognised] | Orig: I didn't make this payment and it's on my app -> Aug: I haven't processed this payment and it's still showing on my app.
GEN | [card_delivery_estimate] | Orig: To deliver to the US, how long will it take? -> Aug: What is the estimated delivery timeframe for shipping to the United States?
GEN | [card_payment_fee_charged] | Orig: There was a charge applied when I used my card. -> Aug: A fee was deducted from my account when I made a payment using my card.
GEN | [pending_cash_withdrawal] | Orig: Hello, I tried to take some cash out of the ATM but I looked at my statement and it still shows that it's pending. Is the machine broken? Will I receive my money back or will I be charged for this? -> Aug: I attempted to withdraw cash from the ATM, but my account statement indicates that the transaction is still pending. Is the machine malfunctioning? Will I be refunded the amount or will I be charged for the attempted withdrawal?
GEN | [lost_or_stolen_phone] | Orig: I don't have my cell phone with me so I cannot access the system to complete the transaction. -> Aug: I'm currently without my mobile device, which is preventing me from accessing the system to finalize the transaction.
GEN | [card_payment_wrong_exchange_rate] | Orig: Why is your exchange rate so bad? -> Aug: Why is the exchange rate applied to my card payment so inaccurate?
GEN | [extra_charge_on_statement] | Orig: I noticed an extra pound charge? -> Aug: I saw an additional fee on my statement.
GEN | [card_about_to_expire] | Orig: How do I replace a card that's going to expire? -> Aug: What steps can I take to update my card before it expires?
GEN | [card_payment_wrong_exchange_rate] | Orig: My payment had a wrong exchange rate. -> Aug: The exchange rate used for my payment was incorrect.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: What's going on with my balance? Shouldn't it be a bit higher since I deposited a cheque a day ago? -> Aug: Why hasn't my balance been updated after I deposited a cash payment yesterday?
GEN | [country_support] | Orig: I reside in the US, but I want a card. -> Aug: I'm a US resident, and I'm interested in obtaining a card.
GEN | [getting_spare_card] | Orig: Will it cost me to get a second card? -> Aug: Can I obtain a spare card without incurring any additional charges?
GEN | [Refund_not_showing_up] | Orig: My refund is not here yet -> Aug: My refund has not arrived.
GEN | [transfer_not_received_by_recipient] | Orig: How long will a transaction to a friend take? -> Aug: When can I expect a transfer to reach my friend's account?
GEN | [top_up_by_bank_transfer_charge] | Orig: How much does it cost to do a transfer? -> Aug: What is the fee for a bank transfer top-up?
GEN | [activate_my_card] | Orig: When are you going to activate my card? -> Aug: When will you be able to activate my credit card?
GEN | [verify_my_identity] | Orig: How do i change my identity? -> Aug: What steps can I take to update my personal information?
GEN | [topping_up_by_card] | Orig: I want to know how to transfer money with my credit card -> Aug: I'd like to learn about topping up my account using my credit card.
GEN | [visa_or_mastercard] | Orig: Does it matter which card I use -> Aug: Is the type of credit card I use significant?
GEN | [card_payment_wrong_exchange_rate] | Orig: Why is the exchange rate on my card wrong? -> Aug: The exchange rate applied to my card payment is incorrect.
GEN | [declined_card_payment] | Orig: Tell me why my card payment has been declined. -> Aug: Can you explain why my payment made with my card was not accepted?
GEN | [automatic_top_up] | Orig: I would like to top up my account automatically. How do I do that? -> Aug: I'd like to set up an automatic transfer to my account. Can you guide me through the process?
GEN | [age_limit] | Orig: As my kids get older are they able to get set up with their own accounts? -> Aug: Can I open accounts for my children as they reach a certain age?
GEN | [card_linking] | Orig: Can you please reactivate my card? -> Aug: May I assist you in reactivating your card?
GEN | [unable_to_verify_identity] | Orig: The app is telling me that I am not me. -> Aug: We're having trouble confirming your identity through our system.
GEN | [transfer_not_received_by_recipient] | Orig: Why hasn't arrived yet a transaction I did to my friend? -> Aug: Why hasn't my friend received the transaction I sent to them yet?
GEN | [verify_top_up] | Orig: I don't see the verification code for my card transfer. -> Aug: I'm having trouble finding the verification code for my recent top-up.
GEN | [top_up_reverted] | Orig: I thought you offer crypto top up but it doesn't seem to be right ? Money just disappeared from my account, How it would work ? -> Aug: I was under the impression that your service allows for cryptocurrency top-ups, but it appears to be incorrect. My funds seem to have vanished from my account. Can you explain how this supposed feature is supposed to work?
GEN | [disposable_card_limits] | Orig: Please provide me with the restrictions of the disposable cards. -> Aug: Please inform me about the limitations associated with the disposable cards.
GEN | [pending_transfer] | Orig: How come I have pending transfers? -> Aug: Why are there outstanding transfers waiting to be processed?
GEN | [country_support] | Orig: Please list the countries you support. -> Aug: Please provide a list of the countries where our services are available.
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: ... | Original: I can't see if the transfer I did a couple days ago is in my account yet. I double checked my info before sending, too. Can you check this? | Augmented: I'm still waiting to see if the transfer I initiated a few days ago has been credited to my account. I've double-checked my details to ensure everything is correct. Could you please verify this for me?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: Can I use a transfer to receive my transfer? | Augmented: Can I use a transfer to receive the funds I'm expecting?
VAL | [card_about_to_expire] | ACCEPT | Reason: N/A | Original: What can I expect at card expiration? | Augmented: What happens when my credit card's expiration date approaches?
VAL | [exchange_via_app] | ACCEPT | Reason: ... | Original: If I need to make an exchange from USD to GBP, how can I do so in the app? | Augmented: If I want to convert my USD to GBP, can I perform the exchange through the app?
VAL | [top_up_limits] | ACCEPT | Reason: The augmented text does not change the intent; it merely uses slightly different wording to ask about the same concept. | Original: Are there any top-up limits? | Augmented: Are there any maximum limit increases available?
VAL | [automatic_top_up] | ACCEPT | Reason: N/A | Original: Can I auto-top up?  How do I do it? | Augmented: Can I set up automatic top-ups? How do I initiate the process?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I didn't make this payment and it's on my app | Augmented: I haven't processed this payment and it's still showing on my app.
VAL | [card_delivery_estimate] | ACCEPT | Reason: ... | Original: To deliver to the US, how long will it take? | Augmented: What is the estimated delivery timeframe for shipping to the United States?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: N/A | Original: There was a charge applied when I used my card. | Augmented: A fee was deducted from my account when I made a payment using my card.
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: Hello, I tried to take some cash out of the ATM but I looked at my statement and it still shows that it's pending. Is the machine broken? Will I receive my money back or will I be charged for this? | Augmented: I attempted to withdraw cash from the ATM, but my account statement indicates that the transaction is still pending. Is the machine malfunctioning? Will I be refunded the amount or will I be charged for the attempted withdrawal?
VAL | [lost_or_stolen_phone] | ACCEPT | Reason: N/A | Original: I don't have my cell phone with me so I cannot access the system to complete the transaction. | Augmented: I'm currently without my mobile device, which is preventing me from accessing the system to finalize the transaction.
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: The augmented text maintains the focus on the exchange rate being incorrect for a card payment, which is consistent with the original intent. | Original: Why is your exchange rate so bad? | Augmented: Why is the exchange rate applied to my card payment so inaccurate?
VAL | [extra_charge_on_statement] | ACCEPT | Reason: N/A | Original: I noticed an extra pound charge? | Augmented: I saw an additional fee on my statement.
VAL | [card_about_to_expire] | UNKNOWN | Reason: N/A | Original: How do I replace a card that's going to expire? | Augmented: What steps can I take to update my card before it expires?
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: ... | Original: My payment had a wrong exchange rate. | Augmented: The exchange rate used for my payment was incorrect.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: What's going on with my balance? Shouldn't it be a bit higher since I deposited a cheque a day ago? | Augmented: Why hasn't my balance been updated after I deposited a cash payment yesterday?
VAL | [country_support] | ACCEPT | Reason: N/A | Original: I reside in the US, but I want a card. | Augmented: I'm a US resident, and I'm interested in obtaining a card.
VAL | [getting_spare_card] | ACCEPT | Reason: ... | Original: Will it cost me to get a second card? | Augmented: Can I obtain a spare card without incurring any additional charges?
VAL | [Refund_not_showing_up] | ACCEPT | Reason: N/A | Original: My refund is not here yet | Augmented: My refund has not arrived.
VAL | [transfer_not_received_by_recipient] | REVIEW | Reason: The augmented text is close to the original intent but lacks the explicit statement that the transfer has not been received. It could be interpreted as a general inquiry about the expected time for a transfer to reach an account, which might imply successful receipt. | Original: How long will a transaction to a friend take? | Augmented: When can I expect a transfer to reach my friend's account?
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: N/A | Original: How much does it cost to do a transfer? | Augmented: What is the fee for a bank transfer top-up?
VAL | [activate_my_card] | ACCEPT | Reason: ... | Original: When are you going to activate my card? | Augmented: When will you be able to activate my credit card?
VAL | [verify_my_identity] | ACCEPT | Reason: N/A | Original: How do i change my identity? | Augmented: What steps can I take to update my personal information?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: I want to know how to transfer money with my credit card | Augmented: I'd like to learn about topping up my account using my credit card.
VAL | [visa_or_mastercard] | UNKNOWN | Reason: N/A | Original: Does it matter which card I use | Augmented: Is the type of credit card I use significant?
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: N/A | Original: Why is the exchange rate on my card wrong? | Augmented: The exchange rate applied to my card payment is incorrect.
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: Tell me why my card payment has been declined. | Augmented: Can you explain why my payment made with my card was not accepted?
VAL | [automatic_top_up] | ACCEPT | Reason: N/A | Original: I would like to top up my account automatically. How do I do that? | Augmented: I'd like to set up an automatic transfer to my account. Can you guide me through the process?
VAL | [age_limit] | ACCEPT | Reason: N/A | Original: As my kids get older are they able to get set up with their own accounts? | Augmented: Can I open accounts for my children as they reach a certain age?
VAL | [card_linking] | ACCEPT | Reason: N/A | Original: Can you please reactivate my card? | Augmented: May I assist you in reactivating your card?
VAL | [unable_to_verify_identity] | ACCEPT | Reason: ... | Original: The app is telling me that I am not me. | Augmented: We're having trouble confirming your identity through our system.
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: ... | Original: Why hasn't arrived yet a transaction I did to my friend? | Augmented: Why hasn't my friend received the transaction I sent to them yet?
VAL | [verify_top_up] | ACCEPT | Reason: N/A | Original: I don't see the verification code for my card transfer. | Augmented: I'm having trouble finding the verification code for my recent top-up.
