GEN | [beneficiary_not_allowed] | Orig: Hello - I'm on the app and trying to purchase crypto. It's not going through. What am I doing wrong? -> Aug: I'm having trouble buying cryptocurrency through the app. The transaction won't process. Can you help me figure out what's preventing it from going through?
GEN | [beneficiary_not_allowed] | Orig: Why is allowance not being given to my beneficiary? -> Aug: Why is the beneficiary not eligible to receive the allowance?
GEN | [topping_up_by_card] | Orig: I cannot tell what my top up currently is. -> Aug: I'm not sure what my card balance is after the recent top-up.
GEN | [disposable_card_limits] | Orig: Show me the amount of transactions I can do with a disposable card. -> Aug: What are the transaction limits for a disposable card?
GEN | [beneficiary_not_allowed] | Orig: I was unable to transfer to another account. -> Aug: I was unable to make a transfer to a different account.
GEN | [passcode_forgotten] | Orig: I forgot my code -> Aug: I've misplaced my passcode
GEN | [cancel_transfer] | Orig: I accidentally made a payment from the wrong account yesterday. It's my rent payment, and it's very large, so the account I paid from won't be able to cover the amount. It's really important that the payment be made from the right account? -> Aug: I mistakenly initiated a transfer from an incorrect account, which was supposed to be a significant payment for my rent. The account I used won't have sufficient funds to cover the amount, so it's crucial that the transfer be cancelled and reinitiated from the correct account.
GEN | [get_physical_card] | Orig: Does the PIN come under separate cover? -> Aug: Is the PIN card separate from the physical card?
GEN | [terminate_account] | Orig: i'm not satisfied with the services and no longer want to be a customer -> Aug: I'm unhappy with the services and would like to discontinue my account.
GEN | [transfer_not_received_by_recipient] | Orig: I need to transfer some money to a friend who is in urgent need of some fast cash. How long will it take before she can use that money? -> Aug: I'm trying to send some funds to a friend who's in a tight spot and needs the money quickly. Can you tell me when she'll be able to access the transferred amount?
GEN | [top_up_by_cash_or_cheque] | Orig: What are my payment options for topping off my account? -> Aug: You can replenish your account balance using either cash or cheque payment methods.
GEN | [top_up_by_bank_transfer_charge] | Orig: Is there a cost to receive money? -> Aug: Are there any fees associated with receiving a bank transfer to top up my account?
GEN | [atm_support] | Orig: Is the closest ATM to me within 2 miles? -> Aug: Can you please tell me which ATM is nearest to my location, within a 2-mile radius?
GEN | [wrong_amount_of_cash_received] | Orig: I did not receive all of my cash back -> Aug: I was shortchanged on my cash withdrawal
GEN | [card_linking] | Orig: In the app, how can I make it show the new card that arrived? -> Aug: In the app, how can I access the recently added card?
GEN | [pin_blocked] | Orig: I used my pin too many times. -> Aug: I've exceeded the allowed attempts to enter my PIN.
GEN | [card_acceptance] | Orig: Where do I pay with my card? -> Aug: How can I use my card for payment?
GEN | [Refund_not_showing_up] | Orig: It's been more than a week since I had a return charged to my card, why hasn't it showed up? -> Aug: It's been over a week since the return was processed, and I'm still waiting for the refund to appear on my statement.
GEN | [apple_pay_or_google_pay] | Orig: how do i set up my apple pay watch to connect to my account -> Aug: how do i configure my apple pay-enabled smartwatch to link to my account?
GEN | [why_verify_identity] | Orig: Is it possible to go ahead and log in, although I have not been confirmed yet? -> Aug: Can I proceed with logging in even though my identity has not been verified yet?
GEN | [topping_up_by_card] | Orig: Can somebody else top up my account? -> Aug: Can someone else add funds to my account using my card?
GEN | [top_up_limits] | Orig: I need to add a serious amount of cash to my card, how do I do that? -> Aug: I'd like to increase the available balance on my card, could you guide me on how to do that?
GEN | [pending_transfer] | Orig: When will the transaction post to my account? -> Aug: When will the transfer be processed and reflected in my account balance?
GEN | [balance_not_updated_after_bank_transfer] | Orig: I did a transfer but the balance is the same. -> Aug: I made a transfer, but my account balance hasn't been updated.
GEN | [exchange_rate] | Orig: How do you do exchanges? -> Aug: What's the process for converting currencies?
GEN | [exchange_via_app] | Orig: What currences are available for exchange? -> Aug: What currencies can I exchange through the app?
GEN | [pin_blocked] | Orig: I attempted to enter my pin to many times. -> Aug: I tried to enter my PIN multiple times.
GEN | [topping_up_by_card] | Orig: Can I let other people have access to my account in order to top up? -> Aug: Can I grant permission to someone else to access my account to make a card-based top-up?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Why did I only receive this much currency? -> Aug: Why was the amount of cash I received not in line with the expected exchange rate?
GEN | [passcode_forgotten] | Orig: I can't log in -> Aug: I'm having trouble accessing my account because I've forgotten my passcode.
GEN | [beneficiary_not_allowed] | Orig: Are there restrictions to transfers to certain accounts? -> Aug: Can I transfer funds to specific accounts, or are there limitations in place?
GEN | [top_up_by_card_charge] | Orig: is it free to add money to my card -> Aug: is there a charge for topping up my card balance?
GEN | [passcode_forgotten] | Orig: I'm locked out of my account as I can't remember my code, what do I do now? -> Aug: I've forgotten my passcode and can't access my account, what should I do to regain access?
GEN | [declined_cash_withdrawal] | Orig: i entered my pin in wrong and got it frozen. how many tries do i have -> Aug: Unfortunately, due to an incorrect PIN entry, your cash withdrawal has been declined.
GEN | [extra_charge_on_statement] | Orig: I was made to pay an additional pound! -> Aug: I was unexpectedly charged an extra amount on my statement.
GEN | [failed_transfer] | Orig: Why wont the other bank take my money?? Is it not good enough?? There's sufficient funds but I keep getting denied a standard transfer. Ive tried 5 times! -> Aug: Why is the transfer to the other bank being rejected? Is my account balance not sufficient? I've tried initiating the transfer five times, but it keeps getting declined.
GEN | [reverted_card_payment?] | Orig: I purchased something and already received it, why hasn't the money taken out? -> Aug: I made a purchase and got the item, but the payment hasn't been deducted from my account yet?
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: Hello - I'm on the app and trying to purchase crypto. It's not going through. What am I doing wrong? | Augmented: I'm having trouble buying cryptocurrency through the app. The transaction won't process. Can you help me figure out what's preventing it from going through?
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: Why is allowance not being given to my beneficiary? | Augmented: Why is the beneficiary not eligible to receive the allowance?
VAL | [topping_up_by_card] | UNKNOWN | Reason: N/A | Original: I cannot tell what my top up currently is. | Augmented: I'm not sure what my card balance is after the recent top-up.
VAL | [disposable_card_limits] | ACCEPT | Reason: Both texts are asking about the transaction limits for a disposable card, which aligns with the target intent of 'disposable_card_limits'. There is no contradiction or ambiguity introduced, and the text is specific to the target intent. | Original: Show me the amount of transactions I can do with a disposable card. | Augmented: What are the transaction limits for a disposable card?
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: I was unable to transfer to another account. | Augmented: I was unable to make a transfer to a different account.
VAL | [passcode_forgotten] | ACCEPT | Reason: N/A | Original: I forgot my code | Augmented: I've misplaced my passcode
VAL | [cancel_transfer] | ACCEPT | Reason: N/A | Original: I accidentally made a payment from the wrong account yesterday. It's my rent payment, and it's very large, so the account I paid from won't be able to cover the amount. It's really important that the payment be made from the right account? | Augmented: I mistakenly initiated a transfer from an incorrect account, which was supposed to be a significant payment for my rent. The account I used won't have sufficient funds to cover the amount, so it's crucial that the transfer be cancelled and reinitiated from the correct account.
VAL | [get_physical_card] | ACCEPT | Reason: N/A | Original: Does the PIN come under separate cover? | Augmented: Is the PIN card separate from the physical card?
VAL | [terminate_account] | ACCEPT | Reason: ... | Original: i'm not satisfied with the services and no longer want to be a customer | Augmented: I'm unhappy with the services and would like to discontinue my account.
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: ... | Original: I need to transfer some money to a friend who is in urgent need of some fast cash. How long will it take before she can use that money? | Augmented: I'm trying to send some funds to a friend who's in a tight spot and needs the money quickly. Can you tell me when she'll be able to access the transferred amount?
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: N/A | Original: What are my payment options for topping off my account? | Augmented: You can replenish your account balance using either cash or cheque payment methods.
VAL | [top_up_by_bank_transfer_charge] | UNKNOWN | Reason: N/A | Original: Is there a cost to receive money? | Augmented: Are there any fees associated with receiving a bank transfer to top up my account?
VAL | [atm_support] | ACCEPT | Reason: ... | Original: Is the closest ATM to me within 2 miles? | Augmented: Can you please tell me which ATM is nearest to my location, within a 2-mile radius?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: I did not receive all of my cash back | Augmented: I was shortchanged on my cash withdrawal
VAL | [card_linking] | ACCEPT | Reason: N/A | Original: In the app, how can I make it show the new card that arrived? | Augmented: In the app, how can I access the recently added card?
VAL | [pin_blocked] | ACCEPT | Reason: N/A | Original: I used my pin too many times. | Augmented: I've exceeded the allowed attempts to enter my PIN.
VAL | [card_acceptance] | ACCEPT | Reason: N/A | Original: Where do I pay with my card? | Augmented: How can I use my card for payment?
VAL | [Refund_not_showing_up] | ACCEPT | Reason: The augmented text preserves the same banking intent of a refund not showing up, and it does not introduce any contradictory or unsupported information. | Original: It's been more than a week since I had a return charged to my card, why hasn't it showed up? | Augmented: It's been over a week since the return was processed, and I'm still waiting for the refund to appear on my statement.
VAL | [apple_pay_or_google_pay] | ACCEPT | Reason: N/A | Original: how do i set up my apple pay watch to connect to my account | Augmented: how do i configure my apple pay-enabled smartwatch to link to my account?
VAL | [why_verify_identity] | ACCEPT | Reason: N/A | Original: Is it possible to go ahead and log in, although I have not been confirmed yet? | Augmented: Can I proceed with logging in even though my identity has not been verified yet?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: Can somebody else top up my account? | Augmented: Can someone else add funds to my account using my card?
VAL | [top_up_limits] | ACCEPT | Reason: ... | Original: I need to add a serious amount of cash to my card, how do I do that? | Augmented: I'd like to increase the available balance on my card, could you guide me on how to do that?
VAL | [pending_transfer] | ACCEPT | Reason: ... | Original: When will the transaction post to my account? | Augmented: When will the transfer be processed and reflected in my account balance?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: ... | Original: I did a transfer but the balance is the same. | Augmented: I made a transfer, but my account balance hasn't been updated.
VAL | [exchange_rate] | ACCEPT | Reason: N/A | Original: How do you do exchanges? | Augmented: What's the process for converting currencies?
VAL | [exchange_via_app] | ACCEPT | Reason: N/A | Original: What currences are available for exchange? | Augmented: What currencies can I exchange through the app?
VAL | [pin_blocked] | ACCEPT | Reason: N/A | Original: I attempted to enter my pin to many times. | Augmented: I tried to enter my PIN multiple times.
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: Can I let other people have access to my account in order to top up? | Augmented: Can I grant permission to someone else to access my account to make a card-based top-up?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: ... | Original: Why did I only receive this much currency? | Augmented: Why was the amount of cash I received not in line with the expected exchange rate?
VAL | [passcode_forgotten] | ACCEPT | Reason: N/A | Original: I can't log in | Augmented: I'm having trouble accessing my account because I've forgotten my passcode.
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: Are there restrictions to transfers to certain accounts? | Augmented: Can I transfer funds to specific accounts, or are there limitations in place?
VAL | [top_up_by_card_charge] | ACCEPT | Reason: N/A | Original: is it free to add money to my card | Augmented: is there a charge for topping up my card balance?
VAL | [passcode_forgotten] | ACCEPT | Reason: N/A | Original: I'm locked out of my account as I can't remember my code, what do I do now? | Augmented: I've forgotten my passcode and can't access my account, what should I do to regain access?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: N/A | Original: i entered my pin in wrong and got it frozen. how many tries do i have | Augmented: Unfortunately, due to an incorrect PIN entry, your cash withdrawal has been declined.
VAL | [extra_charge_on_statement] | ACCEPT | Reason: ... | Original: I was made to pay an additional pound! | Augmented: I was unexpectedly charged an extra amount on my statement.
VAL | [failed_transfer] | ACCEPT | Reason: N/A | Original: Why wont the other bank take my money?? Is it not good enough?? There's sufficient funds but I keep getting denied a standard transfer. Ive tried 5 times! | Augmented: Why is the transfer to the other bank being rejected? Is my account balance not sufficient? I've tried initiating the transfer five times, but it keeps getting declined.
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: I purchased something and already received it, why hasn't the money taken out? | Augmented: I made a purchase and got the item, but the payment hasn't been deducted from my account yet?
