GEN | [verify_top_up] | Orig: I would like to receive instructions showing the verification process for top up cards.. -> Aug: I'd appreciate guidance on the steps to confirm the top-up process for my prepaid cards.
GEN | [automatic_top_up] | Orig: How can I Use thereto-top option? -> Aug: How can I utilize the automatic top-up feature?
GEN | [why_verify_identity] | Orig: Why do I have to give you my drivers license -> Aug: We're verifying your identity to ensure the security and integrity of your account.
GEN | [terminate_account] | Orig: if im not using my account should i close it or just let it sit -> Aug: If I'm not actively using my account, should I cancel it or simply leave it inactive?
GEN | [verify_top_up] | Orig: How many digits identify the top-up verification code? -> Aug: What is the length of the top-up verification code?
GEN | [automatic_top_up] | Orig: Can I have money transferred into my account at different intervals along my trip? -> Aug: Can I set up recurring transfers to my account during my trip?
GEN | [pending_top_up] | Orig: how long should i expect to wait when i add money -> Aug: how long will it take for my top-up to be processed?
GEN | [direct_debit_payment_not_recognised] | Orig: What do I do if there is an electronic debit that is not correct? -> Aug: What should I do if a direct debit payment is not recognized by our system?
GEN | [direct_debit_payment_not_recognised] | Orig: I need to dispute a direct debit. -> Aug: I'm trying to resolve an issue with a direct debit payment that wasn't recognized.
GEN | [direct_debit_payment_not_recognised] | Orig: Unusual direct deposit -> Aug: Unidentified direct debit payment
GEN | [reverted_card_payment?] | Orig: I've got a problem - I bought something with my card one or two weeks ago, but now exact same amount of the purchase is showing up in my account. I like more money in my account, but this is too good to be true. Can you tell me what's happening? -> Aug: I'm concerned about a recent transaction - I made a purchase with my card a few weeks ago, but the same amount is now appearing in my account. I'm not sure what's going on, but I'd appreciate it if you could help me understand why I'm seeing this unexpected deposit.
GEN | [card_delivery_estimate] | Orig: can you express my card to me? -> Aug: Can you provide an estimate for the delivery of my card?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Balance is not up to date. -> Aug: Your account balance has not been updated after the recent bank transfer.
GEN | [cancel_transfer] | Orig: stop the transaction -> Aug: halt the transfer
GEN | [direct_debit_payment_not_recognised] | Orig: what is the word? -> Aug: We're unable to identify the direct debit payment you're referring to.
GEN | [cash_withdrawal_not_recognised] | Orig: Hello, Please look into this matter urgently. As i have lost my wallet and i can see one withdrawal, now i do not want to loose more money. -> Aug: Hi, I urgently need your assistance. I've misplaced my wallet and noticed an unauthorized cash withdrawal. I'm worried about losing more money if this issue isn't resolved promptly.
GEN | [country_support] | Orig: i live in portugal. do you operate here? -> Aug: I am a resident of Portugal. Do you have a presence in this country?
GEN | [direct_debit_payment_not_recognised] | Orig: Why is there a direct debit set up in my name? -> Aug: We've noticed a direct debit payment that doesn't seem to be recognized in your account records.
GEN | [direct_debit_payment_not_recognised] | Orig: How do I dispute a direct debit on my account? -> Aug: I'm trying to resolve an issue with a direct debit payment that wasn't recognized on my account. Can you help me investigate this discrepancy?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I made a deposit a couple of days back it's, as of yet, not gone in! It would be ideal if you assist me with this -> Aug: I recently made a deposit, but my account balance hasn't been updated yet. Could you please help me with this issue?
GEN | [verify_source_of_funds] | Orig: Is there a way for me to check my balance? -> Aug: Can you confirm the origin of the funds in my account before I check my balance?
GEN | [pending_cash_withdrawal] | Orig: I have a withdrawal waiting to go through. -> Aug: A pending cash withdrawal is awaiting processing.
GEN | [top_up_failed] | Orig: My credit card did not go through. Can you see if it has insufficient funds? -> Aug: My payment attempt was unsuccessful. Could you check if my credit card has sufficient funds?
GEN | [verify_top_up] | Orig: I am having trouble finding the top-up card verification code. -> Aug: I'm having difficulty locating the verification code for my top-up card.
GEN | [direct_debit_payment_not_recognised] | Orig: I would like to dispute a direct debit transaction -> Aug: I'm trying to contest a direct debit payment that was not recognized by our system.
GEN | [pending_top_up] | Orig: I have a new card and I can't add money to it.  I tried about 30 minutes ago and it is still pending.  What do I do? -> Aug: I've just got a new card and I'm having trouble topping it up. I attempted to add funds about half an hour ago, but the transaction is still pending. Can you help me resolve this issue?
GEN | [transaction_charged_twice] | Orig: I've got a repeated tranasaction on my card. -> Aug: I've been charged twice for the same transaction on my card.
GEN | [terminate_account] | Orig: Can you please disable my current account. -> Aug: Can you assist me in closing my active account?
GEN | [cash_withdrawal_not_recognised] | Orig: I hope you can help me. My account has been compromised from a different town that I haven't been to. Can you please place a hold on my account until I can make it to the bank? -> Aug: I'm experiencing an issue with a cash withdrawal that's not being recognized. I'm concerned about unauthorized activity on my account from a location I've never visited. Could you please place a temporary hold on my account until I can visit the bank in person?
GEN | [extra_charge_on_statement] | Orig: The $1.00 has still not been reverted as indicated in the previous email. -> Aug: The amount of $1.00 remains outstanding, as previously mentioned in our previous communication.
GEN | [direct_debit_payment_not_recognised] | Orig: How do I dispute a direct debit transaction? -> Aug: I'm trying to resolve an issue with a direct debit payment that wasn't recognized by your system.
GEN | [cancel_transfer] | Orig: Can I stop a transaction? -> Aug: Can I cancel a transfer?
GEN | [pending_card_payment] | Orig: How long does it take for a new purchase to stop being considered pending? -> Aug: When will a recent purchase be marked as complete and no longer pending?
GEN | [verify_top_up] | Orig: What is the verification process for my card? -> Aug: How do I confirm my card details for a top-up?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: When will my deposit be processed? -> Aug: Why hasn't my account balance been updated after I deposited a cheque or cash?
GEN | [terminate_account] | Orig: do i have to talk to someone to close an account or can i in the app -> Aug: Can I close my account through the app or do I need to speak with a representative to terminate it?
GEN | [top_up_limits] | Orig: It seems I need to get information on limits for top-ups. -> Aug: Can you provide details about the limits for making deposits or adding funds to my account?
VAL | [verify_top_up] | ACCEPT | Reason: N/A | Original: I would like to receive instructions showing the verification process for top up cards.. | Augmented: I'd appreciate guidance on the steps to confirm the top-up process for my prepaid cards.
VAL | [automatic_top_up] | ACCEPT | Reason: N/A | Original: How can I Use thereto-top option? | Augmented: How can I utilize the automatic top-up feature?
VAL | [why_verify_identity] | UNKNOWN | Reason: N/A | Original: Why do I have to give you my drivers license | Augmented: We're verifying your identity to ensure the security and integrity of your account.
VAL | [terminate_account] | ACCEPT | Reason: ... | Original: if im not using my account should i close it or just let it sit | Augmented: If I'm not actively using my account, should I cancel it or simply leave it inactive?
VAL | [verify_top_up] | ACCEPT | Reason: N/A | Original: How many digits identify the top-up verification code? | Augmented: What is the length of the top-up verification code?
VAL | [automatic_top_up] | ACCEPT | Reason: N/A | Original: Can I have money transferred into my account at different intervals along my trip? | Augmented: Can I set up recurring transfers to my account during my trip?
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: how long should i expect to wait when i add money | Augmented: how long will it take for my top-up to be processed?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: What do I do if there is an electronic debit that is not correct? | Augmented: What should I do if a direct debit payment is not recognized by our system?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: ... | Original: I need to dispute a direct debit. | Augmented: I'm trying to resolve an issue with a direct debit payment that wasn't recognized.
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: Unusual direct deposit | Augmented: Unidentified direct debit payment
VAL | [reverted_card_payment?] | ACCEPT | Reason: The augmented text maintains the core issue of an unexpected deposit from a previous card transaction, which is consistent with the original intent. The user is asking for clarification on why they are seeing this unexpected deposit. | Original: I've got a problem - I bought something with my card one or two weeks ago, but now exact same amount of the purchase is showing up in my account. I like more money in my account, but this is too good to be true. Can you tell me what's happening? | Augmented: I'm concerned about a recent transaction - I made a purchase with my card a few weeks ago, but the same amount is now appearing in my account. I'm not sure what's going on, but I'd appreciate it if you could help me understand why I'm seeing this unexpected deposit.
VAL | [card_delivery_estimate] | ACCEPT | Reason: ... | Original: can you express my card to me? | Augmented: Can you provide an estimate for the delivery of my card?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: N/A | Original: Balance is not up to date. | Augmented: Your account balance has not been updated after the recent bank transfer.
VAL | [cancel_transfer] | ACCEPT | Reason: Both "stop the transaction" and "halt the transfer" convey the same action of terminating a financial transfer. | Original: stop the transaction | Augmented: halt the transfer
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: what is the word? | Augmented: We're unable to identify the direct debit payment you're referring to.
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: Hello, Please look into this matter urgently. As i have lost my wallet and i can see one withdrawal, now i do not want to loose more money. | Augmented: Hi, I urgently need your assistance. I've misplaced my wallet and noticed an unauthorized cash withdrawal. I'm worried about losing more money if this issue isn't resolved promptly.
VAL | [country_support] | ACCEPT | Reason: N/A | Original: i live in portugal. do you operate here? | Augmented: I am a resident of Portugal. Do you have a presence in this country?
VAL | [direct_debit_payment_not_recognised] | UNKNOWN | Reason: N/A | Original: Why is there a direct debit set up in my name? | Augmented: We've noticed a direct debit payment that doesn't seem to be recognized in your account records.
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: The augmented text maintains the focus on a direct debit payment that was not recognized, which is consistent with the original intent. It also asks for assistance in resolving the issue, which is a common action taken when such a problem arises. | Original: How do I dispute a direct debit on my account? | Augmented: I'm trying to resolve an issue with a direct debit payment that wasn't recognized on my account. Can you help me investigate this discrepancy?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: Both texts convey the same issue of a deposit being made but the account balance not updating, and the user requesting help. This preserves the original intent without adding any unsupported information or becoming ambiguous. | Original: I made a deposit a couple of days back it's, as of yet, not gone in! It would be ideal if you assist me with this | Augmented: I recently made a deposit, but my account balance hasn't been updated yet. Could you please help me with this issue?
VAL | [verify_source_of_funds] | ACCEPT | Reason: N/A | Original: Is there a way for me to check my balance? | Augmented: Can you confirm the origin of the funds in my account before I check my balance?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: I have a withdrawal waiting to go through. | Augmented: A pending cash withdrawal is awaiting processing.
VAL | [top_up_failed] | ACCEPT | Reason: N/A | Original: My credit card did not go through. Can you see if it has insufficient funds? | Augmented: My payment attempt was unsuccessful. Could you check if my credit card has sufficient funds?
VAL | [verify_top_up] | ACCEPT | Reason: N/A | Original: I am having trouble finding the top-up card verification code. | Augmented: I'm having difficulty locating the verification code for my top-up card.
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: ... | Original: I would like to dispute a direct debit transaction | Augmented: I'm trying to contest a direct debit payment that was not recognized by our system.
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: I have a new card and I can't add money to it.  I tried about 30 minutes ago and it is still pending.  What do I do? | Augmented: I've just got a new card and I'm having trouble topping it up. I attempted to add funds about half an hour ago, but the transaction is still pending. Can you help me resolve this issue?
VAL | [transaction_charged_twice] | ACCEPT | Reason: N/A | Original: I've got a repeated tranasaction on my card. | Augmented: I've been charged twice for the same transaction on my card.
VAL | [terminate_account] | ACCEPT | Reason: N/A | Original: Can you please disable my current account. | Augmented: Can you assist me in closing my active account?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: I hope you can help me. My account has been compromised from a different town that I haven't been to. Can you please place a hold on my account until I can make it to the bank? | Augmented: I'm experiencing an issue with a cash withdrawal that's not being recognized. I'm concerned about unauthorized activity on my account from a location I've never visited. Could you please place a temporary hold on my account until I can visit the bank in person?
VAL | [extra_charge_on_statement] | ACCEPT | Reason: N/A | Original: The $1.00 has still not been reverted as indicated in the previous email. | Augmented: The amount of $1.00 remains outstanding, as previously mentioned in our previous communication.
