GEN | [request_refund] | Orig: I'm cancelling this charge. I still have not received what I bought from these people a while ago. -> Aug: I'm cancelling the payment as I haven't received the item I purchased from them a while back.
GEN | [card_arrival] | Orig: Am I able to track a card that has already been sent? -> Aug: Can I check the status of a card that has already been dispatched?
GEN | [verify_my_identity] | Orig: Can I use my social security card as a form of identity? -> Aug: May I confirm my identity using my social security card?
GEN | [card_about_to_expire] | Orig: My card expires soon, will you send me one automatically? -> Aug: My credit card's expiration date is approaching, will you automatically issue a new one for me?
GEN | [reverted_card_payment?] | Orig: The money is still in my account even though I already paid -- I don't understand what happened. -> Aug: The payment I made hasn't been processed, and the funds are still in my account. Can you help me figure out what's going on?
GEN | [why_verify_identity] | Orig: Can I make transfers before my identity verification? -> Aug: Can I initiate transactions before completing the identity verification process?
GEN | [transfer_into_account] | Orig: Whats the transfer process -> Aug: How do I initiate a transfer into an account?
GEN | [card_arrival] | Orig: I would like to track the card you sent to me. -> Aug: I'd like to check on the status of the card that was mailed to me.
GEN | [receiving_money] | Orig: How does one send me money? -> Aug: How can I receive funds from someone else?
GEN | [transfer_fee_charged] | Orig: Should I be seeing a fee applied for my money transfer? -> Aug: Am I supposed to be charged a fee for the transfer of funds?
GEN | [order_physical_card] | Orig: I still don't have a card. How do I get one? -> Aug: I'm missing my physical card. Can you help me obtain a new one?
GEN | [request_refund] | Orig: I just bought an item and would like to stop payment can you tell me if the item has been sent yet? -> Aug: I recently made a purchase and would like to cancel the transaction. Can you inform me if the item has already been dispatched?
GEN | [Refund_not_showing_up] | Orig: Hello. Please, would you tell me if you have or have not received funds for a refund that I recently requested for a big purchase? I've contacted the merchant, but I can't tell that they have taken any action on it. -> Aug: I'm trying to check if the refund for my recent purchase has been processed and credited to my account. I've already reached out to the merchant, but they haven't confirmed any updates on the status of the refund. Can you please let me know if the funds have been received?
GEN | [card_not_working] | Orig: How do I re-order a damaged card? -> Aug: I'd like to replace a faulty card.
GEN | [cash_withdrawal_not_recognised] | Orig: there is money in my account that i didnt put there -> Aug: I'm showing an unexpected cash withdrawal in my account, but I'm not sure where it came from.
GEN | [supported_cards_and_currencies] | Orig: how can i add money from my amex card -> Aug: what methods are available to top up my account using my American Express card?
GEN | [card_swallowed] | Orig: A Bank ATM did not give my card back. What do I do now? -> Aug: A Bank ATM has retained my card. What should I do next?
GEN | [top_up_by_card_charge] | Orig: Is topping up free? -> Aug: Is there a charge for topping up my account using my card?
GEN | [pending_cash_withdrawal] | Orig: Hello. I looked at my account and see that a transaction I tried to do is pending, but I did not complete that transaction. When I was at the ATM, the machine declined my card. Can you make sure that transaction does not go through because I definitely did not receive the money. -> Aug: I've checked my account and noticed a pending transaction that I didn't complete. The ATM declined my card when I tried to make the withdrawal, and I'm concerned that the transaction might still be processed. Can you cancel it since I didn't receive the cash?
GEN | [pin_blocked] | Orig: While I was drunk, I goofed my PIN number and your machine ate my card. How can I get it back? -> Aug: I made a mistake while entering my PIN and your ATM swallowed my card. Can I retrieve it?
GEN | [card_swallowed] | Orig: what do I need to do if the ATM kept my card? -> Aug: what should I do if the ATM swallowed my card?
GEN | [direct_debit_payment_not_recognised] | Orig: I have an unknown charge. -> Aug: We've detected an unfamiliar payment.
GEN | [order_physical_card] | Orig: what steps do i do to get a real card -> Aug: How can I obtain a physical credit card?
GEN | [visa_or_mastercard] | Orig: Please help me get a Visa card. -> Aug: Please assist me in obtaining a Mastercard.
GEN | [balance_not_updated_after_bank_transfer] | Orig: The balance does not appear to have updated. -> Aug: The balance seems to be stuck and hasn't reflected the recent bank transfer.
GEN | [compromised_card] | Orig: How do I stop fraud to my card? -> Aug: What steps can I take to prevent unauthorized transactions on my compromised card?
GEN | [declined_cash_withdrawal] | Orig: I tried to withdraw some funds from my card, but was declined. How can I get my money? -> Aug: I attempted to make a cash withdrawal using my card, but it was unsuccessful. What are my options for retrieving my funds?
GEN | [transfer_not_received_by_recipient] | Orig: I've been waiting since Friday, where is my money? -> Aug: I've been expecting my transfer since Friday, but it still hasn't arrived.
GEN | [card_arrival] | Orig: I haven't gotten my credit card in the mail. -> Aug: I'm still waiting for my credit card to arrive.
GEN | [cash_withdrawal_not_recognised] | Orig: I got a message saying I made a withdrawal from the bank machine, but I did not. -> Aug: I received a notification indicating that I withdrew cash from an ATM, but I'm certain I didn't make the transaction.
GEN | [balance_not_updated_after_bank_transfer] | Orig: I've transferred money into my account but the balance is the same -> Aug: I've made a deposit, but my account balance hasn't been updated
GEN | [cancel_transfer] | Orig: Please cancel my last transaction. -> Aug: Please cancel the most recent transfer I made.
GEN | [cancel_transfer] | Orig: Please can you block the transaction I just sent from my account? It was a payment but I accidently typed in the wrong details and think it might have gone to the wrong place. -> Aug: Can you cancel the transfer I just initiated? I made an error and accidentally entered the wrong recipient information, so I'm worried it might have been sent to the wrong account.
GEN | [direct_debit_payment_not_recognised] | Orig: Is there a way for you to find out why my account was deducted from a seller when I didn't approve of it? -> Aug: We're trying to investigate why a direct debit payment was made from your account without your consent.
GEN | [verify_my_identity] | Orig: why do I have to show my ID -> Aug: Can you please confirm your identity by providing your identification documents?
GEN | [disposable_card_limits] | Orig: What limits are there on the virtual cards? -> Aug: What restrictions are in place for the disposable cards?
VAL | [request_refund] | ACCEPT | Reason: N/A | Original: I'm cancelling this charge. I still have not received what I bought from these people a while ago. | Augmented: I'm cancelling the payment as I haven't received the item I purchased from them a while back.
VAL | [card_arrival] | ACCEPT | Reason: N/A | Original: Am I able to track a card that has already been sent? | Augmented: Can I check the status of a card that has already been dispatched?
VAL | [verify_my_identity] | ACCEPT | Reason: ... | Original: Can I use my social security card as a form of identity? | Augmented: May I confirm my identity using my social security card?
VAL | [card_about_to_expire] | ACCEPT | Reason: ... | Original: My card expires soon, will you send me one automatically? | Augmented: My credit card's expiration date is approaching, will you automatically issue a new one for me?
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: The money is still in my account even though I already paid -- I don't understand what happened. | Augmented: The payment I made hasn't been processed, and the funds are still in my account. Can you help me figure out what's going on?
VAL | [why_verify_identity] | ACCEPT | Reason: ... | Original: Can I make transfers before my identity verification? | Augmented: Can I initiate transactions before completing the identity verification process?
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: Whats the transfer process | Augmented: How do I initiate a transfer into an account?
VAL | [card_arrival] | ACCEPT | Reason: ... | Original: I would like to track the card you sent to me. | Augmented: I'd like to check on the status of the card that was mailed to me.
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: How does one send me money? | Augmented: How can I receive funds from someone else?
VAL | [transfer_fee_charged] | ACCEPT | Reason: ... | Original: Should I be seeing a fee applied for my money transfer? | Augmented: Am I supposed to be charged a fee for the transfer of funds?
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: I still don't have a card. How do I get one? | Augmented: I'm missing my physical card. Can you help me obtain a new one?
VAL | [request_refund] | ACCEPT | Reason: N/A | Original: I just bought an item and would like to stop payment can you tell me if the item has been sent yet? | Augmented: I recently made a purchase and would like to cancel the transaction. Can you inform me if the item has already been dispatched?
VAL | [Refund_not_showing_up] | ACCEPT | Reason: The augmented text preserves the same banking intent of checking the status of a refund and does not add any unsupported information or change the original intent. | Original: Hello. Please, would you tell me if you have or have not received funds for a refund that I recently requested for a big purchase? I've contacted the merchant, but I can't tell that they have taken any action on it. | Augmented: I'm trying to check if the refund for my recent purchase has been processed and credited to my account. I've already reached out to the merchant, but they haven't confirmed any updates on the status of the refund. Can you please let me know if the funds have been received?
VAL | [card_not_working] | ACCEPT | Reason: N/A | Original: How do I re-order a damaged card? | Augmented: I'd like to replace a faulty card.
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: there is money in my account that i didnt put there | Augmented: I'm showing an unexpected cash withdrawal in my account, but I'm not sure where it came from.
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: how can i add money from my amex card | Augmented: what methods are available to top up my account using my American Express card?
VAL | [card_swallowed] | ACCEPT | Reason: N/A | Original: A Bank ATM did not give my card back. What do I do now? | Augmented: A Bank ATM has retained my card. What should I do next?
VAL | [top_up_by_card_charge] | ACCEPT | Reason: ... | Original: Is topping up free? | Augmented: Is there a charge for topping up my account using my card?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Hello. I looked at my account and see that a transaction I tried to do is pending, but I did not complete that transaction. When I was at the ATM, the machine declined my card. Can you make sure that transaction does not go through because I definitely did not receive the money. | Augmented: I've checked my account and noticed a pending transaction that I didn't complete. The ATM declined my card when I tried to make the withdrawal, and I'm concerned that the transaction might still be processed. Can you cancel it since I didn't receive the cash?
VAL | [pin_blocked] | ACCEPT | Reason: N/A | Original: While I was drunk, I goofed my PIN number and your machine ate my card. How can I get it back? | Augmented: I made a mistake while entering my PIN and your ATM swallowed my card. Can I retrieve it?
VAL | [card_swallowed] | ACCEPT | Reason: ... | Original: what do I need to do if the ATM kept my card? | Augmented: what should I do if the ATM swallowed my card?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I have an unknown charge. | Augmented: We've detected an unfamiliar payment.
VAL | [order_physical_card] | ACCEPT | Reason: Both texts are asking about the process of obtaining a physical card, which aligns with the target intent of 'order_physical_card'. The text is not contradictory and is specific enough. | Original: what steps do i do to get a real card | Augmented: How can I obtain a physical credit card?
VAL | [visa_or_mastercard] | UNKNOWN | Reason: N/A | Original: Please help me get a Visa card. | Augmented: Please assist me in obtaining a Mastercard.
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: ... | Original: The balance does not appear to have updated. | Augmented: The balance seems to be stuck and hasn't reflected the recent bank transfer.
VAL | [compromised_card] | ACCEPT | Reason: N/A | Original: How do I stop fraud to my card? | Augmented: What steps can I take to prevent unauthorized transactions on my compromised card?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: Both texts convey the same core issue of a failed cash withdrawal attempt and the user's need for further assistance. The wording is slightly different but does not change the intent. | Original: I tried to withdraw some funds from my card, but was declined. How can I get my money? | Augmented: I attempted to make a cash withdrawal using my card, but it was unsuccessful. What are my options for retrieving my funds?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: ... | Original: I've been waiting since Friday, where is my money? | Augmented: I've been expecting my transfer since Friday, but it still hasn't arrived.
VAL | [card_arrival] | ACCEPT | Reason: ... | Original: I haven't gotten my credit card in the mail. | Augmented: I'm still waiting for my credit card to arrive.
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: ... | Original: I got a message saying I made a withdrawal from the bank machine, but I did not. | Augmented: I received a notification indicating that I withdrew cash from an ATM, but I'm certain I didn't make the transaction.
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: ... | Original: I've transferred money into my account but the balance is the same | Augmented: I've made a deposit, but my account balance hasn't been updated
