GEN | [card_payment_wrong_exchange_rate] | Orig: Why was the exchange wrong for the item I purchased? -> Aug: The rate used for the foreign currency conversion was incorrect, resulting in an unexpected amount being charged to my card.
GEN | [activate_my_card] | Orig: Can I use my new card? -> Aug: Is my new card ready for use?
GEN | [exchange_charge] | Orig: Will I have to pay extra to exchange money? -> Aug: Do I need to pay an additional fee to exchange currency?
GEN | [transfer_not_received_by_recipient] | Orig: Why hasn't my in country transfer gone through yet? I confirmed the account info a couple days ago but the payment hasn't been posted yet. -> Aug: I'm still waiting for my domestic transfer to be credited to the recipient's account. I double-checked the account details a few days ago, but the payment hasn't been processed yet.
GEN | [getting_spare_card] | Orig: I want a new card -> Aug: I need a replacement card
GEN | [card_not_working] | Orig: I am unable to use my card. -> Aug: I'm having trouble using my card.
GEN | [getting_spare_card] | Orig: How much is it to buy another card? I was hoping to buy another one. -> Aug: Can I get a new card? I'd like to purchase an additional one.
GEN | [card_arrival] | Orig: Can I get an update on my replacement card? -> Aug: Could you please let me know when I can expect my new card to arrive?
GEN | [transfer_not_received_by_recipient] | Orig: Hello, a few days ago I transferred my rent check to my landlord, however, he is saying that it has not gone though. On my end everything looks fine and I double checked the account number. Is there anything else that could be holding up the check? -> Aug: I recently sent a payment to my landlord, but they're telling me it hasn't been received. I've checked my account details and everything appears to be correct. Could there be an issue with the transfer that's preventing it from reaching them?
GEN | [transfer_not_received_by_recipient] | Orig: Could you please help me?  I made my rent payment and have double checked that I sent it to the right account.  The person receiving it says he has not received it but it shows complete on my side. -> Aug: I'm having an issue with a transfer I made, and I'm wondering if you can assist me. I've confirmed that I sent the payment to the correct account, but the recipient claims they haven't received it, despite it showing as complete on my end.
GEN | [getting_virtual_card] | Orig: I haven't received my virtual card yet, do yo know why? -> Aug: I'm still waiting to receive my virtual card, could you please help me figure out why it hasn't arrived?
GEN | [cancel_transfer] | Orig: What are the steps I need to take to cancel a transaction? -> Aug: How do I go about terminating a transfer I initiated earlier?
GEN | [card_not_working] | Orig: I am having problems with my physical card. -> Aug: I'm experiencing issues with my physical credit card.
GEN | [edit_personal_details] | Orig: Am I able to modify my account details? -> Aug: Can I make changes to my personal information?
GEN | [card_about_to_expire] | Orig: Can I keep using my card after it expires? -> Aug: Can I continue to use my credit card after its expiration date?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Hi, I am unable to see transaction in my account which i made couples of hours ago from my UK account. Please help me in this. -> Aug: I'm having trouble viewing a recent transfer from my UK account in my account balance, which was made a few hours ago. Can you assist me with this issue?
GEN | [cancel_transfer] | Orig: How do i cancel a charge? -> Aug: How can I stop a pending transfer?
GEN | [top_up_by_card_charge] | Orig: how much does it cost to add money -> Aug: what is the charge for topping up my account using my card?
GEN | [topping_up_by_card] | Orig: My top up isn't in my wallet. -> Aug: My card balance isn't showing the recent top-up.
GEN | [transfer_timing] | Orig: How long does it take to get my money -> Aug: What's the typical timeframe for processing my transfer?
GEN | [card_arrival] | Orig: Is there a way to track my card? -> Aug: Can I check the status of my card delivery?
GEN | [getting_virtual_card] | Orig: I haven't received my virtual card yet!! -> Aug: I'm still waiting to receive my virtual card.
GEN | [transfer_fee_charged] | Orig: I usually don't get charged for transfers, why was I this month? -> Aug: I'm surprised to see a transfer fee on my statement this month, can you explain why I was charged?
GEN | [getting_virtual_card] | Orig: How long do you have to wait to see your virtual card your ordered? -> Aug: When can I expect to receive my virtual card after ordering it?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Why is  my balance not updated? -> Aug: Why hasn't my account balance been updated after the recent bank transfer?
GEN | [contactless_not_working] | Orig: how many days processing new card? -> Aug: what's the estimated timeframe for processing new contactless payment cards?
GEN | [transfer_fee_charged] | Orig: I think I have an extra transfer charge. -> Aug: I believe I've been incorrectly billed for a transfer fee.
GEN | [fiat_currency_support] | Orig: What kind of money can I hold? -> Aug: What types of fiat currencies can I store in my account?
GEN | [top_up_limits] | Orig: How many times can I make a top-up? -> Aug: How often can I increase my limits through top-ups?
GEN | [disposable_card_limits] | Orig: A friend was telling me about her disposable cards. What would I have to do to be able to get that feature? -> Aug: Can you tell me more about the disposable card limits your friend mentioned? What would I need to do to activate that feature for my own account?
GEN | [receiving_money] | Orig: Are there ways for other people to send me money? -> Aug: Can others deposit funds into my account or transfer money to me?
GEN | [card_not_working] | Orig: Please help me!  My physical card isn't working right. -> Aug: Can you assist me? My physical bank card is malfunctioning.
GEN | [order_physical_card] | Orig: Can I have a tangible form of my virtual card. -> Aug: May I request a physical version of my digital card?
GEN | [receiving_money] | Orig: Can my friend send me money if it is not in US dollars? -> Aug: Can my friend transfer funds to me in a currency other than US dollars?
GEN | [top_up_by_bank_transfer_charge] | Orig: Does it cost me to add cash? -> Aug: Is there a fee for topping up my account via bank transfer?
GEN | [card_not_working] | Orig: What can I do to make my physical card work? -> Aug: How can I get my physical card to function properly?
GEN | [country_support] | Orig: I need a new card and I live in the United States. -> Aug: I require a replacement card and I am a resident of the United States.
GEN | [getting_virtual_card] | Orig: I ordered a virtual card but it hasn't come through yet -> Aug: I'm still waiting for my virtual card to be issued
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: The augmented text preserves the same banking intent by focusing on the incorrect exchange rate and its effect on the card payment, which is consistent with the original text. | Original: Why was the exchange wrong for the item I purchased? | Augmented: The rate used for the foreign currency conversion was incorrect, resulting in an unexpected amount being charged to my card.
VAL | [activate_my_card] | ACCEPT | Reason: N/A | Original: Can I use my new card? | Augmented: Is my new card ready for use?
VAL | [exchange_charge] | ACCEPT | Reason: ... | Original: Will I have to pay extra to exchange money? | Augmented: Do I need to pay an additional fee to exchange currency?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: Why hasn't my in country transfer gone through yet? I confirmed the account info a couple days ago but the payment hasn't been posted yet. | Augmented: I'm still waiting for my domestic transfer to be credited to the recipient's account. I double-checked the account details a few days ago, but the payment hasn't been processed yet.
VAL | [getting_spare_card] | ACCEPT | Reason: N/A | Original: I want a new card | Augmented: I need a replacement card
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: I am unable to use my card. | Augmented: I'm having trouble using my card.
VAL | [getting_spare_card] | ACCEPT | Reason: N/A | Original: How much is it to buy another card? I was hoping to buy another one. | Augmented: Can I get a new card? I'd like to purchase an additional one.
VAL | [card_arrival] | ACCEPT | Reason: ... | Original: Can I get an update on my replacement card? | Augmented: Could you please let me know when I can expect my new card to arrive?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: ... | Original: Hello, a few days ago I transferred my rent check to my landlord, however, he is saying that it has not gone though. On my end everything looks fine and I double checked the account number. Is there anything else that could be holding up the check? | Augmented: I recently sent a payment to my landlord, but they're telling me it hasn't been received. I've checked my account details and everything appears to be correct. Could there be an issue with the transfer that's preventing it from reaching them?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: ... | Original: Could you please help me?  I made my rent payment and have double checked that I sent it to the right account.  The person receiving it says he has not received it but it shows complete on my side. | Augmented: I'm having an issue with a transfer I made, and I'm wondering if you can assist me. I've confirmed that I sent the payment to the correct account, but the recipient claims they haven't received it, despite it showing as complete on my end.
VAL | [getting_virtual_card] | ACCEPT | Reason: Both texts express the need for information regarding the status of a virtual card. The wording is slightly different but the intent remains the same. | Original: I haven't received my virtual card yet, do yo know why? | Augmented: I'm still waiting to receive my virtual card, could you please help me figure out why it hasn't arrived?
VAL | [cancel_transfer] | ACCEPT | Reason: ... | Original: What are the steps I need to take to cancel a transaction? | Augmented: How do I go about terminating a transfer I initiated earlier?
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: I am having problems with my physical card. | Augmented: I'm experiencing issues with my physical credit card.
VAL | [edit_personal_details] | ACCEPT | Reason: N/A | Original: Am I able to modify my account details? | Augmented: Can I make changes to my personal information?
VAL | [card_about_to_expire] | ACCEPT | Reason: ... | Original: Can I keep using my card after it expires? | Augmented: Can I continue to use my credit card after its expiration date?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: N/A | Original: Hi, I am unable to see transaction in my account which i made couples of hours ago from my UK account. Please help me in this. | Augmented: I'm having trouble viewing a recent transfer from my UK account in my account balance, which was made a few hours ago. Can you assist me with this issue?
VAL | [cancel_transfer] | ACCEPT | Reason: N/A | Original: How do i cancel a charge? | Augmented: How can I stop a pending transfer?
VAL | [top_up_by_card_charge] | ACCEPT | Reason: N/A | Original: how much does it cost to add money | Augmented: what is the charge for topping up my account using my card?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: My top up isn't in my wallet. | Augmented: My card balance isn't showing the recent top-up.
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: How long does it take to get my money | Augmented: What's the typical timeframe for processing my transfer?
VAL | [card_arrival] | ACCEPT | Reason: N/A | Original: Is there a way to track my card? | Augmented: Can I check the status of my card delivery?
VAL | [getting_virtual_card] | ACCEPT | Reason: Both sentences convey the same expectation of receiving a virtual card, just expressed with slightly different wording. | Original: I haven't received my virtual card yet!! | Augmented: I'm still waiting to receive my virtual card.
VAL | [transfer_fee_charged] | ACCEPT | Reason: ... | Original: I usually don't get charged for transfers, why was I this month? | Augmented: I'm surprised to see a transfer fee on my statement this month, can you explain why I was charged?
VAL | [getting_virtual_card] | ACCEPT | Reason: ... | Original: How long do you have to wait to see your virtual card your ordered? | Augmented: When can I expect to receive my virtual card after ordering it?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: ... | Original: Why is  my balance not updated? | Augmented: Why hasn't my account balance been updated after the recent bank transfer?
VAL | [contactless_not_working] | ACCEPT | Reason: N/A | Original: how many days processing new card? | Augmented: what's the estimated timeframe for processing new contactless payment cards?
VAL | [transfer_fee_charged] | ACCEPT | Reason: The augmented text maintains the core idea of an extra charge for a transfer, which is consistent with the target intent. It does not introduce any new or unsupported information and remains specific to the banking context of fees. | Original: I think I have an extra transfer charge. | Augmented: I believe I've been incorrectly billed for a transfer fee.
VAL | [fiat_currency_support] | ACCEPT | Reason: N/A | Original: What kind of money can I hold? | Augmented: What types of fiat currencies can I store in my account?
VAL | [top_up_limits] | ACCEPT | Reason: N/A | Original: How many times can I make a top-up? | Augmented: How often can I increase my limits through top-ups?
VAL | [disposable_card_limits] | ACCEPT | Reason: N/A | Original: A friend was telling me about her disposable cards. What would I have to do to be able to get that feature? | Augmented: Can you tell me more about the disposable card limits your friend mentioned? What would I need to do to activate that feature for my own account?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: Are there ways for other people to send me money? | Augmented: Can others deposit funds into my account or transfer money to me?
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: Please help me!  My physical card isn't working right. | Augmented: Can you assist me? My physical bank card is malfunctioning.
