GEN | [Agreements] | Text: The Borrower is not a party to any agreement or instrument or subject to any corporate restriction that has resulted or could reasonably be expected to result in a Material Adverse Effect. Neither the Borrower nor any Subsidiary of the Borrower is in default in any manner under any provision of any indenture or other agreement or instrument evidencing other Indebtedness, or any other material agreement or instrument to which it is a party or by which it or any of its properties or assets are or may be bound, or any judgment, decree or order by which the Borrower is bound, where such defaults could reasonably be expected to result in a Material Adverse Effect, except as disclosed in Schedule A.
GEN | [Enforceability] | Text: Except as specified on Schedules 7.9.1 and 7.14.6, to Spectrum's Knowledge, the registered or issued Business-Specific Licensed IP is, valid and enforceable (or, in the case of applications for Patent Rights, are pending) in the Territory licensed.
GEN | [Approvals] | Text: The execution and delivery by the Guarantor of this Guaranty does not, and the performance by the Guarantor of its obligations under, and the consummation by the Guarantor of the transactions contemplated by this Guaranty will not, necessitate the approval of any federal, state, local, or foreign governmental or regulatory authority, agency, commission, department, body, court, or other legislative, executive, or judicial or quasi-judicial governmental entity to be obtained by the Guarantor.
GEN | [Agreements] | Text: Borrower is not a party to any agreement or instrument or subject to any restriction which is reasonably likely to substantially and unfavorably impact Borrower or the Property, or Borrower's business, properties or assets, operations or condition, financial or otherwise. Borrower is not in default in any material respect with respect to any order or decree of any Governmental Authority, which default might have consequences that would substantially and unfavorably affect the condition (financial or other) or operations of Borrower or its properties or might have consequences that would substantially unfavorably affect its performance hereunder. Borrower is not in default in any material respect in the performance, observance or fulfillment of any of the obligations, covenants or conditions contained in any Permitted Encumbrance or any other agreement or instrument to which it is a party or by which it or the Property is bound.
GEN | [Terms] | Text: The terms, including, without limitation, the Applicable Margin, and any other components of yield applicable to the Revolving Facility Increase will be identical to those applicable to existing Loans and Commitments under this Agreement.
GEN | [Effectiveness] | Text: The Executive understands that the Executive will have twenty-one (21) days from the date of receipt of this Agreement to consider the terms and conditions of this Agreement. The Executive understands that the Executive may execute this Agreement less than twenty-one (21) days from its receipt from the Company, but agrees that such execution will represent the Executive’s knowing waiver of such consideration period. The Executive may accept this Agreement by signing it and returning it to the Human Resources department within such twenty-one (21) day period. After executing this Agreement, the Executive shall have seven (7) days (the “Revocation Period”) to revoke this Agreement by indicating the Executive’s desire to do so in writing delivered to the Human Resources department by no later than 5:00 p.m. on the seventh (7th) day after the date that the Executive signs this Agreement. The effective date of this Agreement shall be the eighth (8th) day after the Executive signs this Agreement (the “Effective Date”). If the last day of the Revocation Period falls on a Saturday, Sunday, or holiday, the last day of the Revocation Period will be deemed to be the next business day.
GEN | [Effectiveness] | Text: The Company shall use its reasonable best efforts to (i) cause the Shelf Registration Statement filed pursuant to Section 1.1(a) to be declared effective by the SEC or otherwise become effective under the Securities Act as promptly as practicable after the filing thereof and (ii) maintain such Shelf Registration Statement continuously effective and in compliance with the Securities Act and useable for the resale of Registrable Securities covered by such Shelf Registration Statement until such time as there are no Registrable Securities remaining, including by filing successive replacement or renewal Shelf Registration Statements upon the expiration of such Shelf Registration Statement.
GEN | [Effectiveness] | Text: The Company shall use its commercially reasonable efforts to cause the Registration Statement to remain effective with a current prospectus through and including the expiration date of the Warrants (or the date all Warrants have been exercised or duly called, if earlier), and shall notify the Representative immediately and confirm the notice in writing: (i) of the effectiveness of the Registration Statement and any amendment thereto; (ii) of the issuance by the Commission of any stop order or of the initiation, or to the Company's knowledge, the threatening, of any proceeding for that purpose; (iii) of the issuance by any state securities commission of any proceedings for the suspension of the qualification of the Public Securities for offering or sale in any jurisdiction or of the initiation, or to the Company's knowledge, the threatening, of any proceeding for that purpose; (iv) of the mailing and delivery to the Commission for filing of any amendment or supplement to the Prospectus; (v) of the receipt of any comments or request for any additional information from the Commission related to the Prospectus; and (vi) of the happening of any event during the period described in this Section 3(d) that, in the judgment of the Company, makes any statement of a material fact made in the Registration Statement, the Pricing Disclosure Package or the Prospectus untrue or that requires the making of any changes in (a) the Registration Statement in order to make the statements therein not misleading, or (b) in the Pricing Disclosure Package or the Prospectus in order to make the statements therein, in light of the circumstances under which they were made, not misleading. If the Commission or any state securities commission shall enter a stop order or suspend such qualification at any time, the Company shall make every reasonable effort to obtain promptly the lifting of such order.
GEN | [Enforceability] | Text: The execution and delivery by such Person of this Amendment, and the performance of each of its obligations under this Amendment and the Agreements, as applicable, as amended hereby, are within each of its organizational powers and have been duly authorized by all necessary organizational action on its part. This Amendment and the Agreements, as applicable, as amended hereby, are such Person's valid and legally binding obligations, enforceable in accordance with their respective terms, except (i) as such enforceability may be limited by applicable bankruptcy, insolvency, reorganization, moratorium or other similar laws affecting the enforcement of creditors' rights generally, and (ii) as such enforceability may be limited by general principles of equity, regardless of whether such enforceability is considered in a proceeding in equity or at law, and except further as may be provided in the Agreements, as applicable, as amended hereby.
GEN | [Amendments] | Text: The Compensation Committee has the authority to terminate, change, modify or amend the provisions of the IPI at any time in its sole discretion, including during or after the Fiscal Year. Notwithstanding the foregoing, Intuit's President and Chief Executive Officer, Chief Financial Officer, and Senior Vice President of Human Resources each individually has the authority to make amendments to the IPI that do not significantly increase the cost of the IPI and which in such individual's determination (i) clarify the terms of the IPI; (ii) assist in the administration of the IPI; (iii) are necessary or advisable for the IPI to comply with applicable law; or (iv) are necessary or advisable for the IPI to provide "performance-based compensation" within the meaning of Code Section 409A.
GEN | [Agreements] | Text: If so requested by the Company or the underwriters in connection with the initial public offering of the Company's securities registered under the Securities Act, excluding any resale registrations thereunder, Purchaser shall not sell, make any short sale of, loan, grant any option for the purchase of, or otherwise dispose of any securities of the Company however or whenever acquired (except for those being registered) without the prior written consent of the Company or such underwriters, as the case may be, for 180 days from the effective date of the registration statement, plus such additional period, to the extent required by FINRA rules, up to a maximum of 216 days from the effective date of the registration statement, and Purchaser shall execute an agreement reflecting the foregoing as may be requested by the underwriters at the time of such offering; provided, however, this provision shall terminate and be of no further force or effect as to Helios from and after the closing of the transaction contemplated in the Share Purchase Agreement, and shall be superseded and replaced by the Lock-Up Agreement (as defined in the Share Purchase Agreement) executed by Helios.
GEN | [Enforcements] | Text: The parties hereto agree that irreparable damage would occur in the event that any of the provisions of this Agreement were not performed in accordance with their specific terms or were otherwise breached.  According to this understanding, each of the parties hereto shall be entitled to specific performance of the terms hereof, including an injunction or injunctions to prevent breaches of this Agreement and to enforce specifically the terms and provisions of this Agreement in any New York State or federal court sitting in the Borough of Manhattan in the City of New York (or, if such court lacks subject matter jurisdiction, in any appropriate New York State or federal court), this being in addition to any other remedy to which such party is entitled at law or in equity.  Each of the parties hereby further waives (a) any defense in any action for specific performance that a remedy at law would be adequate and (b) any requirement under any law to post security as a prerequisite to obtaining equitable relief, provided that this waiver shall not be deemed to be a waiver of any other rights or remedies available to the parties under this Agreement.
