GEN | [Amendments] | Text: Any modification or alteration of this Agreement must be in writing and signed by authorized representatives of both Parties.
GEN | [Notices] | Text: The Administrative Agent may at any time give notice of its resignation to the Lenders, the L/C Issuers and the Borrower. Upon receipt of any such notice of resignation, the Required Lenders shall have the right, in consultation with the Borrower, to appoint a successor, which shall be a bank with an office in the United States, or an Affiliate of any such bank with an office in the United States. If no such successor shall have been so appointed by the Required Lenders and shall have accepted such appointment within thirty (30) days after the retiring Administrative Agent gives notice of its resignation (or such earlier day as shall be agreed by the Required Lenders) (the “Resignation Effective Date”), then the retiring Administrative Agent may (but shall not be obligated to) on behalf of the Lenders and the L/C Issuers, appoint a successor Administrative Agent meeting the qualifications set forth above, provided that such appointment shall be made in consultation with the Borrower.
GEN | [Survival] | Text: Notwithstanding any provision to the contrary in this Agreement, none of the representations or warranties of the Issuer in this Agreement and none of the covenants of the Issuer in this Agreement to be performed by the Issuer prior to the Effective Date shall survive the Effective Date.
GEN | [Entire Agreements] | Text: Except as set forth herein, the Management Agreement is terminated and neither party under this Agreement will have any further obligation to the other party under the Management Agreement or the Option Agreement, other than under Sections 6, 7, and 12 of the Management Agreement, which sections will survive the Termination Effective Date.
GEN | [Assignments] | Text: The Executive acknowledges that his services are distinctive and personal. Consequently, the Executive may not assign his rights or delegate his duties or obligations under this Agreement.
GEN | [Severability] | Text: In the event that any provision of this Agreement or any other agreement delivered in connection herewith is invalid or unenforceable under any applicable statute or rule of law, then such provision shall be deemed inoperative to the extent that it may conflict therewith and shall be deemed modified to conform with such statute or rule of law. Any such provision which may prove invalid or unenforceable under any law shall not affect the validity or enforceability of any other provision of any agreement. Each party hereto hereby irrevocably waives personal service of process and consents to process being served in any suit, action or proceeding in connection with this Agreement by mailing a copy thereof via registered or certified mail, return receipt requested, to such party at the address in effect for notices to it under this Agreement and agrees that such service shall constitute good and sufficient service of process and notice thereof.
GEN | [Effectiveness] | Text: The Company shall use commercially reasonable efforts to keep the Registration Statement continuously effective (or, in the event the Registration Statement expires pursuant to Rule 415(a)(5) under the Securities Act, file a replacement Registration Statement and maintain such replacement Registration Statement effective) for the period commencing on the date on which the Registration Statement is declared or becomes effective and terminating on the date that no Registrable Shares remain as Registrable Shares.
GEN | [Notices] | Text: In the event that the Company proposes to take any action of the type described in this Section 12 (but only if the action of the type described in this Section 12 would result in an adjustment in the Warrant Share Number or a change in the type of securities or property to be delivered upon exercise of a Warrant), the Company shall deliver to the Warrant Agent a notice and shall cause such notice to be sent or communicated to the Warrantholders in the manner set forth in Section 21, which notice shall specify the record date, if any, with respect to any such action and the approximate date on which such action is to take place. Such notice shall also set forth the facts with respect thereto as shall be reasonably necessary to indicate the effect on the Warrant Share Number and the number, kind or class of shares or other securities or property which shall be deliverable upon exercise of a Warrant. In the case of any action which would require the fixing of a record date, such notice shall be given at least 20 days prior to the date so fixed, and in case of all other action, such notice shall be given at least 30 days prior to the taking of such proposed action. The Company shall, at the time it makes such notice, post a copy of such notice on its website and issue a press release for publication on a newswire service. The Company shall, within 40 days following the event requiring any adjustment to the Warrant Share Number, deliver to the Warrant Agent a certificate, signed by the Chief Financial Officer of the Company, which (a) sets forth in reasonable detail (i) the event requiring such adjustment and (ii) the method by which such adjustment was calculated and (b) specifies the adjusted Warrant Share Number in effect following such adjustment. In the case of any Significant Transaction, the Company shall also deliver to the Warrant Agent
GEN | [Notices] | Text: It shall be a condition precedent to XOMA's right to terminate Employee's employment for the reasons set forth in Sections 7(d)(ii) or (iii) of this Agreement that (i) XOMA shall first have given Employee written notice stating with specificity the reason for the termination ("Breach") and (ii) if such Breach is capable of cure or remedy, Employee shall have a period of thirty (30) days after the notice is given to remedy the Breach.
GEN | [Positions] | Text: The Bank shall employ Executive to serve as Executive Vice President & Chief Credit Officer of the Bank and Executive Vice President of Bancorp, a publicly traded corporation, subject to the terms and conditions of the Employment Agreement dated [Date].
GEN | [Assignments] | Text: This Lease shall, subject to the provisions of Article 12, inure to the benefit of and be binding upon the parties hereto and their respective heirs, legal representatives, successors, and permitted assigns. Landlord may sell and convey the Complex and assign its interest in this Lease at any time; and if Landlord should do so, then Landlord shall be automatically released from liability for the performance of its obligations under this Lease after the date of such conveyance; and Tenant shall thereafter look for such performance solely to such purchaser, who shall be deemed to have assumed all of such obligations, it being agreed that such obligations shall be binding upon Landlord or its successors and assigns only during and in respect of their respective periods of ownership of the Land. The covenants, undertakings, and agreements of Landlord hereunder are not the personal obligations of Landlord and this Lease is entered into on the express condition that any judgment obtained against Landlord in connection with this Lease, the Premises, the Land, and the Complex shall be satisfied only from Landlord's interest in the Land and any proceeds received from the sale thereof, provided that such judgment shall not be binding upon Landlord's heirs, legal representatives, or successors in the event of a sale of the Land.
GEN | [Notices] | Text: Every notice, approval, consent or other communication authorized or required by this Agreement shall not be effective unless served in writing and sent by United States registered or certified mail, return receipt requested, directed, if to Lessee to the Premises, and if to Lessor at the address listed on page 1 hereof or such other address as either party may designate by notice from time to time, provided that such notice is sent by a reputable courier service with tracking capabilities.
GEN | [Assignments] | Text: Here is a legal text variation that preserves exact legal semantics:

Grantor hereby absolutely grants and assigns to Beneficiary the Leases and Rents. Nevertheless, subject to the terms of this Section 5.1, Beneficiary grants to Grantor a revocable license to operate and manage the Leases and Rents and to collect the Rents. Upon the occurrence and during the continuance of an Event of Default, without need for notice or demand to Grantor, the license granted to Grantor herein shall automatically be revoked, and Beneficiary shall immediately be entitled to possession of all Leases and Rents, whether or not Beneficiary enters upon or takes control of the Leases and Rents. Additionally, upon the occurrence and during the continuance of an Event of Default, Beneficiary shall be entitled to: (a) notify any person that the Leases have been assigned to Beneficiary and that all Rents are to be paid directly to Beneficiary, whether or not Beneficiary has commenced or completed foreclosure or taken possession of the Trust Estate; (b) settle, compromise, release, extend the time of payment of, and make allowances, adjustments, and discounts of any Rents or other obligations under the Leases; (c) enforce payment of Rents and other rights under the Leases, prosecute any action or proceeding, and defend against any claim with respect to Rents and Leases; (d) enter upon, take possession of, and operate the Trust Estate; (e) lease all or any part of the Trust Estate; and/or (f) perform any and all obligations of Grantor under the Leases and exercise any and all rights of Grantor therein contained to the full extent of Grantor's rights and obligations thereunder, with or without the bringing of any action or the appointment of a receiver. Grantor hereby irrevocably authorizes and directs each tenant
GEN | [Enforcements] | Text: (a) To the extent not prohibited by applicable Legal Requirements, the Indemnified Parties may enforce the obligations of Borrower without first resorting to or exhausting any security or collateral or without first having recourse to the Note, the Loan Agreement or any other Loan Documents, through foreclosure proceedings or otherwise. Except as otherwise provided herein, it is not necessary for an Event of Default to have occurred as defined in the Loan Agreement for any Indemnified Party to exercise its rights pursuant to this Agreement. Indemnitor hereby acknowledges and agrees that Indemnitor is fully and personally liable for the obligations thereunder, and any liability hereunder is not limited to the original or amortized principal balance of the Loan or the value of the Property.
GEN | [Agreements] | Text: An election by the Employee to resign for Good Reason under the provisions of this Agreement shall not be deemed a voluntary termination of employment by the Employee for the purpose of interpreting the provisions of any of the Company's benefit plans, programs or policies. Nothing in this Agreement shall be construed to limit the rights of the Employee under the Company's benefit plans, programs or policies except as otherwise provided in Section 6 hereof, and except that the Employee shall have no rights to any other severance benefits under any Company severance pay plan, offer letter or otherwise. In the event that the Employee is party to an agreement with the Company providing for payments or benefits under such agreement and this Agreement, the terms of this Agreement (subject to the equity provisions in Section 13 above) shall govern, and the Employee may receive payment under this Agreement only, and not both, in accordance with the terms of Section 6. Further, Section 4 and Section 5 of this Agreement are mutually exclusive, and in no event shall the Employee be entitled to payments or benefits pursuant to Section 4 and Section 5 of this Agreement.
GEN | [Terms] | Text: Each Restricted Stock Unit and Restricted Stock Award granted under the Plan must be accompanied by a corresponding Award Agreement.
