GEN | [Governing Laws] | Text: All questions concerning the construction, validity, enforcement and interpretation of this Agreement shall be governed by and construed and enforced in accordance with the internal laws of the State of Nevada, without regard to the principles of conflicts of law thereof. Each party agrees that all Proceedings concerning the interpretations, enforcement and defense of the transactions contemplated by this Agreement (whether brought against a party hereto or its respective Affiliates, employees or agents) will be commenced in the New York Courts. Each party hereto hereby irrevocably submits to the exclusive jurisdiction of the New York Courts for the adjudication of any dispute hereunder or in connection herewith or with any transaction contemplated hereby or discussed herein, and hereby irrevocably waives, and agrees not to assert in any Proceeding, any claim that it is not personally subject to the jurisdiction of any New York Court, or that such Proceeding has been commenced in an improper or inconvenient forum. Each party hereto hereby irrevocably waives personal service of process and consents to process being served in any such Proceeding by mailing a copy thereof via registered or certified mail or overnight delivery (with evidence of delivery) to such party at the address in effect for notices to it under this Agreement and agrees that such service shall constitute good and sufficient service of process and notice thereof. Nothing contained herein shall be deemed to limit in any way any right to serve process in any manner permitted by law. Each party hereto hereby irrevocably waives, to the fullest extent permitted by applicable law, any and all right to trial by jury in any Proceeding arising out of or relating to this Agreement or the transactions contemplated hereby. If either party shall commence a Proceeding to enforce any provisions of this Agreement, then the prevailing party in such Proceeding shall be reimbursed by the other party for its attorney’s fees and other costs and expenses incurred with the investigation, preparation and
GEN | [Governing Laws] | Text: This Agreement shall be governed by and construed in accordance with the laws of the State of New York applicable to agreements made and to be fully performed therein. Any disputes that arise under this Agreement, even after the termination of this Agreement, will be heard only in the state or federal courts located in the City of New York, State of New York. The parties hereto expressly agree to submit themselves to the jurisdiction of the foregoing courts in the City of New York, State of New York. The parties hereto expressly waive any rights they may have to contest the jurisdiction, venue or authority of any court sitting in the City and State of New York. In the event Rodman or any Indemnified Person is successful in any action, or suit against the Company, arising out of or relating to this Agreement, the final judgment or award entered shall be entitled to have and recover from the Company the costs and expenses incurred in connection therewith, including its reasonable attorneys' fees. Any rights to trial by jury with respect to any such action, proceeding or suit are hereby waived by Rodman and the Company, and the Company shall be responsible for paying the costs and expenses incurred by Rodman in connection with any such action, proceeding or suit.
GEN | [Costs] | Text: In the event either party to this Contract initiates legal proceedings of any kind to enforce or construe the terms and conditions of this Contract or any of the closing documents, the prevailing party in such litigation will be entitled to recover from the other party all costs, expenses, and attorneys' fees incurred in connection with such action. This Section 12.3 shall endure beyond Closing or termination of this Contract.
GEN | [Governing Laws] | Text: Here is a legal text variation that preserves exact legal semantics:

All questions concerning the construction, validity, enforcement and interpretation of this Certificate of Designation shall be governed by and construed and enforced in accordance with the internal laws of the State of Delaware, without regard to the principles of conflict of laws thereof.  Each party agrees that all legal proceedings concerning the interpretation, enforcement and defense of the transactions contemplated by any of the Transaction Documents (whether brought against a party hereto or its respective Affiliates, directors, officers, shareholders, employees or agents) shall be commenced in the state and federal courts sitting in the City of New York, Borough of Manhattan (the “New York Courts”).  Each party hereto hereby irrevocably submits to the exclusive jurisdiction of the New York Courts for the adjudication of any dispute hereunder or in connection herewith or with any transaction contemplated hereby or discussed herein (including with respect to the enforcement of any of the Transaction Documents), and hereby irrevocably waives, and agrees not to assert in any suit, action or proceeding, any claim that it is not personally subject to the jurisdiction of such New York Courts, or such New York Courts are improper or inconvenient venue for such proceeding.  Each party hereby irrevocably waives personal service of process and consents to process being served in any such suit, action or proceeding by mailing a copy thereof via registered or certified mail or overnight delivery (with evidence of delivery) to such party at the address in effect for notices to it under this Certificate of Designation and agrees that such service shall constitute good and sufficient service of process and notice thereof.  Nothing contained herein shall be deemed to limit in any way any right to serve process in any other manner permitted by applicable law. Each party hereto hereby irrevocably waives, to the fullest extent permitted by applicable law, any and all
GEN | [Consent To Jurisdiction] | Text: Each of the Parties irrevocably submits to the exclusive jurisdiction of (a) the Court of Chancery of the State of Delaware and any appeals court thereof or (b) if such court does not have subject matter jurisdiction, any other state or federal court located within the County of New Castle in the State of Delaware and any appeals court thereof (the courts referred to in clauses (a) and (b), the “Delaware Courts”), for the purposes of any suit, action, or other proceeding to compel arbitration or for provisional relief in aid of arbitration or to prevent irreparable harm, and to the non-exclusive jurisdiction of the Delaware Courts for the enforcement of any award issued thereunder. Each of the Parties further agrees that service of any process, summons, notice, or document by U.S. registered mail to such Party's respective address set forth above shall be effective service of process for any action, suit, or proceeding in the Delaware Courts with respect to any matters to which it has submitted to jurisdiction in this Section 5.15. Each of the Parties irrevocably and unconditionally waives any objection to the laying of venue of any action, suit, or proceeding arising out of this Agreement or the transactions contemplated hereby in the Delaware Courts, and hereby further irrevocably and unconditionally waives and agrees not to plead or claim in any such court that any such action, suit or proceeding brought in any such court has been brought in an inconvenient forum, provided that the Delaware Courts shall have jurisdiction over any dispute arising out of this Agreement or the transactions contemplated hereby.
GEN | [Governing Laws] | Text: This Mortgage is intended to be performed in the State of Texas and the substantive Law of such State and/or the United States of America shall govern the validity, construction, enforcement, and interpretation of this Mortgage, unless otherwise specified herein, except that the laws of the State of New Mexico shall govern with respect to procedural and substantive matters relating to the creation, perfection, and enforcement of the Liens and other rights and remedies of the Mortgagor granted herein.
GEN | [Entire Agreements] | Text: Except as otherwise indicated in this Amendment No. 25, all terms defined in the GTA or SBP shall have the same meanings when used in this Amendment No. 25. This Amendment No. 25 constitutes the complete and exclusive agreement between the Parties with respect to the subject matter of this Amendment No. 25, and this Amendment No. 25 supersedes all previous agreements between the Parties relating to the subject matter of Amendment No. 25, whether written or oral, including, but not limited to, the Memorandum of Agreement: 787 Interim Price Agreements, dated November 21, 2014, and the Collective Resolution Memorandum of Understanding, dated August 1, 2017. The GTA and SBP shall remain in full force and effect, and the Parties' obligations under the GTA and SBP shall be modified, revoked, or superseded only as specifically stated in this Amendment No. 25.
GEN | [Notices] | Text: Notices delivered in connection with this Guaranty shall be given in accordance with Section 10.05 of the Repurchase Agreement.
GEN | [Governing Laws] | Text: All questions concerning the construction, validity, enforcement and interpretation of this Agreement shall be governed by and construed and enforced in accordance with the internal laws of the State of Nevada, without regard to the principles of conflicts of law thereof. Each party agrees that all Proceedings concerning the interpretations, enforcement and defense of the transactions contemplated by this Agreement and any other Transaction Documents (whether brought against a party hereto or its respective Affiliates, employees or agents) shall be commenced exclusively in the New York Courts. Each party hereto hereby irrevocably submits to the exclusive jurisdiction of the New York Courts for the adjudication of any dispute hereunder or in connection herewith or with any transaction contemplated hereby or discussed herein (including with respect to the enforcement of the any of the Transaction Documents), and hereby irrevocably waives, and agrees not to assert in any Proceeding, any claim that it is not personally subject to the jurisdiction of any such New York Court, or that such Proceeding has been commenced in an improper or inconvenient forum. Each party hereto hereby irrevocably waives personal service of process and consents to process being served in any such Proceeding by mailing a copy thereof via registered or certified mail or overnight delivery (with evidence of delivery) to such party at the address in effect for notices to it under this Agreement and agrees that such service shall constitute good and sufficient service of process and notice thereof. Nothing contained herein shall be deemed to limit in any way any right to serve process in any manner permitted by law. Each party hereto hereby irrevocably waives, to the fullest extent permitted by applicable law, any and all right to trial by jury in any legal proceeding arising out of or relating to this Agreement or the transactions contemplated hereby. If either party shall commence a Proceeding to enforce any provisions of a Transaction Document, then the prevailing party in such Proceeding shall be reimb
GEN | [Notices] | Text: Notices delivered in connection with this Guaranty shall be given in accordance with Article 20 of the Repurchase Agreement.
GEN | [Governing Laws] | Text: This Guaranty is conclusively deemed to be made under and for all purposes to be governed by and construed in accordance with the laws of Vermont. In relation to any legal action or proceedings arising out of or in connection with this Guaranty, the Guarantor submits to the jurisdiction of the courts of Vermont, as the Lender may elect, and to the extent permitted by law, waives any objection to such legal action or proceedings in such courts on the grounds of venue or on the grounds that such legal action or proceedings have been brought in an inconvenient forum. These submissions are made for the benefit of the Lender and shall not affect the right of the Lender to take legal action or proceedings in any other court of competent jurisdiction nor shall the taking of legal action or proceedings in any court of competent jurisdiction preclude the Lender from taking legal action or proceedings in any other court of competent jurisdiction (whether concurrently or not). The Lender and the Guarantor hereby waive the right to any jury trial in any action, proceeding or counterclaim brought by either the Lender or the Guarantor against the other, and further agree that any such action, proceeding or counterclaim shall be tried before a judge sitting without a jury.
GEN | [Approvals] | Text: Except for the Governmental Approvals described in Schedule 4.4, all Governmental Approvals and consents and approvals of, or notices to, any other Person (including the holders of any Capital Stock issued by any Loan Party) required in connection with the execution and performance of the Loan Documents, the consummation of the other transactions contemplated hereby, shall have been obtained and be in full force and effect, subject to the terms and conditions of the Loan Documents.
