GEN | [Survival] | Text: All warranties and representations (as of the date such warranties and representations were made) made herein or in any certificate or other instrument delivered by it or on its behalf under this Agreement shall be considered to have been relied upon by the parties hereto and shall survive the amendment of the Original Warrants and the issuance of the Additional Warrants. This Agreement shall inure to the benefit of and be binding upon the successors and permitted assigns of each of the parties; provided, however, that the Company may not assign this Agreement or the obligations and rights of the Company hereunder without the prior written consent of the Holder, unless otherwise provided in the governing law or regulations.
GEN | [Amendments] | Text: Any (a) No failure or delay by the Agent, any L/C Issuer or any Lender in exercising any right or power hereunder or under any other Loan Document shall operate as a waiver thereof, nor shall any single or partial exercise of any such right or power, or any abandonment or discontinuance of steps to enforce such right or power, preclude any other or further exercise thereof or the exercise of any other right or power. The rights and remedies of the Agent, the L/C Issuers and the Lenders hereunder and under any other Loan Document are cumulative and are not exclusive of any rights or remedies that they would otherwise have. No waiver of any provision of any Loan Document or consent to any departure by any Credit Party therefrom shall in any event be effective unless the same shall be permitted by paragraph (b) of this Section, and then such waiver or consent shall be effective only in the specific instance and for the purpose for which given.
GEN | [Survival] | Text: All of the covenants, agreements, representations and warranties made by the parties in this Agreement will survive the Closing, the execution and delivery of the Assignment Documents and other instruments under this Agreement, and the transfer of the Property between the parties, and they shall not be merged into or superseded by the Assignment Documents or other documents delivered at Closing. Notwithstanding anything herein to the contrary, Buyer will not be entitled to make a Claim against Seller: (a) in connection with any alleged breach of or inaccuracy in any of the representations and warranties contained in Section 3.2 unless Buyer notifies Seller of such Claim in writing within eighteen (18) months after the Closing Date; or (b) in connection with any alleged failure by Seller to perform or satisfy its covenants or other agreements in this Agreement unless Buyer notifies Seller of such Claim in writing within twenty-five (25) months after the Closing Date.
GEN | [Approvals] | Text: All necessary governmental (domestic and foreign) and third-party approvals and/or consents in connection with the Transaction, the Loan, and the granting of Liens under the Credit Documents shall have been obtained and remain in effect, and all applicable waiting periods with respect thereto shall have expired without any action being taken by any competent authority which, in the reasonable judgment of the Administrative Agent, restrains, prevents, or imposes materially adverse conditions upon the consummation of the Transaction, the making of the Loan, and the performance by the Obligors of the Credit Documents, and there shall not exist any judgment, order, injunction, or other restraint issued or filed or a hearing seeking injunctive relief or other restraint pending or notified prohibiting or imposing materially adverse conditions upon the consummation of the Transaction, the making of the Loan, or the performance by the Obligors of the Credit Documents.
GEN | [Terms] | Text: Options shall be evidenced by instruments (which need not be identical) in such forms as the Committee may from time to time approve. Such instruments shall conform to the terms and conditions set forth in Sections 6 through 11 hereof and may contain such other provisions as the Committee deems advisable which are not inconsistent with the Plan, including restrictions applicable to shares of Common Stock issuable upon exercise of Options. In granting any Non-Qualified Option, the Committee may specify that such Non-Qualified Option shall be subject to the restrictions set forth herein with respect to ISOs, or to such other termination and cancellation provisions as the Committee may determine, provided that such provisions are consistent with the Plan. The Committee may from time to time confer authority and responsibility on one or more of its own members and/or one or more officers of the Company to execute and deliver such instruments, and the proper officers of the Company are authorized and directed to take any and all action necessary or advisable from time to time to carry out the terms of such instruments.
GEN | [Amendments] | Text: Here is a valid variation of the original text:

No amendment or waiver of any provision of this Agreement or any other Loan Document, nor consent to any departure by any Borrower or any Loan Party therefrom, shall in any event be effective unless the same shall be in writing and signed by the Required Lenders, and then such waiver or consent shall be effective only in the specific instance and for the specific purpose for which given; provided, however, that no amendment, waiver or consent shall (a) unless in writing and also signed by each Lender directly affected thereby, do any of the following: (i) increase the amount or extend the expiration date of any Lender's Commitment, (ii) reduce the principal of, or interest on, the Term Loan or any fees or other amounts payable hereunder or (iii) postpone any date fixed for any payment of principal of, or interest on, the Term Loan or any fees or other amounts payable hereunder; provided that any waiver or reduction of any payment of the Term Loan from any Excess Cash Flow may be waived or modified solely with the written consent of the Term Lenders then holding a majority in amount of the Term Loans; (b) unless in writing and signed by all of the Lenders, do any of the following: (i) change the percentage of the Commitments or of the aggregate unpaid principal amount of the Term Loan, or the number of Lenders, that shall be required for the Lenders or any of them to take any action hereunder, (ii) other than in accordance with Section 9.13, release all or substantially all of the Collateral or release all or substantially all of the guarantors from their obligations under the Article X hereof, (iii) except as expressly permitted herein or in any other Loan Document, subordinate the Liens granted hereunder or under the other Loan Documents, to
GEN | [Amendments] | Text: No failure on the part of Buyer to exercise, or delay in exercising, any right or remedy under the Repurchase Documents shall operate as a waiver thereof; nor shall any single or partial exercise of any right or remedy thereunder preclude any further exercise thereof or the exercise of any other right. The rights and remedies in the Repurchase Documents are cumulative and not exclusive of any rights and remedies provided by law. Application of the Default Rate after an Event of Default shall not be deemed to constitute a waiver of any Event of Default or Buyer's rights and remedies with respect thereto, or a consent to any extension of time for the payment or performance of any obligation with respect to which the Default Rate is applied. Except as otherwise provided in the Repurchase Documents, no amendment, waiver or other modification of any provision of the Repurchase Documents shall be effective without the signed agreement of Seller and Buyer. Any waiver or consent under the Repurchase Documents shall be effective only if it is in writing and only in the specific instance and for the specific purpose for which given, and shall not be deemed to be a waiver of any other provision or obligation under the Repurchase Documents.
GEN | [Agreements] | Text: No Company is a party to any agreement or instrument or subject to any corporate or other constitutional restriction that has resulted or could reasonably be expected to result in a Material Adverse Effect. No Company is in default in any manner under any provision of any indenture or other agreement or instrument evidencing Indebtedness, or any other agreement or instrument to which it is a party or by which it or any of its property is or may be bound, where such default could reasonably be expected to result in a Material Adverse Effect, and no condition exists which, with the giving of notice or the lapse of time or both, would constitute such a default, nor is there any pending or threatened litigation or arbitration that could reasonably be expected to result in a Material Adverse Effect.
GEN | [Survival] | Text: Unless otherwise provided for in this Agreement, the representations, warranties, covenants, and conditions of the parties set forth in this Agreement shall not survive the consummation of the transaction contemplated by this Agreement and the delivery and recordation of the Deed. Notwithstanding the foregoing, (a) all indemnification obligations in this Agreement shall survive the Closing; and (b) the indemnification obligations set forth in Sections 3.1.5, 12.1, 12.3, and 12.11, as well as those in Section 12.7, shall survive the termination of this Agreement.
GEN | [Amendments] | Text: This Agreement may be amended, modified, superseded, canceled, renewed or extended and the terms or covenants hereof may be waived, only by a written instrument executed by both of the parties hereto, or in the case of a waiver, by the party waiving compliance. The failure of either party at any time or times to require performance of any provision hereof shall in no manner affect the right at a later time to enforce the same. No waiver by either party of the breach of any term or covenant contained in this Agreement, whether by conduct or otherwise, in any one or more instances, shall be deemed to be, or construed as, a further or continuing waiver of any such breach, or a waiver of the breach of any other term or covenant contained in this Agreement, except as otherwise provided in Schedule A.
GEN | [Survival] | Text: Notwithstanding anything to the contrary contained herein, the liability and obligations of the Borrower under Section 13.3 shall survive the discharge, satisfaction or assignment of this Agreement and the payment in full of all of the Obligations, unless such liability and obligations are terminated with express reference to this Section 13.5, provided that the Borrower's liability and obligations shall not be extinguished by the payment of the Obligations in full.
GEN | [Survival] | Text: The obligations of the Company under Sections 5.01, 5.05, 5.06 and 11.03 hereof, and the obligations of the Banks under Section 10.05 hereof, shall survive the repayment of the Loans and the termination of the Commitments. In addition, each representation and warranty made, or deemed to be made by a notice of any Loan, herein or pursuant hereto shall survive the making of such representation and warranty, and no Bank shall be deemed to have waived, by reason of making any Loan, any Default that may arise by reason of such representation or warranty proving to have been false or misleading, notwithstanding that such Bank or the Administrative Agent may have had notice or knowledge or reason to believe that such representation or warranty was false or misleading at the time such Loan was made, and the Company shall remain liable for any and all damages and expenses incurred by the Banks in connection with the enforcement of such obligations.
GEN | [Survival] | Text: The representations and warranties contained herein shall endure beyond the Closing and the delivery of the Securities. Each Purchaser shall be accountable solely for its own representations, warranties, agreements, and covenants as set forth in this document.
GEN | [Agreements] | Text: No Individual Borrower is a party to any agreement or instrument or subject to any restriction which is reasonably expected to result in a Material Adverse Effect. No Individual Borrower is in default with respect to any order or decree of any court or any order, regulation or demand of any Governmental Authority, which default is reasonably expected to result in a Material Adverse Effect. No Individual Borrower is in default in any material respect in the performance, observance or fulfillment of any of the obligations, covenants or conditions contained in any Permitted Encumbrance or any other agreement or instrument to which it is a party or by which it or the Property is bound, which default is reasonably expected to result in a Material Adverse Effect. No Individual Borrower has any material financial obligation (contingent or otherwise) under any indenture, mortgage, deed of trust, loan agreement or other agreement or instrument to which any Individual Borrower is a party or by which any Individual Borrower or the Property is otherwise bound, other than (a) obligations incurred in the ordinary course of the operation, management, leasing and improvement of the Property (including, without limitation, pursuant to the four (4) Management Agreements), (b) obligations under the Loan Documents and (c) obligations, covenants or conditions contained in any Permitted Encumbrance, the Leases and any Major Contract, except as may be permitted by the terms of the Loan Documents.
GEN | [Amendments] | Text: Here is a valid variation of the original text, preserving exact legal semantics:

No amendment or waiver of any provision of this Agreement, the Notes, or any other Credit Document nor any consent to any departure by the Borrower therefrom, shall in any event be effective unless the same shall be in writing and signed by the Majority Lenders and the Borrower, and then such waiver or consent shall be effective only in the specific instance and for the specific purpose for which given; provided, however, that no amendment, waiver, or consent shall, unless in writing and signed by each affected Lender, do any of the following: (a) reduce the principal of, or interest on, the Notes or any fees or other amounts payable to such Lender hereunder or under any other Credit Document (other than with respect to a waiver of default interest or to amend any financial covenant hereunder (or any defined term used therein), even if the effect of such amendment would be to reduce the rate of interest on any Advance or to reduce any fee payable hereunder), (b) postpone any date fixed for any payment of principal of, or interest on, the Notes or any fees or other amounts payable hereunder or extend the Revolver Termination Date or the Final Maturity Date (provided that Majority Lenders can extend the Final Maturity Date pursuant to Section 2.18, but only with respect to the Extended Commitments of the Extending Lenders), (c) change the percentage of Lenders which shall be required for the Lenders or any of them to take any action hereunder or under any other Credit Document, (d) change the Pro Rata Share of any Lender (other than as a result of an increase in the Commitments pursuant to Section 2.14, a reallocation as a result of a Lender becoming, or ceasing to be,
GEN | [Survival] | Text: The expiration or termination of the Term shall not affect the rights or liabilities of any party to this Agreement which shall have arisen prior to such expiration or termination.
GEN | [Enforceability] | Text: Subject to entry of the BCA Approval Order, this Agreement and, subject to the entry of the BCA Approval Order, Disclosure Statement Order and the Confirmation Order, each other Restructuring Document to which such Party is a party (a) has been, or prior to its execution and delivery will be, duly and validly executed and delivered by such Party and (b) assuming due and valid execution and delivery hereof and thereof by the other Parties, will constitute valid and legally binding obligations of such Party, enforceable against such Party in accordance with their respective terms, except as enforceability may be limited by bankruptcy, insolvency, reorganization, moratorium, or other similar laws now or hereafter in effect limiting creditors' rights generally or by equitable principles relating to enforceability.
GEN | [Amendments] | Text: The Board or the Committee may amend, suspend or terminate this Agreement subject to the terms of the Plan. Except as otherwise provided in the Plan, no modification or waiver of any provision of this Agreement shall be effective unless in writing and signed by the party against whom it is sought to be enforced, or as otherwise provided in the Plan.
GEN | [Survival] | Text: The representations, warranties and covenants contained in this Agreement and the Closing Documents shall survive for 270 days after the Closing Date, unless a longer or shorter survival period is expressly provided for in this Agreement, and provided that prior to the date that is 270 days after the Closing Date, Purchaser or Seller, as the case may be, delivers written notice to the other party of such alleged breach specifying with reasonable detail the nature of such alleged breach and files an action with respect thereto within ninety (90) days after the giving of such notice, and provided further that the notice shall be deemed to be effective only if received by the other party prior to the expiration of the 270-day period.
GEN | [Amendments] | Text: No amendment to this Agreement shall be binding on any of the parties thereto unless such amendment is in writing and is executed by the party to whom enforcement of such amendment is addressed.
GEN | [Amendments] | Text: Schedule 7.07 of the Existing Credit Agreement is hereby cancelled in its entirety and replaced with Schedule 7.07 annexed hereto.
GEN | [Terms] | Text: PROMOTER shall display the official NASCAR logo, the official NASCAR Xfinity Series logo and the phrase “NASCAR Xfinity Series Championship Event” (collectively, the “Official Logos”) in all publicity, advertising, tickets and promotion relating to each Event, in accordance with subsection 11.u) of this Agreement. The number and specific location of such displays and the color and size of the Official Logos shall be subject to NEM’s approval, and PROMOTER shall abide by and comply with all determinations and directives of NEM with respect to such matters. NEM may disapprove and prohibit PROMOTER’s actual or intended use of the NASCAR Marks in any location, media or publication if NEM determines that such use is or will be detrimental to NEM, NASCAR, to an Event, to the series of which each Event is a part, or to the sport.
GEN | [Approvals] | Text: Except for any premerger notifications required under the Hart-Scott-Rodino Act, the execution, delivery, and performance of this Agreement by Stryker and each Ancillary Agreement to which Stryker is a party do not and will not require any consent, approval, authorization, or other order of, action by, filing with, or notification to, any Governmental Authority, except (a) where failure to obtain such consent, approval, authorization, or action, or to make such filing or notification, would not (i) prevent or materially delay the consummation by Stryker of the transactions contemplated by this Agreement and the Ancillary Agreements or (ii) have a Material Adverse Effect, or (b) as may be necessary as a result of any facts or circumstances relating solely to Purchaser or any of its Subsidiaries.
