GEN | [Notices] | Text: If either Party reasonably believes that any Presage Patent in the Territory is being infringed by a Third Party, or is subject to a declaratory judgment action arising from such infringement pursuant to which a Third Party claims that any Presage Patent is invalid or unenforceable, or a Third Party is engaged in an unauthorized use or misappropriation of any Presage Know-How that pertains to the Compound or a Product in the Territory (an “Infringing Activity”), the Party possessing such knowledge or belief shall promptly notify the other Party and provide it with details of such infringement or claim that are known by such Party.
GEN | [Enforcements] | Text: The Executive acknowledges and agrees that if the Executive or any other Executive Releasor should hereafter make any claim or demand or commence or threaten to commence any action, claim or proceeding against a Company Releasee with respect to any cause, matter or thing which is the subject of the release in this Section 3, this Agreement shall be a complete bar to any such action, claim or proceeding, and the applicable Company Releasee may recover from the Executive all costs incurred in connection with such action, claim or proceeding, including attorneys' fees.
GEN | [Terms] | Text: This Lease shall constitute a legally binding and enforceable agreement between Landlord and Tenant as of the Effective Date. The Term of this Lease is stated in Section 1(f), and the Commencement Date shall be determined as provided in Section 1(h). Landlord and Tenant shall confirm the Commencement Date and Expiration Date in writing within thirty (30) days after the actual Commencement Date, as specified in the form certificate attached as Exhibit E.
GEN | [Notices] | Text: In making the calculations in connection with any notice, request or report or otherwise, (i) the Collateral Agent shall be entitled (but not obligated) to rely on the Custodian, (ii) the Administrative Agent shall be entitled to rely on the Custodian and/or the Collateral Agent, and (iii) the Collateral Agent and the Custodian shall be entitled to rely on any independent pricing service in the determination of the Market Value with respect to the Eligible Securities described in Schedule A.
GEN | [Jurisdictions] | Text: Each of the undersigned further agrees that any action or proceeding brought or initiated in respect of this Agreement may be brought or initiated in the United States District Court for the State of Nevada or in any District Court located in Clark County, Nevada, and each of the undersigned consents to the exercise of personal jurisdiction and the placement of venue in any of such courts, or in any jurisdiction allowed by law, in any such action or proceeding and further consents that service of process may be effected in any such action or proceeding in the manner provided in Section 14.065 of the Nevada Revised Statutes or in such other manner as may be permitted by law. Each of the undersigned further agrees that no such action shall be brought against any party hereunder except in one of the courts above named, and that any such action shall be governed by the laws of the State of Nevada.
GEN | [Governing Laws] | Text: This Loan Agreement and the Other Agreements are submitted by Borrower to Agent and Lenders, for Agent's and Lenders' acceptance or rejection thereof, at Agent's office in Chicago, Illinois, as an offer by Borrower to borrow monies from Agent and Lenders and shall not be binding upon Agent or Lenders or become effective until and unless accepted by Agent and Lenders, in writing, at said place of business. THIS LOAN AGREEMENT AND THE OTHER AGREEMENTS SHALL BE INTERPRETED, CONSTRUED, AND GOVERNED BY AND UNDER THE LAWS OF THE STATE OF ILLINOIS AS TO INTERPRETATION, ENFORCEMENT, VALIDITY, CONSTRUCTION, EFFECT, AND IN ALL OTHER RESPECTS, INCLUDING, BUT NOT LIMITED TO, THE LEGALITY OF THE INTEREST RATE AND OTHER CHARGES, EXCEPT AS TO THE CHOICE OF LAW PROVISIONS OF THE STATE OF ILLINOIS.
GEN | [Effectiveness] | Text: The Company hereby agrees that it will use its best efforts to file a motion reasonably satisfactory to the Senior Executives in the Chapter 11 Cases, no later than three (3) days following the Petition Date, seeking: (i) approval of this Agreement under Rule 9019 of the Federal Rules of Bankruptcy Procedure and (ii) assumption of the Non-Qualified Plan and the Employment Agreements (as amended by the Employment Agreement Amendments) pursuant to Section 365 of the Bankruptcy Code (the “Approval Motion”). This Agreement shall become enforceable and effective (the “Effective Date”) upon entry of a final non-appealable order by the Bankruptcy Court approving the Approval Motion that is reasonably satisfactory to the Senior Executives and acceptable to the Consenting Noteholders, provided that the Company shall not be obligated to file the Approval Motion if the Senior Executives and the Consenting Noteholders agree to a mutually satisfactory alternative arrangement.
GEN | [Governing Laws] | Text: If the Executive believes that severance benefits are not being paid as this Agreement provides, he or she must file a claim with the Company's Senior Vice President, Human Resources. The parties shall attempt to resolve the matter during the thirty-day period beginning on the date such claim is filed. Only after the thirty-day period has expired may an arbitration proceeding be initiated. This Agreement shall be governed by, and construed and enforced in accordance with, the laws of the State of California, without regard to principles of conflicts of law.
GEN | [Approvals] | Text: During and after the negotiation of the Purchase Agreement, Licensee and Licensor (or its Designee) shall each use its commercially reasonable efforts acting in good faith to obtain such governmental and third-party consents as may be required in order to consummate the closing of the Selected Assets. In the event that a relevant governmental authority or third party refuses to grant any necessary consent, Licensee and Licensor (or its Designee) shall consult with each other and negotiate in good faith an arrangement to provide that the objectives set out in this Exhibit D are met to the fullest extent permissible under Applicable Laws.
GEN | [Entire Agreements] | Text: This Agreement is intended by the parties as a final expression of their agreement and intended to be a complete and exclusive statement of the agreement and understanding of the parties hereto in respect of the subject matter contained herein. This Agreement supersedes all prior agreements and understandings between the parties with respect to such subject matter. Notwithstanding the foregoing, each of the Existing Agreements remains in full force and effect with respect to Registrable Securities (other than the Standby Shares), except to the extent inconsistent herewith. In the event of any conflict between the terms of this Agreement and any Existing Agreement, as between the Company and the Standby Purchasers, the terms of this Agreement shall prevail. For the avoidance of doubt, (i) the registration of any Registrable Securities in accordance with this Agreement shall satisfy any obligation to register any Registrable Securities under any Existing Agreement (including, for the avoidance of doubt, the obligation of the Company to register any Registrable Securities pursuant to the Registration Rights Agreement, dated as of April 19, 2013, between the Company and DRW Commodities, LLC); and (ii) nothing contained herein shall relieve the Company of its obligations (A) to pay to the Standby Purchasers liquidated damages with respect to Registrable Securities in accordance with any Existing Agreement in the event such Registrable Securities are not registered under such Existing Agreement or this Agreement, and (B) to indemnify the Standby Purchasers with respect to any registration with the SEC under any Existing Agreement, provided that the Company's obligations under this Agreement shall be subject to the terms and conditions of the Registration Rights Agreement, dated as of April 19, 2013, between the Company and DRW Commodities, LLC.
GEN | [Enforcements] | Text: Any difference, claims or matters in dispute arising between Employee and the COMPANY out of this Agreement or connected with Employee’s employment with the COMPANY or separation of such employment shall be brought before the United States District Court for the District of Colorado (or should such court lack jurisdiction to hear such action, suit or proceeding, in a state court located in the City and County of Denver, Colorado) and each of Employee and the COMPANY hereby agree to be subject to and shall submit to the jurisdiction of such courts for any such action, suit or proceeding. A party shall have the right to seek performance of a disputed term and/or any other necessary and proper relief including, but not limited to, damages. In any such proceeding, the Parties agree that the remaining terms of this Agreement remain in full force and effect, and the Parties further agree not to reinstate any claims otherwise compromised by this Agreement.
