GEN | [fiat_currency_support] | Orig: What currencies can I not hold many in, if so what are they? -> Aug: What are the limitations on the number of fiat currencies I can hold in my account, and which ones are restricted?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Do you guys accept cash? Because i deposited some this morning and I can't see it in my account. -> Aug: I made a cash deposit this morning, but my account balance hasn't been updated yet. Can you help me with that?
GEN | [card_about_to_expire] | Orig: Where can I have a new bank card sent to China? -> Aug: I'm concerned about my credit card's expiration date, which is approaching soon. Can I request a replacement card to be sent to my address in China?
GEN | [card_payment_wrong_exchange_rate] | Orig: The exchange rate you are using is really bad. This can't possibly be the official interbank exchange rate. -> Aug: The exchange rate you're showing is inaccurate. I'm not sure how you're calculating it, but it's definitely not the correct interbank rate.
GEN | [apple_pay_or_google_pay] | Orig: my google pay seems to be acting up. -> Aug: my apple pay is malfunctioning
GEN | [extra_charge_on_statement] | Orig: The $1.00 has still not been reverted as indicated in the previous email. -> Aug: We have not yet reversed the $1.00 charge as previously discussed.
GEN | [card_payment_wrong_exchange_rate] | Orig: The exchange rate you are using is really bad.This can't be the official interbank exchange rate. -> Aug: The exchange rate you're using seems to be incorrect. It's not the rate I'm familiar with, and I'm not sure how you're getting it.
GEN | [pending_top_up] | Orig: how long does it take to reflect in my balance a top up -> Aug: when will the top-up amount be credited to my account balance?
GEN | [cash_withdrawal_not_recognised] | Orig: Some cash shows up on my app. -> Aug: I'm seeing an unexpected cash withdrawal on my account.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Can you check the exchange rate on a cash transaction I did overseas -> Aug: I'm trying to understand the exchange rate used for a cash withdrawal I made during my recent trip abroad
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: When will my deposit be processed? -> Aug: Why hasn't my account balance been updated after I deposited cash or a cheque?
GEN | [transfer_not_received_by_recipient] | Orig: When will I get my money? It's been too long. -> Aug: I'm concerned about the status of my recent transfer. The recipient hasn't received it yet, and I'm worried it's taking too long.
GEN | [transfer_timing] | Orig: When will the money be made available in my account? -> Aug: When can I expect the funds to be deposited into my account?
GEN | [getting_spare_card] | Orig: I have left my card at my parents house. Can you send me a spare one please to use in the meantime? -> Aug: I accidentally left my card at my friend's place and need a replacement to use temporarily, could you please send me a spare one?
GEN | [balance_not_updated_after_bank_transfer] | Orig: I can still see money in my account after making a payment -> Aug: I'm still seeing the transferred amount in my account, but my balance isn't reflecting the update
GEN | [age_limit] | Orig: What about my children? -> Aug: Are you referring to the age restrictions for minors?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: I'm unhappy with the exchange rate your cash transactions. -> Aug: I'm disappointed with the exchange rate applied to my cash withdrawal.
GEN | [card_payment_wrong_exchange_rate] | Orig: I am not receiving the correct exchange rate on my card. -> Aug: I'm experiencing an issue with the exchange rate on my card payment.
GEN | [beneficiary_not_allowed] | Orig: I wasn't allowed to transfer to my account -> Aug: I was informed that the beneficiary is not authorized to receive funds from my account.
GEN | [cash_withdrawal_not_recognised] | Orig: THere is some cash that is showing up on my app. -> Aug: I'm seeing an unexpected cash amount on my account.
GEN | [declined_transfer] | Orig: I'm trying to move money from my account to elsewhere, but it's giving me an error message. -> Aug: I'm attempting to initiate a transfer from my account to another account, but I'm receiving an error message.
GEN | [direct_debit_payment_not_recognised] | Orig: If I found an error in my account for a transaction I didn't make, how long to I have to dispute it? -> Aug: We've received a notification that a direct debit payment was made from your account, but you're disputing that you didn't authorise the transaction. Can you please provide more information about this payment so we can assist you in resolving the issue?
GEN | [receiving_money] | Orig: Do you support direct deposits from my employer? -> Aug: Can I make direct deposits from my employer's payroll to my account with your bank?
GEN | [card_not_working] | Orig: How do I check security settings using the app? -> Aug: I'm having trouble accessing my account using the app, and I'm worried someone might be trying to hack into it. Can you help me check my security settings?
GEN | [declined_card_payment] | Orig: I NEED HELP WITH MY CARD!!!!! please. It keeps getting declined when I try to use it. I have tried a few times to use it and it keeps getting rejected. I have no idea why. -> Aug: I'm having trouble with my card, it keeps getting declined when I try to make a purchase. I've tried a few times and it's been rejected every time. Can you help me figure out why this is happening?
GEN | [declined_cash_withdrawal] | Orig: Why can't I take money from my account? -> Aug: Unfortunately, your cash withdrawal request has been declined due to insufficient funds or other account restrictions. Please check your account balance or contact our customer service team for further assistance.
GEN | [card_payment_wrong_exchange_rate] | Orig: The exchange rate you are using is bad.This can't be the official interbank exchange rate. -> Aug: The exchange rate you're using is incorrect. It's not the correct interbank rate.
GEN | [fiat_currency_support] | Orig: Is my fiat currency supported for both hold and exchange? -> Aug: Can I use my fiat currency for both holding and exchanging funds?
GEN | [declined_transfer] | Orig: I'm having issues with my card. You guys keep declining it for some reason. I haven't had any issues up until this point. What is going on? I've tried a handful of times with the same, unfortunate, result! -> Aug: I'm having trouble with my card transaction. It keeps getting declined, and I'm not sure why. I've never had any issues with it before, but now it's consistently being rejected. Can you help me figure out what's going on?
GEN | [card_delivery_estimate] | Orig: Can I have it by a certain date? -> Aug: Can you provide an estimated delivery date for my card?
GEN | [card_payment_wrong_exchange_rate] | Orig: The exchange rate you're using is terrible - this can't be the official interbank exchange rate, can it? -> Aug: The exchange rate you're using is way off - I'm pretty sure it's not the current interbank rate, is it?
GEN | [top_up_by_cash_or_cheque] | Orig: I need a hand here, I need to top up cash. -> Aug: I'd like to add some cash to my account, please.
GEN | [beneficiary_not_allowed] | Orig: Why can't I buy cryptocurrency on the app? -> Aug: Unfortunately, the beneficiary for this specific transaction is not allowed, which is why you're unable to purchase cryptocurrency on our app.
GEN | [change_pin] | Orig: Can I change my PIN at a nearby ATM when in Spain? I think someone saw my PIN and I need to change it but am on vacation. -> Aug: I'd like to know if I can change my PIN at a nearby ATM while I'm in Spain. I'm concerned that someone might have seen my current PIN and I'd like to update it while I'm on vacation.
VAL | [fiat_currency_support] | NO | Text: What are the limitations on the number of fiat currencies I can hold in my account, and which ones are restricted?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I made a cash deposit this morning, but my account balance hasn't been updated yet. Can you help me with that?
VAL | [card_about_to_expire] | NO | Text: I'm concerned about my credit card's expiration date, which is approaching soon. Can I request a replacement card to be sent to my address in China?
VAL | [card_payment_wrong_exchange_rate] | YES | Text: The exchange rate you're showing is inaccurate. I'm not sure how you're calculating it, but it's definitely not the correct interbank rate.
VAL | [apple_pay_or_google_pay] | NO | Text: my apple pay is malfunctioning
VAL | [extra_charge_on_statement] | NO | Text: We have not yet reversed the $1.00 charge as previously discussed.
VAL | [card_payment_wrong_exchange_rate] | NO | Text: The exchange rate you're using seems to be incorrect. It's not the rate I'm familiar with, and I'm not sure how you're getting it.
VAL | [pending_top_up] | NO | Text: when will the top-up amount be credited to my account balance?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm seeing an unexpected cash withdrawal on my account.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I'm trying to understand the exchange rate used for a cash withdrawal I made during my recent trip abroad
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: Why hasn't my account balance been updated after I deposited cash or a cheque?
VAL | [transfer_not_received_by_recipient] | NO | Text: I'm concerned about the status of my recent transfer. The recipient hasn't received it yet, and I'm worried it's taking too long.
VAL | [transfer_timing] | YES | Text: When can I expect the funds to be deposited into my account?
VAL | [getting_spare_card] | NO | Text: I accidentally left my card at my friend's place and need a replacement to use temporarily, could you please send me a spare one?
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I'm still seeing the transferred amount in my account, but my balance isn't reflecting the update
VAL | [age_limit] | NO | Text: Are you referring to the age restrictions for minors?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I'm disappointed with the exchange rate applied to my cash withdrawal.
VAL | [card_payment_wrong_exchange_rate] | YES | Text: I'm experiencing an issue with the exchange rate on my card payment.
VAL | [beneficiary_not_allowed] | YES | Text: I was informed that the beneficiary is not authorized to receive funds from my account.
VAL | [cash_withdrawal_not_recognised] | NO | Text: I'm seeing an unexpected cash amount on my account.
VAL | [declined_transfer] | NO | Text: I'm attempting to initiate a transfer from my account to another account, but I'm receiving an error message.
VAL | [direct_debit_payment_not_recognised] | NO | Text: We've received a notification that a direct debit payment was made from your account, but you're disputing that you didn't authorise the transaction. Can you please provide more information about this payment so we can assist you in resolving the issue?
VAL | [receiving_money] | YES | Text: Can I make direct deposits from my employer's payroll to my account with your bank?
VAL | [card_not_working] | NO | Text: I'm having trouble accessing my account using the app, and I'm worried someone might be trying to hack into it. Can you help me check my security settings?
VAL | [declined_card_payment] | YES | Text: I'm having trouble with my card, it keeps getting declined when I try to make a purchase. I've tried a few times and it's been rejected every time. Can you help me figure out why this is happening?
VAL | [declined_cash_withdrawal] | NO | Text: Unfortunately, your cash withdrawal request has been declined due to insufficient funds or other account restrictions. Please check your account balance or contact our customer service team for further assistance.
VAL | [card_payment_wrong_exchange_rate] | YES | Text: The exchange rate you're using is incorrect. It's not the correct interbank rate.
VAL | [fiat_currency_support] | YES | Text: Can I use my fiat currency for both holding and exchanging funds?
VAL | [declined_transfer] | YES | Text: I'm having trouble with my card transaction. It keeps getting declined, and I'm not sure why. I've never had any issues with it before, but now it's consistently being rejected. Can you help me figure out what's going on?
VAL | [card_delivery_estimate] | YES | Text: Can you provide an estimated delivery date for my card?
VAL | [card_payment_wrong_exchange_rate] | YES | Text: The exchange rate you're using is way off - I'm pretty sure it's not the current interbank rate, is it?
VAL | [top_up_by_cash_or_cheque] | YES | Text: I'd like to add some cash to my account, please.
VAL | [beneficiary_not_allowed] | NO | Text: Unfortunately, the beneficiary for this specific transaction is not allowed, which is why you're unable to purchase cryptocurrency on our app.
VAL | [change_pin] | NO | Text: I'd like to know if I can change my PIN at a nearby ATM while I'm in Spain. I'm concerned that someone might have seen my current PIN and I'd like to update it while I'm on vacation.
