GEN | [lost_or_stolen_card] | Orig: What's the phone number to freeze a card? -> Aug: I think I may have misplaced my card, can you please provide the phone number to report it lost or stolen?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Balance is not up to date. -> Aug: My account balance is not reflecting the recent transfer I made.
GEN | [transfer_not_received_by_recipient] | Orig: i accidentally entered in my retailers information, what should i do next -> Aug: I mistakenly provided the wrong recipient's information for the transfer, what are my next steps?
GEN | [card_payment_wrong_exchange_rate] | Orig: The exchange rate used on your app is really bad. I'm considering closing my account because of it. -> Aug: The exchange rate applied to my recent transaction is inaccurate, and I'm extremely dissatisfied. I'm thinking of switching banks due to this issue.
GEN | [order_physical_card] | Orig: What does the bank charge for lost or stolen card replacements? -> Aug: Can I get a new physical card if my current one is lost or stolen, and what's the fee for that service?
GEN | [top_up_reverted] | Orig: Reasons for top up cancellation. -> Aug: Why was my top-up reversed?
GEN | [contactless_not_working] | Orig: I am having issues using contactless payments, could my card be damaged? -> Aug: I'm having trouble making contactless transactions, is it possible that my card is faulty?
GEN | [order_physical_card] | Orig: Do physical cards cost money? -> Aug: Are there any fees associated with ordering a physical credit card?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I tried using a check to update my balance, but it isn't work? Is something wrong? -> Aug: I made a cash deposit at the bank, but my account balance still shows the old amount. Can you please help me resolve this issue?
GEN | [topping_up_by_card] | Orig: what happened to the money after i put in the wrong info and it got declined -> Aug: what happens when i enter incorrect details and my card topping-up attempt is declined?
GEN | [lost_or_stolen_phone] | Orig: phone is at a hotel, can i still use app -> Aug: I left my phone at a hotel and was wondering if I can still access the app.
GEN | [declined_card_payment] | Orig: I could not use my card in a store. -> Aug: Your card was declined during the transaction at the store.
GEN | [declined_cash_withdrawal] | Orig: I'm trying to take money from my account but its not letting me. Help! -> Aug: I'm having trouble withdrawing cash from my account and it's being declined. Can you assist me with this issue?
GEN | [verify_source_of_funds] | Orig: What kind of security protects my money? -> Aug: We're happy to ensure the security of your funds. Can you please confirm the source of the funds used for this transaction?
GEN | [declined_cash_withdrawal] | Orig: I can't get any money from my account. -> Aug: I'm unable to access my available funds for a cash withdrawal.
GEN | [top_up_reverted] | Orig: Tell me how a top up would be reverted. -> Aug: If a top-up transaction is cancelled or reversed, how would the amount be restored to my account?
GEN | [top_up_reverted] | Orig: What if my top up is reverted? -> Aug: If my top-up transaction is reversed, what happens next?
GEN | [top_up_reverted] | Orig: Hello there, I tried using crypto top up today but it's not working for me, might it be due to the kind of bank I'm using or the country that I'm from?Money is also missing from my account -> Aug: Hi, I attempted to make a crypto top-up earlier today, but it didn't go through. Could it be related to the type of bank I'm using or my location? Additionally, I'm concerned that some funds have been deducted from my account without my consent.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: what are weekend rates for getting cash -> Aug: I was expecting a better exchange rate for the cash withdrawal on weekends, but the rate you provided seems incorrect.
GEN | [supported_cards_and_currencies] | Orig: My card wants to be topped what do you guys support? -> Aug: What payment methods and currencies do you accept for card reloads or top-ups?
GEN | [cash_withdrawal_not_recognised] | Orig: Hello, Please look into this matter urgently. As i have lost my wallet and i can see one withdrawal, now i do not want to loose more money. -> Aug: Hi, I urgently need your assistance. I've misplaced my wallet and noticed an unauthorized cash withdrawal. I'm worried about losing more money, please help me resolve this issue as soon as possible.
GEN | [card_about_to_expire] | Orig: Are there restrictions on new cards in China? -> Aug: I'm concerned about my credit card's expiration date. Will I be able to get a new one if it's about to expire while I'm in China?
GEN | [country_support] | Orig: Who gets support? -> Aug: Who is eligible for support?
GEN | [lost_or_stolen_phone] | Orig: Can I use your services without access to the app? -> Aug: I'm worried about accessing my account since I've misplaced my phone. Can I still use your services without the app?
GEN | [top_up_failed] | Orig: I can't add any more money. -> Aug: I'm unable to make a successful top-up.
GEN | [topping_up_by_card] | Orig: How do I to up by card? -> Aug: How can I top up my account using my card?
GEN | [transfer_into_account] | Orig: I have zero dollars in my account. Can I submit additional funds via bank transfer? -> Aug: I have a balance of $0 in my account. Can I initiate a bank transfer to add funds to my account?
GEN | [topping_up_by_card] | Orig: Why was my card charged when topping off my balance but it's not showing up in my wallet balance? -> Aug: I'm trying to add funds to my account using my card, but the transaction is being processed, but the updated balance isn't reflecting in my account.
GEN | [card_payment_fee_charged] | Orig: how do i avoid charges in the future -> Aug: what can i do to prevent being charged a fee on my next transaction?
GEN | [top_up_by_card_charge] | Orig: I topped off my card is that something you will charge me for? -> Aug: I'm wondering if there's a fee associated with topping up my card using a charge?
GEN | [declined_card_payment] | Orig: I couldn't pay with my card -> Aug: Your payment was declined due to an issue with your card.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I made a deposit a couple of days back it's, as of yet, not gone in! It would be ideal if you assist me with this -> Aug: I recently deposited some cash and a cheque, but my account balance hasn't been updated yet. Could you please help me with this issue?
GEN | [get_disposable_virtual_card] | Orig: how do the cards work? -> Aug: Can you explain how disposable virtual cards work and how I can obtain one?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I have cash deposit to my account but it is experiencing a problem -> Aug: I made a cash deposit to my account, but my account balance hasn't been updated yet.
GEN | [card_not_working] | Orig: I am having problems with my physical card. -> Aug: I'm experiencing issues with my physical credit card.
GEN | [verify_source_of_funds] | Orig: Can I see my available money? -> Aug: Can you confirm the source of the funds in my account before I check my available balance?
GEN | [top_up_reverted] | Orig: Explain why my top up would be reverted. -> Aug: Can you please clarify the reason behind the reversal of my recent top-up transaction?
VAL | [lost_or_stolen_card] | NO | Text: I think I may have misplaced my card, can you please provide the phone number to report it lost or stolen?
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: My account balance is not reflecting the recent transfer I made.
VAL | [transfer_not_received_by_recipient] | YES | Text: I mistakenly provided the wrong recipient's information for the transfer, what are my next steps?
VAL | [card_payment_wrong_exchange_rate] | NO | Text: The exchange rate applied to my recent transaction is inaccurate, and I'm extremely dissatisfied. I'm thinking of switching banks due to this issue.
VAL | [order_physical_card] | NO | Text: Can I get a new physical card if my current one is lost or stolen, and what's the fee for that service?
VAL | [top_up_reverted] | YES | Text: Why was my top-up reversed?
VAL | [contactless_not_working] | YES | Text: I'm having trouble making contactless transactions, is it possible that my card is faulty?
VAL | [order_physical_card] | NO | Text: Are there any fees associated with ordering a physical credit card?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | NO | Text: I made a cash deposit at the bank, but my account balance still shows the old amount. Can you please help me resolve this issue?
VAL | [topping_up_by_card] | NO | Text: what happens when i enter incorrect details and my card topping-up attempt is declined?
VAL | [lost_or_stolen_phone] | NO | Text: I left my phone at a hotel and was wondering if I can still access the app.
VAL | [declined_card_payment] | YES | Text: Your card was declined during the transaction at the store.
VAL | [declined_cash_withdrawal] | YES | Text: I'm having trouble withdrawing cash from my account and it's being declined. Can you assist me with this issue?
VAL | [verify_source_of_funds] | NO | Text: We're happy to ensure the security of your funds. Can you please confirm the source of the funds used for this transaction?
VAL | [declined_cash_withdrawal] | YES | Text: I'm unable to access my available funds for a cash withdrawal.
VAL | [top_up_reverted] | NO | Text: If a top-up transaction is cancelled or reversed, how would the amount be restored to my account?
VAL | [top_up_reverted] | YES | Text: If my top-up transaction is reversed, what happens next?
VAL | [top_up_reverted] | YES | Text: Hi, I attempted to make a crypto top-up earlier today, but it didn't go through. Could it be related to the type of bank I'm using or my location? Additionally, I'm concerned that some funds have been deducted from my account without my consent.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I was expecting a better exchange rate for the cash withdrawal on weekends, but the rate you provided seems incorrect.
VAL | [supported_cards_and_currencies] | YES | Text: What payment methods and currencies do you accept for card reloads or top-ups?
VAL | [cash_withdrawal_not_recognised] | NO | Text: Hi, I urgently need your assistance. I've misplaced my wallet and noticed an unauthorized cash withdrawal. I'm worried about losing more money, please help me resolve this issue as soon as possible.
VAL | [card_about_to_expire] | NO | Text: I'm concerned about my credit card's expiration date. Will I be able to get a new one if it's about to expire while I'm in China?
VAL | [country_support] | NO | Text: Who is eligible for support?
VAL | [lost_or_stolen_phone] | NO | Text: I'm worried about accessing my account since I've misplaced my phone. Can I still use your services without the app?
VAL | [top_up_failed] | YES | Text: I'm unable to make a successful top-up.
VAL | [topping_up_by_card] | YES | Text: How can I top up my account using my card?
VAL | [transfer_into_account] | YES | Text: I have a balance of $0 in my account. Can I initiate a bank transfer to add funds to my account?
VAL | [topping_up_by_card] | NO | Text: I'm trying to add funds to my account using my card, but the transaction is being processed, but the updated balance isn't reflecting in my account.
VAL | [card_payment_fee_charged] | YES | Text: what can i do to prevent being charged a fee on my next transaction?
VAL | [top_up_by_card_charge] | YES | Text: I'm wondering if there's a fee associated with topping up my card using a charge?
VAL | [declined_card_payment] | YES | Text: Your payment was declined due to an issue with your card.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I recently deposited some cash and a cheque, but my account balance hasn't been updated yet. Could you please help me with this issue?
VAL | [get_disposable_virtual_card] | NO | Text: Can you explain how disposable virtual cards work and how I can obtain one?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I made a cash deposit to my account, but my account balance hasn't been updated yet.
VAL | [card_not_working] | YES | Text: I'm experiencing issues with my physical credit card.
VAL | [verify_source_of_funds] | NO | Text: Can you confirm the source of the funds in my account before I check my available balance?
VAL | [top_up_reverted] | YES | Text: Can you please clarify the reason behind the reversal of my recent top-up transaction?
