GEN | [transfer_timing] | Orig: How long does it take for a transfer to show up in my account? -> Aug: When can I expect the transfer to be reflected in my account balance?
GEN | [declined_cash_withdrawal] | Orig: Why was I not able to get cash from the ATM? -> Aug: I was unable to withdraw cash from the ATM, could you please explain why my request was declined?
GEN | [activate_my_card] | Orig: When are you going to activate my card? -> Aug: When can I expect my card to be activated?
GEN | [compromised_card] | Orig: I might be paranoid, but someone may be using my card. -> Aug: I'm worried that someone might be using my card without my permission.
GEN | [card_payment_not_recognised] | Orig: I'm noticing a payment/purchase at a company that I don't recognise. -> Aug: I'm seeing a payment transaction from a merchant I'm not familiar with.
GEN | [wrong_amount_of_cash_received] | Orig: I visited the ATM but got less money than what I requested. Why? -> Aug: I withdrew cash from the ATM, but the amount I received was not what I expected. Can you help me understand why?
GEN | [why_verify_identity] | Orig: What is the identity check for? -> Aug: Why do you need to verify my identity, and what information will you be checking?
GEN | [automatic_top_up] | Orig: I want to use auto top-up. Is there a limit? -> Aug: I'd like to set up automatic top-up. Can you tell me if there's a maximum amount I can set for recurring transfers?
GEN | [receiving_money] | Orig: I would like to receive my salary in a different currency. How does that work? -> Aug: I'd like to receive my paycheck in a different currency. Can you guide me through the process?
GEN | [fiat_currency_support] | Orig: Are there limitations to what currency I can hold? -> Aug: Can I hold any currency in my account, or are there restrictions on the types of currencies I can hold?
GEN | [lost_or_stolen_phone] | Orig: Can my account me accessed by a thief?  I was mugged. -> Aug: I'm worried that someone might have accessed my account after my phone was stolen during a mugging. Can I take steps to secure my account?
GEN | [transfer_into_account] | Orig: Please provide details on how to top up my account using transfer option -> Aug: Please provide instructions on how to initiate a transfer into my account using the transfer feature
GEN | [why_verify_identity] | Orig: My identity hasn't been verified.  Can I use my account? -> Aug: I'm trying to access my account, but it says my identity hasn't been verified. Can I still use it?
GEN | [disposable_card_limits] | Orig: Help me create several temp cards every day. -> Aug: Can you assist me in generating multiple disposable cards daily?
GEN | [declined_transfer] | Orig: Transfer unable to be completed, states 'declined' -> Aug: The transfer was declined and cannot be processed.
GEN | [pending_top_up] | Orig: Needed gas, been delayed for half an hour.Please fix it! -> Aug: Running late due to unexpected traffic, can you expedite my pending top-up as soon as possible?
GEN | [declined_transfer] | Orig: I am trying to make a transfer to a different account but they keep getting declined. I have double checked all the details and the information is correct. -> Aug: I'm having trouble completing a transfer to a new account, as it's consistently being declined. I've reviewed the details multiple times and everything appears to be accurate.
GEN | [get_disposable_virtual_card] | Orig: The disposable cards, what are they for? -> Aug: Can you please provide more information about the disposable virtual cards, such as their purpose and how to obtain one?
GEN | [failed_transfer] | Orig: My transfer didn't complete. Why can't I access funds? -> Aug: My transfer was unsuccessful. Why can't I access the transferred amount?
GEN | [direct_debit_payment_not_recognised] | Orig: i would like to dispute a direct debit payment -> Aug: i'm disputing a direct debit payment that was taken from my account without my consent
GEN | [unable_to_verify_identity] | Orig: I am not able to verify my id. Why? -> Aug: I'm having trouble confirming my identity. Can you help me resolve this issue?
GEN | [pending_top_up] | Orig: I'm still waiting for the top-up! -> Aug: I'm still expecting my top-up to be processed.
GEN | [direct_debit_payment_not_recognised] | Orig: I'm seeing a direct debit payment that is not me. -> Aug: I'm showing a direct debit payment that doesn't belong to me.
GEN | [exchange_via_app] | Orig: Can I exchange currency for different types? -> Aug: Can I exchange currencies for different denominations or types using your mobile app?
GEN | [automatic_top_up] | Orig: where can I find the auto-top up option? -> Aug: How do I access the automatic top-up feature?
GEN | [cash_withdrawal_not_recognised] | Orig: I believe my card has been compromised as there's a cash withdrawal I don't recognize. -> Aug: I'm concerned about an unauthorized cash withdrawal on my account that I'm not familiar with.
GEN | [card_about_to_expire] | Orig: I want to get a new card before my current one expires, how much will it cost me and how long will it take to get here. -> Aug: I'm concerned about my current card's expiration date and would like to know the cost and estimated delivery time for a replacement card.
GEN | [top_up_by_card_charge] | Orig: I need to know what charges I will incur for using a European card for top up. -> Aug: I'd like to understand the fees associated with using a European-issued card for a card charge top-up.
GEN | [declined_cash_withdrawal] | Orig: My ATM card isn't working for a withdrawl -> Aug: My ATM card is not accepting my cash withdrawal request.
GEN | [card_payment_wrong_exchange_rate] | Orig: The exchange rate is bad. Are you sure this is the exchange rate? -> Aug: The exchange rate seems off. Can you confirm this is the correct rate for my card payment?
GEN | [balance_not_updated_after_bank_transfer] | Orig: I transferred some money but the balance stayed the same. -> Aug: I made a recent transfer, but my account balance hasn't been updated to reflect the transaction.
GEN | [lost_or_stolen_phone] | Orig: My phone is lost I don't want someone to use my account, what can I do? -> Aug: I've misplaced my phone and I'm worried about someone accessing my account, what steps can I take to secure my account?
GEN | [transaction_charged_twice] | Orig: There are duplicate transactions on my account -> Aug: There are multiple charges on my account that I didn't authorize
GEN | [activate_my_card] | Orig: I have a new card and I need to activate it. -> Aug: I just received a new card and I'd like to activate it.
GEN | [exchange_charge] | Orig: Do exchanges cost more? -> Aug: Are there any additional fees associated with exchanging currency?
GEN | [transfer_into_account] | Orig: I would like to top up my account with a bank transfer, is that allowed? -> Aug: I'd like to make a bank transfer to add funds to my account, is that a feasible option?
VAL | [transfer_timing] | YES | Text: When can I expect the transfer to be reflected in my account balance?
VAL | [declined_cash_withdrawal] | YES | Text: I was unable to withdraw cash from the ATM, could you please explain why my request was declined?
VAL | [activate_my_card] | YES | Text: When can I expect my card to be activated?
VAL | [compromised_card] | YES | Text: I'm worried that someone might be using my card without my permission.
VAL | [card_payment_not_recognised] | YES | Text: I'm seeing a payment transaction from a merchant I'm not familiar with.
VAL | [wrong_amount_of_cash_received] | YES | Text: I withdrew cash from the ATM, but the amount I received was not what I expected. Can you help me understand why?
VAL | [why_verify_identity] | NO | Text: Why do you need to verify my identity, and what information will you be checking?
VAL | [automatic_top_up] | NO | Text: I'd like to set up automatic top-up. Can you tell me if there's a maximum amount I can set for recurring transfers?
VAL | [receiving_money] | YES | Text: I'd like to receive my paycheck in a different currency. Can you guide me through the process?
VAL | [fiat_currency_support] | YES | Text: Can I hold any currency in my account, or are there restrictions on the types of currencies I can hold?
VAL | [lost_or_stolen_phone] | NO | Text: I'm worried that someone might have accessed my account after my phone was stolen during a mugging. Can I take steps to secure my account?
VAL | [transfer_into_account] | YES | Text: Please provide instructions on how to initiate a transfer into my account using the transfer feature
VAL | [why_verify_identity] | NO | Text: I'm trying to access my account, but it says my identity hasn't been verified. Can I still use it?
VAL | [disposable_card_limits] | YES | Text: Can you assist me in generating multiple disposable cards daily?
VAL | [declined_transfer] | YES | Text: The transfer was declined and cannot be processed.
VAL | [pending_top_up] | NO | Text: Running late due to unexpected traffic, can you expedite my pending top-up as soon as possible?
VAL | [declined_transfer] | YES | Text: I'm having trouble completing a transfer to a new account, as it's consistently being declined. I've reviewed the details multiple times and everything appears to be accurate.
VAL | [get_disposable_virtual_card] | NO | Text: Can you please provide more information about the disposable virtual cards, such as their purpose and how to obtain one?
VAL | [failed_transfer] | NO | Text: My transfer was unsuccessful. Why can't I access the transferred amount?
VAL | [direct_debit_payment_not_recognised] | YES | Text: i'm disputing a direct debit payment that was taken from my account without my consent
VAL | [unable_to_verify_identity] | NO | Text: I'm having trouble confirming my identity. Can you help me resolve this issue?
VAL | [pending_top_up] | YES | Text: I'm still expecting my top-up to be processed.
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm showing a direct debit payment that doesn't belong to me.
VAL | [exchange_via_app] | NO | Text: Can I exchange currencies for different denominations or types using your mobile app?
VAL | [automatic_top_up] | YES | Text: How do I access the automatic top-up feature?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm concerned about an unauthorized cash withdrawal on my account that I'm not familiar with.
VAL | [card_about_to_expire] | YES | Text: I'm concerned about my current card's expiration date and would like to know the cost and estimated delivery time for a replacement card.
VAL | [top_up_by_card_charge] | YES | Text: I'd like to understand the fees associated with using a European-issued card for a card charge top-up.
VAL | [declined_cash_withdrawal] | NO | Text: My ATM card is not accepting my cash withdrawal request.
VAL | [card_payment_wrong_exchange_rate] | YES | Text: The exchange rate seems off. Can you confirm this is the correct rate for my card payment?
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I made a recent transfer, but my account balance hasn't been updated to reflect the transaction.
VAL | [lost_or_stolen_phone] | YES | Text: I've misplaced my phone and I'm worried about someone accessing my account, what steps can I take to secure my account?
VAL | [transaction_charged_twice] | YES | Text: There are multiple charges on my account that I didn't authorize
VAL | [activate_my_card] | NO | Text: I just received a new card and I'd like to activate it.
VAL | [exchange_charge] | YES | Text: Are there any additional fees associated with exchanging currency?
VAL | [transfer_into_account] | YES | Text: I'd like to make a bank transfer to add funds to my account, is that a feasible option?
