GEN | [why_verify_identity] | Orig: I am not comfortable verifying my indentity. -> Aug: I'm hesitant to confirm my identity.
GEN | [why_verify_identity] | Orig: Do you need my birthdate? -> Aug: Can you confirm your identity by providing your birthdate?
GEN | [card_payment_not_recognised] | Orig: I need to know where this charge is coming from? -> Aug: I'm trying to figure out why this transaction is showing up on my statement.
GEN | [pending_top_up] | Orig: Sort your top up out please! It's been pending since an hour already, can you please make this go through asap I really need the money -> Aug: Can you expedite the processing of my pending top-up? It's been stuck for an hour now and I urgently need the funds to be credited to my account.
GEN | [declined_cash_withdrawal] | Orig: Why can I not take out cash? -> Aug: Why was my cash withdrawal request declined?
GEN | [verify_my_identity] | Orig: Tell me what the steps for the identity checks are -> Aug: Can you walk me through the process of verifying my identity?
GEN | [compromised_card] | Orig: My card must have used my card as there are some transactions that I haven't done myself.. -> Aug: I'm concerned that someone has accessed my account because I've noticed transactions on my statement that I didn't authorize.
GEN | [card_payment_not_recognised] | Orig: I just saw some charges on my card from the past days that I dont recognize, I need to freeze the card asap! Will I be able to get my money back? -> Aug: I'm concerned about some unfamiliar transactions on my card statement from recent days. Can I temporarily suspend my card to prevent further unauthorized activity? If so, will I still be able to recover the disputed amounts?
GEN | [why_verify_identity] | Orig: I don't want to use this method to identify myself. -> Aug: I'm not comfortable providing this information to verify my identity.
GEN | [declined_cash_withdrawal] | Orig: Why can't I get cash out? -> Aug: Can you tell me why my cash withdrawal was declined?
GEN | [apple_pay_or_google_pay] | Orig: Apple pay is not accepting my American Express card, can you assist me with this problem? -> Aug: Google Pay is not recognizing my Discover card, can you help me resolve this issue?
GEN | [card_arrival] | Orig: Where is my credit card that was to be mailed? -> Aug: I haven't received my credit card yet, can you tell me when it was supposed to arrive?
GEN | [pending_top_up] | Orig: I already paid to top-up but the funds aren't available yet, where are they? -> Aug: I made a payment to top-up my account, but the funds are still pending, can you please help me track the status?
GEN | [supported_cards_and_currencies] | Orig: I only have a card from the US is that okay? -> Aug: I'm wondering if you accept cards from the United States, please?
GEN | [fiat_currency_support] | Orig: Do you deal with EUR? -> Aug: Do you support transactions in euros?
GEN | [transfer_fee_charged] | Orig: I have a fee listed for a transfer. -> Aug: I'm showing a fee associated with the transfer.
GEN | [country_support] | Orig: Can I use my card in Austria? -> Aug: Can I use my card in Austria, or are there any specific restrictions I should be aware of?
GEN | [pending_top_up] | Orig: I topped up and went to buy something, but it says that my funds are pending. Is there a way to quicken this process? -> Aug: I made a recent top-up and tried to make a purchase, but the system is showing that the funds are still pending. Can you help me expedite the processing of my pending top-up?
GEN | [card_acceptance] | Orig: You accepts my card? -> Aug: Does your system accept my credit card?
GEN | [verify_my_identity] | Orig: How recent do my documents need to be for verification? -> Aug: What is the age requirement for the documents I need to provide for identity verification?
GEN | [card_linking] | Orig: I found my card that I thought I had lost, I need to reactive it, please help. -> Aug: I've located my card that I previously thought was lost, can you assist me in reactivating it?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: I have a question about ATM transactions. Can I take money out of an ATM when I'm traveling abroad? And, can I get the money in my home currancy? -> Aug: I'm planning to withdraw some cash from an ATM while I'm abroad, but I'm worried about getting the correct exchange rate. Can I get the money in my home currency, or will I be charged an incorrect rate?
GEN | [card_linking] | Orig: Will I need a new card or can I put my old card back into the app? -> Aug: Can I reactivate my old card or do I need to request a new one to link to the app?
GEN | [fiat_currency_support] | Orig: Will you be adding more currencies in the future? -> Aug: Are there any plans to expand the list of supported fiat currencies in the near future?
GEN | [direct_debit_payment_not_recognised] | Orig: I'm checking my statements and I saw a purchase from a couple weeks ago that I don't recall at all. Not only that, but I don't even know the business that charged it. I'm not sure if I did it or not, but can we check it and see if we can trace it back to make certain? -> Aug: I'm reviewing my account activity and noticed a transaction from a few weeks ago that I don't recognize. The merchant's name is unfamiliar to me, and I'm not sure if I authorized the charge. Can you help me investigate this transaction and verify if it was a legitimate payment or not?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: where is my money from this morning -> Aug: why hasn't my account balance been updated after the cash deposit I made this morning?
GEN | [card_linking] | Orig: I thought I lost my card so I cancelled it, but recently I found it in my jacket and I would like to re-establish the card. -> Aug: I recently found my card, which I had previously thought was lost, and I would like to reactivate it.
GEN | [exchange_charge] | Orig: What commission do you take for currency exchage? -> Aug: What is the fee for exchanging currencies?
GEN | [top_up_by_card_charge] | Orig: how much does it cost to add money -> Aug: what is the charge for topping up my card?
GEN | [pending_top_up] | Orig: My top is still pending. -> Aug: My top-up request is still pending.
GEN | [card_payment_not_recognised] | Orig: I've never been to that store.  That's a fraudulent charge. -> Aug: I'm not familiar with that merchant. This transaction seems suspicious.
GEN | [card_about_to_expire] | Orig: How can I get a card sent to China? -> Aug: I'm trying to send a card to China, but I'm worried it might expire before I can use it. Can I get a new one or extend the validity period?
GEN | [country_support] | Orig: Is this card available to Americans? -> Aug: Is this card accessible to US citizens?
GEN | [get_physical_card] | Orig: I haven't received my PIN yet. Do I need to get it from you? -> Aug: I'm still waiting for my physical card. Can I obtain it from your end?
GEN | [pending_cash_withdrawal] | Orig: The machine didn't work earlier when I went to get money out and now my account says transaction in progress.Why? -> Aug: I attempted to withdraw cash earlier, but the ATM wasn't functioning properly. Now, my account shows a pending transaction. Can you help me understand why it's still processing?
GEN | [supported_cards_and_currencies] | Orig: I'd prefer to use my American Express when putting funds into my account. -> Aug: I'd like to use my American Express card to deposit funds into my account.
GEN | [unable_to_verify_identity] | Orig: app malfunctioning, does not know its me -> Aug: We're having trouble verifying your identity due to an issue with our system, and it seems like our app is not recognizing you as the account holder.
GEN | [verify_my_identity] | Orig: Can I get information on the identity checks? -> Aug: Could you please provide me with details about the identity verification process?
GEN | [pending_card_payment] | Orig: I've made a card payment a couple of days ago now but it looks like the money is stuck. How long does it typically take for the payment to go through? -> Aug: I'm concerned that a payment I made using my card a few days ago hasn't been processed yet. Can you please let me know the usual timeframe for pending card payments to be cleared?
VAL | [why_verify_identity] | YES | Text: I'm hesitant to confirm my identity.
VAL | [why_verify_identity] | NO | Text: Can you confirm your identity by providing your birthdate?
VAL | [card_payment_not_recognised] | YES | Text: I'm trying to figure out why this transaction is showing up on my statement.
VAL | [pending_top_up] | YES | Text: Can you expedite the processing of my pending top-up? It's been stuck for an hour now and I urgently need the funds to be credited to my account.
VAL | [declined_cash_withdrawal] | YES | Text: Why was my cash withdrawal request declined?
VAL | [verify_my_identity] | NO | Text: Can you walk me through the process of verifying my identity?
VAL | [compromised_card] | YES | Text: I'm concerned that someone has accessed my account because I've noticed transactions on my statement that I didn't authorize.
VAL | [card_payment_not_recognised] | NO | Text: I'm concerned about some unfamiliar transactions on my card statement from recent days. Can I temporarily suspend my card to prevent further unauthorized activity? If so, will I still be able to recover the disputed amounts?
VAL | [why_verify_identity] | NO | Text: I'm not comfortable providing this information to verify my identity.
VAL | [declined_cash_withdrawal] | YES | Text: Can you tell me why my cash withdrawal was declined?
VAL | [apple_pay_or_google_pay] | NO | Text: Google Pay is not recognizing my Discover card, can you help me resolve this issue?
VAL | [card_arrival] | YES | Text: I haven't received my credit card yet, can you tell me when it was supposed to arrive?
VAL | [pending_top_up] | YES | Text: I made a payment to top-up my account, but the funds are still pending, can you please help me track the status?
VAL | [supported_cards_and_currencies] | NO | Text: I'm wondering if you accept cards from the United States, please?
VAL | [fiat_currency_support] | YES | Text: Do you support transactions in euros?
VAL | [transfer_fee_charged] | YES | Text: I'm showing a fee associated with the transfer.
VAL | [country_support] | NO | Text: Can I use my card in Austria, or are there any specific restrictions I should be aware of?
VAL | [pending_top_up] | YES | Text: I made a recent top-up and tried to make a purchase, but the system is showing that the funds are still pending. Can you help me expedite the processing of my pending top-up?
VAL | [card_acceptance] | YES | Text: Does your system accept my credit card?
VAL | [verify_my_identity] | NO | Text: What is the age requirement for the documents I need to provide for identity verification?
VAL | [card_linking] | NO | Text: I've located my card that I previously thought was lost, can you assist me in reactivating it?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I'm planning to withdraw some cash from an ATM while I'm abroad, but I'm worried about getting the correct exchange rate. Can I get the money in my home currency, or will I be charged an incorrect rate?
VAL | [card_linking] | YES | Text: Can I reactivate my old card or do I need to request a new one to link to the app?
VAL | [fiat_currency_support] | YES | Text: Are there any plans to expand the list of supported fiat currencies in the near future?
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm reviewing my account activity and noticed a transaction from a few weeks ago that I don't recognize. The merchant's name is unfamiliar to me, and I'm not sure if I authorized the charge. Can you help me investigate this transaction and verify if it was a legitimate payment or not?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | NO | Text: why hasn't my account balance been updated after the cash deposit I made this morning?
VAL | [card_linking] | YES | Text: I recently found my card, which I had previously thought was lost, and I would like to reactivate it.
VAL | [exchange_charge] | YES | Text: What is the fee for exchanging currencies?
VAL | [top_up_by_card_charge] | YES | Text: what is the charge for topping up my card?
VAL | [pending_top_up] | YES | Text: My top-up request is still pending.
VAL | [card_payment_not_recognised] | NO | Text: I'm not familiar with that merchant. This transaction seems suspicious.
VAL | [card_about_to_expire] | NO | Text: I'm trying to send a card to China, but I'm worried it might expire before I can use it. Can I get a new one or extend the validity period?
VAL | [country_support] | YES | Text: Is this card accessible to US citizens?
VAL | [get_physical_card] | YES | Text: I'm still waiting for my physical card. Can I obtain it from your end?
VAL | [pending_cash_withdrawal] | YES | Text: I attempted to withdraw cash earlier, but the ATM wasn't functioning properly. Now, my account shows a pending transaction. Can you help me understand why it's still processing?
VAL | [supported_cards_and_currencies] | YES | Text: I'd like to use my American Express card to deposit funds into my account.
VAL | [unable_to_verify_identity] | NO | Text: We're having trouble verifying your identity due to an issue with our system, and it seems like our app is not recognizing you as the account holder.
VAL | [verify_my_identity] | YES | Text: Could you please provide me with details about the identity verification process?
VAL | [pending_card_payment] | YES | Text: I'm concerned that a payment I made using my card a few days ago hasn't been processed yet. Can you please let me know the usual timeframe for pending card payments to be cleared?
