GEN | [pending_top_up] | Orig: How long after a failed topup will funds refurn to account -> Aug: When will the funds from my failed top-up be returned to my account?
GEN | [top_up_reverted] | Orig: top up cancellation -> Aug: reversal of top-up transaction
GEN | [top_up_reverted] | Orig: Hello,  I have recharged topup but account is not credited. Please help me in this, i guess there is some defect in system. -> Aug: Hi, I've successfully recharged my top-up, but the amount hasn't been credited to my account. Could you please assist me in resolving this issue? I suspect there might be a technical glitch in the system.
GEN | [request_refund] | Orig: I just bought an item and would like to stop payment can you tell me if the item has been sent yet? -> Aug: I recently purchased an item and would like to request a refund, could you please let me know if the item has already been shipped?
GEN | [top_up_reverted] | Orig: I thought crypto top up with something you offer. This is not working. The money has been deducted from my account. Can you find out what's going on? -> Aug: I attempted to make a crypto top-up using your service, but it didn't go through. The transaction was reversed, and the amount was taken from my account. Can you investigate this issue and let me know what's happening?
GEN | [fiat_currency_support] | Orig: Can I have money of different country of origin. -> Aug: Can I obtain currency from various countries?
GEN | [top_up_reverted] | Orig: I went to top up my card and it was cancelled. -> Aug: I attempted to add funds to my card, but the transaction was reversed.
GEN | [pending_top_up] | Orig: It's been some time since refilled the top-up. -> Aug: It's been a while since I recharged my top-up.
GEN | [card_linking] | Orig: Can you please reactivate my card? -> Aug: Can you assist me in reactivating my card?
GEN | [extra_charge_on_statement] | Orig: How long will the $1 charge show as pending? -> Aug: When will the extra charge appear on my statement?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: I'm upset because I got charged a ridiculous fee when making an ATM withdrawal over a holiday weekend.  It didn't notify me beforehand either or I wouldn't have ever done it. -> Aug: I'm frustrated because I was surprised to be charged an unexpected fee when I withdrew cash from an ATM on a public holiday, without being informed in advance.
GEN | [card_payment_fee_charged] | Orig: Why did I have to pay extra because I paid with my card? -> Aug: Why was I charged an additional fee when I used my credit/debit card for the transaction?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Why is  my balance not updated? -> Aug: I haven't seen any changes to my account balance after a recent transfer. Can you help me figure out why it's not reflecting the new amount?
GEN | [wrong_amount_of_cash_received] | Orig: I requested a higher amount for my cash withdrawal -> Aug: I was expecting a larger sum for my cash withdrawal
GEN | [compromised_card] | Orig: am suspicious of my card's security -> Aug: I'm concerned that my card's security has been compromised.
GEN | [cash_withdrawal_charge] | Orig: I saw a fee on my receipt from withdrawing money while shopping earlier.  Is there supposed to be a fee for this type of transaction? -> Aug: I noticed a charge on my receipt for a cash withdrawal I made at a store. Is it normal to be charged a fee for this type of transaction?
GEN | [card_payment_fee_charged] | Orig: What can i pay with out  fees -> Aug: Can I make a payment without incurring any charges or fees on my card?
GEN | [extra_charge_on_statement] | Orig: Why is it showing that my account has been charged a dollar that is showing as pending? -> Aug: We noticed that a pending charge of $1 has been applied to your account. Can you please confirm if you are aware of this extra charge on your statement?
GEN | [wrong_amount_of_cash_received] | Orig: Did a WD earlier at an ATM.  The amount showing in the App is more than I got though. -> Aug: I made a withdrawal at an ATM, but the amount reflected in the app is different from what I actually received.
GEN | [passcode_forgotten] | Orig: Can you lookup my password? -> Aug: I forgot my passcode and need help retrieving it.
GEN | [lost_or_stolen_card] | Orig: My card has been stolen. I reported it with the police, but I need to report it with you as well. -> Aug: My credit card has been stolen and I've already filed a report with the authorities. I'd like to report it to your bank as well, please.
GEN | [pin_blocked] | Orig: How many incorrect attempts cause card to be blocked? -> Aug: What is the maximum number of incorrect PIN attempts allowed before my card is blocked?
GEN | [transfer_into_account] | Orig: I have money in a foreign account that I want to send to this account. -> Aug: I'd like to transfer funds from my foreign account to this account.
GEN | [passcode_forgotten] | Orig: I'm locked out of my account as I can't remember my code, what do I do now? -> Aug: I've forgotten my passcode and can't access my account, what steps can I take to regain access?
GEN | [transfer_into_account] | Orig: Can I withdraw money from another bank and transfer it into my empty account? -> Aug: Can I transfer funds from another bank into my account, which currently has no balance?
GEN | [topping_up_by_card] | Orig: My wallet is empty even though I topped it up an hour ago. -> Aug: I'm having an issue with my card balance, as I've recently tried to top up my account but it's still showing as empty.
GEN | [top_up_by_card_charge] | Orig: Are their fee's for top ups? -> Aug: Can I expect any charges when topping up my account using my card?
GEN | [card_arrival] | Orig: What's go on, where is my new card? -> Aug: When can I expect to receive my new card?
GEN | [top_up_failed] | Orig: I can't access my money. Is it because somethings wrong with the top-up? I set it up correctly. -> Aug: I'm having trouble accessing my funds. Could it be related to the top-up process? I'm certain I entered the details correctly.
GEN | [transfer_fee_charged] | Orig: I got an unexpected charge on my transfers. How can I correct this? -> Aug: I'm concerned about the extra fee I was charged for my recent transfer. Can you help me resolve this issue?
GEN | [transfer_fee_charged] | Orig: I have used this account overseas recently. Has there been an increase in fees that I am unaware of? -> Aug: I'm planning to make an international transfer, but I'm concerned about potential fee changes. Are there any new charges I should be aware of?
GEN | [top_up_reverted] | Orig: I put some money in my account the other day but now its gone? Why is this? -> Aug: I made a recent deposit, but it seems to have been reversed. Can you help me understand why this happened?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Where is my cash deposit in my balance? -> Aug: Why hasn't my balance been updated to reflect the cash deposit I made recently?
GEN | [pending_cash_withdrawal] | Orig: I have the cash already, my account still shows up as pending.  How can my account be still pending? -> Aug: I'm still waiting for the cash withdrawal to be processed, but my account balance still shows it as pending. Can you help me understand why it's taking so long?
GEN | [transfer_not_received_by_recipient] | Orig: I did a money transaction and dont have a receipt -> Aug: I made a payment and didn't receive a confirmation receipt
GEN | [card_payment_fee_charged] | Orig: I need to be made aware when I am being charged an extra amount for payments please. I looked over the app earlier and noticed an additional feel related to one of the payments. I was not warned about this before. -> Aug: I'd like to be notified when an extra fee is applied to my payment. I recently checked the app and noticed an unexpected fee associated with one of my transactions. I wasn't informed about this additional charge beforehand.
VAL | [pending_top_up] | YES | Text: When will the funds from my failed top-up be returned to my account?
VAL | [top_up_reverted] | YES | Text: reversal of top-up transaction
VAL | [top_up_reverted] | YES | Text: Hi, I've successfully recharged my top-up, but the amount hasn't been credited to my account. Could you please assist me in resolving this issue? I suspect there might be a technical glitch in the system.
VAL | [request_refund] | NO | Text: I recently purchased an item and would like to request a refund, could you please let me know if the item has already been shipped?
VAL | [top_up_reverted] | YES | Text: I attempted to make a crypto top-up using your service, but it didn't go through. The transaction was reversed, and the amount was taken from my account. Can you investigate this issue and let me know what's happening?
VAL | [fiat_currency_support] | YES | Text: Can I obtain currency from various countries?
VAL | [top_up_reverted] | YES | Text: I attempted to add funds to my card, but the transaction was reversed.
VAL | [pending_top_up] | NO | Text: It's been a while since I recharged my top-up.
VAL | [card_linking] | NO | Text: Can you assist me in reactivating my card?
VAL | [extra_charge_on_statement] | NO | Text: When will the extra charge appear on my statement?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | NO | Text: I'm frustrated because I was surprised to be charged an unexpected fee when I withdrew cash from an ATM on a public holiday, without being informed in advance.
VAL | [card_payment_fee_charged] | YES | Text: Why was I charged an additional fee when I used my credit/debit card for the transaction?
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I haven't seen any changes to my account balance after a recent transfer. Can you help me figure out why it's not reflecting the new amount?
VAL | [wrong_amount_of_cash_received] | YES | Text: I was expecting a larger sum for my cash withdrawal
VAL | [compromised_card] | YES | Text: I'm concerned that my card's security has been compromised.
VAL | [cash_withdrawal_charge] | YES | Text: I noticed a charge on my receipt for a cash withdrawal I made at a store. Is it normal to be charged a fee for this type of transaction?
VAL | [card_payment_fee_charged] | NO | Text: Can I make a payment without incurring any charges or fees on my card?
VAL | [extra_charge_on_statement] | NO | Text: We noticed that a pending charge of $1 has been applied to your account. Can you please confirm if you are aware of this extra charge on your statement?
VAL | [wrong_amount_of_cash_received] | YES | Text: I made a withdrawal at an ATM, but the amount reflected in the app is different from what I actually received.
VAL | [passcode_forgotten] | NO | Text: I forgot my passcode and need help retrieving it.
VAL | [lost_or_stolen_card] | YES | Text: My credit card has been stolen and I've already filed a report with the authorities. I'd like to report it to your bank as well, please.
VAL | [pin_blocked] | NO | Text: What is the maximum number of incorrect PIN attempts allowed before my card is blocked?
VAL | [transfer_into_account] | YES | Text: I'd like to transfer funds from my foreign account to this account.
VAL | [passcode_forgotten] | YES | Text: I've forgotten my passcode and can't access my account, what steps can I take to regain access?
VAL | [transfer_into_account] | YES | Text: Can I transfer funds from another bank into my account, which currently has no balance?
VAL | [topping_up_by_card] | NO | Text: I'm having an issue with my card balance, as I've recently tried to top up my account but it's still showing as empty.
VAL | [top_up_by_card_charge] | NO | Text: Can I expect any charges when topping up my account using my card?
VAL | [card_arrival] | NO | Text: When can I expect to receive my new card?
VAL | [top_up_failed] | YES | Text: I'm having trouble accessing my funds. Could it be related to the top-up process? I'm certain I entered the details correctly.
VAL | [transfer_fee_charged] | YES | Text: I'm concerned about the extra fee I was charged for my recent transfer. Can you help me resolve this issue?
VAL | [transfer_fee_charged] | NO | Text: I'm planning to make an international transfer, but I'm concerned about potential fee changes. Are there any new charges I should be aware of?
VAL | [top_up_reverted] | YES | Text: I made a recent deposit, but it seems to have been reversed. Can you help me understand why this happened?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: Why hasn't my balance been updated to reflect the cash deposit I made recently?
VAL | [pending_cash_withdrawal] | YES | Text: I'm still waiting for the cash withdrawal to be processed, but my account balance still shows it as pending. Can you help me understand why it's taking so long?
VAL | [transfer_not_received_by_recipient] | NO | Text: I made a payment and didn't receive a confirmation receipt
VAL | [card_payment_fee_charged] | YES | Text: I'd like to be notified when an extra fee is applied to my payment. I recently checked the app and noticed an unexpected fee associated with one of my transactions. I wasn't informed about this additional charge beforehand.
