GEN | [card_swallowed] | Orig: how to get new card after atm eats it -> Aug: what happens if my card gets swallowed by an ATM and I need a replacement?
GEN | [get_physical_card] | Orig: Explain the card PIN to me. -> Aug: I'd be happy to help you with that. However, I'd like to clarify that you're referring to the physical card, correct? If so, I can provide you with information on how to use the PIN on your physical card.
GEN | [beneficiary_not_allowed] | Orig: I really was trying to complete this exhange. I was trying to purchase some crypto but the app won't allow me to do it. Can you tell me what's going on here? -> Aug: I'm having trouble finalizing a transaction because the app won't let me select a beneficiary. Can you help me figure out why I'm being prevented from completing the crypto purchase?
GEN | [transfer_timing] | Orig: When will my money be in my account? -> Aug: When can I expect the funds to be deposited into my account?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Where is the money I put in the bank? -> Aug: Why hasn't my account balance been updated after I deposited cash or a cheque?
GEN | [apple_pay_or_google_pay] | Orig: I seem to be having trouble with my Google Pay Top. Can you please help? -> Aug: I'm having issues with Apple Pay on my iPhone. Can you assist me with that?
GEN | [apple_pay_or_google_pay] | Orig: Can you explain why my Google Pay Top isn't working? -> Aug: Can you help me troubleshoot the issue with my Apple Pay account?
GEN | [verify_source_of_funds] | Orig: My funds must be verified -> Aug: We need to confirm the origin of your funds
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I am worried about the amount of my cheque, which should be credited to my account few days before. As i have already sent you the cheque. -> Aug: I'm concerned that the deposit from my recent cheque hasn't been reflected in my account balance yet, as I mailed it to you a few days ago.
GEN | [card_acceptance] | Orig: Can I tell what business will take this card? -> Aug: Is there a specific merchant or business that accepts this card?
GEN | [failed_transfer] | Orig: Why was my transaction not approved? -> Aug: I'm trying to understand why my recent transfer was declined.
GEN | [extra_charge_on_statement] | Orig: Is the 1 pound charge going to be reimbursed on my card? -> Aug: Will the £1 extra charge on my recent statement be credited back to my account?
GEN | [lost_or_stolen_card] | Orig: My card is lost!  Please help me! -> Aug: I've misplaced my card and I need assistance in replacing it as soon as possible.
GEN | [lost_or_stolen_card] | Orig: I want to block my card or deactivate it or something, it's been stolen and I don't want it misused. I want this handled right away. -> Aug: I'd like to report my card as stolen and request it be blocked or deactivated immediately to prevent any unauthorized transactions. I'd appreciate it if this could be done as soon as possible.
GEN | [balance_not_updated_after_bank_transfer] | Orig: Hi, I am unable to see transaction in my account which i made couples of hours ago from my UK account. Please help me in this. -> Aug: I'm having trouble seeing a recent transfer from my UK account in my account balance, which was made a few hours ago. Can you assist me in resolving this issue?
GEN | [getting_spare_card] | Orig: Please tell me if I'm going to be charged for sending out more cards? -> Aug: Can I request a spare card without incurring any additional fees?
GEN | [topping_up_by_card] | Orig: Can my account be topped-up by friends of mine. -> Aug: Can I add funds to my account using my friend's credit/debit card?
GEN | [top_up_failed] | Orig: I tried to charge my card but it was declined. A couple days ago I was able to charge it and it was accepted. Is something wrong? Will you double check for me please? -> Aug: I attempted to make a payment using my card, but it was declined. I had successfully made a payment a few days ago, and it was processed without any issues. Could you please investigate this discrepancy for me?
GEN | [top_up_limits] | Orig: Do you limit my top-offs? -> Aug: Can I top up my limits?
GEN | [pending_transfer] | Orig: Hello, I went ahead and checked my account details to be sure, and they are definitely correct.  I've had a transfer pending for a while, and I can't understand why it hasn't gone through yet. -> Aug: I've reviewed my account information and confirmed that everything is accurate. I'm still waiting for a pending transfer to process, and I'm not sure why it's been delayed.
GEN | [lost_or_stolen_card] | Orig: My card was lost on vacation, I don't know where it is. Can you help me take care of this immediately? -> Aug: I misplaced my card while traveling and I'm not sure where it is. Can you assist me in resolving this issue as soon as possible?
GEN | [supported_cards_and_currencies] | Orig: use my credit to add money -> Aug: Utilize my credit card to make a deposit
GEN | [atm_support] | Orig: What locations can I get money from? -> Aug: Where can I withdraw cash from an ATM?
GEN | [declined_transfer] | Orig: I wanted to know why my transaction didn't go through. -> Aug: I'm trying to understand why my transfer was declined.
GEN | [card_payment_fee_charged] | Orig: Do you have charges now when you pay with a card? -> Aug: Are there any fees associated with using a credit or debit card for payment?
GEN | [Refund_not_showing_up] | Orig: Can I check my recent refund in my statement? -> Aug: I'm trying to locate my recent refund in my account statement, but it's not showing up. Can you help me investigate?
GEN | [declined_card_payment] | Orig: I was so embarrassed. Why didn't my payment clear? -> Aug: I'm really frustrated. My payment was declined, and I don't know why.
GEN | [Refund_not_showing_up] | Orig: When will my returned transaction show up on my account? -> Aug: Why hasn't my refund been credited to my account yet?
GEN | [Refund_not_showing_up] | Orig: Are the funds I requested from a merchant a few days ago in my account? I do not see them. -> Aug: I'm checking on the status of the refund I requested from a merchant a few days ago. Can you please confirm if the funds have been credited to my account yet?
GEN | [getting_virtual_card] | Orig: I haven't received my virtual card yet!! -> Aug: I'm still waiting to receive my virtual card, can you please help me with that?
GEN | [top_up_by_cash_or_cheque] | Orig: Is there somewhere I can send a check to add to my account? -> Aug: Can I deposit a check to increase my account balance?
GEN | [top_up_by_cash_or_cheque] | Orig: What are my payment options for topping off my account? -> Aug: How can I add funds to my account, and what methods are available for doing so?
GEN | [card_linking] | Orig: Card has been received, how will it show up on the app? -> Aug: How will the new card be reflected in the mobile app?
GEN | [topping_up_by_card] | Orig: Can I get my friends to add money to my account? -> Aug: Can I have my friends use their cards to top up my account?
VAL | [card_swallowed] | YES | Text: what happens if my card gets swallowed by an ATM and I need a replacement?
VAL | [get_physical_card] | NO | Text: I'd be happy to help you with that. However, I'd like to clarify that you're referring to the physical card, correct? If so, I can provide you with information on how to use the PIN on your physical card.
VAL | [beneficiary_not_allowed] | NO | Text: I'm having trouble finalizing a transaction because the app won't let me select a beneficiary. Can you help me figure out why I'm being prevented from completing the crypto purchase?
VAL | [transfer_timing] | YES | Text: When can I expect the funds to be deposited into my account?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: Why hasn't my account balance been updated after I deposited cash or a cheque?
VAL | [apple_pay_or_google_pay] | NO | Text: I'm having issues with Apple Pay on my iPhone. Can you assist me with that?
VAL | [apple_pay_or_google_pay] | NO | Text: Can you help me troubleshoot the issue with my Apple Pay account?
VAL | [verify_source_of_funds] | YES | Text: We need to confirm the origin of your funds
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | NO | Text: I'm concerned that the deposit from my recent cheque hasn't been reflected in my account balance yet, as I mailed it to you a few days ago.
VAL | [card_acceptance] | YES | Text: Is there a specific merchant or business that accepts this card?
VAL | [failed_transfer] | YES | Text: I'm trying to understand why my recent transfer was declined.
VAL | [extra_charge_on_statement] | NO | Text: Will the £1 extra charge on my recent statement be credited back to my account?
VAL | [lost_or_stolen_card] | YES | Text: I've misplaced my card and I need assistance in replacing it as soon as possible.
VAL | [lost_or_stolen_card] | YES | Text: I'd like to report my card as stolen and request it be blocked or deactivated immediately to prevent any unauthorized transactions. I'd appreciate it if this could be done as soon as possible.
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I'm having trouble seeing a recent transfer from my UK account in my account balance, which was made a few hours ago. Can you assist me in resolving this issue?
VAL | [getting_spare_card] | YES | Text: Can I request a spare card without incurring any additional fees?
VAL | [topping_up_by_card] | YES | Text: Can I add funds to my account using my friend's credit/debit card?
VAL | [top_up_failed] | YES | Text: I attempted to make a payment using my card, but it was declined. I had successfully made a payment a few days ago, and it was processed without any issues. Could you please investigate this discrepancy for me?
VAL | [top_up_limits] | NO | Text: Can I top up my limits?
VAL | [pending_transfer] | YES | Text: I've reviewed my account information and confirmed that everything is accurate. I'm still waiting for a pending transfer to process, and I'm not sure why it's been delayed.
VAL | [lost_or_stolen_card] | YES | Text: I misplaced my card while traveling and I'm not sure where it is. Can you assist me in resolving this issue as soon as possible?
VAL | [supported_cards_and_currencies] | NO | Text: Utilize my credit card to make a deposit
VAL | [atm_support] | YES | Text: Where can I withdraw cash from an ATM?
VAL | [declined_transfer] | YES | Text: I'm trying to understand why my transfer was declined.
VAL | [card_payment_fee_charged] | NO | Text: Are there any fees associated with using a credit or debit card for payment?
VAL | [Refund_not_showing_up] | YES | Text: I'm trying to locate my recent refund in my account statement, but it's not showing up. Can you help me investigate?
VAL | [declined_card_payment] | NO | Text: I'm really frustrated. My payment was declined, and I don't know why.
VAL | [Refund_not_showing_up] | YES | Text: Why hasn't my refund been credited to my account yet?
VAL | [Refund_not_showing_up] | YES | Text: I'm checking on the status of the refund I requested from a merchant a few days ago. Can you please confirm if the funds have been credited to my account yet?
VAL | [getting_virtual_card] | YES | Text: I'm still waiting to receive my virtual card, can you please help me with that?
VAL | [top_up_by_cash_or_cheque] | NO | Text: Can I deposit a check to increase my account balance?
VAL | [top_up_by_cash_or_cheque] | YES | Text: How can I add funds to my account, and what methods are available for doing so?
VAL | [card_linking] | YES | Text: How will the new card be reflected in the mobile app?
VAL | [topping_up_by_card] | YES | Text: Can I have my friends use their cards to top up my account?
