GEN | [visa_or_mastercard] | Orig: Do I have to pick a creditcard brand? -> Aug: Must I choose between Visa or Mastercard?
GEN | [visa_or_mastercard] | Orig: What credit cards do you carry -> Aug: We accept Visa and Mastercard credit cards.
GEN | [transfer_not_received_by_recipient] | Orig: I sent a payment but it isn't showing up in the app -> Aug: I made a transfer, but the recipient hasn't received it yet and it's not showing up in the app
GEN | [supported_cards_and_currencies] | Orig: How can I top up my account and which currency can I use? -> Aug: What payment methods are available for topping up my account, and what currencies are accepted?
GEN | [beneficiary_not_allowed] | Orig: My account transfer was blocked. -> Aug: Your transfer was halted due to the beneficiary not being authorized.
GEN | [top_up_reverted] | Orig: Do you support top ups? -> Aug: Can I make a top-up payment?
GEN | [pending_card_payment] | Orig: I was wondering how long does it take for a payment to go thru? It seems my last payment is stuck and hasn't moved. -> Aug: I'm concerned about the status of my recent payment. Can you please let me know when I can expect it to be processed and cleared from my account?
GEN | [beneficiary_not_allowed] | Orig: is there something blocking me from making transfers -> Aug: are there any restrictions preventing me from sending funds to the intended recipient?
GEN | [transfer_fee_charged] | Orig: Are money transfers free? -> Aug: Do I get charged a fee for transferring funds?
GEN | [card_payment_not_recognised] | Orig: Why is this payment on my app -> Aug: I'm trying to make a payment, but it's not being recognized on my app
GEN | [failed_transfer] | Orig: I was unable to transfer money from my account. -> Aug: I attempted to make a transfer from my account, but it was unsuccessful.
GEN | [pending_card_payment] | Orig: I made a card payment by my card but it failed. Please let me know when the payment will get completed as its still pending. -> Aug: I attempted to make a payment using my card, but the transaction was unsuccessful. Can you please inform me when the payment will be processed and confirmed as it's still showing as pending?
GEN | [transfer_fee_charged] | Orig: I've used my account frequently over the last month to manage my payments from abroad for my new place. I noticed that my fees have suddenly increased. As a frequent customer, shouldn't I be rewarded rather than suddenly being subject to a new fee? -> Aug: I've been a loyal customer for the past few months, using my account regularly to manage international transactions for my new property. I've noticed a sudden increase in fees, which seems unfair considering my consistent usage. Shouldn't I be entitled to a discount or some sort of reward for my loyalty?
GEN | [visa_or_mastercard] | Orig: I need a Visa card -> Aug: I require a Mastercard
GEN | [fiat_currency_support] | Orig: Is my country's currency supported by your system? -> Aug: Does your bank support transactions in my local currency, or do you only accept international currencies?
GEN | [get_physical_card] | Orig: When do I set up my card PIN? -> Aug: How do I activate my physical card and set up my PIN?
GEN | [transfer_not_received_by_recipient] | Orig: When are you going to transfer the money? -> Aug: I haven't received the transferred funds yet, when can I expect them to be credited to my account?
GEN | [top_up_by_card_charge] | Orig: What do I need to know about topping up? -> Aug: How can I charge my card to top up my account?
GEN | [exchange_charge] | Orig: Please provide currency exchange rates -> Aug: Can you give me the current exchange rates for currency conversion?
GEN | [pending_transfer] | Orig: How long do EU transfers actually take? I bought something online a couple days ago, sent the money immediately online but the seller says it's still not there yet. -> Aug: I'm concerned about the status of my online transfer. I initiated the payment a few days ago, but the recipient claims it's still pending. Can you please provide an estimated timeframe for when the funds will be available?
GEN | [card_linking] | Orig: how do I get my card to show in the app? -> Aug: why isn't my card appearing in the app?
GEN | [receiving_money] | Orig: I received a transfer in GBP how do I change it to a different currency? -> Aug: I recently received a foreign currency transfer in GBP and I'd like to convert it to a different currency, what are my options?
GEN | [transfer_into_account] | Orig: Why can I not transfer money into my account? -> Aug: I'm having trouble initiating a transfer from another account to my account. Can you help me with the process?
GEN | [topping_up_by_card] | Orig: I'd like to transfer funds using my credit card. -> Aug: I'd like to add funds to my account using my credit card.
GEN | [card_payment_fee_charged] | Orig: What are the fees imposed when I make a transaction? -> Aug: Can you tell me about the charges I'll be charged for processing a payment?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Are bank transfers immediate? -> Aug: Why hasn't my account balance updated after I made a bank transfer today?
GEN | [card_arrival] | Orig: How long should it take for my new card to arrive in them mail? What should I do if I never receive it? -> Aug: When can I expect my new card to arrive by mail? If it doesn't show up, what steps can I take to resolve the issue?
GEN | [get_physical_card] | Orig: The card PIN is not visible anywhere? -> Aug: I'd be happy to help you with that. Can you please request a physical card replacement or a new card with a new PIN?
GEN | [passcode_forgotten] | Orig: I can't remember my app code, can you reset it? -> Aug: I forgot my passcode, can you help me reset it?
GEN | [order_physical_card] | Orig: Card delivery services? Where? -> Aug: Can you please provide me with information on your physical card delivery options and estimated delivery times?
GEN | [topping_up_by_card] | Orig: I want to transfer money with my credit card. -> Aug: I'd like to add funds to my account using my credit card.
GEN | [transfer_fee_charged] | Orig: So I've been using my account frequently to manage payments for my vacation house in a different country, and now I'm getting hit with ridiculously high fees! What's with that? Ought not I be rewarded as a frequent user? -> Aug: I've been making regular transactions from my account to cover expenses for my vacation property abroad, but I'm surprised to see excessive fees being deducted. Can you explain why I'm being charged so much? I'd expect some loyalty benefits as a frequent user.
VAL | [visa_or_mastercard] | NO | Text: Must I choose between Visa or Mastercard?
VAL | [visa_or_mastercard] | YES | Text: We accept Visa and Mastercard credit cards.
VAL | [transfer_not_received_by_recipient] | YES | Text: I made a transfer, but the recipient hasn't received it yet and it's not showing up in the app
VAL | [supported_cards_and_currencies] | YES | Text: What payment methods are available for topping up my account, and what currencies are accepted?
VAL | [beneficiary_not_allowed] | YES | Text: Your transfer was halted due to the beneficiary not being authorized.
VAL | [top_up_reverted] | NO | Text: Can I make a top-up payment?
VAL | [pending_card_payment] | YES | Text: I'm concerned about the status of my recent payment. Can you please let me know when I can expect it to be processed and cleared from my account?
VAL | [beneficiary_not_allowed] | NO | Text: are there any restrictions preventing me from sending funds to the intended recipient?
VAL | [transfer_fee_charged] | NO | Text: Do I get charged a fee for transferring funds?
VAL | [card_payment_not_recognised] | YES | Text: I'm trying to make a payment, but it's not being recognized on my app
VAL | [failed_transfer] | YES | Text: I attempted to make a transfer from my account, but it was unsuccessful.
VAL | [pending_card_payment] | YES | Text: I attempted to make a payment using my card, but the transaction was unsuccessful. Can you please inform me when the payment will be processed and confirmed as it's still showing as pending?
VAL | [transfer_fee_charged] | NO | Text: I've been a loyal customer for the past few months, using my account regularly to manage international transactions for my new property. I've noticed a sudden increase in fees, which seems unfair considering my consistent usage. Shouldn't I be entitled to a discount or some sort of reward for my loyalty?
VAL | [visa_or_mastercard] | NO | Text: I require a Mastercard
VAL | [fiat_currency_support] | NO | Text: Does your bank support transactions in my local currency, or do you only accept international currencies?
VAL | [get_physical_card] | NO | Text: How do I activate my physical card and set up my PIN?
VAL | [transfer_not_received_by_recipient] | YES | Text: I haven't received the transferred funds yet, when can I expect them to be credited to my account?
VAL | [top_up_by_card_charge] | YES | Text: How can I charge my card to top up my account?
VAL | [exchange_charge] | YES | Text: Can you give me the current exchange rates for currency conversion?
VAL | [pending_transfer] | YES | Text: I'm concerned about the status of my online transfer. I initiated the payment a few days ago, but the recipient claims it's still pending. Can you please provide an estimated timeframe for when the funds will be available?
VAL | [card_linking] | NO | Text: why isn't my card appearing in the app?
VAL | [receiving_money] | YES | Text: I recently received a foreign currency transfer in GBP and I'd like to convert it to a different currency, what are my options?
VAL | [transfer_into_account] | NO | Text: I'm having trouble initiating a transfer from another account to my account. Can you help me with the process?
VAL | [topping_up_by_card] | YES | Text: I'd like to add funds to my account using my credit card.
VAL | [card_payment_fee_charged] | YES | Text: Can you tell me about the charges I'll be charged for processing a payment?
VAL | [balance_not_updated_after_bank_transfer] | NO | Text: Why hasn't my account balance updated after I made a bank transfer today?
VAL | [card_arrival] | YES | Text: When can I expect my new card to arrive by mail? If it doesn't show up, what steps can I take to resolve the issue?
VAL | [get_physical_card] | NO | Text: I'd be happy to help you with that. Can you please request a physical card replacement or a new card with a new PIN?
VAL | [passcode_forgotten] | YES | Text: I forgot my passcode, can you help me reset it?
VAL | [order_physical_card] | NO | Text: Can you please provide me with information on your physical card delivery options and estimated delivery times?
VAL | [topping_up_by_card] | YES | Text: I'd like to add funds to my account using my credit card.
VAL | [transfer_fee_charged] | NO | Text: I've been making regular transactions from my account to cover expenses for my vacation property abroad, but I'm surprised to see excessive fees being deducted. Can you explain why I'm being charged so much? I'd expect some loyalty benefits as a frequent user.
