GEN | [card_arrival] | Orig: How can I check on the status of my new card? -> Aug: Can you please let me know how to track the delivery of my recently issued card?
GEN | [pending_cash_withdrawal] | Orig: So much time has gone by, the pending status shouldn't still be there shouldn't it? -> Aug: I'm concerned that the pending status for my cash withdrawal has been lingering for too long, shouldn't it have been resolved by now?
GEN | [direct_debit_payment_not_recognised] | Orig: I need to cancel a transaction on my debit card. -> Aug: I'm trying to stop a direct debit payment that was taken from my account.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: My friend deposited $100 into my account, but it is not showing up! -> Aug: My account balance hasn't been updated after my friend deposited $100 in cash, and I'm unable to see the new amount.
GEN | [top_up_failed] | Orig: I really need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or try an alternative -> Aug: I'm in a bit of an emergency and need to top-up my card ASAP, but it's not accepting the payment. Can you help me resolve this issue or suggest an alternative solution?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I am still awaiting the money I put into my account this morning. -> Aug: I haven't seen the deposit from this morning's cash deposit reflected in my account balance yet.
GEN | [top_up_by_cash_or_cheque] | Orig: I'll send a check to top up my account -> Aug: I'll deposit a cheque to add funds to my account
GEN | [why_verify_identity] | Orig: I can't do the verification. -> Aug: I'm having trouble completing the identity verification process.
GEN | [cancel_transfer] | Orig: I'm really upset because I made a typo during a transfer and now I've sent money to the wrong account.  I can't fix this with the app.  Please help me immediately! -> Aug: I accidentally initiated a transfer to the wrong account and I need to cancel it as soon as possible. Can you assist me in reversing the transaction?
GEN | [transfer_into_account] | Orig: Whats the transfer process -> Aug: How do I initiate a transfer into my account?
GEN | [pending_card_payment] | Orig: I purchases several items today. Why are they still showing pending? -> Aug: I made a purchase yesterday, but the payment is still pending. Can you help me understand why it's not processing?
GEN | [get_physical_card] | Orig: In regards to the PIN of the card? -> Aug: I'd like to request a physical copy of my card.
GEN | [pin_blocked] | Orig: When I was drunk I got my card stuck in your machine because i mis-typed my PIN. What do I need to do to get it restored? -> Aug: I accidentally entered my PIN incorrectly while trying to make a transaction and now my card is blocked. Can you please help me unblock it?
GEN | [Refund_not_showing_up] | Orig: Please update me on whether you have received the funds for the refund of the large purchase I made recently. I have requested this from the merchant days ago but still haven't got anything. -> Aug: I'm still waiting to hear back about the status of my refund for the recent large purchase I made. It's been a while since I requested it from the merchant, and I'm starting to get concerned that it's not being processed. Can you please look into this and let me know what's going on?
GEN | [apple_pay_or_google_pay] | Orig: I have received my American express in apple play, looks like top up has an issue, please help? -> Aug: I've successfully added my American Express card to Google Pay, but I'm experiencing a problem with the top-up process, can you assist me?
GEN | [top_up_by_bank_transfer_charge] | Orig: If I top-up by using a trasfer are there charges that applied? -> Aug: Are there any charges applicable when I top-up using a bank transfer?
GEN | [pending_card_payment] | Orig: I made a payment that is not yet complete. -> Aug: I'm still waiting for a payment to be processed.
GEN | [Refund_not_showing_up] | Orig: Hello. Please, would you tell me if you have or have not received funds for a refund that I recently requested for a big purchase? I've contacted the merchant, but I can't tell that they have taken any action on it. -> Aug: I'm trying to track the status of a refund I requested for a recent purchase. Can you confirm if the funds have been received or if the merchant has taken any action on it?
GEN | [cancel_transfer] | Orig: Yesterday, I made an incorrect payment to the wrong account for my rent payment. I need this addressed as soon as possible and the funds transferred to the correct account by no later than tomorrow. -> Aug: I mistakenly sent a payment to the wrong account for my rent payment yesterday. I urgently need this issue resolved and the funds transferred to the correct account by tomorrow.
GEN | [card_arrival] | Orig: I want to find out what happened to my new card? -> Aug: I'm trying to locate my recently issued card, could you please help me track its status?
GEN | [lost_or_stolen_phone] | Orig: I just replaced my phone but how do I use my card information? -> Aug: I recently misplaced my phone and I'm having trouble accessing my account to update my card information.
GEN | [pending_card_payment] | Orig: Why are the things I bought earlier today still showing as pending? -> Aug: Can you please explain why the transactions I made earlier today are still listed as pending on my account?
GEN | [getting_spare_card] | Orig: How many different cards can I have for my account? -> Aug: I'd like to know if I can have multiple cards linked to my account.
GEN | [cancel_transfer] | Orig: I submitted a transaction but it was for the incorrect account. -> Aug: I accidentally initiated a transfer to the wrong account and would like to cancel it.
GEN | [wrong_amount_of_cash_received] | Orig: my atm transaction was wrong -> Aug: I received the wrong amount of cash from the ATM transaction.
GEN | [pending_transfer] | Orig: How long would does it take for a seller to receive an EU transfer if I bought something from them and sent them the money immediately? -> Aug: How long does it typically take for a seller to receive a pending EU transfer after I've initiated the payment and sent the funds immediately?
GEN | [virtual_card_not_working] | Orig: Why is my disposable card not working? -> Aug: Why is my virtual card not functioning properly?
GEN | [get_physical_card] | Orig: my pin hasn't arrived in the post! How do I cancel it or get a new one? -> Aug: I've lost my physical card and need a replacement. Can I request a new one or cancel the original one that was sent to me?
GEN | [top_up_failed] | Orig: I've been trying to transfer funds to top-up my card, but the transaction is not going through.  Is there something I'm doing wrong? -> Aug: I attempted to add funds to my card using the transfer option, but the transaction keeps getting declined. Can you help me identify the issue?
GEN | [fiat_currency_support] | Orig: Can I exchange my money for EUR? -> Aug: Can I convert my funds to euros?
GEN | [cancel_transfer] | Orig: How do i cancel a charge? -> Aug: Can you help me stop a pending transfer?
GEN | [card_not_working] | Orig: Need help to get my card to work. -> Aug: Having trouble getting my card to function properly.
GEN | [card_arrival] | Orig: Is there a way to track my card? -> Aug: Can I check the status of my card delivery?
GEN | [cash_withdrawal_not_recognised] | Orig: I got a message saying I made a withdrawal from the bank machine, but I did not. -> Aug: I'm confused because I didn't make a withdrawal, but I received a notification saying I did.
GEN | [balance_not_updated_after_bank_transfer] | Orig: How can I fix my bank transfer to show up on my bank account? -> Aug: Why hasn't my recent bank transfer reflected in my account balance?
GEN | [card_not_working] | Orig: How do I re-order a damaged card? -> Aug: I'm having trouble using my card due to a physical issue, can I request a replacement or re-order a new one?
GEN | [transfer_not_received_by_recipient] | Orig: I've checked multiple times to make sure the account number listed is the right one after attempting to make a transfer within the country the day before yesterday. The transfer is still not available so can you please find out what is going on? -> Aug: I've double-checked the account number to ensure it's correct, as I initiated a domestic transfer two days ago, but the funds are still missing. Can you investigate what's causing the delay?
GEN | [exchange_charge] | Orig: If someone in a different country sends me money, do I have to pay a fee? -> Aug: Can I expect to be charged a fee if someone from another country sends me a payment?
GEN | [transfer_timing] | Orig: I desperately need to transfer something from China, Please give me the wait time. -> Aug: I urgently require transferring an item from China, Could you please provide the estimated wait time for the transfer?
VAL | [card_arrival] | YES | Text: Can you please let me know how to track the delivery of my recently issued card?
VAL | [pending_cash_withdrawal] | NO | Text: I'm concerned that the pending status for my cash withdrawal has been lingering for too long, shouldn't it have been resolved by now?
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm trying to stop a direct debit payment that was taken from my account.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: My account balance hasn't been updated after my friend deposited $100 in cash, and I'm unable to see the new amount.
VAL | [top_up_failed] | YES | Text: I'm in a bit of an emergency and need to top-up my card ASAP, but it's not accepting the payment. Can you help me resolve this issue or suggest an alternative solution?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I haven't seen the deposit from this morning's cash deposit reflected in my account balance yet.
VAL | [top_up_by_cash_or_cheque] | NO | Text: I'll deposit a cheque to add funds to my account
VAL | [why_verify_identity] | NO | Text: I'm having trouble completing the identity verification process.
VAL | [cancel_transfer] | YES | Text: I accidentally initiated a transfer to the wrong account and I need to cancel it as soon as possible. Can you assist me in reversing the transaction?
VAL | [transfer_into_account] | YES | Text: How do I initiate a transfer into my account?
VAL | [pending_card_payment] | YES | Text: I made a purchase yesterday, but the payment is still pending. Can you help me understand why it's not processing?
VAL | [get_physical_card] | YES | Text: I'd like to request a physical copy of my card.
VAL | [pin_blocked] | NO | Text: I accidentally entered my PIN incorrectly while trying to make a transaction and now my card is blocked. Can you please help me unblock it?
VAL | [Refund_not_showing_up] | YES | Text: I'm still waiting to hear back about the status of my refund for the recent large purchase I made. It's been a while since I requested it from the merchant, and I'm starting to get concerned that it's not being processed. Can you please look into this and let me know what's going on?
VAL | [apple_pay_or_google_pay] | NO | Text: I've successfully added my American Express card to Google Pay, but I'm experiencing a problem with the top-up process, can you assist me?
VAL | [top_up_by_bank_transfer_charge] | YES | Text: Are there any charges applicable when I top-up using a bank transfer?
VAL | [pending_card_payment] | YES | Text: I'm still waiting for a payment to be processed.
VAL | [Refund_not_showing_up] | YES | Text: I'm trying to track the status of a refund I requested for a recent purchase. Can you confirm if the funds have been received or if the merchant has taken any action on it?
VAL | [cancel_transfer] | NO | Text: I mistakenly sent a payment to the wrong account for my rent payment yesterday. I urgently need this issue resolved and the funds transferred to the correct account by tomorrow.
VAL | [card_arrival] | YES | Text: I'm trying to locate my recently issued card, could you please help me track its status?
VAL | [lost_or_stolen_phone] | NO | Text: I recently misplaced my phone and I'm having trouble accessing my account to update my card information.
VAL | [pending_card_payment] | YES | Text: Can you please explain why the transactions I made earlier today are still listed as pending on my account?
VAL | [getting_spare_card] | NO | Text: I'd like to know if I can have multiple cards linked to my account.
VAL | [cancel_transfer] | YES | Text: I accidentally initiated a transfer to the wrong account and would like to cancel it.
VAL | [wrong_amount_of_cash_received] | YES | Text: I received the wrong amount of cash from the ATM transaction.
VAL | [pending_transfer] | YES | Text: How long does it typically take for a seller to receive a pending EU transfer after I've initiated the payment and sent the funds immediately?
VAL | [virtual_card_not_working] | YES | Text: Why is my virtual card not functioning properly?
VAL | [get_physical_card] | NO | Text: I've lost my physical card and need a replacement. Can I request a new one or cancel the original one that was sent to me?
VAL | [top_up_failed] | YES | Text: I attempted to add funds to my card using the transfer option, but the transaction keeps getting declined. Can you help me identify the issue?
VAL | [fiat_currency_support] | YES | Text: Can I convert my funds to euros?
VAL | [cancel_transfer] | NO | Text: Can you help me stop a pending transfer?
VAL | [card_not_working] | YES | Text: Having trouble getting my card to function properly.
VAL | [card_arrival] | YES | Text: Can I check the status of my card delivery?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm confused because I didn't make a withdrawal, but I received a notification saying I did.
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: Why hasn't my recent bank transfer reflected in my account balance?
VAL | [card_not_working] | YES | Text: I'm having trouble using my card due to a physical issue, can I request a replacement or re-order a new one?
VAL | [transfer_not_received_by_recipient] | YES | Text: I've double-checked the account number to ensure it's correct, as I initiated a domestic transfer two days ago, but the funds are still missing. Can you investigate what's causing the delay?
VAL | [exchange_charge] | NO | Text: Can I expect to be charged a fee if someone from another country sends me a payment?
VAL | [transfer_timing] | YES | Text: I urgently require transferring an item from China, Could you please provide the estimated wait time for the transfer?
