GEN | [receiving_money] | Orig: How do I know what my account is set to, I am paid in GBP? -> Aug: How can I confirm my account's currency setting, as I receive payments in GBP?
GEN | [card_acceptance] | Orig: Can I use my card for online payments? -> Aug: Is my credit card accepted for online transactions?
GEN | [country_support] | Orig: Is there anywhere  In the  Eu  this card can not be delivered in -> Aug: Can this card be delivered to all areas within the European Union, or are there any specific countries or regions where it may not be possible?
GEN | [direct_debit_payment_not_recognised] | Orig: What do I do if there is an electronic debit that is not correct? -> Aug: I'm having trouble with an electronic direct debit that's not being recognized. What should I do?
GEN | [failed_transfer] | Orig: Hi, I'm in progress of purchasing a flat and am trying to make to make a payment.  An error is appearing, and I need assistance. -> Aug: I'm in the process of buying a property and am attempting to complete a payment, but an error is occurring and I require assistance to resolve the issue.
GEN | [verify_top_up] | Orig: Help me verify the card used on a top-up. -> Aug: Can you confirm the card details used for the recent top-up transaction?
GEN | [atm_support] | Orig: Where can I get money from my card? -> Aug: How can I access my funds using my debit/credit card?
GEN | [declined_transfer] | Orig: How do I make sure my transfer isn't goin to an unsupported merchant? -> Aug: We'd like to inform you that your recent transfer request has been declined due to the merchant being unsupported. To avoid this issue in the future, please ensure that the merchant is authorized by our bank before initiating the transfer.
GEN | [transaction_charged_twice] | Orig: My card is showing the same transaction over and over again. -> Aug: I've noticed that I've been charged multiple times for the same transaction.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: My rate is not right when I used my card in a different country's money. -> Aug: The exchange rate I got when I withdrew cash with my card in a foreign country is incorrect.
GEN | [top_up_failed] | Orig: My money I added isn't on my card. -> Aug: The funds I attempted to add are not showing up on my card.
GEN | [transfer_not_received_by_recipient] | Orig: I dont see my reciept -> Aug: I haven't received my transfer receipt.
GEN | [card_delivery_estimate] | Orig: i need to add express delivery if that's an option -> Aug: I'd like to upgrade to expedited shipping if it's available for my card delivery.
GEN | [request_refund] | Orig: Do you have a return policy? -> Aug: I'd like to know if I can get a refund for an item I recently purchased.
GEN | [Refund_not_showing_up] | Orig: Why hasn't my return cleared my account? -> Aug: I haven't seen the refund credited to my account yet, can you help me with that?
GEN | [topping_up_by_card] | Orig: My friends would like to add to my account. What is the procedure? -> Aug: How can I add funds to my account using my debit/credit card?
GEN | [card_payment_not_recognised] | Orig: I need to cancel my card.  There are a few charges from a couple days ago that I didn't make.  Can I get credit for these charges? -> Aug: I'm trying to dispute a recent charge on my card. I didn't make the purchase, and I'd like to reverse the transaction and get a refund.
GEN | [supported_cards_and_currencies] | Orig: why don't you accept american express for adding money to my account -> Aug: We do not currently support American Express as a payment method for adding funds to your account, but we do accept a variety of other cards and currencies, including Visa, Mastercard, and USD/EUR/GBP transfers.
GEN | [cash_withdrawal_not_recognised] | Orig: I am seeing unathorized transactions in the app, on my account. -> Aug: I'm getting notifications about suspicious transactions on my account, which I didn't authorize.
GEN | [cash_withdrawal_charge] | Orig: How much money can I withdraw before fees? I noticed a fee on my card but I didn't think I had hit the limit of how much I could withdraw in a month. -> Aug: What are the fees associated with cash withdrawals, and is there a daily or monthly limit on the amount I can withdraw before incurring charges?
GEN | [receiving_money] | Orig: What do I need to do to receive my payroll in the account? -> Aug: How can I get my payroll deposited into my account?
GEN | [transfer_not_received_by_recipient] | Orig: wheres my money receipt -> Aug: I haven't received the transfer confirmation, can you please help me locate the receipt?
GEN | [verify_top_up] | Orig: I don't see the verification code for my card transfer. -> Aug: I'm having trouble finding the verification code for my recent top-up.
GEN | [request_refund] | Orig: I bought a product a week ago, but may need to return it. -> Aug: I recently purchased an item, but I'm considering returning it due to a change of heart.
GEN | [verify_top_up] | Orig: What is the verification process for my card? -> Aug: Can you walk me through the steps to verify my card for a top-up transaction?
GEN | [supported_cards_and_currencies] | Orig: why wont my american express work to add money -> Aug: We do not currently support American Express as a payment method for adding funds to your account. However, we do accept a variety of other cards, including Visa, Mastercard, and Discover. If you have any other questions or concerns, please feel free to ask.
GEN | [supported_cards_and_currencies] | Orig: Why doesn't it work when I use American Express to try to add money to my account? -> Aug: We do not currently support American Express as a payment method for adding funds to your account. However, we do accept a variety of other cards, including Visa, Mastercard, and Discover. Additionally, you can also use various digital wallets like Apple Pay, Google Pay, and Samsung Pay. If you have any further questions or concerns, please feel free to ask.
GEN | [pending_card_payment] | Orig: Why aren't my payment funds available to me? -> Aug: I'm trying to access my available balance, but it shows that my recent payment is still pending. Can you help me understand why it's not reflecting in my account yet?
GEN | [card_payment_not_recognised] | Orig: This card payment isn't is recognition. -> Aug: This card payment is not being recognized.
GEN | [receiving_money] | Orig: I need my payment in another currency -> Aug: I would like to receive my payment in a different currency
GEN | [exchange_rate] | Orig: Does this app have the same exchange rate as third parties? -> Aug: Is the exchange rate offered by this app identical to what I would find on other platforms?
GEN | [getting_spare_card] | Orig: Can another family member hold a card for this account in addition to mine? -> Aug: Can I have a spare card issued for this account, in addition to the one I already have?
GEN | [card_acceptance] | Orig: Where do I pay with my debit or credit card? -> Aug: How can I use my debit or credit card to make a payment?
GEN | [transfer_not_received_by_recipient] | Orig: I do not know where the transaction is. -> Aug: I'm not sure where the transfer went, as the recipient hasn't received it.
GEN | [compromised_card] | Orig: I don't recognize some transactions.  Is someone else using it? -> Aug: I'm concerned about unauthorized activity on my account. Can you help me investigate?
VAL | [receiving_money] | YES | Text: How can I confirm my account's currency setting, as I receive payments in GBP?
VAL | [card_acceptance] | YES | Text: Is my credit card accepted for online transactions?
VAL | [country_support] | YES | Text: Can this card be delivered to all areas within the European Union, or are there any specific countries or regions where it may not be possible?
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm having trouble with an electronic direct debit that's not being recognized. What should I do?
VAL | [failed_transfer] | YES | Text: I'm in the process of buying a property and am attempting to complete a payment, but an error is occurring and I require assistance to resolve the issue.
VAL | [verify_top_up] | YES | Text: Can you confirm the card details used for the recent top-up transaction?
VAL | [atm_support] | NO | Text: How can I access my funds using my debit/credit card?
VAL | [declined_transfer] | NO | Text: We'd like to inform you that your recent transfer request has been declined due to the merchant being unsupported. To avoid this issue in the future, please ensure that the merchant is authorized by our bank before initiating the transfer.
VAL | [transaction_charged_twice] | YES | Text: I've noticed that I've been charged multiple times for the same transaction.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: The exchange rate I got when I withdrew cash with my card in a foreign country is incorrect.
VAL | [top_up_failed] | YES | Text: The funds I attempted to add are not showing up on my card.
VAL | [transfer_not_received_by_recipient] | YES | Text: I haven't received my transfer receipt.
VAL | [card_delivery_estimate] | NO | Text: I'd like to upgrade to expedited shipping if it's available for my card delivery.
VAL | [request_refund] | YES | Text: I'd like to know if I can get a refund for an item I recently purchased.
VAL | [Refund_not_showing_up] | YES | Text: I haven't seen the refund credited to my account yet, can you help me with that?
VAL | [topping_up_by_card] | YES | Text: How can I add funds to my account using my debit/credit card?
VAL | [card_payment_not_recognised] | NO | Text: I'm trying to dispute a recent charge on my card. I didn't make the purchase, and I'd like to reverse the transaction and get a refund.
VAL | [supported_cards_and_currencies] | NO | Text: We do not currently support American Express as a payment method for adding funds to your account, but we do accept a variety of other cards and currencies, including Visa, Mastercard, and USD/EUR/GBP transfers.
VAL | [cash_withdrawal_not_recognised] | NO | Text: I'm getting notifications about suspicious transactions on my account, which I didn't authorize.
VAL | [cash_withdrawal_charge] | NO | Text: What are the fees associated with cash withdrawals, and is there a daily or monthly limit on the amount I can withdraw before incurring charges?
VAL | [receiving_money] | YES | Text: How can I get my payroll deposited into my account?
VAL | [transfer_not_received_by_recipient] | NO | Text: I haven't received the transfer confirmation, can you please help me locate the receipt?
VAL | [verify_top_up] | NO | Text: I'm having trouble finding the verification code for my recent top-up.
VAL | [request_refund] | YES | Text: I recently purchased an item, but I'm considering returning it due to a change of heart.
VAL | [verify_top_up] | NO | Text: Can you walk me through the steps to verify my card for a top-up transaction?
VAL | [supported_cards_and_currencies] | NO | Text: We do not currently support American Express as a payment method for adding funds to your account. However, we do accept a variety of other cards, including Visa, Mastercard, and Discover. If you have any other questions or concerns, please feel free to ask.
VAL | [supported_cards_and_currencies] | NO | Text: We do not currently support American Express as a payment method for adding funds to your account. However, we do accept a variety of other cards, including Visa, Mastercard, and Discover. Additionally, you can also use various digital wallets like Apple Pay, Google Pay, and Samsung Pay. If you have any further questions or concerns, please feel free to ask.
VAL | [pending_card_payment] | YES | Text: I'm trying to access my available balance, but it shows that my recent payment is still pending. Can you help me understand why it's not reflecting in my account yet?
VAL | [card_payment_not_recognised] | YES | Text: This card payment is not being recognized.
VAL | [receiving_money] | YES | Text: I would like to receive my payment in a different currency
VAL | [exchange_rate] | YES | Text: Is the exchange rate offered by this app identical to what I would find on other platforms?
VAL | [getting_spare_card] | YES | Text: Can I have a spare card issued for this account, in addition to the one I already have?
VAL | [card_acceptance] | YES | Text: How can I use my debit or credit card to make a payment?
VAL | [transfer_not_received_by_recipient] | YES | Text: I'm not sure where the transfer went, as the recipient hasn't received it.
VAL | [compromised_card] | YES | Text: I'm concerned about unauthorized activity on my account. Can you help me investigate?
