GEN | [fiat_currency_support] | Orig: I would like to know which fiat currencies are recognized by your organization. -> Aug: We accept a wide range of fiat currencies, including USD, EUR, JPY, and many others. Can you please specify which currency you would like to use for your transaction?
GEN | [card_delivery_estimate] | Orig: How many days to deliver to a US customer? -> Aug: What is the estimated delivery timeframe for a card to a customer in the United States?
GEN | [exchange_charge] | Orig: I wanted to know what discounts were offered for current exchanges as it is something that occurs frequently. -> Aug: I'm looking for information on any available promotions or discounts for exchanging charges, as this process happens quite often.
GEN | [request_refund] | Orig: It's been over a month and i still haven't received my goods! I ordered a pencil for crying out loud, it's not that hard to deliver that! I'm done with these people, give me a refund immediately! I'll search for my Japanese exclusive pencil elsewhere! -> Aug: I've been waiting for over a month and haven't received my order, which was a simple pencil. I'm extremely frustrated and would like a refund as soon as possible. I'll take my business elsewhere if this issue isn't resolved promptly.
GEN | [verify_source_of_funds] | Orig: I require verification of my source of funds. -> Aug: I need to confirm the origin of my funds.
GEN | [verify_source_of_funds] | Orig: My source of funds need verification. -> Aug: We would like to verify the origin of the funds used for this transaction.
GEN | [verify_source_of_funds] | Orig: My source of funds require verification. -> Aug: We need to confirm the origin of your funds.
GEN | [supported_cards_and_currencies] | Orig: Do you have a list of cards and currencies you support? -> Aug: What types of payment cards and currencies do you accept?
GEN | [fiat_currency_support] | Orig: I need to know which flat currencies are supported by you. -> Aug: We currently support a wide range of fiat currencies, including but not limited to USD, EUR, JPY, and GBP. Can you please specify which currency you are looking to use for your transaction?
GEN | [fiat_currency_support] | Orig: I need assistance with understanding which fiat currencies that you support. -> Aug: I'm looking for information on the fiat currencies that your bank accepts or supports.
GEN | [card_delivery_estimate] | Orig: What is delivery speed to the United States? -> Aug: What is the estimated delivery time for a card to the United States?
GEN | [verify_source_of_funds] | Orig: How do I verify my source of funds? -> Aug: Can you please confirm the origin of the funds used for this transaction?
GEN | [declined_card_payment] | Orig: Hi, is everything in good standing with my card? I am receiving multiple "decline" messages. -> Aug: We've noticed that your recent transactions have been declined. Can you please check your account balance and ensure you have sufficient funds to cover the payments?
GEN | [Refund_not_showing_up] | Orig: Can you tell me if a credit/refund is coming from a seller? I asked for refund directly from them and am still waiting. It's been a week now and i still havn't seen my refund yet. -> Aug: I'm still waiting to receive a refund from a seller after requesting it directly. It's been a week and I haven't seen any credit yet. Can you check if the refund has been processed?
GEN | [card_arrival] | Orig: maximum how many days get the courier? -> Aug: How long does it take for the courier to deliver my card?
GEN | [card_delivery_estimate] | Orig: I'd like to have it delivered on Saturday.  Is that possible? -> Aug: I'd like to know if it's feasible to receive the card by Saturday.
GEN | [card_delivery_estimate] | Orig: How long will it take to get to the US? -> Aug: When can I expect my new credit card to arrive in the United States?
GEN | [verify_source_of_funds] | Orig: Please verify my source of funds. -> Aug: Please confirm the origin of the funds used for this transaction.
GEN | [verify_source_of_funds] | Orig: How can I verify my source of funds? -> Aug: Can you please confirm the origin of the funds used for this transaction?
GEN | [supported_cards_and_currencies] | Orig: Do you have a list of the cards and currencies supported? -> Aug: What types of cards and currencies do you accept for transactions?
GEN | [card_delivery_estimate] | Orig: How long are deliveries to the US? -> Aug: What is the estimated delivery timeframe for card shipments to the United States?
GEN | [card_delivery_estimate] | Orig: What is the length of time for one of these items to come to the U.S? -> Aug: How long does it typically take for an item to be delivered to the United States?
GEN | [card_about_to_expire] | Orig: Am I able to get this shipped to China? -> Aug: I'm trying to renew my credit card, which is about to expire, and I'd like to know if I can have it delivered to China.
GEN | [verify_source_of_funds] | Orig: I have to verify my source of funds. -> Aug: I'd like to confirm the origin of my funds.
GEN | [receiving_money] | Orig: What are the steps for getting money from a friend? -> Aug: How do I receive money from a friend?
GEN | [card_delivery_estimate] | Orig: How long is US delivery? -> Aug: What is the estimated delivery time for a card sent to the United States?
GEN | [card_delivery_estimate] | Orig: What is the wait time for delivery to the US? -> Aug: Can you please provide an estimated delivery timeframe for a card to the United States?
GEN | [verify_my_identity] | Orig: im worried about fraud how do you protect my account -> Aug: I'm concerned about potential security risks, can you confirm my identity to ensure my account is secure?
GEN | [compromised_card] | Orig: What do I do if I believe to be a victim of credit card fraud? -> Aug: If my credit card information has been stolen, what steps can I take to protect my account and report the incident to the bank?
GEN | [verify_top_up] | Orig: I would like to receive instructions showing the verification process for top up cards.. -> Aug: I'd appreciate guidance on the verification steps for topping up my prepaid cards.
GEN | [verify_source_of_funds] | Orig: How can I receive verification for the source of my funds? -> Aug: Can you please provide documentation to confirm the origin of my funds?
GEN | [request_refund] | Orig: What is the refund process? -> Aug: I'd like to know the steps to initiate a refund for my recent transaction.
GEN | [request_refund] | Orig: What do I need to do for a refund? -> Aug: Can you please guide me through the process of requesting a refund?
GEN | [reverted_card_payment?] | Orig: Ive been trying to use my card for two weeks now to purchase somethings online but nothing is going through. It keeps returning my payment to my account. There shouldn't be anything wrong with my account, is it the card? -> Aug: Ive been having issues with my card transactions for the past fortnight, as every time I try to make an online purchase, the payment gets reversed back to my account. Could there be a problem with my card itself?
VAL | [fiat_currency_support] | NO | Text: We accept a wide range of fiat currencies, including USD, EUR, JPY, and many others. Can you please specify which currency you would like to use for your transaction?
VAL | [card_delivery_estimate] | YES | Text: What is the estimated delivery timeframe for a card to a customer in the United States?
VAL | [exchange_charge] | YES | Text: I'm looking for information on any available promotions or discounts for exchanging charges, as this process happens quite often.
VAL | [request_refund] | YES | Text: I've been waiting for over a month and haven't received my order, which was a simple pencil. I'm extremely frustrated and would like a refund as soon as possible. I'll take my business elsewhere if this issue isn't resolved promptly.
VAL | [verify_source_of_funds] | YES | Text: I need to confirm the origin of my funds.
VAL | [verify_source_of_funds] | YES | Text: We would like to verify the origin of the funds used for this transaction.
VAL | [verify_source_of_funds] | YES | Text: We need to confirm the origin of your funds.
VAL | [supported_cards_and_currencies] | YES | Text: What types of payment cards and currencies do you accept?
VAL | [fiat_currency_support] | YES | Text: We currently support a wide range of fiat currencies, including but not limited to USD, EUR, JPY, and GBP. Can you please specify which currency you are looking to use for your transaction?
VAL | [fiat_currency_support] | YES | Text: I'm looking for information on the fiat currencies that your bank accepts or supports.
VAL | [card_delivery_estimate] | YES | Text: What is the estimated delivery time for a card to the United States?
VAL | [verify_source_of_funds] | YES | Text: Can you please confirm the origin of the funds used for this transaction?
VAL | [declined_card_payment] | NO | Text: We've noticed that your recent transactions have been declined. Can you please check your account balance and ensure you have sufficient funds to cover the payments?
VAL | [Refund_not_showing_up] | YES | Text: I'm still waiting to receive a refund from a seller after requesting it directly. It's been a week and I haven't seen any credit yet. Can you check if the refund has been processed?
VAL | [card_arrival] | YES | Text: How long does it take for the courier to deliver my card?
VAL | [card_delivery_estimate] | YES | Text: I'd like to know if it's feasible to receive the card by Saturday.
VAL | [card_delivery_estimate] | NO | Text: When can I expect my new credit card to arrive in the United States?
VAL | [verify_source_of_funds] | YES | Text: Please confirm the origin of the funds used for this transaction.
VAL | [verify_source_of_funds] | YES | Text: Can you please confirm the origin of the funds used for this transaction?
VAL | [supported_cards_and_currencies] | YES | Text: What types of cards and currencies do you accept for transactions?
VAL | [card_delivery_estimate] | YES | Text: What is the estimated delivery timeframe for card shipments to the United States?
VAL | [card_delivery_estimate] | NO | Text: How long does it typically take for an item to be delivered to the United States?
VAL | [card_about_to_expire] | NO | Text: I'm trying to renew my credit card, which is about to expire, and I'd like to know if I can have it delivered to China.
VAL | [verify_source_of_funds] | YES | Text: I'd like to confirm the origin of my funds.
VAL | [receiving_money] | NO | Text: How do I receive money from a friend?
VAL | [card_delivery_estimate] | YES | Text: What is the estimated delivery time for a card sent to the United States?
VAL | [card_delivery_estimate] | YES | Text: Can you please provide an estimated delivery timeframe for a card to the United States?
VAL | [verify_my_identity] | NO | Text: I'm concerned about potential security risks, can you confirm my identity to ensure my account is secure?
VAL | [compromised_card] | NO | Text: If my credit card information has been stolen, what steps can I take to protect my account and report the incident to the bank?
VAL | [verify_top_up] | YES | Text: I'd appreciate guidance on the verification steps for topping up my prepaid cards.
VAL | [verify_source_of_funds] | YES | Text: Can you please provide documentation to confirm the origin of my funds?
VAL | [request_refund] | YES | Text: I'd like to know the steps to initiate a refund for my recent transaction.
VAL | [request_refund] | YES | Text: Can you please guide me through the process of requesting a refund?
VAL | [reverted_card_payment?] | YES | Text: Ive been having issues with my card transactions for the past fortnight, as every time I try to make an online purchase, the payment gets reversed back to my account. Could there be a problem with my card itself?
