GEN | [balance_not_updated_after_bank_transfer] | Orig: Im going to need to make a transfer from a UK account but I need it to go through ASAP. Is that going to be possible or will it take forever?? Im hoping it will be a couple hours and not a couple weeks. -> Aug: I'm trying to make a transfer from a UK account, but my account balance isn't updating after the transfer was initiated. Can you please expedite the process or provide an estimated timeframe for when the balance will be updated?
GEN | [disposable_card_limits] | Orig: A friend was telling me about her disposable cards. What would I have to do to be able to get that feature? -> Aug: Can you tell me more about the disposable card limits she mentioned? I'd be happy to help you understand how to set up or use that feature on your account.
GEN | [disposable_card_limits] | Orig: Are there any limits if I use these virtual cards? -> Aug: What are the spending limits for disposable cards, and can I use them for online transactions?
GEN | [get_disposable_virtual_card] | Orig: Please send me a disposable virtual card. -> Aug: Can you provide me with a disposable virtual card?
GEN | [country_support] | Orig: What countries do your accounts send and receive to? -> Aug: Which countries do your bank accounts support international transactions for sending and receiving funds?
GEN | [transfer_timing] | Orig: How long does it take to get my money -> Aug: When can I expect to receive the funds after initiating a transfer?
GEN | [pin_blocked] | Orig: I managed to drunken block my card :(( Help! -> Aug: I accidentally blocked my card while trying to enter my PIN, what can I do to unblock it?
GEN | [activate_my_card] | Orig: I tried activating my plug-in and it didn't piece of work -> Aug: I attempted to activate my debit card, but it's not functioning properly
GEN | [activate_my_card] | Orig: If you to to account, hit activate, and follow the instructions, you can activate it in just a few seconds. -> Aug: Just log in to your account, tap on "Activate" and follow the prompts to activate your card in a few easy steps.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: An overseas cash transfer did not work correctly -> Aug: I made a mistake with the exchange rate when withdrawing cash from my account.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I need my account checked because it appears there is a problem. I attempted to update my balance yesterday using cheque but it doesn't seem to have worked.  Should this not be faster than this? -> Aug: I'm concerned about an issue with my account. I deposited a cheque yesterday, but my balance hasn't been updated yet. Can you look into this and let me know why it's taking so long?
GEN | [lost_or_stolen_card] | Orig: I lost my card n need a new one. -> Aug: I misplaced my credit card and would like to report it lost and request a replacement.
GEN | [transfer_fee_charged] | Orig: Hi! I'm a university student studying abroad and I noticed that when I was trying to cross-reference my budget for this month that there were extra fees I was not expecting. Why is that? I've had this account for years and I haven't had any trouble so far, it might not even be on your all's end since I'm still new to international travel and finance, but I wanted to double check in case a mistake was made! -> Aug: Hi! I'm a university student studying abroad and I noticed that when I was reviewing my budget for this month, I saw some unexpected fees. Could you please explain why these charges were added? I've had this account for years and haven't had any issues before, but I'm new to international travel and finance, so I wanted to confirm if it's a mistake or if there's something I'm missing.
GEN | [disposable_card_limits] | Orig: How many payments can I make using a virtual card? -> Aug: What is the maximum number of transactions allowed on a disposable card?
GEN | [top_up_failed] | Orig: I didn't see the money I added to my card. -> Aug: I attempted to top up my card, but the funds didn't appear.
GEN | [get_disposable_virtual_card] | Orig: I'm not sure how disposable virtual cards work. Please help. -> Aug: Can you explain how to obtain a disposable virtual card? I'm a bit unclear on the process.
GEN | [pending_cash_withdrawal] | Orig: My last ATM request did not go through due to a declined card. Please cancel the request on my account. -> Aug: I'm still waiting for the outcome of my previous cash withdrawal request, but it seems it was declined due to a card issue. Could you please cancel the pending request and let me know the status of my account?
GEN | [lost_or_stolen_phone] | Orig: I misplaced my phone so I can't use the app! Does this mean I can't use my card? -> Aug: I accidentally left my phone at home and now I'm unable to access the app. Can I still use my card for transactions?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Please, tell me why I can't have the funds I deposited a week ago? I need the money now. -> Aug: I made a cash deposit last week, but my account balance hasn't been updated. Can you please explain why I'm still waiting for the funds to reflect in my account?
GEN | [cash_withdrawal_not_recognised] | Orig: I want my card frozen right away. Money was taken out in an odd location I have never heard of. -> Aug: I need my account frozen immediately. I'm concerned about an unauthorized cash withdrawal from a location I've never visited.
GEN | [wrong_amount_of_cash_received] | Orig: I'm stuck here at your broken ATM and I don't know what to do next. Asked for 30 pounds, got 10. ATM said I got 30. Something very wrong here and I want my money now! -> Aug: I'm having an issue with the ATM and I'm not sure what to do. I requested £30, but it only dispensed £10. The screen showed that I received £30, but I know that's not correct. I'd like to resolve this issue and get the correct amount of cash.
GEN | [transfer_not_received_by_recipient] | Orig: Why hasn't my in country transfer gone through yet? I confirmed the account info a couple days ago but the payment hasn't been posted yet. -> Aug: I'm still waiting for my domestic transfer to be credited to my account. I verified the recipient's account details a few days ago, but the funds haven't been transferred yet. Can you please look into this and let me know what's causing the delay?
GEN | [automatic_top_up] | Orig: Can I add money in intervals to my account?  I will be traveling. -> Aug: Can I set up recurring automatic transfers to my account to ensure I have a steady balance while I'm away on my trip?
GEN | [declined_cash_withdrawal] | Orig: How do I get money from an ATM using my card? I can't seem to get it to work? I used the pin I had, but maybe it's wrong? What do I need to do to fix this? -> Aug: I'm sorry to hear that you're having trouble withdrawing cash from an ATM using your card. It's possible that your card has been declined due to insufficient funds or a technical issue. Can you please check your account balance and ensure that you have sufficient funds available for the withdrawal? If the issue persists, you may want to try contacting our customer service team to report the issue and we can assist you further.
GEN | [card_payment_fee_charged] | Orig: Is there a  way to  get around fees -> Aug: Can you help me avoid the payment processing fee on my recent transaction?
GEN | [lost_or_stolen_phone] | Orig: I left my phone at the hotel. -> Aug: I misplaced my phone at the hotel where I stayed.
GEN | [card_acceptance] | Orig: Is the card welcomed by everybody? -> Aug: Is the card accepted by all merchants?
GEN | [lost_or_stolen_phone] | Orig: Do I need my phone to use the app? -> Aug: I accidentally left my phone at home and I'm trying to access my account, can I still do it without my phone?
GEN | [transaction_charged_twice] | Orig: To many charges on my card how do I go about fixing that? -> Aug: I've noticed duplicate charges on my account, can you help me resolve this issue?
GEN | [age_limit] | Orig: We want to start a college fund for my daughter. -> Aug: We're planning to establish a college savings plan for my child.
GEN | [transfer_timing] | Orig: How long do I have to wait for Europe transfers? -> Aug: What is the typical processing time for international transfers to Europe?
GEN | [getting_virtual_card] | Orig: I haven't received my virtual card yet, do yo know why? -> Aug: I'm still waiting to receive my virtual card, could you please help me figure out why it hasn't arrived?
GEN | [exchange_charge] | Orig: Do I pay extra for exchange? -> Aug: Is there an additional fee for exchanging my currency?
GEN | [transfer_fee_charged] | Orig: I bought something online and it says there was a fee to transfer money. Isn't that free? -> Aug: I recently made an online purchase and noticed a fee was deducted for the transfer. Shouldn't this be a free service?
GEN | [pending_transfer] | Orig: As I double checked that I have the correct account details that i submitted , they're right for sure. Transfer is still pending so far. -> Aug: I've reconfirmed my account information, and it's accurate. The transfer remains pending at this time.
GEN | [get_disposable_virtual_card] | Orig: I need a single use card for shopping online -> Aug: I'm looking for a temporary virtual card for a one-time purchase online.
VAL | [balance_not_updated_after_bank_transfer] | NO | Text: I'm trying to make a transfer from a UK account, but my account balance isn't updating after the transfer was initiated. Can you please expedite the process or provide an estimated timeframe for when the balance will be updated?
VAL | [disposable_card_limits] | NO | Text: Can you tell me more about the disposable card limits she mentioned? I'd be happy to help you understand how to set up or use that feature on your account.
VAL | [disposable_card_limits] | NO | Text: What are the spending limits for disposable cards, and can I use them for online transactions?
VAL | [get_disposable_virtual_card] | YES | Text: Can you provide me with a disposable virtual card?
VAL | [country_support] | YES | Text: Which countries do your bank accounts support international transactions for sending and receiving funds?
VAL | [transfer_timing] | YES | Text: When can I expect to receive the funds after initiating a transfer?
VAL | [pin_blocked] | NO | Text: I accidentally blocked my card while trying to enter my PIN, what can I do to unblock it?
VAL | [activate_my_card] | NO | Text: I attempted to activate my debit card, but it's not functioning properly
VAL | [activate_my_card] | YES | Text: Just log in to your account, tap on "Activate" and follow the prompts to activate your card in a few easy steps.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I made a mistake with the exchange rate when withdrawing cash from my account.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I'm concerned about an issue with my account. I deposited a cheque yesterday, but my balance hasn't been updated yet. Can you look into this and let me know why it's taking so long?
VAL | [lost_or_stolen_card] | YES | Text: I misplaced my credit card and would like to report it lost and request a replacement.
VAL | [transfer_fee_charged] | YES | Text: Hi! I'm a university student studying abroad and I noticed that when I was reviewing my budget for this month, I saw some unexpected fees. Could you please explain why these charges were added? I've had this account for years and haven't had any issues before, but I'm new to international travel and finance, so I wanted to confirm if it's a mistake or if there's something I'm missing.
VAL | [disposable_card_limits] | YES | Text: What is the maximum number of transactions allowed on a disposable card?
VAL | [top_up_failed] | YES | Text: I attempted to top up my card, but the funds didn't appear.
VAL | [get_disposable_virtual_card] | NO | Text: Can you explain how to obtain a disposable virtual card? I'm a bit unclear on the process.
VAL | [pending_cash_withdrawal] | NO | Text: I'm still waiting for the outcome of my previous cash withdrawal request, but it seems it was declined due to a card issue. Could you please cancel the pending request and let me know the status of my account?
VAL | [lost_or_stolen_phone] | NO | Text: I accidentally left my phone at home and now I'm unable to access the app. Can I still use my card for transactions?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I made a cash deposit last week, but my account balance hasn't been updated. Can you please explain why I'm still waiting for the funds to reflect in my account?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I need my account frozen immediately. I'm concerned about an unauthorized cash withdrawal from a location I've never visited.
VAL | [wrong_amount_of_cash_received] | YES | Text: I'm having an issue with the ATM and I'm not sure what to do. I requested £30, but it only dispensed £10. The screen showed that I received £30, but I know that's not correct. I'd like to resolve this issue and get the correct amount of cash.
VAL | [transfer_not_received_by_recipient] | NO | Text: I'm still waiting for my domestic transfer to be credited to my account. I verified the recipient's account details a few days ago, but the funds haven't been transferred yet. Can you please look into this and let me know what's causing the delay?
VAL | [automatic_top_up] | YES | Text: Can I set up recurring automatic transfers to my account to ensure I have a steady balance while I'm away on my trip?
VAL | [declined_cash_withdrawal] | NO | Text: I'm sorry to hear that you're having trouble withdrawing cash from an ATM using your card. It's possible that your card has been declined due to insufficient funds or a technical issue. Can you please check your account balance and ensure that you have sufficient funds available for the withdrawal? If the issue persists, you may want to try contacting our customer service team to report the issue and we can assist you further.
VAL | [card_payment_fee_charged] | YES | Text: Can you help me avoid the payment processing fee on my recent transaction?
VAL | [lost_or_stolen_phone] | NO | Text: I misplaced my phone at the hotel where I stayed.
VAL | [card_acceptance] | YES | Text: Is the card accepted by all merchants?
VAL | [lost_or_stolen_phone] | NO | Text: I accidentally left my phone at home and I'm trying to access my account, can I still do it without my phone?
VAL | [transaction_charged_twice] | YES | Text: I've noticed duplicate charges on my account, can you help me resolve this issue?
VAL | [age_limit] | NO | Text: We're planning to establish a college savings plan for my child.
VAL | [transfer_timing] | YES | Text: What is the typical processing time for international transfers to Europe?
VAL | [getting_virtual_card] | YES | Text: I'm still waiting to receive my virtual card, could you please help me figure out why it hasn't arrived?
VAL | [exchange_charge] | YES | Text: Is there an additional fee for exchanging my currency?
VAL | [transfer_fee_charged] | NO | Text: I recently made an online purchase and noticed a fee was deducted for the transfer. Shouldn't this be a free service?
VAL | [pending_transfer] | YES | Text: I've reconfirmed my account information, and it's accurate. The transfer remains pending at this time.
VAL | [get_disposable_virtual_card] | YES | Text: I'm looking for a temporary virtual card for a one-time purchase online.
