GEN | [card_acceptance] | Orig: Is there anywhere I can't use my card? -> Aug: Are there any specific locations or merchants where my card is not accepted?
GEN | [card_linking] | Orig: May I reactivate my card? I previously reported it lost, but have now found it safe and sound. -> Aug: I'd be happy to assist you with reactivating your card. Since you previously reported it lost, I'll need to verify some information to ensure the security of your account. Can you please confirm your card details and provide the card number, expiration date, and security code?
GEN | [pin_blocked] | Orig: How do I take a block off my card? -> Aug: What steps can I take to unblock my debit/credit card?
GEN | [card_swallowed] | Orig: I have lost my credit card in the ATM! -> Aug: I swallowed my debit card while trying to get cash from the ATM!
GEN | [extra_charge_on_statement] | Orig: What is the dollar that I have pending on my statement there? -> Aug: Can you please explain the additional charge I see on my recent statement?
GEN | [transfer_timing] | Orig: How fast can I transfer something from China? -> Aug: What is the estimated timeframe for transferring funds from China?
GEN | [pending_card_payment] | Orig: My card has been pending for a while, what should I do? -> Aug: My payment is still pending, can you help me resolve the issue?
GEN | [get_disposable_virtual_card] | Orig: How can I get a virtual card for a one-time transaction? -> Aug: I'd like to obtain a disposable virtual card for a single-use payment.
GEN | [top_up_by_bank_transfer_charge] | Orig: Is there a charge for getting my money? -> Aug: Are there any fees associated with transferring funds to top up my account?
GEN | [why_verify_identity] | Orig: Can we skip verifying? -> Aug: Can we waive the identity verification process?
GEN | [card_not_working] | Orig: How do I check security settings on my card? -> Aug: I'm having trouble using my card, and I'm worried it might be compromised. Can you help me check the security settings on my card?
GEN | [cash_withdrawal_charge] | Orig: I have a strange transaction on my account which appears to pertain to a cash withdrawal I made outside Nandos in Leeds.  What is that for?  Is it fraud? -> Aug: I'm reviewing my account activity and noticed a cash withdrawal charge that doesn't seem to match my recent transactions. I made a withdrawal at a cash machine near Nandos in Leeds, but the charge is showing up as a different location. Can you help me understand what this is and if it's a legitimate transaction?
GEN | [transfer_timing] | Orig: I need a quick transfer from China.  How long would that take? -> Aug: I'm looking to make a swift transfer from China. Can you please let me know the estimated timeframe for this transaction?
GEN | [transfer_timing] | Orig: How long will I have to wait for my money to be in my account? -> Aug: When can I expect the funds to be available in my account after the transfer is initiated?
GEN | [pending_transfer] | Orig: When will the transaction post to my account? -> Aug: When will the transfer be processed and reflected in my account balance?
GEN | [why_verify_identity] | Orig: I'm waiting for the ID verification to go through still, so is it too soon to use my account? -> Aug: I'm still waiting for the ID verification process to complete, so can I use my account before it's fully verified?
GEN | [why_verify_identity] | Orig: If my identy verifacation hasn't gone through can I use my account? -> Aug: If my identity verification process hasn't been completed, can I still access my account or perform transactions?
GEN | [card_arrival] | Orig: I don't have my card after 1 week. What are my next steps? -> Aug: I haven't received my card yet, and it's been a week. What should I do next?
GEN | [cash_withdrawal_charge] | Orig: Since when do you charge to make a withdrawal? I've always done it for free. So how much is it now? -> Aug: Can you tell me when the fee for cash withdrawals was introduced, and what's the current charge for making a withdrawal?
GEN | [card_swallowed] | Orig: An ATM swallowed my credit card! -> Aug: The ATM seems to have eaten my credit card.
GEN | [card_linking] | Orig: My card arrived but I need to make it work in the app, how do I do that? -> Aug: I received my new card, but I'm having trouble linking it to the app. Can you guide me through the process?
GEN | [cash_withdrawal_charge] | Orig: I believe i was charged for making a withdrawal after i went grocery shopping. Are you guys charging for this now? -> Aug: I'm concerned about being charged a fee for a recent cash withdrawal. Is this a new policy or was there an error on my part?
GEN | [top_up_by_bank_transfer_charge] | Orig: Is there a cost to receive money? -> Aug: Are there any fees associated with receiving a bank transfer top-up?
GEN | [transfer_timing] | Orig: How quickly can I transfer something to China? -> Aug: What is the estimated timeframe for transferring funds to China?
GEN | [top_up_limits] | Orig: How many top-ups can be approved? -> Aug: What is the limit on the number of top-ups I can request?
GEN | [cash_withdrawal_charge] | Orig: How much can I withdrawal in one month without incurring fees? -> Aug: What is the maximum amount I can withdraw in a month without being charged a fee for cash withdrawal?
GEN | [pending_transfer] | Orig: Hey I double checked that I have the correct account details already, they're right for sure. Transfer is still pending since forever. It's not that difficult to transfer money to another country in 2018 is it? -> Aug: I've rechecked my account information, and everything is accurate. The transfer has been pending for an eternity. Can you please expedite the international transfer process? It's surprising that it's taking so long in this day and age.
GEN | [top_up_by_bank_transfer_charge] | Orig: Are SWIFT Transfers available at this bank? -> Aug: Can I use a SWIFT transfer to top up my account from another bank, and what are the associated charges for this service?
GEN | [virtual_card_not_working] | Orig: Please help me.  My disposable virtual card won't work right. -> Aug: I'm having trouble with my virtual card. It's not functioning properly and I need assistance resolving the issue.
VAL | [card_acceptance] | YES | Text: Are there any specific locations or merchants where my card is not accepted?
VAL | [card_linking] | NO | Text: I'd be happy to assist you with reactivating your card. Since you previously reported it lost, I'll need to verify some information to ensure the security of your account. Can you please confirm your card details and provide the card number, expiration date, and security code?
VAL | [pin_blocked] | NO | Text: What steps can I take to unblock my debit/credit card?
VAL | [card_swallowed] | YES | Text: I swallowed my debit card while trying to get cash from the ATM!
VAL | [extra_charge_on_statement] | YES | Text: Can you please explain the additional charge I see on my recent statement?
VAL | [transfer_timing] | YES | Text: What is the estimated timeframe for transferring funds from China?
VAL | [pending_card_payment] | YES | Text: My payment is still pending, can you help me resolve the issue?
VAL | [get_disposable_virtual_card] | YES | Text: I'd like to obtain a disposable virtual card for a single-use payment.
VAL | [top_up_by_bank_transfer_charge] | YES | Text: Are there any fees associated with transferring funds to top up my account?
VAL | [why_verify_identity] | NO | Text: Can we waive the identity verification process?
VAL | [card_not_working] | NO | Text: I'm having trouble using my card, and I'm worried it might be compromised. Can you help me check the security settings on my card?
VAL | [cash_withdrawal_charge] | YES | Text: I'm reviewing my account activity and noticed a cash withdrawal charge that doesn't seem to match my recent transactions. I made a withdrawal at a cash machine near Nandos in Leeds, but the charge is showing up as a different location. Can you help me understand what this is and if it's a legitimate transaction?
VAL | [transfer_timing] | YES | Text: I'm looking to make a swift transfer from China. Can you please let me know the estimated timeframe for this transaction?
VAL | [transfer_timing] | NO | Text: When can I expect the funds to be available in my account after the transfer is initiated?
VAL | [pending_transfer] | NO | Text: When will the transfer be processed and reflected in my account balance?
VAL | [why_verify_identity] | NO | Text: I'm still waiting for the ID verification process to complete, so can I use my account before it's fully verified?
VAL | [why_verify_identity] | YES | Text: If my identity verification process hasn't been completed, can I still access my account or perform transactions?
VAL | [card_arrival] | YES | Text: I haven't received my card yet, and it's been a week. What should I do next?
VAL | [cash_withdrawal_charge] | NO | Text: Can you tell me when the fee for cash withdrawals was introduced, and what's the current charge for making a withdrawal?
VAL | [card_swallowed] | YES | Text: The ATM seems to have eaten my credit card.
VAL | [card_linking] | YES | Text: I received my new card, but I'm having trouble linking it to the app. Can you guide me through the process?
VAL | [cash_withdrawal_charge] | YES | Text: I'm concerned about being charged a fee for a recent cash withdrawal. Is this a new policy or was there an error on my part?
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Are there any fees associated with receiving a bank transfer top-up?
VAL | [transfer_timing] | YES | Text: What is the estimated timeframe for transferring funds to China?
VAL | [top_up_limits] | YES | Text: What is the limit on the number of top-ups I can request?
VAL | [cash_withdrawal_charge] | YES | Text: What is the maximum amount I can withdraw in a month without being charged a fee for cash withdrawal?
VAL | [pending_transfer] | YES | Text: I've rechecked my account information, and everything is accurate. The transfer has been pending for an eternity. Can you please expedite the international transfer process? It's surprising that it's taking so long in this day and age.
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Can I use a SWIFT transfer to top up my account from another bank, and what are the associated charges for this service?
VAL | [virtual_card_not_working] | YES | Text: I'm having trouble with my virtual card. It's not functioning properly and I need assistance resolving the issue.
