GEN | [edit_personal_details] | Orig: I just got married and need to change my name on the account -> Aug: I recently got married and would like to update my name on my account to reflect my new married name.
GEN | [getting_spare_card] | Orig: daughter needs card, how do i add her -> Aug: I'd like to request a replacement card for my daughter, as she needs a new one.
GEN | [direct_debit_payment_not_recognised] | Orig: I have an unknown charge. -> Aug: I'm showing an unfamiliar debit on my account.
GEN | [cash_withdrawal_not_recognised] | Orig: There are funds in my app that I did not receive. -> Aug: I'm missing a cash withdrawal that was supposed to be credited to my account.
GEN | [visa_or_mastercard] | Orig: I prefer using Mastercard, can I substitute? -> Aug: I'd like to use a different payment method, is Mastercard an option to replace my original choice?
GEN | [country_support] | Orig: Although I am not located in the UK area, may i still receive a card? -> Aug: Can I still receive a card even though I'm not based in the UK?
GEN | [getting_virtual_card] | Orig: I want to get my hands on one of those virtual cards! -> Aug: I'd like to obtain a virtual card as soon as possible.
GEN | [verify_top_up] | Orig: Can you explain to me the way to verify my top up has gone through? -> Aug: Could you please guide me on how to confirm that my recent top-up transaction has been successfully processed?
GEN | [top_up_limits] | Orig: How many times can I make a top-up? -> Aug: What is the limit on the number of top-ups I can make?
GEN | [getting_spare_card] | Orig: What steps do I need to get another card? -> Aug: How can I obtain a replacement card?
GEN | [getting_spare_card] | Orig: I want a new card -> Aug: I need a replacement card
GEN | [age_limit] | Orig: Do you have a limit for someone's age? -> Aug: Is there an age restriction for opening an account?
GEN | [direct_debit_payment_not_recognised] | Orig: I haven't used my card all day but there is a payment showing in the app. Please cancel it! -> Aug: I'm trying to check my account and I see a direct debit payment that I didn't authorise. Can you please investigate and cancel it for me?
GEN | [getting_spare_card] | Orig: I lost my card and need a new one, will it cost me? -> Aug: I misplaced my card and require a replacement, what's the fee for a new one?
GEN | [direct_debit_payment_not_recognised] | Orig: I have an unauthorized charge. -> Aug: I'm concerned about an unexpected debit on my account.
GEN | [topping_up_by_card] | Orig: Can a credit card be used to transfer money? -> Aug: Can I use my credit card to add funds to my account?
GEN | [getting_virtual_card] | Orig: I need to order a new card, can you please direct me to the virtual cards? -> Aug: I'd like to request a new virtual card, could you guide me through the process of ordering one?
GEN | [get_physical_card] | Orig: How do I get started when I get my card? -> Aug: What are the steps to receive my physical card once it's been issued?
GEN | [card_swallowed] | Orig: I can't get my card out of the ATM -> Aug: I swallowed my card while trying to get it out of the ATM
GEN | [getting_spare_card] | Orig: I'd like to order another card -> Aug: I'd like to request a replacement card
GEN | [exchange_charge] | Orig: Is there any cost to change foreign money to local? -> Aug: Are there any fees associated with exchanging foreign currency for local currency?
GEN | [declined_cash_withdrawal] | Orig: Is my card working? It's the first time I tried using it I tried to get money out of an ATM, but got nothing. -> Aug: I apologize for the inconvenience. It seems that your card was declined for a cash withdrawal attempt. Our system indicates that there might be an issue with your account balance or available funds. Please check your account activity or contact our customer support team to resolve this issue.
GEN | [atm_support] | Orig: how do I know where I can get money withdrawn? -> Aug: where can I withdraw cash from an ATM near me?
GEN | [card_payment_not_recognised] | Orig: my statement contains an unknown payment -> Aug: I'm trying to reconcile my statement, but there's a payment listed that I don't recognize.
GEN | [verify_top_up] | Orig: I just tried to top-up and now I'm getting an additional verification message, why? -> Aug: I'm trying to add funds to my account, but I'm being asked to verify my top-up again, can you help me understand why?
GEN | [Refund_not_showing_up] | Orig: Please send my refund now. -> Aug: I'm still waiting for my refund, could you please expedite the process?
GEN | [topping_up_by_card] | Orig: I can't see my top up in my wallet! -> Aug: I'm having trouble finding my recent card top-up in my digital wallet.
GEN | [card_payment_not_recognised] | Orig: I do not recongize a payment in my account. -> Aug: I'm unable to locate a recent payment in my account records.
GEN | [exchange_via_app] | Orig: Can I use this app for both USD and GBP? -> Aug: Can I use the app to exchange currencies, including USD and GBP?
GEN | [card_linking] | Orig: I don't see my card anywhere in the app. -> Aug: I'm unable to locate my card in the app.
GEN | [supported_cards_and_currencies] | Orig: can i use my mastercard to add money to my account -> Aug: We accept Mastercard as a supported payment method for adding funds to your account.
GEN | [topping_up_by_card] | Orig: I need to transfer some money, can I use my credit card? -> Aug: I'd like to add some funds to my account using my credit card.
GEN | [card_swallowed] | Orig: A Bank ATM did not give my card back. What do I do now? -> Aug: I accidentally swallowed my bank card while using an ATM and it's not dispensing it back. What should I do next?
GEN | [top_up_limits] | Orig: How many top-ups am I allowed to do? -> Aug: What is the limit on the number of top-ups I can perform?
GEN | [declined_cash_withdrawal] | Orig: Help! My card isn't working at the ATM and I know I used the right PIN. Trying to get my money. -> Aug: We're sorry to hear that your card is not working at the ATM. It's possible that your account balance is insufficient to process the cash withdrawal. Can you please check your account balance and try again?
GEN | [getting_virtual_card] | Orig: I want one of the virtual cards! -> Aug: I'd like to request a virtual card, please.
VAL | [edit_personal_details] | YES | Text: I recently got married and would like to update my name on my account to reflect my new married name.
VAL | [getting_spare_card] | YES | Text: I'd like to request a replacement card for my daughter, as she needs a new one.
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm showing an unfamiliar debit on my account.
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm missing a cash withdrawal that was supposed to be credited to my account.
VAL | [visa_or_mastercard] | NO | Text: I'd like to use a different payment method, is Mastercard an option to replace my original choice?
VAL | [country_support] | NO | Text: Can I still receive a card even though I'm not based in the UK?
VAL | [getting_virtual_card] | YES | Text: I'd like to obtain a virtual card as soon as possible.
VAL | [verify_top_up] | YES | Text: Could you please guide me on how to confirm that my recent top-up transaction has been successfully processed?
VAL | [top_up_limits] | YES | Text: What is the limit on the number of top-ups I can make?
VAL | [getting_spare_card] | YES | Text: How can I obtain a replacement card?
VAL | [getting_spare_card] | YES | Text: I need a replacement card
VAL | [age_limit] | YES | Text: Is there an age restriction for opening an account?
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm trying to check my account and I see a direct debit payment that I didn't authorise. Can you please investigate and cancel it for me?
VAL | [getting_spare_card] | YES | Text: I misplaced my card and require a replacement, what's the fee for a new one?
VAL | [direct_debit_payment_not_recognised] | NO | Text: I'm concerned about an unexpected debit on my account.
VAL | [topping_up_by_card] | YES | Text: Can I use my credit card to add funds to my account?
VAL | [getting_virtual_card] | YES | Text: I'd like to request a new virtual card, could you guide me through the process of ordering one?
VAL | [get_physical_card] | YES | Text: What are the steps to receive my physical card once it's been issued?
VAL | [card_swallowed] | YES | Text: I swallowed my card while trying to get it out of the ATM
VAL | [getting_spare_card] | YES | Text: I'd like to request a replacement card
VAL | [exchange_charge] | YES | Text: Are there any fees associated with exchanging foreign currency for local currency?
VAL | [declined_cash_withdrawal] | NO | Text: I apologize for the inconvenience. It seems that your card was declined for a cash withdrawal attempt. Our system indicates that there might be an issue with your account balance or available funds. Please check your account activity or contact our customer support team to resolve this issue.
VAL | [atm_support] | NO | Text: where can I withdraw cash from an ATM near me?
VAL | [card_payment_not_recognised] | YES | Text: I'm trying to reconcile my statement, but there's a payment listed that I don't recognize.
VAL | [verify_top_up] | YES | Text: I'm trying to add funds to my account, but I'm being asked to verify my top-up again, can you help me understand why?
VAL | [Refund_not_showing_up] | YES | Text: I'm still waiting for my refund, could you please expedite the process?
VAL | [topping_up_by_card] | YES | Text: I'm having trouble finding my recent card top-up in my digital wallet.
VAL | [card_payment_not_recognised] | NO | Text: I'm unable to locate a recent payment in my account records.
VAL | [exchange_via_app] | YES | Text: Can I use the app to exchange currencies, including USD and GBP?
VAL | [card_linking] | NO | Text: I'm unable to locate my card in the app.
VAL | [supported_cards_and_currencies] | YES | Text: We accept Mastercard as a supported payment method for adding funds to your account.
VAL | [topping_up_by_card] | YES | Text: I'd like to add some funds to my account using my credit card.
VAL | [card_swallowed] | NO | Text: I accidentally swallowed my bank card while using an ATM and it's not dispensing it back. What should I do next?
VAL | [top_up_limits] | YES | Text: What is the limit on the number of top-ups I can perform?
VAL | [declined_cash_withdrawal] | NO | Text: We're sorry to hear that your card is not working at the ATM. It's possible that your account balance is insufficient to process the cash withdrawal. Can you please check your account balance and try again?
VAL | [getting_virtual_card] | YES | Text: I'd like to request a virtual card, please.
