GEN | [passcode_forgotten] | Orig: How do I reset my password? -> Aug: I forgot my passcode, can you help me recover it?
GEN | [cash_withdrawal_not_recognised] | Orig: There's a cash withdrawal that  didn't make that is showing up. -> Aug: A cash withdrawal transaction is not being recognized on my account.
GEN | [wrong_amount_of_cash_received] | Orig: Help, your app is showing a larger WD than I actually did earlier at an ATM. -> Aug: The app is displaying a higher withdrawal amount than what I physically took out from the ATM.
GEN | [direct_debit_payment_not_recognised] | Orig: There's a direct debit payment that I don't recognize. -> Aug: I'm showing a direct debit payment on my account that I'm not familiar with.
GEN | [transfer_fee_charged] | Orig: Why was I charged a fee when making this transfer when I shouldn't have been? -> Aug: I was surprised to see a fee deducted from my account when I initiated this transfer, as I'm certain I shouldn't have been charged one.
GEN | [apple_pay_or_google_pay] | Orig: Can I top up using my apple watch? -> Aug: Can I use Apple Pay or Google Pay to make a payment?
GEN | [transaction_charged_twice] | Orig: I was charged more than once in a single transaction -> Aug: I was double-charged for a single transaction
GEN | [card_acceptance] | Orig: What businesses accept my card? -> Aug: Which merchants accept my credit/debit card?
GEN | [card_acceptance] | Orig: At what places accept my card? -> Aug: Where can I use my card?
GEN | [activate_my_card] | Orig: I was unable to activate my card. -> Aug: I'm having trouble activating my credit card.
GEN | [verify_top_up] | Orig: Why do you ask for top-up verification? -> Aug: Can you explain the purpose of verifying my top-up details?
GEN | [cash_withdrawal_not_recognised] | Orig: I have a cash withdrawal that I don't recognize. -> Aug: I'm trying to process a cash withdrawal, but it's not showing up in my account.
GEN | [atm_support] | Orig: What ATM machines allow this card? -> Aug: Which ATMs accept this card?
GEN | [exchange_via_app] | Orig: I may need to exchange my USD for GBP, can your app do that? -> Aug: I'd like to know if your app allows for currency exchange, specifically exchanging USD for GBP.
GEN | [failed_transfer] | Orig: A transfer could not be completed. -> Aug: The transfer was unsuccessful and did not go through.
GEN | [balance_not_updated_after_bank_transfer] | Orig: I've made a transfer from France two days ago but I was wondering if international transfers take longer to arrive because it hasn't made it yet. -> Aug: I recently initiated a transfer from the UK, but I'm concerned that it might take longer to reflect in my account since it's been a few days and I still haven't seen the update.
GEN | [failed_transfer] | Orig: Why did the transfer fail when I attempted to do it earlier? -> Aug: I'm trying to understand why the transfer didn't go through when I initiated it earlier today.
GEN | [cancel_transfer] | Orig: I have a transaction and would like to know if I it's cancelable? -> Aug: I'd like to inquire about the possibility of canceling a recent transaction.
GEN | [why_verify_identity] | Orig: Why do you require identification documents -> Aug: We need to verify your identity to ensure the security and integrity of your account and to comply with regulatory requirements.
GEN | [change_pin] | Orig: How do I change my PIN abroad? -> Aug: Can I change my PIN while traveling internationally?
GEN | [request_refund] | Orig: Can I get my money back on an item? -> Aug: I'd like to request a refund for the item I purchased.
GEN | [declined_card_payment] | Orig: For some reason my card payment hasn't worked. what can I do to look into that? -> Aug: I'm sorry to hear that your card payment was declined. Can you please check if your card details are correct and up-to-date? If so, I can assist you in investigating the issue further.
GEN | [exchange_rate] | Orig: What do you think of the exchange rate? -> Aug: How do you determine the current exchange rate?
GEN | [card_about_to_expire] | Orig: How do I replace my card before it expires next month? -> Aug: What steps can I take to update my card information before it expires in the upcoming month?
GEN | [Refund_not_showing_up] | Orig: when will I get my refund? -> Aug: I haven't received my refund yet, can you please let me know when I can expect it?
GEN | [balance_not_updated_after_bank_transfer] | Orig: I made a transfer but my balance hasn't been updated -> Aug: I transferred funds, but my account balance still shows the old amount
GEN | [top_up_by_cash_or_cheque] | Orig: Is it possible to top up using a cheque? -> Aug: Can I make a payment using a cheque to top up my account?
GEN | [edit_personal_details] | Orig: I need to change my home address. -> Aug: I'd like to update my residential address.
GEN | [declined_cash_withdrawal] | Orig: why wouldnt the atm give me money -> Aug: the atm declined my cash withdrawal request, could you please help me understand why?
GEN | [getting_spare_card] | Orig: I need more physical cards than I have right now! -> Aug: I require additional physical debit/credit cards to replace the ones I've lost or misplaced.
GEN | [declined_card_payment] | Orig: Why was my new card declined? -> Aug: I'm sorry to inform you that your new card was declined due to an issue with the payment processing. Can you please check if the card details are correct and try again?
GEN | [card_payment_fee_charged] | Orig: I was charged and shouldn't have been charged when using my card! -> Aug: I'm surprised to see a fee on my recent card transaction, as I didn't expect to be charged.
GEN | [pending_transfer] | Orig: I'm confused as to why my transfer is still listed as pending on the website. -> Aug: I'm having trouble understanding why my transfer is still showing as pending on the online platform.
GEN | [card_payment_not_recognised] | Orig: Hi something is going on with the app.  I see some payments I didn't make? -> Aug: I'm experiencing an issue with the app, and I'm seeing some transactions that I didn't authorize.
VAL | [passcode_forgotten] | YES | Text: I forgot my passcode, can you help me recover it?
VAL | [cash_withdrawal_not_recognised] | YES | Text: A cash withdrawal transaction is not being recognized on my account.
VAL | [wrong_amount_of_cash_received] | YES | Text: The app is displaying a higher withdrawal amount than what I physically took out from the ATM.
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm showing a direct debit payment on my account that I'm not familiar with.
VAL | [transfer_fee_charged] | NO | Text: I was surprised to see a fee deducted from my account when I initiated this transfer, as I'm certain I shouldn't have been charged one.
VAL | [apple_pay_or_google_pay] | YES | Text: Can I use Apple Pay or Google Pay to make a payment?
VAL | [transaction_charged_twice] | YES | Text: I was double-charged for a single transaction
VAL | [card_acceptance] | YES | Text: Which merchants accept my credit/debit card?
VAL | [card_acceptance] | YES | Text: Where can I use my card?
VAL | [activate_my_card] | YES | Text: I'm having trouble activating my credit card.
VAL | [verify_top_up] | NO | Text: Can you explain the purpose of verifying my top-up details?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm trying to process a cash withdrawal, but it's not showing up in my account.
VAL | [atm_support] | YES | Text: Which ATMs accept this card?
VAL | [exchange_via_app] | YES | Text: I'd like to know if your app allows for currency exchange, specifically exchanging USD for GBP.
VAL | [failed_transfer] | YES | Text: The transfer was unsuccessful and did not go through.
VAL | [balance_not_updated_after_bank_transfer] | NO | Text: I recently initiated a transfer from the UK, but I'm concerned that it might take longer to reflect in my account since it's been a few days and I still haven't seen the update.
VAL | [failed_transfer] | YES | Text: I'm trying to understand why the transfer didn't go through when I initiated it earlier today.
VAL | [cancel_transfer] | YES | Text: I'd like to inquire about the possibility of canceling a recent transaction.
VAL | [why_verify_identity] | YES | Text: We need to verify your identity to ensure the security and integrity of your account and to comply with regulatory requirements.
VAL | [change_pin] | YES | Text: Can I change my PIN while traveling internationally?
VAL | [request_refund] | YES | Text: I'd like to request a refund for the item I purchased.
VAL | [declined_card_payment] | NO | Text: I'm sorry to hear that your card payment was declined. Can you please check if your card details are correct and up-to-date? If so, I can assist you in investigating the issue further.
VAL | [exchange_rate] | NO | Text: How do you determine the current exchange rate?
VAL | [card_about_to_expire] | YES | Text: What steps can I take to update my card information before it expires in the upcoming month?
VAL | [Refund_not_showing_up] | NO | Text: I haven't received my refund yet, can you please let me know when I can expect it?
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I transferred funds, but my account balance still shows the old amount
VAL | [top_up_by_cash_or_cheque] | YES | Text: Can I make a payment using a cheque to top up my account?
VAL | [edit_personal_details] | YES | Text: I'd like to update my residential address.
VAL | [declined_cash_withdrawal] | NO | Text: the atm declined my cash withdrawal request, could you please help me understand why?
VAL | [getting_spare_card] | YES | Text: I require additional physical debit/credit cards to replace the ones I've lost or misplaced.
VAL | [declined_card_payment] | NO | Text: I'm sorry to inform you that your new card was declined due to an issue with the payment processing. Can you please check if the card details are correct and try again?
VAL | [card_payment_fee_charged] | NO | Text: I'm surprised to see a fee on my recent card transaction, as I didn't expect to be charged.
VAL | [pending_transfer] | YES | Text: I'm having trouble understanding why my transfer is still showing as pending on the online platform.
VAL | [card_payment_not_recognised] | NO | Text: I'm experiencing an issue with the app, and I'm seeing some transactions that I didn't authorize.
