GEN | [card_not_working] | Orig: I tried to purchase airline tickets online this morning and my card information isn't working. Is there something going on with my account? -> Aug: I attempted to book a flight online this morning, but my credit card details aren't being accepted. Is there an issue with my account or is there a technical problem with the payment system?
GEN | [declined_transfer] | Orig: What does the decline message mean -> Aug: The transfer was declined due to insufficient funds or an invalid account number. Please verify the information and try again.
GEN | [disposable_card_limits] | Orig: i tried using a virtual card for a hotel but it didn't work, why not -> Aug: I attempted to use a disposable card for a hotel reservation, but it was declined. Can you help me understand why it didn't work?
GEN | [declined_card_payment] | Orig: My card didn't go through.  It doesn't make sense.  You told me that everything was ok. -> Aug: I'm confused, I was told my payment was processed successfully, but it seems my card was declined. Can you help me understand what happened?
GEN | [edit_personal_details] | Orig: Where do I go to update details? -> Aug: How can I modify my personal information?
GEN | [lost_or_stolen_phone] | Orig: My things were stolen and I need to know if I can still use this app. -> Aug: My phone was stolen and I'm worried about accessing my account through this app. Can I still use it?
GEN | [card_payment_not_recognised] | Orig: I need help with some transactions in my account that I dont recognize or remember purchasing. Im not sure if the name is just different or what. Should my card be put on hold while the issue gets figured out to be safe or is it ok? -> Aug: I'm concerned about some transactions on my account that I don't recall making. The merchant names seem unfamiliar, and I'm worried about potential fraud. Should I have my card temporarily suspended while you investigate to ensure my account's security?
GEN | [lost_or_stolen_phone] | Orig: I don't have my mobile device and am unable to make the payment because I forgot my details. -> Aug: I've misplaced my phone and can't access my account to make a payment because I've forgotten my login credentials.
GEN | [cash_withdrawal_not_recognised] | Orig: It is urgency. Please freeze my card now. As someone in some odd remote town has withdrawn some money by using my card. As i did not withdraw any money. -> Aug: I'm in a state of emergency. Please cancel my card immediately. Someone in a distant town has made an unauthorized withdrawal using my card, and I didn't make the transaction myself.
GEN | [lost_or_stolen_card] | Orig: I lost my wallet and all my cards were in it. -> Aug: I misplaced my wallet and all my credit cards were inside.
GEN | [lost_or_stolen_phone] | Orig: hello I have lost my phone and I'm worried someone's going to steal money from me -> Aug: I've misplaced my phone and I'm concerned that someone might access my account and steal my money.
GEN | [lost_or_stolen_phone] | Orig: I don't have my cell phone with me so I cannot access the system to complete the transaction. -> Aug: I've misplaced my phone and can't access the system to finish the transaction.
GEN | [edit_personal_details] | Orig: I just had a wedding and I want to take my spouses name. -> Aug: I'd like to update my personal details to reflect my new married name.
GEN | [declined_card_payment] | Orig: I'm sure I have enough money so why didn't the store accept my card? -> Aug: I'm certain I have sufficient funds, but the transaction was declined. Can you help me understand why my card was not accepted?
GEN | [receiving_money] | Orig: Is it possible for a friend to personally send me a payment? -> Aug: Can a friend directly transfer funds to me?
GEN | [unable_to_verify_identity] | Orig: My identity isn't being accepted, what should I do? -> Aug: We're having trouble verifying your identity, could you please provide additional information to help us confirm your identity?
GEN | [topping_up_by_card] | Orig: My money I had was gone and I could not get gas! -> Aug: I'm in a tight spot and I need to add more funds to my card to cover an unexpected expense, like filling up my gas tank.
GEN | [reverted_card_payment?] | Orig: Please help me with my card payments which keeps getting reverted whenever i do online shopping. I am having this problem since last two weeks. -> Aug: I'm experiencing an issue with my card payments being reverted every time I make an online purchase. This has been happening for the past two weeks, and I'm not sure why it's happening. Can you please assist me in resolving this issue?
GEN | [compromised_card] | Orig: my card details could be stolen, as i didnt make these transactions -> Aug: I'm worried that someone may have accessed my card information, as I didn't authorize these recent transactions.
GEN | [getting_virtual_card] | Orig: explain the virtual card -> Aug: What is a virtual card and how do I get one?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Do any of your machines provide cash from my home country? I don't have any money on me and I'm on holiday so I'm concerned. Also, will I be charged anything to do this? -> Aug: I'm trying to withdraw some cash from an ATM in a foreign country, but the exchange rate seems off. I'm not sure if I'm being charged a fee or if the rate is just incorrect. Can you help me with this issue?
GEN | [card_payment_not_recognised] | Orig: I think my card is being used by someone else to make purchases that I didn't authorize! I checked my account and see that there have been quite a few purchases over the last two days that I have no idea where they came from. We need to freeze my card now! And I need to find a way to get my money back. -> Aug: I'm concerned that someone is using my card to make unauthorized transactions. I've reviewed my account activity and noticed several unexplained charges over the past two days. I'd like to report this incident and request that my card be temporarily suspended. Additionally, I'd like assistance with reversing the unauthorized transactions and recovering my lost funds.
GEN | [wrong_amount_of_cash_received] | Orig: I needed $100 but all it gave me was $20. -> Aug: I was expecting to receive $200, but instead, I only got $50.
GEN | [top_up_failed] | Orig: Why are you keeping my money from me by declining my card? What is going on? -> Aug: I'm frustrated that my card was declined for topping up my account. Can you please explain why this happened and what I can do to resolve the issue?
GEN | [declined_cash_withdrawal] | Orig: This morning I wanted to make a withdrawal before work, but my card was declined! Please double check it for me as this is the first time it was declined. -> Aug: This morning, I attempted to make a cash withdrawal, but my card was declined. Could you please verify the issue, as this is the first time it's happened?
GEN | [top_up_failed] | Orig: I need assistance finding out why I am unable to top-up my card, it keeps getting refused.  It is extremely imperative I get this resolved quickly. -> Aug: I'm having trouble topping up my card, and it keeps getting declined. I urgently need help resolving this issue as soon as possible.
GEN | [getting_virtual_card] | Orig: I look but I see no virtual card. Why is that? -> Aug: I'm trying to find my virtual card, but it's not showing up. Can you help me locate it?
GEN | [visa_or_mastercard] | Orig: This transaction needs both a Visa and a Mastercard. -> Aug: This transaction requires both a Visa and a Mastercard.
GEN | [wrong_amount_of_cash_received] | Orig: I was only given $20 when I tried to get $100 -> Aug: I was shortchanged $80 when I was supposed to receive $100.
GEN | [declined_transfer] | Orig: Why does my card continually get declined? I thought I had enough money in there but I've tried several times now and it still isn't working. -> Aug: I've checked your account, and it appears that the transfer was declined due to insufficient funds. Please ensure you have sufficient balance in your account before attempting the transfer again.
GEN | [order_physical_card] | Orig: Can I have a tangible form of my virtual card. -> Aug: I'd like to request a physical version of my digital card.
VAL | [card_not_working] | YES | Text: I attempted to book a flight online this morning, but my credit card details aren't being accepted. Is there an issue with my account or is there a technical problem with the payment system?
VAL | [declined_transfer] | NO | Text: The transfer was declined due to insufficient funds or an invalid account number. Please verify the information and try again.
VAL | [disposable_card_limits] | YES | Text: I attempted to use a disposable card for a hotel reservation, but it was declined. Can you help me understand why it didn't work?
VAL | [declined_card_payment] | NO | Text: I'm confused, I was told my payment was processed successfully, but it seems my card was declined. Can you help me understand what happened?
VAL | [edit_personal_details] | YES | Text: How can I modify my personal information?
VAL | [lost_or_stolen_phone] | YES | Text: My phone was stolen and I'm worried about accessing my account through this app. Can I still use it?
VAL | [card_payment_not_recognised] | YES | Text: I'm concerned about some transactions on my account that I don't recall making. The merchant names seem unfamiliar, and I'm worried about potential fraud. Should I have my card temporarily suspended while you investigate to ensure my account's security?
VAL | [lost_or_stolen_phone] | NO | Text: I've misplaced my phone and can't access my account to make a payment because I've forgotten my login credentials.
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm in a state of emergency. Please cancel my card immediately. Someone in a distant town has made an unauthorized withdrawal using my card, and I didn't make the transaction myself.
VAL | [lost_or_stolen_card] | NO | Text: I misplaced my wallet and all my credit cards were inside.
VAL | [lost_or_stolen_phone] | YES | Text: I've misplaced my phone and I'm concerned that someone might access my account and steal my money.
VAL | [lost_or_stolen_phone] | YES | Text: I've misplaced my phone and can't access the system to finish the transaction.
VAL | [edit_personal_details] | YES | Text: I'd like to update my personal details to reflect my new married name.
VAL | [declined_card_payment] | YES | Text: I'm certain I have sufficient funds, but the transaction was declined. Can you help me understand why my card was not accepted?
VAL | [receiving_money] | YES | Text: Can a friend directly transfer funds to me?
VAL | [unable_to_verify_identity] | YES | Text: We're having trouble verifying your identity, could you please provide additional information to help us confirm your identity?
VAL | [topping_up_by_card] | NO | Text: I'm in a tight spot and I need to add more funds to my card to cover an unexpected expense, like filling up my gas tank.
VAL | [reverted_card_payment?] | NO | Text: I'm experiencing an issue with my card payments being reverted every time I make an online purchase. This has been happening for the past two weeks, and I'm not sure why it's happening. Can you please assist me in resolving this issue?
VAL | [compromised_card] | YES | Text: I'm worried that someone may have accessed my card information, as I didn't authorize these recent transactions.
VAL | [getting_virtual_card] | NO | Text: What is a virtual card and how do I get one?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | NO | Text: I'm trying to withdraw some cash from an ATM in a foreign country, but the exchange rate seems off. I'm not sure if I'm being charged a fee or if the rate is just incorrect. Can you help me with this issue?
VAL | [card_payment_not_recognised] | YES | Text: I'm concerned that someone is using my card to make unauthorized transactions. I've reviewed my account activity and noticed several unexplained charges over the past two days. I'd like to report this incident and request that my card be temporarily suspended. Additionally, I'd like assistance with reversing the unauthorized transactions and recovering my lost funds.
VAL | [wrong_amount_of_cash_received] | NO | Text: I was expecting to receive $200, but instead, I only got $50.
VAL | [top_up_failed] | NO | Text: I'm frustrated that my card was declined for topping up my account. Can you please explain why this happened and what I can do to resolve the issue?
VAL | [declined_cash_withdrawal] | YES | Text: This morning, I attempted to make a cash withdrawal, but my card was declined. Could you please verify the issue, as this is the first time it's happened?
VAL | [top_up_failed] | YES | Text: I'm having trouble topping up my card, and it keeps getting declined. I urgently need help resolving this issue as soon as possible.
VAL | [getting_virtual_card] | YES | Text: I'm trying to find my virtual card, but it's not showing up. Can you help me locate it?
VAL | [visa_or_mastercard] | YES | Text: This transaction requires both a Visa and a Mastercard.
VAL | [wrong_amount_of_cash_received] | YES | Text: I was shortchanged $80 when I was supposed to receive $100.
VAL | [declined_transfer] | NO | Text: I've checked your account, and it appears that the transfer was declined due to insufficient funds. Please ensure you have sufficient balance in your account before attempting the transfer again.
VAL | [order_physical_card] | YES | Text: I'd like to request a physical version of my digital card.
