GEN | [apple_pay_or_google_pay] | Orig: Can an apple watch be used to tup-up? -> Aug: Can I use my Apple Watch to make payments with Apple Pay or Google Pay?
GEN | [passcode_forgotten] | Orig: I can't access my account. -> Aug: I've forgotten my passcode and can't log in to my account.
GEN | [transfer_fee_charged] | Orig: I used this account a lot during the last month to manage my payments for my new place abroad. Seems that suddenly fees have increased? Shouldn't you instead reward your frequent customers instead of putting an additional fee suddenly?! -> Aug: I've been using this account regularly to manage my international transactions, but I'm surprised to see a sudden fee increase. Wouldn't it be more customer-friendly to offer incentives for frequent users like me instead of imposing additional charges?
GEN | [card_acceptance] | Orig: Are there limits as to where my card will be accepted? -> Aug: Can I use my card at any location, or are there specific places where it won't be accepted?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Do you offer free ATM withdrawals of ones hometown currency while on holiday? -> Aug: I'm trying to withdraw some cash at an ATM while abroad, but the exchange rate seems off. Can you help me understand why I'm getting a different rate than what I was expecting?
GEN | [reverted_card_payment?] | Orig: I tried to buy something online but my funds were transferred back to my account. What is happening? -> Aug: I made an online purchase, but the payment was reversed and the amount was credited back to my account. Can you help me understand why this happened?
GEN | [unable_to_verify_identity] | Orig: I am not recognized by the app. -> Aug: We're having trouble verifying your identity through our system.
GEN | [card_acceptance] | Orig: Is there restrictions on where I can use my card? -> Aug: Are there any limitations on the locations where I can use my card for transactions?
GEN | [automatic_top_up] | Orig: When the time is right will this automatically replenish my balance? -> Aug: Will my account balance be automatically replenished when the time is suitable?
GEN | [apple_pay_or_google_pay] | Orig: I am having a slight problem with my American express in apple play, can you help me fix the problem with top up? -> Aug: I'm experiencing an issue with my American Express account on Google Pay, can you assist me in resolving the problem with a top-up?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: How can I get money in my home currency while I'm traveling internationally? I wanted to take it out of a local ATM but am worried that I will get charged extra fees. -> Aug: I'm planning a trip abroad and I'm concerned about getting the right exchange rate when withdrawing cash from an ATM. I don't want to be surprised by unexpected fees or a bad exchange rate. Can you help me find a way to get my money in my home currency without getting ripped off?
GEN | [card_payment_wrong_exchange_rate] | Orig: Why was the exchange wrong for the item I purchased? -> Aug: I was charged an incorrect exchange rate for the item I bought.
GEN | [reverted_card_payment?] | Orig: Under what condition will my payment revert? -> Aug: What circumstances would cause my payment to be reversed?
GEN | [pending_top_up] | Orig: Why is  my  top  up for  my  new account  not  instant -> Aug: Why is my pending top-up for my new account not processing immediately?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Can you tell me how long it would take, to make a transfer from France? I made one 2 days ago and its not there yet. -> Aug: I'm trying to check on a transfer I initiated 2 days ago from France, but my account balance still shows the same amount. Can you please let me know what's causing the delay?
GEN | [top_up_limits] | Orig: Is there any amount in which I would get cut off from topping up? -> Aug: What is the maximum amount I can top up my account before being restricted?
GEN | [card_payment_fee_charged] | Orig: I had to pay money for paying with my card. -> Aug: I was charged a fee for using my credit card for the transaction.
GEN | [top_up_failed] | Orig: I added funds to my account but the app didn't process it. -> Aug: I attempted to make a deposit into my account, but the transaction was not successfully processed.
GEN | [card_not_working] | Orig: Currently my card is broken. -> Aug: My credit card is no longer functioning.
GEN | [extra_charge_on_statement] | Orig: I wanted to know about a pending dollar that is on my statement. -> Aug: I'm trying to understand why I was charged an unexpected fee on my recent statement.
GEN | [card_not_working] | Orig: What should I do if I can't use my card? -> Aug: Why is my card not functioning properly and what steps can I take to resolve the issue?
GEN | [card_acceptance] | Orig: Is my card denied anywhere? -> Aug: Have I been declined anywhere with my card?
GEN | [pending_card_payment] | Orig: How long does it actually take my card payment to make it to the account? I've made a payment a couple of days ago but it hasn't moved since. -> Aug: I'd be happy to help you with that! Can you please confirm the payment amount and the date you made the payment? Additionally, could you please check if the payment was made using a credit or debit card? This information will help me better assist you in tracking the status of your pending card payment.
GEN | [top_up_reverted] | Orig: The app reversed a top off I had.  What should I do? -> Aug: The top-up I made was reversed in the app. What can I do to rectify the situation?
GEN | [contactless_not_working] | Orig: I am having problems with my contactless. -> Aug: I'm experiencing issues with my contactless payment feature.
GEN | [card_not_working] | Orig: Please help me!  My physical card isn't working right. -> Aug: I'm having trouble with my physical card; it's not functioning properly.
GEN | [transfer_not_received_by_recipient] | Orig: i've waited 2 days for a transfer to reach a retailers account, am i going to have to wait longer. -> Aug: I've been waiting for three days now and the transfer to the recipient's account still hasn't arrived, what's the estimated timeframe for it to be processed?
GEN | [order_physical_card] | Orig: Can you tell me exactly what fees I will expect to see in regards to your cards? -> Aug: What are the fees associated with ordering a physical credit/debit card from your bank?
GEN | [top_up_reverted] | Orig: Please explain why the funds I added were returned to my account. -> Aug: I'd be happy to help you understand why the top-up amount was reversed back to your account.
GEN | [why_verify_identity] | Orig: Why are you asking so many questions about me? -> Aug: We're verifying your identity to ensure the security and integrity of your account and to prevent any potential fraudulent activities.
GEN | [lost_or_stolen_phone] | Orig: I just replaced my phone so do I have to make a new account? -> Aug: I recently lost my phone and I'm not sure if I need to create a new account or if I can recover my old one.
GEN | [card_not_working] | Orig: Can you help me with my card, I think it's broke. -> Aug: I'm having trouble with my card, it seems to be malfunctioning.
GEN | [pending_cash_withdrawal] | Orig: Why is the app showing a still pending message on a withdraw that has already been done? -> Aug: I'm trying to check the status of a withdrawal I made earlier, but the app is still showing it as pending. Can you help me resolve this issue?
GEN | [verify_source_of_funds] | Orig: Who is giving me my money? -> Aug: Can you confirm the source of the funds being used for this transaction?
VAL | [apple_pay_or_google_pay] | NO | Text: Can I use my Apple Watch to make payments with Apple Pay or Google Pay?
VAL | [passcode_forgotten] | YES | Text: I've forgotten my passcode and can't log in to my account.
VAL | [transfer_fee_charged] | NO | Text: I've been using this account regularly to manage my international transactions, but I'm surprised to see a sudden fee increase. Wouldn't it be more customer-friendly to offer incentives for frequent users like me instead of imposing additional charges?
VAL | [card_acceptance] | YES | Text: Can I use my card at any location, or are there specific places where it won't be accepted?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I'm trying to withdraw some cash at an ATM while abroad, but the exchange rate seems off. Can you help me understand why I'm getting a different rate than what I was expecting?
VAL | [reverted_card_payment?] | YES | Text: I made an online purchase, but the payment was reversed and the amount was credited back to my account. Can you help me understand why this happened?
VAL | [unable_to_verify_identity] | YES | Text: We're having trouble verifying your identity through our system.
VAL | [card_acceptance] | YES | Text: Are there any limitations on the locations where I can use my card for transactions?
VAL | [automatic_top_up] | YES | Text: Will my account balance be automatically replenished when the time is suitable?
VAL | [apple_pay_or_google_pay] | NO | Text: I'm experiencing an issue with my American Express account on Google Pay, can you assist me in resolving the problem with a top-up?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | NO | Text: I'm planning a trip abroad and I'm concerned about getting the right exchange rate when withdrawing cash from an ATM. I don't want to be surprised by unexpected fees or a bad exchange rate. Can you help me find a way to get my money in my home currency without getting ripped off?
VAL | [card_payment_wrong_exchange_rate] | YES | Text: I was charged an incorrect exchange rate for the item I bought.
VAL | [reverted_card_payment?] | YES | Text: What circumstances would cause my payment to be reversed?
VAL | [pending_top_up] | YES | Text: Why is my pending top-up for my new account not processing immediately?
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I'm trying to check on a transfer I initiated 2 days ago from France, but my account balance still shows the same amount. Can you please let me know what's causing the delay?
VAL | [top_up_limits] | YES | Text: What is the maximum amount I can top up my account before being restricted?
VAL | [card_payment_fee_charged] | YES | Text: I was charged a fee for using my credit card for the transaction.
VAL | [top_up_failed] | YES | Text: I attempted to make a deposit into my account, but the transaction was not successfully processed.
VAL | [card_not_working] | YES | Text: My credit card is no longer functioning.
VAL | [extra_charge_on_statement] | YES | Text: I'm trying to understand why I was charged an unexpected fee on my recent statement.
VAL | [card_not_working] | YES | Text: Why is my card not functioning properly and what steps can I take to resolve the issue?
VAL | [card_acceptance] | YES | Text: Have I been declined anywhere with my card?
VAL | [pending_card_payment] | NO | Text: I'd be happy to help you with that! Can you please confirm the payment amount and the date you made the payment? Additionally, could you please check if the payment was made using a credit or debit card? This information will help me better assist you in tracking the status of your pending card payment.
VAL | [top_up_reverted] | YES | Text: The top-up I made was reversed in the app. What can I do to rectify the situation?
VAL | [contactless_not_working] | YES | Text: I'm experiencing issues with my contactless payment feature.
VAL | [card_not_working] | YES | Text: I'm having trouble with my physical card; it's not functioning properly.
VAL | [transfer_not_received_by_recipient] | YES | Text: I've been waiting for three days now and the transfer to the recipient's account still hasn't arrived, what's the estimated timeframe for it to be processed?
VAL | [order_physical_card] | YES | Text: What are the fees associated with ordering a physical credit/debit card from your bank?
VAL | [top_up_reverted] | YES | Text: I'd be happy to help you understand why the top-up amount was reversed back to your account.
VAL | [why_verify_identity] | NO | Text: We're verifying your identity to ensure the security and integrity of your account and to prevent any potential fraudulent activities.
VAL | [lost_or_stolen_phone] | NO | Text: I recently lost my phone and I'm not sure if I need to create a new account or if I can recover my old one.
VAL | [card_not_working] | YES | Text: I'm having trouble with my card, it seems to be malfunctioning.
VAL | [pending_cash_withdrawal] | YES | Text: I'm trying to check the status of a withdrawal I made earlier, but the app is still showing it as pending. Can you help me resolve this issue?
VAL | [verify_source_of_funds] | YES | Text: Can you confirm the source of the funds being used for this transaction?
