GEN | [cancel_transfer] | Orig: Hey i need help urgently. I just realised I sent my payment to the wrong account number, there is a typo! Please cancel it immediately, I can't do it anymore from the app -> Aug: Hey, I urgently need assistance. I just discovered that I mistakenly sent a payment to the wrong account number, and there's a typo involved. Can you please cancel the transfer as soon as possible? I'm unable to do so through the app.
GEN | [transaction_charged_twice] | Orig: I have noticed that my account was double charged for a couple of items this week. Please review and refund the double charged items back. -> Aug: I've found that I've been mistakenly charged twice for a few transactions this week. Could you please investigate and reverse the duplicate charges?
GEN | [wrong_amount_of_cash_received] | Orig: I tried to withdraw 50 pounds but it only gave me 30. Where is the rest of my money? -> Aug: I attempted to withdraw £40, but I was given only £20. Can you explain why I'm missing the remaining amount?
GEN | [card_about_to_expire] | Orig: Can I keep using my card after it expires? -> Aug: What happens if I continue to use my card after the expiration date?
GEN | [activate_my_card] | Orig: What do I need to do in order to use my card I just got? -> Aug: To activate my new card, what steps do I need to take to start using it?
GEN | [contactless_not_working] | Orig: Any charges applicable for new card? -> Aug: I'm trying to use my new card, but the contactless payment feature isn't working. Can I still be charged for any transactions attempted during this time?
GEN | [order_physical_card] | Orig: what steps do i do to get a real card -> Aug: To place an order for a physical credit/debit card, please follow these steps: I'd be happy to guide you through the process. Can you please confirm your account information and card details, and I'll assist you in placing the order?
GEN | [country_support] | Orig: I need a new card and I live in the United States. -> Aug: I require a replacement card and I am a resident of the United States.
GEN | [cancel_transfer] | Orig: I made a transaction, but I made it to an account I didn't mean to make it to. -> Aug: I accidentally sent a transfer to the wrong account and would like to cancel it.
GEN | [balance_not_updated_after_bank_transfer] | Orig: Help me find the transfer that I did. -> Aug: I'm trying to locate the recent bank transfer that I made, but my account balance isn't reflecting the updated amount.
GEN | [card_about_to_expire] | Orig: Am I able to have a card sent to China? -> Aug: I'm concerned about my credit card's expiration date, which is approaching soon. Can I request a replacement card to be sent to China before it expires?
GEN | [cash_withdrawal_not_recognised] | Orig: I was trying to use my card and it was declined, when I tried to find out what happened I found cash withdraw for $500 that I didn't do.  Can you please help figure this out? -> Aug: I'm trying to use my card, but it's been declined. I've checked my account and noticed a cash withdrawal of $400 that I didn't authorize. Can you assist me in resolving this issue?
GEN | [cash_withdrawal_charge] | Orig: Do you charge for making a withdrawal? I took some money out of my account earlier and I was charged for this. -> Aug: Can you confirm if there's a fee for withdrawing cash from my account? I recently made a withdrawal and noticed a charge on my statement.
GEN | [balance_not_updated_after_bank_transfer] | Orig: Why hasn't my account updated to reflect my current balance? -> Aug: I'm trying to check my account balance, but it's not showing the correct amount after I made a recent transfer. Can you help me resolve this issue?
GEN | [card_acceptance] | Orig: Where do I pay with my card? -> Aug: How can I use my card to make a payment?
GEN | [card_payment_fee_charged] | Orig: i have used my card online before and wasn't charged, why am i charged now -> Aug: I've made online transactions with my card previously without being charged a fee, so I'm confused as to why I'm being charged a fee this time.
GEN | [supported_cards_and_currencies] | Orig: Can you accept my other card from the U.S.?  It is the only other one I have. -> Aug: Do you support other credit cards from the United States, besides the one I'm currently using?
GEN | [direct_debit_payment_not_recognised] | Orig: Why is there a direct debit set up in my name? -> Aug: We've received a direct debit instruction that doesn't match any payment plan in your account. Can you please confirm if you've set up a direct debit recently or if you're aware of any unknown transactions?
GEN | [country_support] | Orig: where do you have locations at -> Aug: which countries do you operate in?
GEN | [declined_cash_withdrawal] | Orig: My ATM transaction was cancelled. -> Aug: Your recent cash withdrawal attempt was declined.
GEN | [card_swallowed] | Orig: The ATM didnt return my card! -> Aug: I swallowed my card while trying to withdraw cash from the ATM!
GEN | [card_payment_not_recognised] | Orig: I don't think I made this transaction on my statement -> Aug: I'm not sure if I authorized this payment on my recent statement
GEN | [supported_cards_and_currencies] | Orig: Will you accept my credit card, it my only one. -> Aug: Do you support credit cards as a payment method, as it's the only one I have?
GEN | [supported_cards_and_currencies] | Orig: I have another card from the U.S. Will you be able to accept that one? -> Aug: I'd like to know if you accept cards from the United States.
GEN | [transfer_not_received_by_recipient] | Orig: I sent money to my family last Friday but they don't have it. -> Aug: I transferred funds to my relative on Friday, but they're still waiting to receive it.
GEN | [card_about_to_expire] | Orig: I think my card is expiring, what happens then? -> Aug: I'm concerned that my credit card is approaching its expiration date, what are the consequences if I don't renew it?
GEN | [card_about_to_expire] | Orig: My card's expiration date is close. -> Aug: My credit card's expiration date is approaching.
GEN | [direct_debit_payment_not_recognised] | Orig: I think I am a victim of fraud.  I noticed there was a charge on my account that I didn't do because I haven't touched my card today.  Can you please reverse the charge and refund my money? -> Aug: I'm concerned about a suspicious transaction on my account. I didn't authorise a payment, and I'm not sure what happened. Can you investigate and cancel the direct debit payment that was made without my consent?
GEN | [transfer_fee_charged] | Orig: I transferred money to a receiver within the EU and they received a lesser amount than expected.  Now I will have to send additional money to the receiver in order to make up the difference.  I'm not sure what went wrong, can you please advise? -> Aug: I made an international transfer to an EU recipient, but they only received a smaller amount than I intended. To rectify the issue, I'll need to send an additional payment to cover the shortfall. Can you help me understand what caused the discrepancy?
GEN | [cash_withdrawal_charge] | Orig: Could you explain your rules for ATM fees? -> Aug: What are the charges for withdrawing cash from an ATM using my bank card?
GEN | [wrong_amount_of_cash_received] | Orig: How can I get my money that I didn't get from the ATM? -> Aug: I accidentally received less cash from the ATM, how do I get the remaining amount?
GEN | [top_up_reverted] | Orig: I didn't cancel my top-up. -> Aug: I mistakenly didn't cancel my top-up.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Why did I only receive this much currency? -> Aug: I was expecting a different amount of currency for my cash withdrawal, as the exchange rate was not what I was told.
GEN | [change_pin] | Orig: I can't freeze my account as I need the card as I am traveling, how do I change my pin? -> Aug: I'm planning a trip and need to use my card, but I'd like to change my PIN before I go. Can I do that?
GEN | [order_physical_card] | Orig: Is payment required to get a card of my own? -> Aug: Do I need to make a payment to order a physical card for myself?
VAL | [cancel_transfer] | YES | Text: Hey, I urgently need assistance. I just discovered that I mistakenly sent a payment to the wrong account number, and there's a typo involved. Can you please cancel the transfer as soon as possible? I'm unable to do so through the app.
VAL | [transaction_charged_twice] | YES | Text: I've found that I've been mistakenly charged twice for a few transactions this week. Could you please investigate and reverse the duplicate charges?
VAL | [wrong_amount_of_cash_received] | YES | Text: I attempted to withdraw £40, but I was given only £20. Can you explain why I'm missing the remaining amount?
VAL | [card_about_to_expire] | YES | Text: What happens if I continue to use my card after the expiration date?
VAL | [activate_my_card] | YES | Text: To activate my new card, what steps do I need to take to start using it?
VAL | [contactless_not_working] | YES | Text: I'm trying to use my new card, but the contactless payment feature isn't working. Can I still be charged for any transactions attempted during this time?
VAL | [order_physical_card] | NO | Text: To place an order for a physical credit/debit card, please follow these steps: I'd be happy to guide you through the process. Can you please confirm your account information and card details, and I'll assist you in placing the order?
VAL | [country_support] | YES | Text: I require a replacement card and I am a resident of the United States.
VAL | [cancel_transfer] | YES | Text: I accidentally sent a transfer to the wrong account and would like to cancel it.
VAL | [balance_not_updated_after_bank_transfer] | NO | Text: I'm trying to locate the recent bank transfer that I made, but my account balance isn't reflecting the updated amount.
VAL | [card_about_to_expire] | NO | Text: I'm concerned about my credit card's expiration date, which is approaching soon. Can I request a replacement card to be sent to China before it expires?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm trying to use my card, but it's been declined. I've checked my account and noticed a cash withdrawal of $400 that I didn't authorize. Can you assist me in resolving this issue?
VAL | [cash_withdrawal_charge] | YES | Text: Can you confirm if there's a fee for withdrawing cash from my account? I recently made a withdrawal and noticed a charge on my statement.
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I'm trying to check my account balance, but it's not showing the correct amount after I made a recent transfer. Can you help me resolve this issue?
VAL | [card_acceptance] | NO | Text: How can I use my card to make a payment?
VAL | [card_payment_fee_charged] | NO | Text: I've made online transactions with my card previously without being charged a fee, so I'm confused as to why I'm being charged a fee this time.
VAL | [supported_cards_and_currencies] | NO | Text: Do you support other credit cards from the United States, besides the one I'm currently using?
VAL | [direct_debit_payment_not_recognised] | NO | Text: We've received a direct debit instruction that doesn't match any payment plan in your account. Can you please confirm if you've set up a direct debit recently or if you're aware of any unknown transactions?
VAL | [country_support] | YES | Text: which countries do you operate in?
VAL | [declined_cash_withdrawal] | YES | Text: Your recent cash withdrawal attempt was declined.
VAL | [card_swallowed] | NO | Text: I swallowed my card while trying to withdraw cash from the ATM!
VAL | [card_payment_not_recognised] | YES | Text: I'm not sure if I authorized this payment on my recent statement
VAL | [supported_cards_and_currencies] | YES | Text: Do you support credit cards as a payment method, as it's the only one I have?
VAL | [supported_cards_and_currencies] | NO | Text: I'd like to know if you accept cards from the United States.
VAL | [transfer_not_received_by_recipient] | YES | Text: I transferred funds to my relative on Friday, but they're still waiting to receive it.
VAL | [card_about_to_expire] | YES | Text: I'm concerned that my credit card is approaching its expiration date, what are the consequences if I don't renew it?
VAL | [card_about_to_expire] | YES | Text: My credit card's expiration date is approaching.
VAL | [direct_debit_payment_not_recognised] | NO | Text: I'm concerned about a suspicious transaction on my account. I didn't authorise a payment, and I'm not sure what happened. Can you investigate and cancel the direct debit payment that was made without my consent?
VAL | [transfer_fee_charged] | NO | Text: I made an international transfer to an EU recipient, but they only received a smaller amount than I intended. To rectify the issue, I'll need to send an additional payment to cover the shortfall. Can you help me understand what caused the discrepancy?
VAL | [cash_withdrawal_charge] | YES | Text: What are the charges for withdrawing cash from an ATM using my bank card?
VAL | [wrong_amount_of_cash_received] | YES | Text: I accidentally received less cash from the ATM, how do I get the remaining amount?
VAL | [top_up_reverted] | NO | Text: I mistakenly didn't cancel my top-up.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I was expecting a different amount of currency for my cash withdrawal, as the exchange rate was not what I was told.
VAL | [change_pin] | NO | Text: I'm planning a trip and need to use my card, but I'd like to change my PIN before I go. Can I do that?
VAL | [order_physical_card] | YES | Text: Do I need to make a payment to order a physical card for myself?
