GEN | [transfer_not_received_by_recipient] | Orig: How long will my transaction take? -> Aug: Why hasn't my transfer been received by the recipient yet?
GEN | [receiving_money] | Orig: Can I use a transfer to receive my transfer? -> Aug: Can I use a transfer to receive a transfer payment?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Is there a longer processing time for international bank transfers? -> Aug: Why does it take so long for my international bank transfer to reflect in my account balance?
GEN | [transaction_charged_twice] | Orig: Why is there are there two of the same transaction? -> Aug: Why did I get charged twice for the same transaction?
GEN | [unable_to_verify_identity] | Orig: The app does not know it is me. -> Aug: The system is unable to recognize me.
GEN | [verify_my_identity] | Orig: How and where can I find the identity checks? -> Aug: Where can I locate the identity verification process?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Why is it taking so long for my money to appear in my account? I have been waiting a week! -> Aug: I've deposited a cheque and my account balance still hasn't been updated. Can you please look into this and let me know when I can expect the funds to reflect in my account?
GEN | [verify_source_of_funds] | Orig: How can I look at where my available cash is coming from? -> Aug: Can you please clarify the source of the funds in my account?
GEN | [card_payment_wrong_exchange_rate] | Orig: I was charged the wing amount for an item. -> Aug: I was overcharged the wrong exchange rate for a transaction.
GEN | [why_verify_identity] | Orig: My ID verification hasn't gone through yet, but can I use my account anyway? -> Aug: I'm trying to access my account, but I'm still waiting for my ID verification to be processed. Can I still use my account until then?
GEN | [declined_transfer] | Orig: How can I find a way to transfer money without it being rejected? -> Aug: I'm having trouble completing a transfer and it keeps getting declined. Can you help me identify the issue and find an alternative solution?
GEN | [beneficiary_not_allowed] | Orig: I cant transfer money into my account -> Aug: I'm trying to add a new payee, but it's not allowing me to do so.
GEN | [verify_my_identity] | Orig: what steps do you take to check identity -> Aug: To confirm your identity, what information do you need from me to verify my account?
GEN | [card_payment_wrong_exchange_rate] | Orig: It seems that something went wrong with my exchange. I changed Russian Ruble into UK pounds but have been charged entirely too much! -> Aug: I'm concerned that there's been an error with the exchange rate. I converted my Russian Rubles to UK pounds, but the amount I was charged is significantly higher than expected.
GEN | [transfer_not_received_by_recipient] | Orig: I have done a transfer within the country a couple days ago, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that several times already. -> Aug: I made a domestic transfer a few days ago, but the recipient hasn't received it yet. Can you look into this and let me know what's causing the delay? I've double-checked the account number to ensure it's correct.
GEN | [top_up_by_bank_transfer_charge] | Orig: Do I get charged if I am receiving money? -> Aug: Are there any bank transfer charges when I receive a top-up?
GEN | [pending_top_up] | Orig: Is there a problem with the top up system? My transaction hasn't gone through properly -> Aug: Why hasn't my recent top-up been processed? I'm concerned that there might be an issue with the system.
GEN | [declined_transfer] | Orig: How do I contact customer support about my declined transfer? -> Aug: I'd like to speak with a representative about the transfer that was declined and get more information on why it was rejected.
GEN | [beneficiary_not_allowed] | Orig: I was unable to transfer to another account. -> Aug: You are not authorized to transfer funds to an account that is not in your name.
GEN | [atm_support] | Orig: Can I use a different bank ATM than my own? -> Aug: Can I use an ATM from a different bank or institution than my own?
GEN | [transfer_not_received_by_recipient] | Orig: I performed a transfer within the country the day before yesterday, but it has not gone through? Can you check on that? The account number is definitely correct, as I've checked. -> Aug: I made a domestic transfer two days ago, but the recipient hasn't received it yet. Can you look into this for me? I've double-checked the account number to ensure it's correct.
GEN | [get_physical_card] | Orig: do i need to wait to get my card before getting a pin -> Aug: Can I receive my physical card before setting up a PIN, or do I need to wait until I receive the card to get a PIN?
GEN | [balance_not_updated_after_bank_transfer] | Orig: For you, how long do transfers normally take from a UK account? I completed one just now but nothing appears. I just need to be sure everything is okay. -> Aug: I recently made a transfer from a UK account, but my account balance hasn't been updated yet. Can you please let me know how long it usually takes for transfers to reflect in my account?
GEN | [unable_to_verify_identity] | Orig: The app isn't letting me log in, but my info is correct. -> Aug: We're having trouble verifying your identity, and it seems that our system is unable to recognize your login credentials, despite your information being accurate.
GEN | [failed_transfer] | Orig: I couldnt transfer money from my account. -> Aug: I attempted to make a transfer from my account, but it didn't go through.
GEN | [reverted_card_payment?] | Orig: I received a message from a seller stating they hadn't received my money even though it definitely came out of my account. The money has now been deposited back into my account. Please get this resolved as soon as possible. -> Aug: I'm concerned about a payment I made to a seller, as I received a notification saying they didn't receive the funds, but the amount has since been reversed back to my account. Can you help me resolve this issue promptly?
GEN | [card_payment_wrong_exchange_rate] | Orig: my exchange rate looks wrong for my last payment -> Aug: The exchange rate used for my recent transaction seems incorrect.
GEN | [top_up_by_bank_transfer_charge] | Orig: Will I be fined for topping up by transfer? -> Aug: Are there any fees associated with topping up my account via bank transfer?
GEN | [order_physical_card] | Orig: Is a physical charge extra -> Aug: Are there any additional fees for ordering a physical credit card?
GEN | [pending_cash_withdrawal] | Orig: How do I get my cash withdrawal to show? -> Aug: Why is my pending cash withdrawal not showing up in my account?
GEN | [pending_transfer] | Orig: I wanted to know why there is a transfer of mine pending. -> Aug: I'm trying to understand the status of a transfer I initiated.
GEN | [transfer_fee_charged] | Orig: I think I have an extra transfer charge. -> Aug: I'm concerned that I've been incorrectly charged a transfer fee.
GEN | [beneficiary_not_allowed] | Orig: the transfer to an account wasn't allowed is there any other way for me to do it -> Aug: The transfer to the account is restricted, are there any alternative methods I can use to complete the transaction?
GEN | [card_delivery_estimate] | Orig: I need my card right away. -> Aug: I require my card as soon as possible.
GEN | [card_delivery_estimate] | Orig: Are the delivery days flexible?  My schedule only allows me to be a available on specific dates. -> Aug: Can you provide an estimate of the delivery dates, as I have a limited availability and need to plan accordingly?
GEN | [card_payment_fee_charged] | Orig: Let me know when you charge for payments. I just checked the app and saw a fee that I wasn't warned about. -> Aug: Can you inform me when you'll be charging a fee for the payment? I just checked the app and noticed a fee that I wasn't expecting, and I'd like to know more about it.
GEN | [transfer_not_received_by_recipient] | Orig: How long will a transaction to a friend take? -> Aug: Why hasn't my friend received the money I transferred to them yet?
GEN | [get_physical_card] | Orig: do i have to wait for a physical card before i get my pin -> Aug: Can I receive my physical card before getting my PIN, or do I need to wait for the physical card to arrive before activating my account?
VAL | [transfer_not_received_by_recipient] | YES | Text: Why hasn't my transfer been received by the recipient yet?
VAL | [receiving_money] | YES | Text: Can I use a transfer to receive a transfer payment?
VAL | [balance_not_updated_after_bank_transfer] | NO | Text: Why does it take so long for my international bank transfer to reflect in my account balance?
VAL | [transaction_charged_twice] | YES | Text: Why did I get charged twice for the same transaction?
VAL | [unable_to_verify_identity] | YES | Text: The system is unable to recognize me.
VAL | [verify_my_identity] | YES | Text: Where can I locate the identity verification process?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I've deposited a cheque and my account balance still hasn't been updated. Can you please look into this and let me know when I can expect the funds to reflect in my account?
VAL | [verify_source_of_funds] | YES | Text: Can you please clarify the source of the funds in my account?
VAL | [card_payment_wrong_exchange_rate] | NO | Text: I was overcharged the wrong exchange rate for a transaction.
VAL | [why_verify_identity] | NO | Text: I'm trying to access my account, but I'm still waiting for my ID verification to be processed. Can I still use my account until then?
VAL | [declined_transfer] | YES | Text: I'm having trouble completing a transfer and it keeps getting declined. Can you help me identify the issue and find an alternative solution?
VAL | [beneficiary_not_allowed] | NO | Text: I'm trying to add a new payee, but it's not allowing me to do so.
VAL | [verify_my_identity] | YES | Text: To confirm your identity, what information do you need from me to verify my account?
VAL | [card_payment_wrong_exchange_rate] | YES | Text: I'm concerned that there's been an error with the exchange rate. I converted my Russian Rubles to UK pounds, but the amount I was charged is significantly higher than expected.
VAL | [transfer_not_received_by_recipient] | YES | Text: I made a domestic transfer a few days ago, but the recipient hasn't received it yet. Can you look into this and let me know what's causing the delay? I've double-checked the account number to ensure it's correct.
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Are there any bank transfer charges when I receive a top-up?
VAL | [pending_top_up] | YES | Text: Why hasn't my recent top-up been processed? I'm concerned that there might be an issue with the system.
VAL | [declined_transfer] | NO | Text: I'd like to speak with a representative about the transfer that was declined and get more information on why it was rejected.
VAL | [beneficiary_not_allowed] | NO | Text: You are not authorized to transfer funds to an account that is not in your name.
VAL | [atm_support] | NO | Text: Can I use an ATM from a different bank or institution than my own?
VAL | [transfer_not_received_by_recipient] | YES | Text: I made a domestic transfer two days ago, but the recipient hasn't received it yet. Can you look into this for me? I've double-checked the account number to ensure it's correct.
VAL | [get_physical_card] | NO | Text: Can I receive my physical card before setting up a PIN, or do I need to wait until I receive the card to get a PIN?
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I recently made a transfer from a UK account, but my account balance hasn't been updated yet. Can you please let me know how long it usually takes for transfers to reflect in my account?
VAL | [unable_to_verify_identity] | NO | Text: We're having trouble verifying your identity, and it seems that our system is unable to recognize your login credentials, despite your information being accurate.
VAL | [failed_transfer] | YES | Text: I attempted to make a transfer from my account, but it didn't go through.
VAL | [reverted_card_payment?] | YES | Text: I'm concerned about a payment I made to a seller, as I received a notification saying they didn't receive the funds, but the amount has since been reversed back to my account. Can you help me resolve this issue promptly?
VAL | [card_payment_wrong_exchange_rate] | YES | Text: The exchange rate used for my recent transaction seems incorrect.
VAL | [top_up_by_bank_transfer_charge] | YES | Text: Are there any fees associated with topping up my account via bank transfer?
VAL | [order_physical_card] | NO | Text: Are there any additional fees for ordering a physical credit card?
VAL | [pending_cash_withdrawal] | YES | Text: Why is my pending cash withdrawal not showing up in my account?
VAL | [pending_transfer] | YES | Text: I'm trying to understand the status of a transfer I initiated.
VAL | [transfer_fee_charged] | YES | Text: I'm concerned that I've been incorrectly charged a transfer fee.
VAL | [beneficiary_not_allowed] | YES | Text: The transfer to the account is restricted, are there any alternative methods I can use to complete the transaction?
VAL | [card_delivery_estimate] | YES | Text: I require my card as soon as possible.
VAL | [card_delivery_estimate] | YES | Text: Can you provide an estimate of the delivery dates, as I have a limited availability and need to plan accordingly?
VAL | [card_payment_fee_charged] | NO | Text: Can you inform me when you'll be charging a fee for the payment? I just checked the app and noticed a fee that I wasn't expecting, and I'd like to know more about it.
VAL | [transfer_not_received_by_recipient] | YES | Text: Why hasn't my friend received the money I transferred to them yet?
VAL | [get_physical_card] | NO | Text: Can I receive my physical card before getting my PIN, or do I need to wait for the physical card to arrive before activating my account?
