GEN | [card_payment_wrong_exchange_rate] | Orig: Does the fee for exchange change? -> Aug: Is the exchange rate fee the same every time I make a payment?
GEN | [virtual_card_not_working] | Orig: My virtual card is just not going through. -> Aug: My virtual card is not functioning properly.
GEN | [activate_my_card] | Orig: How long does it take to activate the card, as it does not look like its working? -> Aug: Can you please let me know how long it usually takes to activate a card, as I'm having trouble getting it to work?
GEN | [apple_pay_or_google_pay] | Orig: Can I use my Apple Watch to pay for gas? -> Aug: Can I use my Apple Watch to make mobile payments, like Apple Pay, to pay for gas?
GEN | [exchange_charge] | Orig: How much do I have to pay to accept an international transfer? -> Aug: What is the fee for receiving an international wire transfer?
GEN | [cash_withdrawal_not_recognised] | Orig: Somebody stole my wallet and is using my card! Can you do something so they can't keep taking my money? -> Aug: My card has been stolen and I'm worried that someone is using it to withdraw cash. Can you help me stop the transactions and prevent further unauthorized withdrawals?
GEN | [apple_pay_or_google_pay] | Orig: how do i setup my apple pay -> Aug: how do i set up apple pay on my device
GEN | [transfer_fee_charged] | Orig: I need to know how much it costs to transfer funds. -> Aug: I'd like to inquire about the transfer fee associated with moving money between accounts.
GEN | [disposable_card_limits] | Orig: Why can't I use a disposable card? -> Aug: What are the limitations on disposable card usage?
GEN | [pending_top_up] | Orig: When will my top up be applied? -> Aug: When can I expect my pending top-up to be processed?
GEN | [cancel_transfer] | Orig: I have arranged a transfer, but no longer need to send it. How do I stop the transfer? -> Aug: I would like to cancel the transfer I previously initiated. Can you assist me with stopping the transfer process?
GEN | [top_up_by_cash_or_cheque] | Orig: What are the steps for depositing cash into my account? -> Aug: How can I add cash to my account balance?
GEN | [compromised_card] | Orig: Questionable transactions on my account. -> Aug: Unusual activity detected on my account.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: When will my cheque be processed? -> Aug: Why hasn't my account balance been updated after I deposited a cheque?
GEN | [lost_or_stolen_card] | Orig: My card has been lost! help! -> Aug: I've misplaced my card and I need assistance with replacing it.
GEN | [compromised_card] | Orig: How can I tell if someone else is using my card? -> Aug: Is there a way to detect if someone has stolen my credit card information?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I put some money in my account the other day and it's not gone in yet, can you help with this? -> Aug: I made a deposit using a cheque/cash a few days ago, but my account balance hasn't been updated yet, could you look into this for me?
GEN | [pending_top_up] | Orig: I attempted to top up my account but it's been frozen in a pending state for well over an hour now! Is this normal? I'm a new customer and this is my first time doing this. I assumed it would be done quicker than this. -> Aug: I've been trying to add funds to my account, but it's been stuck in a pending state for an extended period. Can you please look into this? I'm a new customer and this is my first time topping up, so I'm a bit concerned it's taking so long.
GEN | [pending_top_up] | Orig: Isn't my top-up supposed to mean its complete? -> Aug: Why hasn't my top-up been processed yet? I thought it was supposed to be completed by now.
GEN | [lost_or_stolen_card] | Orig: Help!  I fear that my card was stolen, -> Aug: I'm worried that someone might have taken my card, and I need to report it as stolen.
GEN | [getting_spare_card] | Orig: how is it possible to add another card to account -> Aug: Can I request a new card to be added to my account?
GEN | [lost_or_stolen_card] | Orig: My card was stolen last night. -> Aug: My credit card was swiped from my wallet last evening.
GEN | [transfer_fee_charged] | Orig: I made a transfer and the receiver said they haven't actually received the right amount, but it's a bit less. Now I have to transfer more money to make up for the missing bit. Can you please alert me about this, what has been going on? -> Aug: I initiated a transfer, but the recipient claims they didn't receive the full amount, and I need to make an additional transfer to cover the shortfall. Can you help me understand what's happening with the transfer fee charged?
GEN | [activate_my_card] | Orig: Tell me how to renew my new card? -> Aug: Can you guide me on how to activate my new credit card?
GEN | [request_refund] | Orig: What's the procedure for canceling a purchase? -> Aug: I'd like to initiate a refund for a recent purchase. Can you guide me through the process?
GEN | [transfer_into_account] | Orig: How is my money transferred to the account -> Aug: Can you guide me on how to transfer funds into my account?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Can the exchange rate change while I am in the process of making a withdrawal? -> Aug: Is the exchange rate adjusted while I'm in the middle of a cash withdrawal?
GEN | [unable_to_verify_identity] | Orig: I dont have identification -> Aug: I'm unable to provide the required identification documents.
GEN | [pending_top_up] | Orig: Where to check top ups pending? -> Aug: How can I check the status of my pending top-up?
GEN | [cancel_transfer] | Orig: There was a transaction this morning that I'd like to reverse. -> Aug: I'd like to cancel a transaction that was processed earlier today.
GEN | [wrong_amount_of_cash_received] | Orig: Yikes!  I didn't get the amount of money that I requested.  What do I do now? -> Aug: I'm shortchanged! I received less cash than I was supposed to get. Can you help me resolve this issue?
GEN | [receiving_money] | Orig: Do I need to convert my currency from GBP before transferring? -> Aug: Can I transfer funds in GBP or do I need to convert it to another currency first?
GEN | [compromised_card] | Orig: I think my card has been used by somebody else since I was never in the little town where some transactions on this bill have come from. Please stop this right away. -> Aug: I'm concerned that someone else has used my card since I've never been to the location where some transactions on my statement are from. Can you please take immediate action to stop any further unauthorized activity?
GEN | [lost_or_stolen_card] | Orig: I need to order a new card as my other one was stolen. -> Aug: I'd like to report my card as stolen and request a replacement.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: While on vacation I used an ATM to get cash and was overcharged. These charges are ridiculous and had I known about them I would have never used it. -> Aug: I recently withdrew cash from an ATM while traveling and was surprised to find that the exchange rate was significantly different from what I was expecting. If I had known about this discrepancy, I would have chosen a different option.
VAL | [card_payment_wrong_exchange_rate] | NO | Text: Is the exchange rate fee the same every time I make a payment?
VAL | [virtual_card_not_working] | YES | Text: My virtual card is not functioning properly.
VAL | [activate_my_card] | YES | Text: Can you please let me know how long it usually takes to activate a card, as I'm having trouble getting it to work?
VAL | [apple_pay_or_google_pay] | NO | Text: Can I use my Apple Watch to make mobile payments, like Apple Pay, to pay for gas?
VAL | [exchange_charge] | YES | Text: What is the fee for receiving an international wire transfer?
VAL | [cash_withdrawal_not_recognised] | NO | Text: My card has been stolen and I'm worried that someone is using it to withdraw cash. Can you help me stop the transactions and prevent further unauthorized withdrawals?
VAL | [apple_pay_or_google_pay] | YES | Text: how do i set up apple pay on my device
VAL | [transfer_fee_charged] | YES | Text: I'd like to inquire about the transfer fee associated with moving money between accounts.
VAL | [disposable_card_limits] | YES | Text: What are the limitations on disposable card usage?
VAL | [pending_top_up] | YES | Text: When can I expect my pending top-up to be processed?
VAL | [cancel_transfer] | YES | Text: I would like to cancel the transfer I previously initiated. Can you assist me with stopping the transfer process?
VAL | [top_up_by_cash_or_cheque] | YES | Text: How can I add cash to my account balance?
VAL | [compromised_card] | YES | Text: Unusual activity detected on my account.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: Why hasn't my account balance been updated after I deposited a cheque?
VAL | [lost_or_stolen_card] | YES | Text: I've misplaced my card and I need assistance with replacing it.
VAL | [compromised_card] | YES | Text: Is there a way to detect if someone has stolen my credit card information?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I made a deposit using a cheque/cash a few days ago, but my account balance hasn't been updated yet, could you look into this for me?
VAL | [pending_top_up] | YES | Text: I've been trying to add funds to my account, but it's been stuck in a pending state for an extended period. Can you please look into this? I'm a new customer and this is my first time topping up, so I'm a bit concerned it's taking so long.
VAL | [pending_top_up] | YES | Text: Why hasn't my top-up been processed yet? I thought it was supposed to be completed by now.
VAL | [lost_or_stolen_card] | YES | Text: I'm worried that someone might have taken my card, and I need to report it as stolen.
VAL | [getting_spare_card] | YES | Text: Can I request a new card to be added to my account?
VAL | [lost_or_stolen_card] | NO | Text: My credit card was swiped from my wallet last evening.
VAL | [transfer_fee_charged] | YES | Text: I initiated a transfer, but the recipient claims they didn't receive the full amount, and I need to make an additional transfer to cover the shortfall. Can you help me understand what's happening with the transfer fee charged?
VAL | [activate_my_card] | NO | Text: Can you guide me on how to activate my new credit card?
VAL | [request_refund] | NO | Text: I'd like to initiate a refund for a recent purchase. Can you guide me through the process?
VAL | [transfer_into_account] | YES | Text: Can you guide me on how to transfer funds into my account?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: Is the exchange rate adjusted while I'm in the middle of a cash withdrawal?
VAL | [unable_to_verify_identity] | YES | Text: I'm unable to provide the required identification documents.
VAL | [pending_top_up] | YES | Text: How can I check the status of my pending top-up?
VAL | [cancel_transfer] | YES | Text: I'd like to cancel a transaction that was processed earlier today.
VAL | [wrong_amount_of_cash_received] | YES | Text: I'm shortchanged! I received less cash than I was supposed to get. Can you help me resolve this issue?
VAL | [receiving_money] | NO | Text: Can I transfer funds in GBP or do I need to convert it to another currency first?
VAL | [compromised_card] | YES | Text: I'm concerned that someone else has used my card since I've never been to the location where some transactions on my statement are from. Can you please take immediate action to stop any further unauthorized activity?
VAL | [lost_or_stolen_card] | YES | Text: I'd like to report my card as stolen and request a replacement.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I recently withdrew cash from an ATM while traveling and was surprised to find that the exchange rate was significantly different from what I was expecting. If I had known about this discrepancy, I would have chosen a different option.
