GEN | [extra_charge_on_statement] | Orig: What does the €1 fee mean? -> Aug: We noticed a €1 charge on your recent statement. Can you please clarify what this extra fee is for?
GEN | [extra_charge_on_statement] | Orig: What is this extra €1 fee about? -> Aug: We noticed an additional €1 charge on your recent statement. Can you please tell me more about this extra fee?
GEN | [card_payment_fee_charged] | Orig: What are these fees i am paying? -> Aug: I'm happy to help you understand the fees associated with your recent transaction. Can you please provide me with the transaction date and amount so I can look into the fee details for you?
GEN | [extra_charge_on_statement] | Orig: what was the $1 fee i got -> Aug: I'd be happy to help you understand the extra charge on your recent statement. Can you please provide me with your account number so I can look into the matter further?
GEN | [extra_charge_on_statement] | Orig: What is this €1 charge? -> Aug: We noticed a €1 charge on your recent statement. Can you please let us know what you think it might be for?
GEN | [extra_charge_on_statement] | Orig: Where did the  €1 fee in my statement come from -> Aug: Can you explain the €1 charge on my recent statement?
GEN | [card_payment_fee_charged] | Orig: Why was I charged a fee? I thought shopping was free? -> Aug: I didn't realize there was a fee associated with my recent purchase. Can you explain why I was charged a fee?
GEN | [extra_charge_on_statement] | Orig: Why did you guys charge me an extra €1? -> Aug: I'm reviewing my recent statement and noticed an unexpected extra charge of €1. Can you please explain why this fee was added?
GEN | [card_payment_fee_charged] | Orig: Why is there a fee when I thought there would be no fees? -> Aug: I was surprised to see a charge on my statement, as I was under the impression that there would be no fees associated with this transaction.
GEN | [card_payment_fee_charged] | Orig: Why and I being charged this fee? -> Aug: Can you please explain why I'm being charged this payment fee?
GEN | [transfer_fee_charged] | Orig: I use my card internationally to manage payments and I just noticed that you are adding additional fees.  Why?  I am a good customer and this has me thinking about leaving. -> Aug: I've been using my card for international transactions and I'm concerned about the extra fees I've been charged. Can you explain why these fees are being added? I've always been a loyal customer and this is making me consider taking my business elsewhere.
GEN | [card_payment_fee_charged] | Orig: I think a fee was applied for paying with a card. -> Aug: I believe a payment processing fee was added to my transaction when I used my credit/debit card.
GEN | [card_payment_fee_charged] | Orig: What is this extra fee? -> Aug: Can you explain the additional charge on my recent card payment?
GEN | [cash_withdrawal_not_recognised] | Orig: What is this witdrawal -> Aug: What's this cash withdrawal I'm trying to make not being recognized?
GEN | [extra_charge_on_statement] | Orig: I don't understand why there is an extra €1 fee in my statement. -> Aug: I'm confused about the additional €1 charge on my recent statement. Can you explain why it was added?
GEN | [extra_charge_on_statement] | Orig: Why is there an extra €1 fee in my statement? -> Aug: I noticed an additional €1 charge on my recent statement. Can you explain why this extra fee was applied?
GEN | [card_payment_fee_charged] | Orig: I am tired of getting charged fees, and I have no idea why, please let me know what/when you charge fees for. -> Aug: I'm frustrated about the unexpected fees on my card, could you please explain when and why you charge them?
GEN | [country_support] | Orig: I live in Germany. Is that one of the countries you are in? What other countries are you in? -> Aug: I'm based in the United Kingdom. Are you asking about the countries you operate in? Can you please provide a list of the countries you support?
GEN | [extra_charge_on_statement] | Orig: In my statement, I got a €1 extra fee. -> Aug: I noticed an additional €1 charge on my recent statement.
GEN | [extra_charge_on_statement] | Orig: There's a €1 fee on my statement, why? -> Aug: I noticed a €1 charge on my recent statement, could you please explain why it was added?
GEN | [extra_charge_on_statement] | Orig: Why is there a 1 euro fee on my statement? -> Aug: We noticed a €1 charge on your recent statement. Can you please let us know what you're referring to so we can assist you further?
GEN | [extra_charge_on_statement] | Orig: €1 was in my statement as an extra fee. -> Aug: There is an additional charge of €1 on my recent statement.
GEN | [extra_charge_on_statement] | Orig: In my statement, there was an extra €1 fee -> Aug: I noticed an additional €1 charge on my recent statement
GEN | [card_payment_fee_charged] | Orig: I don't understand why I was charged an additional fee for this service. Can you clarify? -> Aug: I'm confused about the extra fee I was charged for this transaction. Can you explain the reason behind it?
GEN | [extra_charge_on_statement] | Orig: What is the extra €1 on my statement for? -> Aug: Can you please explain the additional €1 charge on my recent statement?
GEN | [extra_charge_on_statement] | Orig: Why is there an extra fee charged? -> Aug: We noticed an additional charge on your recent statement. Can you please clarify what this extra fee is for?
GEN | [cash_withdrawal_charge] | Orig: Why did I get charged a fee, I thought it was free? -> Aug: I didn't realize I'd be charged a withdrawal fee, I thought it was supposed to be a no-fee transaction.
GEN | [extra_charge_on_statement] | Orig: Why did you charge me extra? -> Aug: I'd be happy to help you understand the extra charge on your recent statement. Can you please provide me with your account number so I can look into this further?
GEN | [card_payment_fee_charged] | Orig: Why did I get charged extra? -> Aug: I was surprised to see an additional fee on my statement. Can you explain why I was charged this extra amount?
GEN | [extra_charge_on_statement] | Orig: Is the 1 pound charge I can see an error or an incorrect entry? -> Aug: I'd like to clarify the £1 charge on my recent statement - is it a mistake or an additional fee?
GEN | [transfer_fee_charged] | Orig: Next time maybe let people know that buying things from another country costs extra. I used my card to purchase an item from another country and I was charged for the item and also an extra fee it looks like. I wasnt aware of this and I think I should get a refund. -> Aug: I recently made an international purchase using my card, but I wasn't informed about the additional fee. I was charged for the item and the fee, which I think is unfair. Can I get a refund for the extra charge?
GEN | [extra_charge_on_statement] | Orig: Why have I been charged an extra £1? -> Aug: I'd be happy to help you understand the extra charge on your statement. Can you please provide me with your account number so I can look into this further?
GEN | [cash_withdrawal_charge] | Orig: What's up with the extra fee I got? -> Aug: Can you explain the additional charge I was charged for the cash withdrawal?
GEN | [card_payment_fee_charged] | Orig: Why am I charged a fee when using my debit or credit card? -> Aug: Can you explain why I'm being charged a fee for using my debit or credit card for a transaction?
GEN | [extra_charge_on_statement] | Orig: What is the fee on my statement for? -> Aug: Can you please explain the extra charge I see on my recent statement and what it's for?
GEN | [extra_charge_on_statement] | Orig: Why i'm I being charged an extra pound -> Aug: We've noticed an additional fee on your recent statement. Can you please clarify what this extra charge is for?
GEN | [extra_charge_on_statement] | Orig: why was i charged a small amount -> Aug: We noticed a small extra charge on your recent statement. Can you please let us know if you're aware of the reason behind this additional fee?
GEN | [card_payment_fee_charged] | Orig: Why am I being charged a hidden fee? -> Aug: I'm showing you a breakdown of the transaction, and it appears that a payment processing fee was applied to your recent card payment. Can I help you understand why this fee was charged?
GEN | [extra_charge_on_statement] | Orig: Why was I charged an extra pound? -> Aug: I'd be happy to help you understand the extra charge on your statement. Can you please provide me with your account number so I can look into this further?
VAL | [extra_charge_on_statement] | NO | Text: We noticed a €1 charge on your recent statement. Can you please clarify what this extra fee is for?
VAL | [extra_charge_on_statement] | YES | Text: We noticed an additional €1 charge on your recent statement. Can you please tell me more about this extra fee?
VAL | [card_payment_fee_charged] | NO | Text: I'm happy to help you understand the fees associated with your recent transaction. Can you please provide me with the transaction date and amount so I can look into the fee details for you?
VAL | [extra_charge_on_statement] | NO | Text: I'd be happy to help you understand the extra charge on your recent statement. Can you please provide me with your account number so I can look into the matter further?
VAL | [extra_charge_on_statement] | NO | Text: We noticed a €1 charge on your recent statement. Can you please let us know what you think it might be for?
VAL | [extra_charge_on_statement] | YES | Text: Can you explain the €1 charge on my recent statement?
VAL | [card_payment_fee_charged] | NO | Text: I didn't realize there was a fee associated with my recent purchase. Can you explain why I was charged a fee?
VAL | [extra_charge_on_statement] | YES | Text: I'm reviewing my recent statement and noticed an unexpected extra charge of €1. Can you please explain why this fee was added?
VAL | [card_payment_fee_charged] | NO | Text: I was surprised to see a charge on my statement, as I was under the impression that there would be no fees associated with this transaction.
VAL | [card_payment_fee_charged] | YES | Text: Can you please explain why I'm being charged this payment fee?
VAL | [transfer_fee_charged] | NO | Text: I've been using my card for international transactions and I'm concerned about the extra fees I've been charged. Can you explain why these fees are being added? I've always been a loyal customer and this is making me consider taking my business elsewhere.
VAL | [card_payment_fee_charged] | YES | Text: I believe a payment processing fee was added to my transaction when I used my credit/debit card.
VAL | [card_payment_fee_charged] | YES | Text: Can you explain the additional charge on my recent card payment?
VAL | [cash_withdrawal_not_recognised] | NO | Text: What's this cash withdrawal I'm trying to make not being recognized?
VAL | [extra_charge_on_statement] | YES | Text: I'm confused about the additional €1 charge on my recent statement. Can you explain why it was added?
VAL | [extra_charge_on_statement] | YES | Text: I noticed an additional €1 charge on my recent statement. Can you explain why this extra fee was applied?
VAL | [card_payment_fee_charged] | NO | Text: I'm frustrated about the unexpected fees on my card, could you please explain when and why you charge them?
VAL | [country_support] | NO | Text: I'm based in the United Kingdom. Are you asking about the countries you operate in? Can you please provide a list of the countries you support?
VAL | [extra_charge_on_statement] | YES | Text: I noticed an additional €1 charge on my recent statement.
VAL | [extra_charge_on_statement] | YES | Text: I noticed a €1 charge on my recent statement, could you please explain why it was added?
VAL | [extra_charge_on_statement] | NO | Text: We noticed a €1 charge on your recent statement. Can you please let us know what you're referring to so we can assist you further?
VAL | [extra_charge_on_statement] | YES | Text: There is an additional charge of €1 on my recent statement.
VAL | [extra_charge_on_statement] | YES | Text: I noticed an additional €1 charge on my recent statement
VAL | [card_payment_fee_charged] | YES | Text: I'm confused about the extra fee I was charged for this transaction. Can you explain the reason behind it?
VAL | [extra_charge_on_statement] | YES | Text: Can you please explain the additional €1 charge on my recent statement?
VAL | [extra_charge_on_statement] | YES | Text: We noticed an additional charge on your recent statement. Can you please clarify what this extra fee is for?
VAL | [cash_withdrawal_charge] | NO | Text: I didn't realize I'd be charged a withdrawal fee, I thought it was supposed to be a no-fee transaction.
VAL | [extra_charge_on_statement] | NO | Text: I'd be happy to help you understand the extra charge on your recent statement. Can you please provide me with your account number so I can look into this further?
VAL | [card_payment_fee_charged] | YES | Text: I was surprised to see an additional fee on my statement. Can you explain why I was charged this extra amount?
VAL | [extra_charge_on_statement] | YES | Text: I'd like to clarify the £1 charge on my recent statement - is it a mistake or an additional fee?
VAL | [transfer_fee_charged] | YES | Text: I recently made an international purchase using my card, but I wasn't informed about the additional fee. I was charged for the item and the fee, which I think is unfair. Can I get a refund for the extra charge?
VAL | [extra_charge_on_statement] | YES | Text: I'd be happy to help you understand the extra charge on your statement. Can you please provide me with your account number so I can look into this further?
VAL | [cash_withdrawal_charge] | YES | Text: Can you explain the additional charge I was charged for the cash withdrawal?
VAL | [card_payment_fee_charged] | YES | Text: Can you explain why I'm being charged a fee for using my debit or credit card for a transaction?
VAL | [extra_charge_on_statement] | YES | Text: Can you please explain the extra charge I see on my recent statement and what it's for?
VAL | [extra_charge_on_statement] | YES | Text: We've noticed an additional fee on your recent statement. Can you please clarify what this extra charge is for?
VAL | [extra_charge_on_statement] | YES | Text: We noticed a small extra charge on your recent statement. Can you please let us know if you're aware of the reason behind this additional fee?
VAL | [card_payment_fee_charged] | NO | Text: I'm showing you a breakdown of the transaction, and it appears that a payment processing fee was applied to your recent card payment. Can I help you understand why this fee was charged?
VAL | [extra_charge_on_statement] | NO | Text: I'd be happy to help you understand the extra charge on your statement. Can you please provide me with your account number so I can look into this further?
