GEN | [pending_card_payment] | Orig: How long does it take for a purchase to go from pending to authorised? -> Aug: When can I expect a pending payment to be processed and authorized for a recent purchase?
GEN | [lost_or_stolen_card] | Orig: Could you please freeze my card immediately? -> Aug: Can you put a temporary hold on my card due to concerns it may have been lost or stolen?
GEN | [why_verify_identity] | Orig: Why do I have to give you my drivers license -> Aug: We verify your identity to ensure the security and integrity of your account and transactions. This is a standard security measure to prevent unauthorized access and protect your personal and financial information.
GEN | [transfer_not_received_by_recipient] | Orig: I'm waiting for my transaction to complete. -> Aug: I haven't received the funds from my recent transfer.
GEN | [pending_cash_withdrawal] | Orig: Explain pending transactions. -> Aug: What is the status of my pending cash withdrawal request?
GEN | [verify_my_identity] | Orig: why do I need to show ID -> Aug: We require identification verification to ensure the security and integrity of your account, as well as to comply with regulatory requirements.
GEN | [lost_or_stolen_card] | Orig: I misplaced my card and I dont know where the last place is where I used the card last. Can you look at my account and tell me the last place I used the card? -> Aug: I'm not sure where I last used my card, but I think I might have misplaced it. Can you check my account activity to see the last transaction made with my card and tell me the location where it was used?
GEN | [supported_cards_and_currencies] | Orig: What are my payment options? -> Aug: We accept various payment methods, including credit cards like Visa, Mastercard, and American Express, as well as digital wallets like Apple Pay and Google Pay. We also support international transactions in multiple currencies, including USD, EUR, JPY, and more.
GEN | [transfer_fee_charged] | Orig: why was i chargged -> Aug: why was I charged a transfer fee?
GEN | [edit_personal_details] | Orig: I have a new email. -> Aug: I would like to update my email address.
GEN | [top_up_limits] | Orig: What is the daily limit on my card? -> Aug: Can you please inform me about the daily spending limit on my credit/debit card?
GEN | [lost_or_stolen_card] | Orig: Can you provide information for freezing my card immediately? -> Aug: I'd like to report my card as lost or stolen and request that it be frozen or restricted to prevent any unauthorized transactions.
GEN | [top_up_reverted] | Orig: Hae, I already completed my 3D secure authentication when I tried the crypto top up but it's still not working for me. I also don't understand what happened to the money in my account -> Aug: I've already finished the 3D secure verification process, but the crypto top-up still isn't working for me. I'm also confused about what happened to the funds in my account.
GEN | [exchange_via_app] | Orig: I'm having difficulties changing AUD for GBP. How do I do this? -> Aug: I'm having trouble exchanging Australian dollars for British pounds. Can you guide me through the process using the app?
GEN | [getting_spare_card] | Orig: Is it possible to give a second card from my account to my daughter? -> Aug: I'd like to request a spare card for my daughter, can I get another one from my account?
GEN | [why_verify_identity] | Orig: Is it possible to go ahead and log in, although I have not been confirmed yet? -> Aug: I'd like to know if I can still access my account even though my identity hasn't been verified yet.
GEN | [disposable_card_limits] | Orig: What is the number of transactions I get with a disposable card? -> Aug: How many transactions can I make with a disposable card before it expires or is no longer valid?
GEN | [get_disposable_virtual_card] | Orig: What systems do you have in place for my security when using my card for everyday purchases? -> Aug: Can you provide information on the security measures in place for virtual cards, specifically for online transactions and daily purchases?
GEN | [card_linking] | Orig: Could I reactivate my card please, I couldn't find it but it turns out it was in my jacket pocket. -> Aug: Could you please reactivate my card, I misplaced it initially but I've since found it in my jacket pocket.
GEN | [pending_card_payment] | Orig: How long does it take for a new purchase to stop being considered pending? -> Aug: When will a new purchase be processed and no longer show as pending on my account?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: I am reluctant to use ATMs international because I don't get an accurate exchange rate -> Aug: I'm hesitant to withdraw cash from an ATM while traveling abroad because I'm concerned about the exchange rate being incorrect
GEN | [cash_withdrawal_not_recognised] | Orig: I hope you can help me. My account has been compromised from a different town that I haven't been to. Can you please place a hold on my account until I can make it to the bank? -> Aug: I'm concerned about unauthorized activity on my account from a location I've never visited. Can you temporarily freeze my account until I can visit the bank in person?
GEN | [failed_transfer] | Orig: The transger I tried to make failed. -> Aug: The transfer I initiated did not go through.
GEN | [card_payment_wrong_exchange_rate] | Orig: Hello, I believe there has been a mistake made on the exchange rate for my card. Could you please check the official interbank exchange rate for me? -> Aug: I'm concerned that the exchange rate applied to my recent card transaction is incorrect. Could you verify the current interbank exchange rate to ensure it's accurate?
GEN | [card_linking] | Orig: In the app, how can I make it show the new card that arrived? -> Aug: In the app, how can I link my new card to my account so I can see it listed?
GEN | [unable_to_verify_identity] | Orig: The app does not believe that I am myself -> Aug: The system is unable to confirm my identity due to a discrepancy in the information provided.
GEN | [cancel_transfer] | Orig: Help please!  My rent payment is coming out tomorrow and I made a payment mistake yesterday! Can you put in in the correct account? -> Aug: My rent payment is scheduled to go out tomorrow, but I made an error with the payment yesterday. Can you please cancel the incorrect transfer and redirect it to the correct account?
GEN | [unable_to_verify_identity] | Orig: Why isn't this accepting my identity? -> Aug: We're having trouble verifying your identity with the information provided. Can you please confirm your name, date of birth, and address to help us complete the verification process?
GEN | [exchange_via_app] | Orig: I can't figure out how to change GBP to AUD, what do I do? -> Aug: I'm having trouble exchanging my GBP to AUD through the app, can you help me with the process?
GEN | [transaction_charged_twice] | Orig: I have multiple of the same transaction -> Aug: I've noticed duplicate charges for the same transaction
GEN | [pending_card_payment] | Orig: When is a payment I made with my card going to clear> -> Aug: When will the payment I made using my credit/debit card be processed and reflected in my account balance?
GEN | [unable_to_verify_identity] | Orig: The app doesn't believe that I am myself -> Aug: The app is unable to confirm my identity due to a mismatch in the information provided.
GEN | [visa_or_mastercard] | Orig: Why did I get a different card then requested? -> Aug: I was expecting a specific type of card, but I received a different one. Can you help me understand why?
GEN | [card_arrival] | Orig: I thought I would have received my new card at this point. -> Aug: I was expecting to receive my new card by now.
GEN | [top_up_by_card_charge] | Orig: Where can i top my card for free? -> Aug: How can I add funds to my card without incurring any charges?
GEN | [card_linking] | Orig: Can I add a card that I just found (again) to the app? -> Aug: Can I link a card that I've recently discovered again to the app?
GEN | [card_linking] | Orig: if i found a lost card can i put it back in app -> Aug: can i reactivate my lost card through the app if i find it?
GEN | [reverted_card_payment?] | Orig: Why have I received a rebate for my payment after a week? -> Aug: I'm showing a reversed payment on my account, can you explain why I got a refund for a transaction I made last week?
VAL | [pending_card_payment] | NO | Text: When can I expect a pending payment to be processed and authorized for a recent purchase?
VAL | [lost_or_stolen_card] | YES | Text: Can you put a temporary hold on my card due to concerns it may have been lost or stolen?
VAL | [why_verify_identity] | YES | Text: We verify your identity to ensure the security and integrity of your account and transactions. This is a standard security measure to prevent unauthorized access and protect your personal and financial information.
VAL | [transfer_not_received_by_recipient] | YES | Text: I haven't received the funds from my recent transfer.
VAL | [pending_cash_withdrawal] | YES | Text: What is the status of my pending cash withdrawal request?
VAL | [verify_my_identity] | YES | Text: We require identification verification to ensure the security and integrity of your account, as well as to comply with regulatory requirements.
VAL | [lost_or_stolen_card] | YES | Text: I'm not sure where I last used my card, but I think I might have misplaced it. Can you check my account activity to see the last transaction made with my card and tell me the location where it was used?
VAL | [supported_cards_and_currencies] | YES | Text: We accept various payment methods, including credit cards like Visa, Mastercard, and American Express, as well as digital wallets like Apple Pay and Google Pay. We also support international transactions in multiple currencies, including USD, EUR, JPY, and more.
VAL | [transfer_fee_charged] | YES | Text: why was I charged a transfer fee?
VAL | [edit_personal_details] | YES | Text: I would like to update my email address.
VAL | [top_up_limits] | YES | Text: Can you please inform me about the daily spending limit on my credit/debit card?
VAL | [lost_or_stolen_card] | YES | Text: I'd like to report my card as lost or stolen and request that it be frozen or restricted to prevent any unauthorized transactions.
VAL | [top_up_reverted] | YES | Text: I've already finished the 3D secure verification process, but the crypto top-up still isn't working for me. I'm also confused about what happened to the funds in my account.
VAL | [exchange_via_app] | YES | Text: I'm having trouble exchanging Australian dollars for British pounds. Can you guide me through the process using the app?
VAL | [getting_spare_card] | YES | Text: I'd like to request a spare card for my daughter, can I get another one from my account?
VAL | [why_verify_identity] | NO | Text: I'd like to know if I can still access my account even though my identity hasn't been verified yet.
VAL | [disposable_card_limits] | YES | Text: How many transactions can I make with a disposable card before it expires or is no longer valid?
VAL | [get_disposable_virtual_card] | NO | Text: Can you provide information on the security measures in place for virtual cards, specifically for online transactions and daily purchases?
VAL | [card_linking] | NO | Text: Could you please reactivate my card, I misplaced it initially but I've since found it in my jacket pocket.
VAL | [pending_card_payment] | YES | Text: When will a new purchase be processed and no longer show as pending on my account?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I'm hesitant to withdraw cash from an ATM while traveling abroad because I'm concerned about the exchange rate being incorrect
VAL | [cash_withdrawal_not_recognised] | NO | Text: I'm concerned about unauthorized activity on my account from a location I've never visited. Can you temporarily freeze my account until I can visit the bank in person?
VAL | [failed_transfer] | YES | Text: The transfer I initiated did not go through.
VAL | [card_payment_wrong_exchange_rate] | YES | Text: I'm concerned that the exchange rate applied to my recent card transaction is incorrect. Could you verify the current interbank exchange rate to ensure it's accurate?
VAL | [card_linking] | YES | Text: In the app, how can I link my new card to my account so I can see it listed?
VAL | [unable_to_verify_identity] | YES | Text: The system is unable to confirm my identity due to a discrepancy in the information provided.
VAL | [cancel_transfer] | YES | Text: My rent payment is scheduled to go out tomorrow, but I made an error with the payment yesterday. Can you please cancel the incorrect transfer and redirect it to the correct account?
VAL | [unable_to_verify_identity] | YES | Text: We're having trouble verifying your identity with the information provided. Can you please confirm your name, date of birth, and address to help us complete the verification process?
VAL | [exchange_via_app] | NO | Text: I'm having trouble exchanging my GBP to AUD through the app, can you help me with the process?
VAL | [transaction_charged_twice] | YES | Text: I've noticed duplicate charges for the same transaction
VAL | [pending_card_payment] | YES | Text: When will the payment I made using my credit/debit card be processed and reflected in my account balance?
VAL | [unable_to_verify_identity] | YES | Text: The app is unable to confirm my identity due to a mismatch in the information provided.
VAL | [visa_or_mastercard] | NO | Text: I was expecting a specific type of card, but I received a different one. Can you help me understand why?
VAL | [card_arrival] | YES | Text: I was expecting to receive my new card by now.
VAL | [top_up_by_card_charge] | YES | Text: How can I add funds to my card without incurring any charges?
VAL | [card_linking] | YES | Text: Can I link a card that I've recently discovered again to the app?
VAL | [card_linking] | NO | Text: can i reactivate my lost card through the app if i find it?
VAL | [reverted_card_payment?] | YES | Text: I'm showing a reversed payment on my account, can you explain why I got a refund for a transaction I made last week?
