GEN | [card_not_working] | Orig: WHAT IS THE REASON FOR THAT -> Aug: WHY IS MY CARD NOT WORKING?
GEN | [getting_virtual_card] | Orig: I would love one of the virtual cards! -> Aug: I'm interested in obtaining a virtual card, please.
GEN | [verify_source_of_funds] | Orig: Is there a way for me to check my balance? -> Aug: Can you confirm the source of the funds used to deposit into my account recently?
GEN | [pending_cash_withdrawal] | Orig: Hello, I'm having trouble with my card, I don't understand what's happening, I tried using the ATM machine earlier but it wasn't working but seems like the transactions is still in progress, can you cancel it for me? -> Aug: I'm having issues with my card, I'm not sure what's going on, I attempted to use the ATM earlier but it didn't work, and it appears that the transaction is still pending, could you please cancel it for me?
GEN | [virtual_card_not_working] | Orig: I can't do any business with this virtual card. -> Aug: I'm unable to complete any transactions with this virtual card.
GEN | [lost_or_stolen_card] | Orig: Has there been any activity on my card today? -> Aug: I think I may have misplaced my card, can you check if it's been used recently?
GEN | [getting_virtual_card] | Orig: Which part of the app do I order virtual cards from? -> Aug: Where can I find the option to order virtual cards within the app?
GEN | [fiat_currency_support] | Orig: Do you have a problem with EUR exchanges? -> Aug: Are you experiencing any issues with converting or exchanging euros?
GEN | [exchange_rate] | Orig: How do you do exchanges? -> Aug: What is the current exchange rate for currency conversion?
GEN | [direct_debit_payment_not_recognised] | Orig: I did not set up a direct debit I have -> Aug: I'm not sure if I set up a direct debit, but I'm trying to make a payment
GEN | [transaction_charged_twice] | Orig: I've got a repeated tranasaction on my card. -> Aug: I've been double-charged for a transaction on my credit card.
GEN | [pending_top_up] | Orig: I have a new card and I can't add money to it.  I tried about 30 minutes ago and it is still pending.  What do I do? -> Aug: I've just received my new card and I'm having trouble topping it up. The transaction I initiated about 30 minutes ago is still pending. Can you help me resolve this issue?
GEN | [receiving_money] | Orig: Do I need to do anything special for my friend to send money to my account? -> Aug: Can I provide my friend with any specific information or instructions to transfer funds to my account?
GEN | [transfer_not_received_by_recipient] | Orig: What is the length of a transaction completion? -> Aug: Why hasn't the recipient received the transferred funds yet?
GEN | [top_up_by_cash_or_cheque] | Orig: Can I purchase with cash or cheque? -> Aug: May I pay for my transaction using cash or by cheque?
GEN | [top_up_failed] | Orig: I need to add more funds to my card today because it keeps being declined, and I need to use it immediately. Can you fix this or tell me alternatives? -> Aug: I'm having trouble topping up my card, as it's been declined repeatedly, and I urgently need to make a transaction. Can you assist me in resolving this issue or suggest alternative solutions?
GEN | [card_not_working] | Orig: My card hasn't been working for even small transactions today. -> Aug: My credit card has stopped functioning for small purchases today.
GEN | [virtual_card_not_working] | Orig: Can I use my virtual card to complete transactions for memberships? -> Aug: Can I use my virtual credit card to make payments for subscription services?
GEN | [pending_cash_withdrawal] | Orig: I tried to get cash at some ATM in the city centre earlier but the machine declined my card. I've seen it still shows up as pending in my account. Please cancel it immediately as I definitely have not received that money! -> Aug: I attempted to withdraw cash from an ATM in the city centre earlier, but the machine rejected my card. The transaction still appears as pending in my account. Could you please cancel this pending withdrawal as I'm certain I didn't receive the funds?
GEN | [direct_debit_payment_not_recognised] | Orig: I didn't set up the direct debit I have -> Aug: I'm not seeing the direct debit payment I set up
GEN | [transfer_into_account] | Orig: Can I transfer money to my card via bank-transfer? -> Aug: Can I initiate a transfer from my account to my debit card?
GEN | [declined_cash_withdrawal] | Orig: I tried to get money out of the Notting Hill ATM earlier, but I wasn't able to get it to work. Is my card with issue? It's the first time I tried using it. -> Aug: I attempted to withdraw cash from the ATM at Notting Hill, but it was declined. Could there be a problem with my card? This is the first time I've tried using it.
GEN | [card_not_working] | Orig: For a week now, I have tried to use my card and it is still not working. -> Aug: I've been trying to use my card for a week now, but it's still not functioning properly.
GEN | [verify_top_up] | Orig: Verifying the top-up seems like a hassle. -> Aug: Confirming the top-up details appears to be a tedious process.
GEN | [cash_withdrawal_charge] | Orig: Do you charge for cash withdrawals?  I want to get my hands on my own money and you appear to be charging me for the pleasure! Why is this, you'd never get this with my high street bank! -> Aug: Are there any fees associated with making a cash withdrawal from your account? I'm surprised to see that you're charging me for accessing my own funds, whereas my local bank doesn't charge me for this service. Can you explain why this is the case?
GEN | [reverted_card_payment?] | Orig: I tried to use my debit card, but the payment did not work. -> Aug: I attempted to make a payment using my debit card, but the transaction was unsuccessful.
GEN | [receiving_money] | Orig: My friend wants to send me money, can she? -> Aug: Can my friend transfer funds to me?
GEN | [pending_transfer] | Orig: I have a trasnger that is pending and wondered about it. -> Aug: I have a transfer that is pending and I'd like to know the status.
GEN | [card_linking] | Orig: Is there any way to see my card in the app? -> Aug: Can I access my card information through the mobile app?
GEN | [transfer_not_received_by_recipient] | Orig: I am just waiting on the completion of the transaction. -> Aug: I'm still waiting for the transfer to be received by the recipient.
GEN | [contactless_not_working] | Orig: Why wasn't my contactless accepted at the metro? -> Aug: Why did my contactless payment fail to work at the metro station?
GEN | [declined_cash_withdrawal] | Orig: I tried to get money out of the Notting Hill ATM earlier, but wasn't able to. Is my card working okay? It's the first time I tried using it. -> Aug: I attempted to withdraw cash from the ATM at Notting Hill, but it was declined. Is there an issue with my card? This is the first time I've tried using it.
GEN | [card_not_working] | Orig: Why doesn't my card work for any transactions? -> Aug: Why is my credit card not functioning for any purchases or payments?
GEN | [card_arrival] | Orig: Is there a way I can check on the card on route to me? -> Aug: Can I track the status of my card as it's being delivered to me?
GEN | [pending_top_up] | Orig: Can you tell me why my pop-up is still pending? -> Aug: Why is my pending top-up still not processed?
VAL | [card_not_working] | YES | Text: WHY IS MY CARD NOT WORKING?
VAL | [getting_virtual_card] | YES | Text: I'm interested in obtaining a virtual card, please.
VAL | [verify_source_of_funds] | NO | Text: Can you confirm the source of the funds used to deposit into my account recently?
VAL | [pending_cash_withdrawal] | YES | Text: I'm having issues with my card, I'm not sure what's going on, I attempted to use the ATM earlier but it didn't work, and it appears that the transaction is still pending, could you please cancel it for me?
VAL | [virtual_card_not_working] | YES | Text: I'm unable to complete any transactions with this virtual card.
VAL | [lost_or_stolen_card] | NO | Text: I think I may have misplaced my card, can you check if it's been used recently?
VAL | [getting_virtual_card] | YES | Text: Where can I find the option to order virtual cards within the app?
VAL | [fiat_currency_support] | YES | Text: Are you experiencing any issues with converting or exchanging euros?
VAL | [exchange_rate] | NO | Text: What is the current exchange rate for currency conversion?
VAL | [direct_debit_payment_not_recognised] | NO | Text: I'm not sure if I set up a direct debit, but I'm trying to make a payment
VAL | [transaction_charged_twice] | YES | Text: I've been double-charged for a transaction on my credit card.
VAL | [pending_top_up] | YES | Text: I've just received my new card and I'm having trouble topping it up. The transaction I initiated about 30 minutes ago is still pending. Can you help me resolve this issue?
VAL | [receiving_money] | YES | Text: Can I provide my friend with any specific information or instructions to transfer funds to my account?
VAL | [transfer_not_received_by_recipient] | NO | Text: Why hasn't the recipient received the transferred funds yet?
VAL | [top_up_by_cash_or_cheque] | YES | Text: May I pay for my transaction using cash or by cheque?
VAL | [top_up_failed] | YES | Text: I'm having trouble topping up my card, as it's been declined repeatedly, and I urgently need to make a transaction. Can you assist me in resolving this issue or suggest alternative solutions?
VAL | [card_not_working] | YES | Text: My credit card has stopped functioning for small purchases today.
VAL | [virtual_card_not_working] | NO | Text: Can I use my virtual credit card to make payments for subscription services?
VAL | [pending_cash_withdrawal] | YES | Text: I attempted to withdraw cash from an ATM in the city centre earlier, but the machine rejected my card. The transaction still appears as pending in my account. Could you please cancel this pending withdrawal as I'm certain I didn't receive the funds?
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm not seeing the direct debit payment I set up
VAL | [transfer_into_account] | NO | Text: Can I initiate a transfer from my account to my debit card?
VAL | [declined_cash_withdrawal] | YES | Text: I attempted to withdraw cash from the ATM at Notting Hill, but it was declined. Could there be a problem with my card? This is the first time I've tried using it.
VAL | [card_not_working] | YES | Text: I've been trying to use my card for a week now, but it's still not functioning properly.
VAL | [verify_top_up] | YES | Text: Confirming the top-up details appears to be a tedious process.
VAL | [cash_withdrawal_charge] | NO | Text: Are there any fees associated with making a cash withdrawal from your account? I'm surprised to see that you're charging me for accessing my own funds, whereas my local bank doesn't charge me for this service. Can you explain why this is the case?
VAL | [reverted_card_payment?] | NO | Text: I attempted to make a payment using my debit card, but the transaction was unsuccessful.
VAL | [receiving_money] | YES | Text: Can my friend transfer funds to me?
VAL | [pending_transfer] | YES | Text: I have a transfer that is pending and I'd like to know the status.
VAL | [card_linking] | NO | Text: Can I access my card information through the mobile app?
VAL | [transfer_not_received_by_recipient] | YES | Text: I'm still waiting for the transfer to be received by the recipient.
VAL | [contactless_not_working] | YES | Text: Why did my contactless payment fail to work at the metro station?
VAL | [declined_cash_withdrawal] | YES | Text: I attempted to withdraw cash from the ATM at Notting Hill, but it was declined. Is there an issue with my card? This is the first time I've tried using it.
VAL | [card_not_working] | YES | Text: Why is my credit card not functioning for any purchases or payments?
VAL | [card_arrival] | YES | Text: Can I track the status of my card as it's being delivered to me?
VAL | [pending_top_up] | YES | Text: Why is my pending top-up still not processed?
