GEN | [top_up_by_cash_or_cheque] | Orig: How can I fill up my gas tank using a check? -> Aug: Can I use a cheque to top up my account and then use the funds to fill up my gas tank?
GEN | [visa_or_mastercard] | Orig: Please give me a Mastercard instead. -> Aug: Please provide me with a Visa card instead.
GEN | [visa_or_mastercard] | Orig: Can I get a Visa or does it have to be something else. -> Aug: Can I use a Visa or do I need to use a different credit card?
GEN | [top_up_by_card_charge] | Orig: is it free to add money to my card -> Aug: Is there a fee associated with topping up my card balance using my card?
GEN | [top_up_failed] | Orig: I need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or let me know if you have any alternatives -> Aug: I'm trying to urgently top-up my card, but it's being declined repeatedly. Can you help me resolve this issue or suggest an alternative solution?
GEN | [top_up_by_cash_or_cheque] | Orig: Do you take checks? -> Aug: Can I deposit a cheque to top up my account?
GEN | [reverted_card_payment?] | Orig: Hello, I was contacted by a seller who let me know my money didn't come through on their side. It most certainly came out of my account so I need this looked at immediately because now it has been returned to me! -> Aug: I'm concerned about a payment that was deducted from my account but didn't reach the seller's end. They've informed me that the transaction was unsuccessful, and the funds have been reversed back to my account. Can you please investigate this issue as soon as possible?
GEN | [receiving_money] | Orig: Who can send me money? -> Aug: Who can transfer funds to me?
GEN | [top_up_by_card_charge] | Orig: Will you charge me more if I use a European bank card for a top up? -> Aug: Will there be any additional fees if I use a European bank card to make a top-up payment?
GEN | [verify_top_up] | Orig: I just want to top-up, why do I need to verify anything? -> Aug: I'm trying to add some funds to my account, but I'm being asked to verify some information. Can you please help me with that?
GEN | [top_up_by_card_charge] | Orig: Are there still fees for european top-ups? -> Aug: Can I expect to be charged any fees for making a top-up payment using my card for a European account?
GEN | [top_up_by_card_charge] | Orig: Will you assess me more fees if I top up with an international card? -> Aug: Will I incur additional charges if I make a top-up using an international credit/debit card?
GEN | [reverted_card_payment?] | Orig: I was just contacted by a seller that let me know they didn't get my money even though I'm very sure it was removed from my account. Now it's back in my account. Get this resolved quickly. -> Aug: I'm concerned that a payment I made to a seller was reversed, and I've been informed that the funds have been returned to my account. Can you look into this and resolve the issue as soon as possible?
GEN | [top_up_by_cash_or_cheque] | Orig: I can't find how to top up my account with a check.  Where is that? -> Aug: I'm having trouble finding the option to add funds to my account using a cheque. Can you please guide me on how to do it?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: I thought I was going to receive more currency? -> Aug: I was expecting a better exchange rate for the cash withdrawal.
GEN | [top_up_by_bank_transfer_charge] | Orig: Does it cost me to add cash? -> Aug: Is there a fee for topping up my account via bank transfer?
GEN | [verify_top_up] | Orig: For what reason must I authenticate the top up? -> Aug: Why do I need to confirm the top-up details?
GEN | [exchange_via_app] | Orig: Is there a way to make my money usable in another country? -> Aug: Can I use your app to exchange my money for a different currency when traveling abroad?
GEN | [exchange_rate] | Orig: Will my money be of equal value when I travel abroad? -> Aug: Will the value of my currency remain the same when I exchange it for a foreign currency while traveling abroad?
GEN | [card_delivery_estimate] | Orig: Can I pay more to get it deliver quicker? -> Aug: Is there an expedited shipping option available for a faster delivery of my card?
GEN | [topping_up_by_card] | Orig: My top up isn't in my wallet. -> Aug: My card balance isn't showing the recent top-up.
GEN | [receiving_money] | Orig: Can i get payed through this system? -> Aug: Can I receive payment through this system?
GEN | [why_verify_identity] | Orig: Can I make transfers before my identity verification? -> Aug: Before we proceed with any transactions, including transfers, we need to verify your identity to ensure the security and integrity of your account. This is a standard security measure to prevent unauthorized access and protect your personal and financial information.
GEN | [verify_source_of_funds] | Orig: where are the transfers originating -> Aug: Can you please confirm the source of the funds for the recent transactions?
GEN | [get_physical_card] | Orig: still need to get card pin -> Aug: I would like to obtain my physical debit/credit card.
GEN | [verify_top_up] | Orig: Where is the verification code display? -> Aug: Can you please show me the verification code for my top-up transaction?
GEN | [pending_transfer] | Orig: I have an outgoing transfer -> Aug: I'm waiting for an outgoing transfer to be processed
GEN | [compromised_card] | Orig: I froze my account, but how do I order a replacement card? -> Aug: I'm trying to get a new card because I suspect my current one has been compromised, can you help me with the replacement process?
GEN | [direct_debit_payment_not_recognised] | Orig: Is there a way for you to find out why my account was deducted from a seller when I didn't approve of it? -> Aug: We're investigating an unusual direct debit payment that was made from your account without your consent. Can you please provide more details about the transaction, such as the date, amount, and the merchant's name, so we can look into this further?
GEN | [visa_or_mastercard] | Orig: I anticipate getting a Visa card -> Aug: I'm expecting to receive a Mastercard
GEN | [fiat_currency_support] | Orig: What types of foreign money can be used with this service.? -> Aug: What currencies are accepted for international transactions with this service?
GEN | [fiat_currency_support] | Orig: Does my account have the option to hold multiple currencies? -> Aug: Can I have multiple currencies in my account?
GEN | [top_up_by_card_charge] | Orig: I was wondering if you will take any fees in exchange for top ups? -> Aug: Are there any charges or fees associated with making a top-up payment using my card?
GEN | [exchange_rate] | Orig: If I need to cash foreign transfers, how does that work? -> Aug: Can you explain the process for exchanging foreign currencies for cash transfers?
GEN | [transfer_fee_charged] | Orig: I make payments for my place abroad using this account and since i use it so frequently I was wondering why did the fees increase suddenly rather than decreasing? I would think customers like me should receive incentives for using your service -> Aug: I've been using this account to make regular payments for my international property and I'm puzzled as to why the transfer fees have increased instead of decreasing. As a frequent user, I'd expect some benefits or rewards for my loyalty, not additional charges.
GEN | [verify_source_of_funds] | Orig: Where is my top-up generated from? -> Aug: Can you please confirm the source of the funds used for the recent top-up transaction?
VAL | [top_up_by_cash_or_cheque] | NO | Text: Can I use a cheque to top up my account and then use the funds to fill up my gas tank?
VAL | [visa_or_mastercard] | NO | Text: Please provide me with a Visa card instead.
VAL | [visa_or_mastercard] | YES | Text: Can I use a Visa or do I need to use a different credit card?
VAL | [top_up_by_card_charge] | YES | Text: Is there a fee associated with topping up my card balance using my card?
VAL | [top_up_failed] | YES | Text: I'm trying to urgently top-up my card, but it's being declined repeatedly. Can you help me resolve this issue or suggest an alternative solution?
VAL | [top_up_by_cash_or_cheque] | NO | Text: Can I deposit a cheque to top up my account?
VAL | [reverted_card_payment?] | YES | Text: I'm concerned about a payment that was deducted from my account but didn't reach the seller's end. They've informed me that the transaction was unsuccessful, and the funds have been reversed back to my account. Can you please investigate this issue as soon as possible?
VAL | [receiving_money] | YES | Text: Who can transfer funds to me?
VAL | [top_up_by_card_charge] | YES | Text: Will there be any additional fees if I use a European bank card to make a top-up payment?
VAL | [verify_top_up] | NO | Text: I'm trying to add some funds to my account, but I'm being asked to verify some information. Can you please help me with that?
VAL | [top_up_by_card_charge] | NO | Text: Can I expect to be charged any fees for making a top-up payment using my card for a European account?
VAL | [top_up_by_card_charge] | YES | Text: Will I incur additional charges if I make a top-up using an international credit/debit card?
VAL | [reverted_card_payment?] | YES | Text: I'm concerned that a payment I made to a seller was reversed, and I've been informed that the funds have been returned to my account. Can you look into this and resolve the issue as soon as possible?
VAL | [top_up_by_cash_or_cheque] | YES | Text: I'm having trouble finding the option to add funds to my account using a cheque. Can you please guide me on how to do it?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I was expecting a better exchange rate for the cash withdrawal.
VAL | [top_up_by_bank_transfer_charge] | YES | Text: Is there a fee for topping up my account via bank transfer?
VAL | [verify_top_up] | YES | Text: Why do I need to confirm the top-up details?
VAL | [exchange_via_app] | NO | Text: Can I use your app to exchange my money for a different currency when traveling abroad?
VAL | [exchange_rate] | YES | Text: Will the value of my currency remain the same when I exchange it for a foreign currency while traveling abroad?
VAL | [card_delivery_estimate] | YES | Text: Is there an expedited shipping option available for a faster delivery of my card?
VAL | [topping_up_by_card] | YES | Text: My card balance isn't showing the recent top-up.
VAL | [receiving_money] | YES | Text: Can I receive payment through this system?
VAL | [why_verify_identity] | NO | Text: Before we proceed with any transactions, including transfers, we need to verify your identity to ensure the security and integrity of your account. This is a standard security measure to prevent unauthorized access and protect your personal and financial information.
VAL | [verify_source_of_funds] | YES | Text: Can you please confirm the source of the funds for the recent transactions?
VAL | [get_physical_card] | NO | Text: I would like to obtain my physical debit/credit card.
VAL | [verify_top_up] | NO | Text: Can you please show me the verification code for my top-up transaction?
VAL | [pending_transfer] | YES | Text: I'm waiting for an outgoing transfer to be processed
VAL | [compromised_card] | YES | Text: I'm trying to get a new card because I suspect my current one has been compromised, can you help me with the replacement process?
VAL | [direct_debit_payment_not_recognised] | YES | Text: We're investigating an unusual direct debit payment that was made from your account without your consent. Can you please provide more details about the transaction, such as the date, amount, and the merchant's name, so we can look into this further?
VAL | [visa_or_mastercard] | NO | Text: I'm expecting to receive a Mastercard
VAL | [fiat_currency_support] | YES | Text: What currencies are accepted for international transactions with this service?
VAL | [fiat_currency_support] | NO | Text: Can I have multiple currencies in my account?
VAL | [top_up_by_card_charge] | YES | Text: Are there any charges or fees associated with making a top-up payment using my card?
VAL | [exchange_rate] | NO | Text: Can you explain the process for exchanging foreign currencies for cash transfers?
VAL | [transfer_fee_charged] | NO | Text: I've been using this account to make regular payments for my international property and I'm puzzled as to why the transfer fees have increased instead of decreasing. As a frequent user, I'd expect some benefits or rewards for my loyalty, not additional charges.
VAL | [verify_source_of_funds] | YES | Text: Can you please confirm the source of the funds used for the recent top-up transaction?
