GEN | [change_pin] | Orig: Can I change my in at all ATM's? -> Aug: Can I modify my PIN at any ATM?
GEN | [verify_source_of_funds] | Orig: where exactly does money come from -> Aug: Can you please confirm the origin of the funds used for this transaction?
GEN | [transfer_not_received_by_recipient] | Orig: Why can't the recepient of my money transaction see it? -> Aug: The recipient of my recent money transfer is unable to access the funds. Can you help me resolve this issue?
GEN | [exchange_via_app] | Orig: Can i add a new currency to my account? -> Aug: Can I add a new currency to my account through the app?
GEN | [exchange_via_app] | Orig: What currences are available for exchange? -> Aug: What currencies can I exchange through the app?
GEN | [card_acceptance] | Orig: Who accepts the card? -> Aug: Which merchants accept the card?
GEN | [receiving_money] | Orig: My salary comes in GBP can I change my options somewhere? -> Aug: Can I modify my settings to accommodate my GBP salary deposits?
GEN | [receiving_money] | Orig: I am paid by my employer in GBP; do I need to do anything in the app to indicate this? -> Aug: I am receiving a salary in British Pounds; do I need to update my account settings in the app to reflect this?
GEN | [supported_cards_and_currencies] | Orig: Will you accept my credit card? -> Aug: We accept various credit cards, including Visa, Mastercard, and American Express, as well as other major brands. We also support a range of currencies, including USD, EUR, JPY, and more.
GEN | [visa_or_mastercard] | Orig: What type of card will I receive? -> Aug: Will I be issued a Visa or Mastercard?
GEN | [verify_source_of_funds] | Orig: How can I look at where my available cash is coming from? -> Aug: Can you please confirm the origin of the funds in my account?
GEN | [supported_cards_and_currencies] | Orig: What forms of payment do you accept? -> Aug: We accept a wide range of payment methods, including Visa, Mastercard, American Express, Discover, and Diners Club credit cards, as well as various digital wallets like Apple Pay, Google Pay, and Samsung Pay. We also support transactions in USD, EUR, JPY, GBP, CAD, AUD, and many other major currencies.
GEN | [card_not_working] | Orig: Did you deactivate my card it's not working anymore -> Aug: Is my card still active? It's not functioning properly.
GEN | [receiving_money] | Orig: How can my boss pay me directly to the card? -> Aug: What is the best way for my employer to deposit funds directly into my account?
GEN | [card_payment_fee_charged] | Orig: What are the fees imposed when I make a transaction? -> Aug: Can you please inform me about the charges I'll be charged for using my card for a transaction?
GEN | [country_support] | Orig: I need a new card and I live in the United States. -> Aug: I require a replacement card and I am a resident of the United States.
GEN | [transfer_timing] | Orig: How long do I have to wait for Europe transfers? -> Aug: What is the typical timeframe for international transfers to Europe?
GEN | [transfer_not_received_by_recipient] | Orig: My cash transaction isn't showing on my account -> Aug: The funds from my recent transfer haven't been credited to the recipient's account.
GEN | [fiat_currency_support] | Orig: What types of foreign money can be used with this service.? -> Aug: What types of fiat currencies are accepted for transactions with this service?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Hi, I am unable to see transaction in my account which i made couples of hours ago from my UK account. Please help me in this. -> Aug: I'm having trouble viewing a recent transaction in my account, which was made a few hours ago from my UK account. Can you assist me in resolving this issue?
GEN | [receiving_money] | Orig: Do I need to select a preference to receive my salary payments in GBP and, if so, where? -> Aug: Do I need to specify a preference for receiving my salary payments in GBP, and if so, where can I do so?
GEN | [exchange_via_app] | Orig: I may no longer need GBP, but instead I will need AUD, how can I go about making this change? -> Aug: I'd like to exchange my GBP for AUD, could you guide me on the process of making this conversion through your app?
GEN | [supported_cards_and_currencies] | Orig: Please let me know what currency I can use to top up my account? -> Aug: Please inform me about the available currencies and cards I can use to replenish my account balance.
GEN | [supported_cards_and_currencies] | Orig: can i use my mastercard to add money to my account -> Aug: Can I use my Visa card to fund my account?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Please check to see if the band transfer I made a while ago from my UK account has safely arrived. -> Aug: Please investigate whether the recent bank transfer I initiated from my UK account has successfully been credited to my account.
GEN | [atm_support] | Orig: How do I know it is a Mastercard ATM? -> Aug: What are the ways to identify a Mastercard ATM?
GEN | [apple_pay_or_google_pay] | Orig: I seem to be having trouble with my Google Pay Top. Can you please help? -> Aug: I'm having issues with my Apple Pay account. Can you assist me?
GEN | [pending_card_payment] | Orig: I've made a card payment a couple of days ago now but it looks like the money is stuck. How long does it typically take for the payment to go through? -> Aug: I attempted to make a card payment a few days ago, but it appears to be pending. Can you please inform me about the usual processing time for such transactions?
GEN | [supported_cards_and_currencies] | Orig: Can you accept my other card from the U.S.?  It is the only other one I have. -> Aug: Can you accept my other credit card from the United States? It is the only other one I have.
GEN | [atm_support] | Orig: Do I have to use bank approved ATM's -> Aug: Can I only use bank-approved ATMs to access my account?
GEN | [card_payment_fee_charged] | Orig: Why am I being charged fees on some transactions but not on others? What am I missing here? I cannot find where to see the fee structure on my account. Help! -> Aug: I'm trying to understand why I'm being charged fees on some transactions but not others. Can you please clarify the fee structure for my account? I'd like to know what I'm missing.
GEN | [exchange_via_app] | Orig: Can you  tell me how to get AUD not GBP? -> Aug: Can you guide me on how to exchange currency from AUD to GBP using the app?
GEN | [supported_cards_and_currencies] | Orig: What cards do you support -> Aug: We accept a wide range of cards, including Visa, Mastercard, American Express, Discover, and Diners Club, as well as various digital wallets and cryptocurrencies like Bitcoin, Ethereum, and Litecoin.
GEN | [top_up_reverted] | Orig: I thought crypto top up with something you offer. This is not working. The money has been deducted from my account. Can you find out what's going on? -> Aug: I attempted to perform a crypto top-up using your service, but it seems to have been reversed. The transaction has been deducted from my account. Could you investigate this issue and provide an explanation?
GEN | [topping_up_by_card] | Orig: I need to transfer some money, can I use my credit card? -> Aug: I'd like to add funds to my account using my credit card.
GEN | [card_payment_wrong_exchange_rate] | Orig: It seems that the rate I got is incorrect. -> Aug: The exchange rate applied to my card payment appears to be incorrect.
GEN | [exchange_charge] | Orig: Do you offer a discount for those who perform frequent currency exchanges? -> Aug: Are there any promotions or discounts available for customers who regularly exchange currencies with us?
GEN | [receiving_money] | Orig: Salary in GBP has been received. Does it need to be configured into another place? -> Aug: Wages in GBP have been deposited. Should we transfer it to a different account?
GEN | [virtual_card_not_working] | Orig: I have a disposable card but it does not work? -> Aug: I'm having trouble with my virtual card, it's not functioning properly.
VAL | [change_pin] | YES | Text: Can I modify my PIN at any ATM?
VAL | [verify_source_of_funds] | YES | Text: Can you please confirm the origin of the funds used for this transaction?
VAL | [transfer_not_received_by_recipient] | YES | Text: The recipient of my recent money transfer is unable to access the funds. Can you help me resolve this issue?
VAL | [exchange_via_app] | NO | Text: Can I add a new currency to my account through the app?
VAL | [exchange_via_app] | YES | Text: What currencies can I exchange through the app?
VAL | [card_acceptance] | NO | Text: Which merchants accept the card?
VAL | [receiving_money] | YES | Text: Can I modify my settings to accommodate my GBP salary deposits?
VAL | [receiving_money] | YES | Text: I am receiving a salary in British Pounds; do I need to update my account settings in the app to reflect this?
VAL | [supported_cards_and_currencies] | YES | Text: We accept various credit cards, including Visa, Mastercard, and American Express, as well as other major brands. We also support a range of currencies, including USD, EUR, JPY, and more.
VAL | [visa_or_mastercard] | YES | Text: Will I be issued a Visa or Mastercard?
VAL | [verify_source_of_funds] | YES | Text: Can you please confirm the origin of the funds in my account?
VAL | [supported_cards_and_currencies] | NO | Text: We accept a wide range of payment methods, including Visa, Mastercard, American Express, Discover, and Diners Club credit cards, as well as various digital wallets like Apple Pay, Google Pay, and Samsung Pay. We also support transactions in USD, EUR, JPY, GBP, CAD, AUD, and many other major currencies.
VAL | [card_not_working] | NO | Text: Is my card still active? It's not functioning properly.
VAL | [receiving_money] | YES | Text: What is the best way for my employer to deposit funds directly into my account?
VAL | [card_payment_fee_charged] | NO | Text: Can you please inform me about the charges I'll be charged for using my card for a transaction?
VAL | [country_support] | YES | Text: I require a replacement card and I am a resident of the United States.
VAL | [transfer_timing] | YES | Text: What is the typical timeframe for international transfers to Europe?
VAL | [transfer_not_received_by_recipient] | YES | Text: The funds from my recent transfer haven't been credited to the recipient's account.
VAL | [fiat_currency_support] | YES | Text: What types of fiat currencies are accepted for transactions with this service?
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I'm having trouble viewing a recent transaction in my account, which was made a few hours ago from my UK account. Can you assist me in resolving this issue?
VAL | [receiving_money] | YES | Text: Do I need to specify a preference for receiving my salary payments in GBP, and if so, where can I do so?
VAL | [exchange_via_app] | YES | Text: I'd like to exchange my GBP for AUD, could you guide me on the process of making this conversion through your app?
VAL | [supported_cards_and_currencies] | NO | Text: Please inform me about the available currencies and cards I can use to replenish my account balance.
VAL | [supported_cards_and_currencies] | NO | Text: Can I use my Visa card to fund my account?
VAL | [balance_not_updated_after_bank_transfer] | NO | Text: Please investigate whether the recent bank transfer I initiated from my UK account has successfully been credited to my account.
VAL | [atm_support] | NO | Text: What are the ways to identify a Mastercard ATM?
VAL | [apple_pay_or_google_pay] | NO | Text: I'm having issues with my Apple Pay account. Can you assist me?
VAL | [pending_card_payment] | YES | Text: I attempted to make a card payment a few days ago, but it appears to be pending. Can you please inform me about the usual processing time for such transactions?
VAL | [supported_cards_and_currencies] | NO | Text: Can you accept my other credit card from the United States? It is the only other one I have.
VAL | [atm_support] | YES | Text: Can I only use bank-approved ATMs to access my account?
VAL | [card_payment_fee_charged] | NO | Text: I'm trying to understand why I'm being charged fees on some transactions but not others. Can you please clarify the fee structure for my account? I'd like to know what I'm missing.
VAL | [exchange_via_app] | YES | Text: Can you guide me on how to exchange currency from AUD to GBP using the app?
VAL | [supported_cards_and_currencies] | YES | Text: We accept a wide range of cards, including Visa, Mastercard, American Express, Discover, and Diners Club, as well as various digital wallets and cryptocurrencies like Bitcoin, Ethereum, and Litecoin.
VAL | [top_up_reverted] | YES | Text: I attempted to perform a crypto top-up using your service, but it seems to have been reversed. The transaction has been deducted from my account. Could you investigate this issue and provide an explanation?
VAL | [topping_up_by_card] | YES | Text: I'd like to add funds to my account using my credit card.
VAL | [card_payment_wrong_exchange_rate] | YES | Text: The exchange rate applied to my card payment appears to be incorrect.
VAL | [exchange_charge] | YES | Text: Are there any promotions or discounts available for customers who regularly exchange currencies with us?
VAL | [receiving_money] | YES | Text: Wages in GBP have been deposited. Should we transfer it to a different account?
VAL | [virtual_card_not_working] | YES | Text: I'm having trouble with my virtual card, it's not functioning properly.
