GEN | [balance_not_updated_after_bank_transfer] | Orig: How can I fix my bank transfer to show up on my bank account? -> Aug: Why hasn't my bank account balance been updated after a recent transfer from another bank?
GEN | [pending_transfer] | Orig: I recently purchased something and the seller says my money has not arrived yet. It was in EU's. How long does this take? -> Aug: I recently made a purchase and the vendor informed me that the transfer is still pending. The transaction was in Euros. Can you please provide an estimated timeframe for the transfer to be completed?
GEN | [card_linking] | Orig: how do i get the card linked -> Aug: what steps do i need to take to link my card?
GEN | [wrong_amount_of_cash_received] | Orig: I tried taking out 30 pounds from the ATM just now and it only gave me 10. Why would it do that? I need the 30 pounds now! -> Aug: I withdrew 50 dollars from the machine, but it only dispensed 20. Can you help me figure out why it's shortchanged me?
GEN | [verify_top_up] | Orig: Where is the verification code display? -> Aug: Can you please show me the verification code for the top-up process?
GEN | [transfer_not_received_by_recipient] | Orig: I sent a payment but it isn't showing up in the app -> Aug: I initiated a transfer, but the recipient hasn't received it yet.
GEN | [transfer_not_received_by_recipient] | Orig: How long do transfers typically take? Is there a way of speeding the process up? My friend needs the money I sent her desperately. -> Aug: I'm concerned that the transfer I sent to my friend hasn't arrived yet. Can you please look into this and let me know what's causing the delay? I'm worried she's waiting for the funds and it's taking too long.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: When I exchanged currencies the value of my money changed. -> Aug: The exchange rate was incorrect, and my cash withdrawal amount was affected.
GEN | [verify_source_of_funds] | Orig: Can I see where my money is being transferred from? -> Aug: Can you confirm the source of the funds being used for this transaction?
GEN | [wrong_amount_of_cash_received] | Orig: Hi, Please help me to request cash back. As i have been withdrawn money from ATM, but i got wrong amount. in Application its showing the amount i have been charged through. -> Aug: I'm reaching out to request a cash refund. I recently withdrew cash from an ATM, but the amount I received was incorrect. The app shows the amount I was charged, but it's not the amount I actually got.
GEN | [Refund_not_showing_up] | Orig: I returned an item but don't see it on my account? -> Aug: I sent back a product, but the refund isn't showing up in my account.
GEN | [exchange_charge] | Orig: is there a frequent currency discount? -> Aug: Are there any regular exchange rate promotions or discounts available for frequent currency exchanges?
GEN | [card_linking] | Orig: Where do I go to add a new card? -> Aug: How can I link a new card to my account?
GEN | [exchange_charge] | Orig: How much do I have to pay to accept an international transfer? -> Aug: What is the exchange charge for receiving an international wire transfer?
GEN | [transfer_not_received_by_recipient] | Orig: Why is my transaction taking so long to complete? -> Aug: Why hasn't my transfer been received by the recipient yet?
GEN | [transfer_not_received_by_recipient] | Orig: How long do I have  to wait for my transaction to be completed? -> Aug: Why hasn't my transfer been received by the recipient yet? Can you provide an update on the status of my transaction?
GEN | [declined_cash_withdrawal] | Orig: The ATM keeps rejecting my Payment. I tried two different ATMs but did not work .Can you please check if everything is okay with my account? -> Aug: I'm unable to withdraw cash from the ATM, and I've tried using two different machines. Could you please verify if there's an issue with my account?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I put some money in my account the other day and it's not gone in yet, can you help with this? -> Aug: I made a deposit using a cheque or cash, but my account balance hasn't been updated yet, could you assist me with this issue?
GEN | [why_verify_identity] | Orig: how do I speed up identity verification? -> Aug: What is the purpose of verifying my identity, and how can I expedite the process?
GEN | [getting_spare_card] | Orig: I would like some more physical cards, what is my limit? -> Aug: I'd like to request additional physical debit/credit cards, what is my current limit for ordering spare cards?
GEN | [transfer_into_account] | Orig: I'd like to know how transferring my money into my account works. -> Aug: I'd like to understand the process of moving funds into my account.
GEN | [fiat_currency_support] | Orig: In the exchange and holding, what fiat is allowed? -> Aug: What types of fiat currencies are accepted for exchange and holding?
GEN | [Refund_not_showing_up] | Orig: My refund isn't going fast enough. -> Aug: My refund is taking too long to process.
GEN | [cancel_transfer] | Orig: Please can you block the transaction I just sent from my account? It was a payment but I accidently typed in the wrong details and think it might have gone to the wrong place. -> Aug: I'd like to cancel the transfer I just initiated, as I accidentally entered incorrect details and fear it may have been sent to the wrong recipient.
GEN | [balance_not_updated_after_bank_transfer] | Orig: It has been a couple of hours but I do not see my balance updated, can you help? -> Aug: I've been waiting for a while, but my account balance still hasn't been updated after the recent bank transfer. Can you assist me with this issue?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: While on vacation I used an ATM to get cash and was overcharged. These charges are ridiculous and had I known about them I would have never used it. -> Aug: When I withdrew cash from an ATM while traveling, I was surprised to find that the exchange rate was incorrect, resulting in an unexpected and excessive charge. If I had been aware of this, I would have chosen a different option.
GEN | [transfer_timing] | Orig: When will the money reach my  account? -> Aug: When can I expect the funds to be deposited into my account?
GEN | [declined_cash_withdrawal] | Orig: I tried to withdraw some funds from my card, but was declined. How can I get my money? -> Aug: I attempted to make a cash withdrawal using my card, but it was declined. Can I find out why and get my funds released?
GEN | [receiving_money] | Orig: What do I need to do to receive my payroll in the account? -> Aug: How can I get my payroll deposited into my account?
GEN | [pending_card_payment] | Orig: I made a card payment by my card but it failed. Please let me know when the payment will get completed as its still pending. -> Aug: I attempted to make a payment using my card, but the transaction was unsuccessful. Could you please inform me when the payment will be processed and confirmed, as it's still listed as pending?
GEN | [card_acceptance] | Orig: Are there limits to businesses that will accept this card? -> Aug: Can you tell me what types of businesses typically accept this card?
GEN | [passcode_forgotten] | Orig: I can't remember my app code, can you reset it? -> Aug: I forgot my passcode, can you help me reset it?
GEN | [transfer_not_received_by_recipient] | Orig: My transaction has not been received. When are you going to process it? -> Aug: The funds from my transfer have not been credited to the recipient's account. Can you please investigate and expedite the processing?
GEN | [transfer_fee_charged] | Orig: Someone that I had to send money to told me that they didn't receive the full amount I sent them - can you look into this? -> Aug: They're concerned that the recipient didn't receive the full amount after I sent the money, and I'd like you to investigate this transfer fee charged issue.
GEN | [transfer_fee_charged] | Orig: Are money transfers free? -> Aug: Is there a fee associated with transferring funds?
GEN | [transfer_fee_charged] | Orig: I got an unexpected charge on my transfers. How can I correct this? -> Aug: I'm concerned about the extra fee I was charged for my recent transfer. Can you help me resolve this issue?
GEN | [pending_card_payment] | Orig: I was wondering how long does it take for a payment to go thru? It seems my last payment is stuck and hasn't moved. -> Aug: I'm concerned about the status of my recent payment. Can you please let me know when I can expect it to be processed?
GEN | [top_up_failed] | Orig: I did a bank transfer to top up, but the money is not available. -> Aug: I attempted to make a bank transfer to add funds, but the transaction was unsuccessful.
GEN | [top_up_reverted] | Orig: Hello,  I have recharged topup but account is not credited. Please help me in this, i guess there is some defect in system. -> Aug: Hello, I've successfully topped up my account, but the credit hasn't been reflected. Could you assist me in resolving this issue, as I suspect there might be a technical glitch in the system.
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: Why hasn't my bank account balance been updated after a recent transfer from another bank?
VAL | [pending_transfer] | YES | Text: I recently made a purchase and the vendor informed me that the transfer is still pending. The transaction was in Euros. Can you please provide an estimated timeframe for the transfer to be completed?
VAL | [card_linking] | YES | Text: what steps do i need to take to link my card?
VAL | [wrong_amount_of_cash_received] | NO | Text: I withdrew 50 dollars from the machine, but it only dispensed 20. Can you help me figure out why it's shortchanged me?
VAL | [verify_top_up] | NO | Text: Can you please show me the verification code for the top-up process?
VAL | [transfer_not_received_by_recipient] | YES | Text: I initiated a transfer, but the recipient hasn't received it yet.
VAL | [transfer_not_received_by_recipient] | YES | Text: I'm concerned that the transfer I sent to my friend hasn't arrived yet. Can you please look into this and let me know what's causing the delay? I'm worried she's waiting for the funds and it's taking too long.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: The exchange rate was incorrect, and my cash withdrawal amount was affected.
VAL | [verify_source_of_funds] | NO | Text: Can you confirm the source of the funds being used for this transaction?
VAL | [wrong_amount_of_cash_received] | YES | Text: I'm reaching out to request a cash refund. I recently withdrew cash from an ATM, but the amount I received was incorrect. The app shows the amount I was charged, but it's not the amount I actually got.
VAL | [Refund_not_showing_up] | YES | Text: I sent back a product, but the refund isn't showing up in my account.
VAL | [exchange_charge] | NO | Text: Are there any regular exchange rate promotions or discounts available for frequent currency exchanges?
VAL | [card_linking] | YES | Text: How can I link a new card to my account?
VAL | [exchange_charge] | YES | Text: What is the exchange charge for receiving an international wire transfer?
VAL | [transfer_not_received_by_recipient] | YES | Text: Why hasn't my transfer been received by the recipient yet?
VAL | [transfer_not_received_by_recipient] | YES | Text: Why hasn't my transfer been received by the recipient yet? Can you provide an update on the status of my transaction?
VAL | [declined_cash_withdrawal] | YES | Text: I'm unable to withdraw cash from the ATM, and I've tried using two different machines. Could you please verify if there's an issue with my account?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I made a deposit using a cheque or cash, but my account balance hasn't been updated yet, could you assist me with this issue?
VAL | [why_verify_identity] | NO | Text: What is the purpose of verifying my identity, and how can I expedite the process?
VAL | [getting_spare_card] | YES | Text: I'd like to request additional physical debit/credit cards, what is my current limit for ordering spare cards?
VAL | [transfer_into_account] | YES | Text: I'd like to understand the process of moving funds into my account.
VAL | [fiat_currency_support] | YES | Text: What types of fiat currencies are accepted for exchange and holding?
VAL | [Refund_not_showing_up] | YES | Text: My refund is taking too long to process.
VAL | [cancel_transfer] | YES | Text: I'd like to cancel the transfer I just initiated, as I accidentally entered incorrect details and fear it may have been sent to the wrong recipient.
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I've been waiting for a while, but my account balance still hasn't been updated after the recent bank transfer. Can you assist me with this issue?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: When I withdrew cash from an ATM while traveling, I was surprised to find that the exchange rate was incorrect, resulting in an unexpected and excessive charge. If I had been aware of this, I would have chosen a different option.
VAL | [transfer_timing] | YES | Text: When can I expect the funds to be deposited into my account?
VAL | [declined_cash_withdrawal] | YES | Text: I attempted to make a cash withdrawal using my card, but it was declined. Can I find out why and get my funds released?
VAL | [receiving_money] | YES | Text: How can I get my payroll deposited into my account?
VAL | [pending_card_payment] | YES | Text: I attempted to make a payment using my card, but the transaction was unsuccessful. Could you please inform me when the payment will be processed and confirmed, as it's still listed as pending?
VAL | [card_acceptance] | NO | Text: Can you tell me what types of businesses typically accept this card?
VAL | [passcode_forgotten] | YES | Text: I forgot my passcode, can you help me reset it?
VAL | [transfer_not_received_by_recipient] | YES | Text: The funds from my transfer have not been credited to the recipient's account. Can you please investigate and expedite the processing?
VAL | [transfer_fee_charged] | NO | Text: They're concerned that the recipient didn't receive the full amount after I sent the money, and I'd like you to investigate this transfer fee charged issue.
VAL | [transfer_fee_charged] | NO | Text: Is there a fee associated with transferring funds?
VAL | [transfer_fee_charged] | YES | Text: I'm concerned about the extra fee I was charged for my recent transfer. Can you help me resolve this issue?
VAL | [pending_card_payment] | YES | Text: I'm concerned about the status of my recent payment. Can you please let me know when I can expect it to be processed?
VAL | [top_up_failed] | YES | Text: I attempted to make a bank transfer to add funds, but the transaction was unsuccessful.
VAL | [top_up_reverted] | YES | Text: Hello, I've successfully topped up my account, but the credit hasn't been reflected. Could you assist me in resolving this issue, as I suspect there might be a technical glitch in the system.
