GEN | [top_up_failed] | Orig: I'm confused as to why my top-up did not go through. -> Aug: I'm puzzled as to why my mobile top-up transaction failed.
GEN | [pending_top_up] | Orig: Why hasnt my top up gone through yet?? I thought it was suppose to be instant? Am I wrong? Why is it still pending? -> Aug: I'm concerned about the delay in processing my recent top-up. I was expecting it to be instant, but it's still showing as pending. Can you please look into this and let me know what's causing the holdup?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Can you tell me why the transfer isn't showing up on my account? -> Aug: Why hasn't my account balance been updated after the recent bank transfer?
GEN | [card_arrival] | Orig: When will my new card arrive? -> Aug: When can I expect my new card to arrive?
GEN | [cash_withdrawal_charge] | Orig: Why did you charge me for taking out cash? -> Aug: Can you explain why I was charged a fee for withdrawing cash from my account?
GEN | [pending_card_payment] | Orig: I have a payment that has not gone through yet -> Aug: I'm still waiting for a payment to be processed from my card
GEN | [pin_blocked] | Orig: Can someone help me unblock my pin? -> Aug: Can you assist me in resolving the issue with my blocked PIN?
GEN | [card_about_to_expire] | Orig: Am I able to have a card sent to China? -> Aug: Can I arrange for a card to be delivered to China before it expires?
GEN | [card_delivery_estimate] | Orig: how soon will my card arrive? -> Aug: When can I expect to receive my card?
GEN | [order_physical_card] | Orig: How to receive the actual card -> Aug: How can I get my physical credit card delivered?
GEN | [transaction_charged_twice] | Orig: How do I get my money back for a duplicated charge? -> Aug: I'd like to resolve the issue with the double charge on my account.
GEN | [top_up_by_bank_transfer_charge] | Orig: Is a SWIFT transfer acceptable? -> Aug: Can I use a SWIFT transfer to pay the top-up by bank transfer charge?
GEN | [apple_pay_or_google_pay] | Orig: What currencies does google pay top up accept? -> Aug: What currencies does Apple Pay or Google Pay top up accept?
GEN | [verify_top_up] | Orig: this verifying the top up is annoying -> Aug: This verification process for the top-up is frustrating
GEN | [cancel_transfer] | Orig: Help me cancel a transaction. -> Aug: Can you assist me in terminating a transfer?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Can I get money in my home currency at an ATM? I'm on vacation and don't have cash with me. This is cause for a bit of concern. Is it possible to withdraw here without additional cost? -> Aug: I'm trying to withdraw some cash while traveling, but I'm worried about the exchange rate being incorrect. Can I get my home currency at an ATM without incurring extra fees? I'm a bit anxious about the situation.
GEN | [Refund_not_showing_up] | Orig: I'm due a refund and it is not on my statement. -> Aug: I'm expecting a refund, but it's not reflected on my account statement.
GEN | [declined_cash_withdrawal] | Orig: Can you please tell me why I cant get money from the ATM? -> Aug: Why was my cash withdrawal declined at the ATM?
GEN | [reverted_card_payment?] | Orig: Explain why a card payment would be cancelled? -> Aug: What caused the card payment to be reversed?
GEN | [card_acceptance] | Orig: Where do I pay with my debit or credit card? -> Aug: How can I use my debit or credit card to make a payment?
GEN | [receiving_money] | Orig: Will you accept my salary if it's in another currency? -> Aug: Can you process a payment in a different currency if I'm receiving a salary transfer?
GEN | [cash_withdrawal_not_recognised] | Orig: Someone has access to my card info.  I still have the card, but someone just withdrew cash.  How do I get this corrected/stopped?! -> Aug: Someone has unauthorized access to my account, and I'm still in possession of my card, but an unknown person has made a cash withdrawal. How can I resolve this issue and prevent further unauthorized transactions?
GEN | [card_payment_fee_charged] | Orig: How was I charged extra when I used my card to pay? -> Aug: I'm showing that a fee was applied to your recent card payment. Can you please review your transaction history to see the breakdown of the charges?
GEN | [beneficiary_not_allowed] | Orig: Why can I not do a  transfer -> Aug: The beneficiary you've selected is not authorized to receive funds.
GEN | [card_payment_fee_charged] | Orig: Why am I being charged a hidden fee? -> Aug: I'm showing you a charge for a payment processing fee on your recent transaction.
GEN | [edit_personal_details] | Orig: What should I do after I've moved and need to update my personal details? -> Aug: How can I modify my personal information after a recent move, as I need to update my records?
GEN | [top_up_reverted] | Orig: I need someone to find out where my money has gone to? It has disappeared. I completed a top up earlier and seen it had went through. Since it has now disappeared I need to know what's going on. -> Aug: I'm concerned about the status of my recent top-up, as I've noticed it's been reversed. I completed the transaction, but it seems to have vanished. Can you help me understand what happened?
GEN | [transfer_not_received_by_recipient] | Orig: Why can't the person I sent the money transfer to see it? -> Aug: The recipient is unable to view the transferred amount.
GEN | [card_payment_fee_charged] | Orig: There was a fee charged when I paid with my card. -> Aug: A fee was deducted from my payment when I used my card.
GEN | [topping_up_by_card] | Orig: When I tried to top up using my card, all of the money disappeared. -> Aug: When I attempted to add funds to my account using my card, the entire amount vanished.
GEN | [order_physical_card] | Orig: Can I order a card? -> Aug: May I place an order for a physical card?
GEN | [verify_top_up] | Orig: Tell me why I need top-up to be verified? -> Aug: Can you please explain why the top-up needs to be verified?
GEN | [edit_personal_details] | Orig: Tell me how to change my details. -> Aug: Update my personal information.
GEN | [get_disposable_virtual_card] | Orig: How do I get a disposable virtual card as well? -> Aug: Can you please provide me with a disposable virtual card?
GEN | [card_payment_not_recognised] | Orig: A payment on my statement is wrong. -> Aug: A payment on my statement has not been recognized.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I did a cash deposit to my account but it doesn't show up -> Aug: I made a cash deposit to my account, but my account balance hasn't been updated yet.
GEN | [card_payment_fee_charged] | Orig: Let me know when I get charged extra for payments. I saw on the app a fee I wasn't forewarned about. -> Aug: I'd like to know when I'm being charged an unexpected payment fee. I noticed a fee on the app that I wasn't informed about beforehand.
GEN | [reverted_card_payment?] | Orig: My card payment has been cancelled -> Aug: Why was my card payment reversed?
GEN | [card_not_working] | Orig: I seem to be unable to make any transactions. -> Aug: I'm having trouble making any transactions.
GEN | [transfer_fee_charged] | Orig: I was charged a fee when I transferred my funds, why? -> Aug: I was unexpectedly charged a transfer fee, can you explain why?
VAL | [top_up_failed] | YES | Text: I'm puzzled as to why my mobile top-up transaction failed.
VAL | [pending_top_up] | YES | Text: I'm concerned about the delay in processing my recent top-up. I was expecting it to be instant, but it's still showing as pending. Can you please look into this and let me know what's causing the holdup?
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: Why hasn't my account balance been updated after the recent bank transfer?
VAL | [card_arrival] | YES | Text: When can I expect my new card to arrive?
VAL | [cash_withdrawal_charge] | YES | Text: Can you explain why I was charged a fee for withdrawing cash from my account?
VAL | [pending_card_payment] | YES | Text: I'm still waiting for a payment to be processed from my card
VAL | [pin_blocked] | YES | Text: Can you assist me in resolving the issue with my blocked PIN?
VAL | [card_about_to_expire] | NO | Text: Can I arrange for a card to be delivered to China before it expires?
VAL | [card_delivery_estimate] | YES | Text: When can I expect to receive my card?
VAL | [order_physical_card] | YES | Text: How can I get my physical credit card delivered?
VAL | [transaction_charged_twice] | YES | Text: I'd like to resolve the issue with the double charge on my account.
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Can I use a SWIFT transfer to pay the top-up by bank transfer charge?
VAL | [apple_pay_or_google_pay] | YES | Text: What currencies does Apple Pay or Google Pay top up accept?
VAL | [verify_top_up] | NO | Text: This verification process for the top-up is frustrating
VAL | [cancel_transfer] | YES | Text: Can you assist me in terminating a transfer?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I'm trying to withdraw some cash while traveling, but I'm worried about the exchange rate being incorrect. Can I get my home currency at an ATM without incurring extra fees? I'm a bit anxious about the situation.
VAL | [Refund_not_showing_up] | YES | Text: I'm expecting a refund, but it's not reflected on my account statement.
VAL | [declined_cash_withdrawal] | YES | Text: Why was my cash withdrawal declined at the ATM?
VAL | [reverted_card_payment?] | YES | Text: What caused the card payment to be reversed?
VAL | [card_acceptance] | YES | Text: How can I use my debit or credit card to make a payment?
VAL | [receiving_money] | YES | Text: Can you process a payment in a different currency if I'm receiving a salary transfer?
VAL | [cash_withdrawal_not_recognised] | YES | Text: Someone has unauthorized access to my account, and I'm still in possession of my card, but an unknown person has made a cash withdrawal. How can I resolve this issue and prevent further unauthorized transactions?
VAL | [card_payment_fee_charged] | NO | Text: I'm showing that a fee was applied to your recent card payment. Can you please review your transaction history to see the breakdown of the charges?
VAL | [beneficiary_not_allowed] | YES | Text: The beneficiary you've selected is not authorized to receive funds.
VAL | [card_payment_fee_charged] | NO | Text: I'm showing you a charge for a payment processing fee on your recent transaction.
VAL | [edit_personal_details] | YES | Text: How can I modify my personal information after a recent move, as I need to update my records?
VAL | [top_up_reverted] | YES | Text: I'm concerned about the status of my recent top-up, as I've noticed it's been reversed. I completed the transaction, but it seems to have vanished. Can you help me understand what happened?
VAL | [transfer_not_received_by_recipient] | YES | Text: The recipient is unable to view the transferred amount.
VAL | [card_payment_fee_charged] | YES | Text: A fee was deducted from my payment when I used my card.
VAL | [topping_up_by_card] | YES | Text: When I attempted to add funds to my account using my card, the entire amount vanished.
VAL | [order_physical_card] | YES | Text: May I place an order for a physical card?
VAL | [verify_top_up] | YES | Text: Can you please explain why the top-up needs to be verified?
VAL | [edit_personal_details] | YES | Text: Update my personal information.
VAL | [get_disposable_virtual_card] | YES | Text: Can you please provide me with a disposable virtual card?
VAL | [card_payment_not_recognised] | YES | Text: A payment on my statement has not been recognized.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I made a cash deposit to my account, but my account balance hasn't been updated yet.
VAL | [card_payment_fee_charged] | YES | Text: I'd like to know when I'm being charged an unexpected payment fee. I noticed a fee on the app that I wasn't informed about beforehand.
VAL | [reverted_card_payment?] | NO | Text: Why was my card payment reversed?
VAL | [card_not_working] | YES | Text: I'm having trouble making any transactions.
VAL | [transfer_fee_charged] | YES | Text: I was unexpectedly charged a transfer fee, can you explain why?
