GEN | [request_refund] | Orig: I bought a product a week ago, but may need to return it. -> Aug: I recently purchased a product, but I'm considering returning it and would like to initiate the refund process.
GEN | [top_up_by_bank_transfer_charge] | Orig: Am I going to be charged for receiving  money? -> Aug: Will I be charged a fee for receiving funds via bank transfer?
GEN | [top_up_by_bank_transfer_charge] | Orig: Do I get charged if I get money? -> Aug: Will I be charged a fee for topping up my account via bank transfer?
GEN | [transfer_not_received_by_recipient] | Orig: Hi - I have made a transaction to my new landlord but unfortunately it shows on my end but not on the landlord's end. The numbers are correct. Can you confirm when that will go through? -> Aug: Hi - I initiated a transfer to my new landlord, but it's showing as pending on my end, but the recipient hasn't received it. The transfer amount is correct. Can you please investigate and let me know when it will be credited to their account?
GEN | [transfer_not_received_by_recipient] | Orig: How can I the person see my money transaction? -> Aug: Why hasn't the recipient received the money from my recent transaction?
GEN | [transfer_fee_charged] | Orig: I bought something online and it says there was a fee to transfer money. Isn't that free? -> Aug: I recently made an online purchase and noticed a transfer fee was deducted. Shouldn't this be a free service?
GEN | [receiving_money] | Orig: Do you support direct deposits from my employer? -> Aug: Can you facilitate direct transfers from my employer's payroll to my account?
GEN | [card_payment_not_recognised] | Orig: i disagree with a charge -> Aug: I'm disputing a transaction on my account
GEN | [pending_cash_withdrawal] | Orig: I have a withdrawal waiting to go through. -> Aug: A pending cash withdrawal is awaiting processing.
GEN | [cancel_transfer] | Orig: stop the transaction -> Aug: halt the transfer
GEN | [top_up_by_cash_or_cheque] | Orig: Do you take checks? -> Aug: Can I make a payment by cheque?
GEN | [Refund_not_showing_up] | Orig: I need my refund as soon as possible. What else do I have to do? -> Aug: I'm still waiting for my refund. Can you please provide an update on the status?
GEN | [transfer_timing] | Orig: Help! I need to transfer something to China. -> Aug: Can you assist me with the timing for transferring funds to China?
GEN | [transfer_fee_charged] | Orig: Transfers are supposed to be free.  I just got a fee tacked on  to something I bought abroad.  Not cool.  Figure out how to remove it. -> Aug: I was under the impression that international transfers were supposed to be fee-free. However, I was charged an unexpected fee on a recent purchase. Can you help me resolve this issue and waive the fee?
GEN | [transfer_not_received_by_recipient] | Orig: I am just waiting on the completion of the transaction. -> Aug: I'm still waiting for the transfer to reach the recipient's account.
GEN | [transfer_not_received_by_recipient] | Orig: When will I get my money? It's been too long. -> Aug: I'm concerned about the status of my transfer. The recipient hasn't received the funds yet, and I'm worried it's taking too long.
GEN | [top_up_by_bank_transfer_charge] | Orig: Is there a cost to receive money? -> Aug: Are there any fees associated with receiving a bank transfer to top up my account?
GEN | [Refund_not_showing_up] | Orig: i need a refund right away but the funds aren't available in my account -> Aug: i'm expecting a refund, but it's not showing up in my account
GEN | [request_refund] | Orig: It's been some time ago that I placed an order and it just isn't coming. At this point just give me back my money because I'm not paying them. -> Aug: I've been waiting for a while now, and my order still hasn't arrived. Can I please get a refund as I'm no longer interested in pursuing this transaction.
GEN | [top_up_by_card_charge] | Orig: Do I get charged for a top up from a European bank? -> Aug: Will I be charged a fee for topping up my account using a European bank card?
GEN | [cancel_transfer] | Orig: Can I stop a transaction? -> Aug: Can I cancel a transfer?
GEN | [transfer_fee_charged] | Orig: I have a fee listed for a transfer. -> Aug: I'm showing a charge for the transfer transaction.
GEN | [Refund_not_showing_up] | Orig: why cant you just refund me instead of a merchant -> Aug: I'm having trouble seeing the refund in my account, can you please assist me in getting the refund processed?
GEN | [wrong_amount_of_cash_received] | Orig: i did not get any money but still was charged -> Aug: i was shortchanged and still got billed
GEN | [balance_not_updated_after_bank_transfer] | Orig: I can still see money in my account after making a payment -> Aug: I'm still seeing the transferred amount in my account, but my balance isn't reflecting the update.
GEN | [exchange_rate] | Orig: Does this app have the same exchange rate as third parties? -> Aug: Is the exchange rate offered by this app identical to those provided by other third-party services?
GEN | [card_payment_fee_charged] | Orig: Where can I find out the fee structure for my account? I have been charged fees for some transactions, but not for other ones. I can't find a pattern in these fees. -> Aug: I'm trying to understand the fee policy for my account. I've noticed that I've been charged fees for certain transactions, but not for others. Can you help me identify the fee structure and why I'm being charged fees for some transactions but not others?
GEN | [cash_withdrawal_not_recognised] | Orig: I am seeing unathorized transactions in the app, on my account. -> Aug: I'm experiencing an unrecognised cash withdrawal on my account, and I'm concerned about the unauthorized transaction.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: I thought I was going to receive more currency? -> Aug: I was expecting a better exchange rate for my cash withdrawal.
GEN | [transfer_fee_charged] | Orig: Does it cost anything to buy something from another country? Like is there going to be hidden transfer fees or currency conversion fees? -> Aug: Are there any additional charges, such as transfer fees or currency conversion fees, when making a purchase from another country?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Do you offer free ATM withdrawals of ones hometown currency while on holiday? -> Aug: Can I withdraw cash in my local currency without being charged an incorrect exchange rate while I'm traveling abroad?
GEN | [top_up_by_bank_transfer_charge] | Orig: If I top-up by using a trasfer are there charges that applied? -> Aug: If I top-up my account using a bank transfer, are there any charges that will be applied?
GEN | [declined_card_payment] | Orig: My card didn't go through.  It doesn't make sense.  You told me that everything was ok. -> Aug: I'm confused, I was told my payment was processed successfully, but it seems my card was declined. Can you help me understand what happened?
GEN | [receiving_money] | Orig: My salary is in GBP - what should I do? -> Aug: My paycheck is in British Pounds - how do I proceed?
GEN | [top_up_by_bank_transfer_charge] | Orig: If someone sends me money, will I be charged? -> Aug: If I receive a bank transfer from someone, will I be charged a fee?
GEN | [exchange_charge] | Orig: Do I pay extra for exchange? -> Aug: Is there an additional fee for exchanging currency?
GEN | [transfer_not_received_by_recipient] | Orig: The app isn't showing my transactions -> Aug: The recipient hasn't received the transferred funds.
GEN | [cash_withdrawal_not_recognised] | Orig: i didnt put that money in my account -> Aug: i didn't make that deposit
GEN | [compromised_card] | Orig: My card was stolen and used to make several purchases. Please freeze my card so no one can use it. -> Aug: My credit card was compromised and unauthorized transactions were made. I'd like to report the issue and request that my card be temporarily suspended to prevent further unauthorized use.
GEN | [top_up_by_bank_transfer_charge] | Orig: Will I be charged for receiving money? -> Aug: Will there be a fee for topping up my account via bank transfer?
VAL | [request_refund] | YES | Text: I recently purchased a product, but I'm considering returning it and would like to initiate the refund process.
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Will I be charged a fee for receiving funds via bank transfer?
VAL | [top_up_by_bank_transfer_charge] | YES | Text: Will I be charged a fee for topping up my account via bank transfer?
VAL | [transfer_not_received_by_recipient] | YES | Text: Hi - I initiated a transfer to my new landlord, but it's showing as pending on my end, but the recipient hasn't received it. The transfer amount is correct. Can you please investigate and let me know when it will be credited to their account?
VAL | [transfer_not_received_by_recipient] | NO | Text: Why hasn't the recipient received the money from my recent transaction?
VAL | [transfer_fee_charged] | NO | Text: I recently made an online purchase and noticed a transfer fee was deducted. Shouldn't this be a free service?
VAL | [receiving_money] | YES | Text: Can you facilitate direct transfers from my employer's payroll to my account?
VAL | [card_payment_not_recognised] | NO | Text: I'm disputing a transaction on my account
VAL | [pending_cash_withdrawal] | YES | Text: A pending cash withdrawal is awaiting processing.
VAL | [cancel_transfer] | YES | Text: halt the transfer
VAL | [top_up_by_cash_or_cheque] | YES | Text: Can I make a payment by cheque?
VAL | [Refund_not_showing_up] | YES | Text: I'm still waiting for my refund. Can you please provide an update on the status?
VAL | [transfer_timing] | YES | Text: Can you assist me with the timing for transferring funds to China?
VAL | [transfer_fee_charged] | YES | Text: I was under the impression that international transfers were supposed to be fee-free. However, I was charged an unexpected fee on a recent purchase. Can you help me resolve this issue and waive the fee?
VAL | [transfer_not_received_by_recipient] | NO | Text: I'm still waiting for the transfer to reach the recipient's account.
VAL | [transfer_not_received_by_recipient] | YES | Text: I'm concerned about the status of my transfer. The recipient hasn't received the funds yet, and I'm worried it's taking too long.
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Are there any fees associated with receiving a bank transfer to top up my account?
VAL | [Refund_not_showing_up] | YES | Text: i'm expecting a refund, but it's not showing up in my account
VAL | [request_refund] | YES | Text: I've been waiting for a while now, and my order still hasn't arrived. Can I please get a refund as I'm no longer interested in pursuing this transaction.
VAL | [top_up_by_card_charge] | YES | Text: Will I be charged a fee for topping up my account using a European bank card?
VAL | [cancel_transfer] | YES | Text: Can I cancel a transfer?
VAL | [transfer_fee_charged] | YES | Text: I'm showing a charge for the transfer transaction.
VAL | [Refund_not_showing_up] | YES | Text: I'm having trouble seeing the refund in my account, can you please assist me in getting the refund processed?
VAL | [wrong_amount_of_cash_received] | YES | Text: i was shortchanged and still got billed
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I'm still seeing the transferred amount in my account, but my balance isn't reflecting the update.
VAL | [exchange_rate] | YES | Text: Is the exchange rate offered by this app identical to those provided by other third-party services?
VAL | [card_payment_fee_charged] | NO | Text: I'm trying to understand the fee policy for my account. I've noticed that I've been charged fees for certain transactions, but not for others. Can you help me identify the fee structure and why I'm being charged fees for some transactions but not others?
VAL | [cash_withdrawal_not_recognised] | NO | Text: I'm experiencing an unrecognised cash withdrawal on my account, and I'm concerned about the unauthorized transaction.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I was expecting a better exchange rate for my cash withdrawal.
VAL | [transfer_fee_charged] | YES | Text: Are there any additional charges, such as transfer fees or currency conversion fees, when making a purchase from another country?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | NO | Text: Can I withdraw cash in my local currency without being charged an incorrect exchange rate while I'm traveling abroad?
VAL | [top_up_by_bank_transfer_charge] | YES | Text: If I top-up my account using a bank transfer, are there any charges that will be applied?
VAL | [declined_card_payment] | NO | Text: I'm confused, I was told my payment was processed successfully, but it seems my card was declined. Can you help me understand what happened?
VAL | [receiving_money] | YES | Text: My paycheck is in British Pounds - how do I proceed?
VAL | [top_up_by_bank_transfer_charge] | NO | Text: If I receive a bank transfer from someone, will I be charged a fee?
VAL | [exchange_charge] | YES | Text: Is there an additional fee for exchanging currency?
VAL | [transfer_not_received_by_recipient] | NO | Text: The recipient hasn't received the transferred funds.
VAL | [cash_withdrawal_not_recognised] | NO | Text: i didn't make that deposit
VAL | [compromised_card] | YES | Text: My credit card was compromised and unauthorized transactions were made. I'd like to report the issue and request that my card be temporarily suspended to prevent further unauthorized use.
VAL | [top_up_by_bank_transfer_charge] | YES | Text: Will there be a fee for topping up my account via bank transfer?
