GEN | [extra_charge_on_statement] | Orig: What is the $1 transaction on my account? -> Aug: Can you please explain the additional charge I see on my statement?
GEN | [automatic_top_up] | Orig: How low does the balance have to be before the system updates? -> Aug: What minimum balance is required for the automatic top-up feature to kick in?
GEN | [card_payment_not_recognised] | Orig: I didn't do a payment and I have it now. -> Aug: We've received a payment attempt, but it's not being recognized as a valid transaction.
GEN | [cash_withdrawal_not_recognised] | Orig: It is urgency. Please freeze my card now. As someone in some odd remote town has withdrawn some money by using my card. As i did not withdraw any money. -> Aug: I'm in a state of panic. Please cancel my card immediately. Someone in a distant location has made an unauthorized cash withdrawal using my card, and I didn't make the transaction myself.
GEN | [extra_charge_on_statement] | Orig: What is the extra €1 on my statement for? -> Aug: Can you please explain the additional €1 charge on my recent statement?
GEN | [lost_or_stolen_card] | Orig: Hi, I am on vacation in Spain and someone stole my bag with my phone and wallet with cards and everything. Can you block it ASAP and then I want to order a new one also ASAP. -> Aug: Hi, I'm currently in Spain on vacation and my bag was stolen, which contained my phone, wallet, and cards. Can you please block my card immediately and arrange for a replacement as soon as possible?
GEN | [contactless_not_working] | Orig: Can I make a contactless payments? -> Aug: I'm afraid our contactless payment system is currently unavailable. Would you like to explore alternative payment options?
GEN | [card_swallowed] | Orig: how can the money machine keep my card what do i need to do? -> Aug: what should I do if my card has been swallowed by the ATM? Can I retrieve it or do I need to report it to the bank?
GEN | [contactless_not_working] | Orig: Help me to set up contactless payments. -> Aug: Can you assist me in enabling contactless payment functionality?
GEN | [supported_cards_and_currencies] | Orig: What are my payment options? -> Aug: We accept various payment methods, including credit cards such as Visa, Mastercard, American Express, and Discover, as well as digital wallets like Apple Pay and Google Pay. We also support transactions in multiple currencies, including USD, EUR, JPY, and GBP.
GEN | [lost_or_stolen_card] | Orig: I lost my wallet and all my cards were in it. -> Aug: I misplaced my wallet and all my credit cards were inside.
GEN | [cash_withdrawal_not_recognised] | Orig: Hello, Please look into this matter urgently. As i have lost my wallet and i can see one withdrawal, now i do not want to loose more money. -> Aug: Hello, I urgently need your assistance. I've misplaced my wallet and noticed an unauthorized cash withdrawal. I'm worried about losing more money and would appreciate your prompt help to resolve this issue.
GEN | [contactless_not_working] | Orig: Why wasn't my contactless accepted at the metro? -> Aug: Why did the contactless payment system fail to recognize my card at the metro station?
GEN | [pending_cash_withdrawal] | Orig: withdrawal pending meaning? -> Aug: What does "pending cash withdrawal" mean?
GEN | [card_arrival] | Orig: can you share card tracking number? -> Aug: can you provide the tracking number for my card arrival?
GEN | [order_physical_card] | Orig: do i need to add money before i order a card -> Aug: Do I need to fund my account before ordering a physical credit/debit card?
GEN | [cash_withdrawal_not_recognised] | Orig: How can I verify if a cash withdrawal was made from my account? I still have my card with me but I did not authorize the withdrawal that just occurred. -> Aug: I'm trying to confirm if a cash withdrawal was processed from my account. I have my card with me, but I didn't authorize the recent withdrawal that showed up on my statement.
GEN | [visa_or_mastercard] | Orig: Please give me a Mastercard instead. -> Aug: Please provide me with a Visa or Mastercard.
GEN | [visa_or_mastercard] | Orig: I'm happy with Mastercard and want to stick with just that credit card. -> Aug: I'm content with Visa and prefer to use only that credit card.
GEN | [verify_source_of_funds] | Orig: I would like to know where my source of funds came from. -> Aug: I'd like to confirm the origin of my funds.
GEN | [cash_withdrawal_not_recognised] | Orig: Hello, Just now i got to know withdrawal of money from of my account. As someone used my card to withdraw amount in any odd remote area. Since i have not been in that area, please freeze my card immediately. -> Aug: Hi, I'm trying to report a suspicious cash withdrawal from my account. Someone used my card to withdraw cash in a remote location I've never been to. Can you please freeze my card as soon as possible?
GEN | [receiving_money] | Orig: Is it possible for a friend to personally send me a payment? -> Aug: Can a friend directly transfer funds to me?
GEN | [verify_source_of_funds] | Orig: where can I get the info for my funds -> Aug: Can you please provide the source of your funds for verification?
GEN | [verify_source_of_funds] | Orig: Who is giving me my money? -> Aug: Can you confirm the source of the funds being used for this transaction?
GEN | [lost_or_stolen_phone] | Orig: I don't have my cell phone with me so I cannot access the system to complete the transaction. -> Aug: I've misplaced my phone and can't access the system to finish the transaction.
GEN | [country_support] | Orig: Can I get support? -> Aug: Do you need assistance with a specific country-related inquiry or issue?
GEN | [terminate_account] | Orig: if im not using my account should i close it or just let it sit -> Aug: If you're not actively using your account, it's recommended to either close it or terminate it to avoid any potential fees or security risks.
GEN | [verify_source_of_funds] | Orig: what is source of my money -> Aug: Can you please confirm the origin of the funds used for this transaction?
GEN | [card_payment_fee_charged] | Orig: Is there a  way to  get around fees -> Aug: Can you help me avoid the payment processing fee on my recent transaction?
GEN | [lost_or_stolen_card] | Orig: Can you send me a new card and block my current one. I'm in Spain and my wallet was stolen. -> Aug: I'd like to report my card as stolen and request a replacement. I'm currently in Spain and my wallet was taken, so I'd appreciate it if you could block my current card and send me a new one.
GEN | [contactless_not_working] | Orig: Are my contactless settings correct? I tried to use it today but it wasn't working. -> Aug: I'm having trouble with my contactless payment feature. It's not functioning properly, and I'm not sure if my settings are correct.
GEN | [pending_cash_withdrawal] | Orig: I tried to get some with-drawls but the machine didn't work. The transaction still seems in progress.Seems like  something is wrong,I don't want to be charged for Transaction i did not make. -> Aug: I attempted to initiate a cash withdrawal, but the ATM malfunctioned. The transaction remains pending, and it appears that the process is stuck. I'm concerned that I might be charged for a transaction I didn't authorize.
GEN | [visa_or_mastercard] | Orig: I won't be pleased unless I get a Mastercard. -> Aug: I won't be satisfied unless I get a Visa or Mastercard.
GEN | [verify_source_of_funds] | Orig: Can someone please explain to me where my source of funds came from? -> Aug: Could you please clarify the origin of the funds used for this transaction?
GEN | [extra_charge_on_statement] | Orig: Is the 1 pound charge going to be reimbursed on my card? -> Aug: Will the additional £1 charge be credited back to my account on my next statement?
GEN | [visa_or_mastercard] | Orig: Can both a Visa and Mastercard be received from you? -> Aug: Can both a Visa and Mastercard be accepted by you?
GEN | [pending_top_up] | Orig: Can you tell me why my pop-up is still pending? -> Aug: Can you explain why my top-up request is still pending?
VAL | [extra_charge_on_statement] | YES | Text: Can you please explain the additional charge I see on my statement?
VAL | [automatic_top_up] | NO | Text: What minimum balance is required for the automatic top-up feature to kick in?
VAL | [card_payment_not_recognised] | NO | Text: We've received a payment attempt, but it's not being recognized as a valid transaction.
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm in a state of panic. Please cancel my card immediately. Someone in a distant location has made an unauthorized cash withdrawal using my card, and I didn't make the transaction myself.
VAL | [extra_charge_on_statement] | YES | Text: Can you please explain the additional €1 charge on my recent statement?
VAL | [lost_or_stolen_card] | YES | Text: Hi, I'm currently in Spain on vacation and my bag was stolen, which contained my phone, wallet, and cards. Can you please block my card immediately and arrange for a replacement as soon as possible?
VAL | [contactless_not_working] | NO | Text: I'm afraid our contactless payment system is currently unavailable. Would you like to explore alternative payment options?
VAL | [card_swallowed] | YES | Text: what should I do if my card has been swallowed by the ATM? Can I retrieve it or do I need to report it to the bank?
VAL | [contactless_not_working] | NO | Text: Can you assist me in enabling contactless payment functionality?
VAL | [supported_cards_and_currencies] | NO | Text: We accept various payment methods, including credit cards such as Visa, Mastercard, American Express, and Discover, as well as digital wallets like Apple Pay and Google Pay. We also support transactions in multiple currencies, including USD, EUR, JPY, and GBP.
VAL | [lost_or_stolen_card] | NO | Text: I misplaced my wallet and all my credit cards were inside.
VAL | [cash_withdrawal_not_recognised] | NO | Text: Hello, I urgently need your assistance. I've misplaced my wallet and noticed an unauthorized cash withdrawal. I'm worried about losing more money and would appreciate your prompt help to resolve this issue.
VAL | [contactless_not_working] | YES | Text: Why did the contactless payment system fail to recognize my card at the metro station?
VAL | [pending_cash_withdrawal] | NO | Text: What does "pending cash withdrawal" mean?
VAL | [card_arrival] | YES | Text: can you provide the tracking number for my card arrival?
VAL | [order_physical_card] | NO | Text: Do I need to fund my account before ordering a physical credit/debit card?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm trying to confirm if a cash withdrawal was processed from my account. I have my card with me, but I didn't authorize the recent withdrawal that showed up on my statement.
VAL | [visa_or_mastercard] | NO | Text: Please provide me with a Visa or Mastercard.
VAL | [visa_or_mastercard] | NO | Text: I'm content with Visa and prefer to use only that credit card.
VAL | [verify_source_of_funds] | YES | Text: I'd like to confirm the origin of my funds.
VAL | [cash_withdrawal_not_recognised] | YES | Text: Hi, I'm trying to report a suspicious cash withdrawal from my account. Someone used my card to withdraw cash in a remote location I've never been to. Can you please freeze my card as soon as possible?
VAL | [receiving_money] | YES | Text: Can a friend directly transfer funds to me?
VAL | [verify_source_of_funds] | NO | Text: Can you please provide the source of your funds for verification?
VAL | [verify_source_of_funds] | YES | Text: Can you confirm the source of the funds being used for this transaction?
VAL | [lost_or_stolen_phone] | YES | Text: I've misplaced my phone and can't access the system to finish the transaction.
VAL | [country_support] | NO | Text: Do you need assistance with a specific country-related inquiry or issue?
VAL | [terminate_account] | YES | Text: If you're not actively using your account, it's recommended to either close it or terminate it to avoid any potential fees or security risks.
VAL | [verify_source_of_funds] | YES | Text: Can you please confirm the origin of the funds used for this transaction?
VAL | [card_payment_fee_charged] | NO | Text: Can you help me avoid the payment processing fee on my recent transaction?
VAL | [lost_or_stolen_card] | YES | Text: I'd like to report my card as stolen and request a replacement. I'm currently in Spain and my wallet was taken, so I'd appreciate it if you could block my current card and send me a new one.
VAL | [contactless_not_working] | YES | Text: I'm having trouble with my contactless payment feature. It's not functioning properly, and I'm not sure if my settings are correct.
VAL | [pending_cash_withdrawal] | YES | Text: I attempted to initiate a cash withdrawal, but the ATM malfunctioned. The transaction remains pending, and it appears that the process is stuck. I'm concerned that I might be charged for a transaction I didn't authorize.
VAL | [visa_or_mastercard] | NO | Text: I won't be satisfied unless I get a Visa or Mastercard.
VAL | [verify_source_of_funds] | YES | Text: Could you please clarify the origin of the funds used for this transaction?
VAL | [extra_charge_on_statement] | NO | Text: Will the additional £1 charge be credited back to my account on my next statement?
VAL | [visa_or_mastercard] | YES | Text: Can both a Visa and Mastercard be accepted by you?
VAL | [pending_top_up] | YES | Text: Can you explain why my top-up request is still pending?
