GEN | [terminate_account] | Orig: I no longer want this account, what should I do? -> Aug: I would like to cancel my account and close it permanently.
GEN | [edit_personal_details] | Orig: Need to report a change of address. -> Aug: Update my personal information to reflect a new address.
GEN | [verify_top_up] | Orig: How do i verify my card? -> Aug: How can I confirm my card top-up?
GEN | [cancel_transfer] | Orig: I am trying to revert a transcation I did this morning -> Aug: I would like to cancel the transfer I initiated earlier today
GEN | [card_delivery_estimate] | Orig: I need my card right away. -> Aug: I require an expedited delivery of my card.
GEN | [topping_up_by_card] | Orig: I want to transfer money using my credit card. -> Aug: I'd like to add funds to my account using my credit card.
GEN | [cancel_transfer] | Orig: I made the incorrect payment for my rent yesterday and this needs to be fixed by no later than tomorrow. How can you help? -> Aug: I mistakenly processed a payment for my rent yesterday and I need to cancel it as soon as possible. Can you assist me with reversing the transaction before tomorrow?
GEN | [visa_or_mastercard] | Orig: Can I get the Mastercard? -> Aug: Can I get the Visa or Mastercard?
GEN | [card_payment_wrong_exchange_rate] | Orig: The exchange rate you are using is really bad.This can't be the official interbank exchange rate. -> Aug: The exchange rate you're using is inaccurate. It's not the correct interbank rate.
GEN | [topping_up_by_card] | Orig: I want to transfer money with my credit card. -> Aug: I'd like to add funds to my account using my credit card.
GEN | [automatic_top_up] | Orig: Can I schedule future top ups? -> Aug: Can I set up recurring automatic top-ups?
GEN | [lost_or_stolen_phone] | Orig: Can my account me accessed by a thief?  I was mugged. -> Aug: Can my account be accessed by a thief? I had my phone stolen.
GEN | [getting_virtual_card] | Orig: I want one of the virtual cards! -> Aug: I'd like to obtain a virtual card, please.
GEN | [card_payment_wrong_exchange_rate] | Orig: I'm going on a trip soon and I needed to convert my Russian ruble to UK pounds, but when I did, your company charged me above the exchange rate. Did you mess up my transaction? -> Aug: I'm planning a trip and tried to exchange my Japanese yen to US dollars, but your bank's exchange rate was higher than expected. Did I get a bad deal on my transaction?
GEN | [verify_top_up] | Orig: I just tried to top-up and now I'm getting an additional verification message, why? -> Aug: I'm trying to make a top-up, but I'm being asked to verify my details again, can you help me with that?
GEN | [card_payment_wrong_exchange_rate] | Orig: The exchange rate you are using is really bad. This can't possibly be the official interbank exchange rate. -> Aug: The exchange rate you're using is inaccurate. It's not the correct interbank rate, which is significantly different.
GEN | [card_delivery_estimate] | Orig: What is the length of time for one of these items to come to the U.S? -> Aug: How long does it typically take for an item to be delivered to the United States?
GEN | [transfer_fee_charged] | Orig: Hi,  I have transferred money but beneficiary's account is credited with less amount. Now i have transfer the difference of the amount. I think there is some issue, could you please look into this. -> Aug: Hi, I've made a transfer, but the beneficiary's account was credited with a lower amount. I've since re-transferred the remaining difference. I believe there's an issue, could you please investigate this?
GEN | [getting_virtual_card] | Orig: I want to get my hands on one of those virtual cards! -> Aug: I'm eager to obtain a virtual card.
GEN | [edit_personal_details] | Orig: I just got married and need to change my name on the account -> Aug: I recently changed my marital status and would like to update my personal details, specifically my name, on my account.
GEN | [extra_charge_on_statement] | Orig: My statement shows a 1£ purchase pending. I do not remember making this purchase, please let me know what this is about. -> Aug: I'm reviewing my statement and noticed a pending charge for £1. I'm not aware of this transaction, could you please clarify what this is for?
GEN | [verify_top_up] | Orig: Can you explain to me the way to verify my top up has gone through? -> Aug: Could you please guide me on how to confirm that my top-up transaction has been successfully processed?
GEN | [card_delivery_estimate] | Orig: Send me my card now! ASAP -> Aug: Can you please provide an estimated delivery date for my card?
GEN | [getting_virtual_card] | Orig: I need my virtual card -> Aug: I require my virtual credit card
GEN | [exchange_via_app] | Orig: How to I switch my money for the money used in another country? -> Aug: How can I exchange my currency for the currency used in another country using your mobile app?
GEN | [cancel_transfer] | Orig: How do i cancel a charge? -> Aug: How can I stop a pending transfer?
GEN | [top_up_by_card_charge] | Orig: Is topping up free? -> Aug: Is there a charge for topping up my card?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: I was needing you to see if the exchange rate is correct from when i got cash -> Aug: I'm trying to confirm the exchange rate for the cash withdrawal I made earlier, as I'm not sure if it's accurate.
GEN | [card_payment_wrong_exchange_rate] | Orig: The exchange rate you are using is bad.This can't be the official interbank exchange rate. -> Aug: The exchange rate you're using is incorrect. It's not the correct interbank rate.
GEN | [transfer_not_received_by_recipient] | Orig: I have done a transfer within the country a couple days ago, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that several times already. -> Aug: I made a domestic transfer a few days ago, but the recipient hasn't received it yet. Could you look into this and let me know what's causing the delay? I've double-checked the account number to ensure it's correct.
GEN | [card_linking] | Orig: I want to reactivate my card, I thought I had lost it but found it again in my jacket this morning. -> Aug: I'd like to reissue my card, I initially thought it was lost, but I've since found it in my jacket.
GEN | [card_payment_not_recognised] | Orig: There are a couple payments with my card shown in the app that i really make myself. What's going on with this, maybe someone has access to my card?! -> Aug: I'm seeing a few transactions on my card in the app that I didn't make myself. Could someone have accessed my card without my permission?
GEN | [transfer_fee_charged] | Orig: I need to know how much it costs to transfer funds. -> Aug: I'd like to inquire about the transfer fee associated with moving funds.
GEN | [card_payment_wrong_exchange_rate] | Orig: Are you ripping people off with the exchange rate?  It can't be that atrocious between banks. -> Aug: Are you intentionally charging an unfair exchange rate? It's unbelievable that the difference between banks is this significant.
GEN | [reverted_card_payment?] | Orig: The money is still in my account even though I already paid -- I don't understand what happened. -> Aug: The payment I made was reversed, and the funds are still in my account. Can you help me understand what went wrong?
GEN | [pending_transfer] | Orig: Hello, I went ahead and checked my account details to be sure, and they are definitely correct.  I've had a transfer pending for a while, and I can't understand why it hasn't gone through yet. -> Aug: Hello, I've reviewed my account information to confirm it's accurate. I've had a transfer in a pending state for some time, and I'm still unsure why it hasn't been processed yet.
GEN | [card_delivery_estimate] | Orig: How long will it take to get to the US? -> Aug: When can I expect to receive my new credit card in the United States?
GEN | [transfer_not_received_by_recipient] | Orig: I performed a transfer within the country the day before yesterday, but it has not gone through? Can you check on that? The account number is definitely correct, as I've checked. -> Aug: I made a domestic transfer yesterday, but the recipient hasn't received it yet. Can you look into this for me? I've double-checked the account number to ensure it's correct.
GEN | [topping_up_by_card] | Orig: What's the process for topping up my card? -> Aug: How do I add funds to my card using my card details?
GEN | [direct_debit_payment_not_recognised] | Orig: Purchases I did not make are appearing in my bank statement? -> Aug: Payments made by direct debit are not being recognized on my account.
VAL | [terminate_account] | YES | Text: I would like to cancel my account and close it permanently.
VAL | [edit_personal_details] | YES | Text: Update my personal information to reflect a new address.
VAL | [verify_top_up] | NO | Text: How can I confirm my card top-up?
VAL | [cancel_transfer] | YES | Text: I would like to cancel the transfer I initiated earlier today
VAL | [card_delivery_estimate] | NO | Text: I require an expedited delivery of my card.
VAL | [topping_up_by_card] | YES | Text: I'd like to add funds to my account using my credit card.
VAL | [cancel_transfer] | YES | Text: I mistakenly processed a payment for my rent yesterday and I need to cancel it as soon as possible. Can you assist me with reversing the transaction before tomorrow?
VAL | [visa_or_mastercard] | YES | Text: Can I get the Visa or Mastercard?
VAL | [card_payment_wrong_exchange_rate] | YES | Text: The exchange rate you're using is inaccurate. It's not the correct interbank rate.
VAL | [topping_up_by_card] | NO | Text: I'd like to add funds to my account using my credit card.
VAL | [automatic_top_up] | YES | Text: Can I set up recurring automatic top-ups?
VAL | [lost_or_stolen_phone] | YES | Text: Can my account be accessed by a thief? I had my phone stolen.
VAL | [getting_virtual_card] | YES | Text: I'd like to obtain a virtual card, please.
VAL | [card_payment_wrong_exchange_rate] | NO | Text: I'm planning a trip and tried to exchange my Japanese yen to US dollars, but your bank's exchange rate was higher than expected. Did I get a bad deal on my transaction?
VAL | [verify_top_up] | YES | Text: I'm trying to make a top-up, but I'm being asked to verify my details again, can you help me with that?
VAL | [card_payment_wrong_exchange_rate] | YES | Text: The exchange rate you're using is inaccurate. It's not the correct interbank rate, which is significantly different.
VAL | [card_delivery_estimate] | NO | Text: How long does it typically take for an item to be delivered to the United States?
VAL | [transfer_fee_charged] | NO | Text: Hi, I've made a transfer, but the beneficiary's account was credited with a lower amount. I've since re-transferred the remaining difference. I believe there's an issue, could you please investigate this?
VAL | [getting_virtual_card] | YES | Text: I'm eager to obtain a virtual card.
VAL | [edit_personal_details] | YES | Text: I recently changed my marital status and would like to update my personal details, specifically my name, on my account.
VAL | [extra_charge_on_statement] | YES | Text: I'm reviewing my statement and noticed a pending charge for £1. I'm not aware of this transaction, could you please clarify what this is for?
VAL | [verify_top_up] | YES | Text: Could you please guide me on how to confirm that my top-up transaction has been successfully processed?
VAL | [card_delivery_estimate] | YES | Text: Can you please provide an estimated delivery date for my card?
VAL | [getting_virtual_card] | YES | Text: I require my virtual credit card
VAL | [exchange_via_app] | YES | Text: How can I exchange my currency for the currency used in another country using your mobile app?
VAL | [cancel_transfer] | NO | Text: How can I stop a pending transfer?
VAL | [top_up_by_card_charge] | NO | Text: Is there a charge for topping up my card?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I'm trying to confirm the exchange rate for the cash withdrawal I made earlier, as I'm not sure if it's accurate.
VAL | [card_payment_wrong_exchange_rate] | YES | Text: The exchange rate you're using is incorrect. It's not the correct interbank rate.
VAL | [transfer_not_received_by_recipient] | YES | Text: I made a domestic transfer a few days ago, but the recipient hasn't received it yet. Could you look into this and let me know what's causing the delay? I've double-checked the account number to ensure it's correct.
VAL | [card_linking] | NO | Text: I'd like to reissue my card, I initially thought it was lost, but I've since found it in my jacket.
VAL | [card_payment_not_recognised] | YES | Text: I'm seeing a few transactions on my card in the app that I didn't make myself. Could someone have accessed my card without my permission?
VAL | [transfer_fee_charged] | YES | Text: I'd like to inquire about the transfer fee associated with moving funds.
VAL | [card_payment_wrong_exchange_rate] | NO | Text: Are you intentionally charging an unfair exchange rate? It's unbelievable that the difference between banks is this significant.
VAL | [reverted_card_payment?] | NO | Text: The payment I made was reversed, and the funds are still in my account. Can you help me understand what went wrong?
VAL | [pending_transfer] | YES | Text: Hello, I've reviewed my account information to confirm it's accurate. I've had a transfer in a pending state for some time, and I'm still unsure why it hasn't been processed yet.
VAL | [card_delivery_estimate] | YES | Text: When can I expect to receive my new credit card in the United States?
VAL | [transfer_not_received_by_recipient] | YES | Text: I made a domestic transfer yesterday, but the recipient hasn't received it yet. Can you look into this for me? I've double-checked the account number to ensure it's correct.
VAL | [topping_up_by_card] | YES | Text: How do I add funds to my card using my card details?
VAL | [direct_debit_payment_not_recognised] | YES | Text: Payments made by direct debit are not being recognized on my account.
