GEN | [get_physical_card] | Orig: Explain the card PIN to me. -> Aug: Can you please provide me with the physical card details, including the PIN?
GEN | [activate_my_card] | Orig: I need to actuate my card. -> Aug: I need to activate my card.
GEN | [get_physical_card] | Orig: I haven't received my PIN yet. Do I need to get it from you? -> Aug: I'm still waiting for my physical card. Can I obtain it from your end?
GEN | [terminate_account] | Orig: Can you please disable my current account. -> Aug: Can you assist me in closing my account?
GEN | [visa_or_mastercard] | Orig: I anticipate getting a Visa card -> Aug: I'm expecting to receive a Mastercard
GEN | [visa_or_mastercard] | Orig: I'm wanting to get a Visa card today. -> Aug: I'm looking to obtain a Mastercard today.
GEN | [card_swallowed] | Orig: What should I do with my stuck ATM? -> Aug: What should I do if my card got swallowed by the ATM?
GEN | [compromised_card] | Orig: How do I stop fraud to my account? -> Aug: What steps can I take to prevent unauthorized transactions on my compromised card?
GEN | [get_physical_card] | Orig: I'm not sure what to do about the PIN, because I don't have one yet. -> Aug: I'm having trouble activating my physical card because I don't have a PIN yet.
GEN | [transfer_fee_charged] | Orig: I shouldn't be charged any fee for transferring . -> Aug: I'm surprised to see a fee applied to my transfer.
GEN | [fiat_currency_support] | Orig: How can I solve my issue with holding multiple currencies? -> Aug: What steps can I take to manage my multiple fiat currency accounts?
GEN | [top_up_limits] | Orig: How many top-ups can be approved? -> Aug: What is the maximum number of limit increases I can request?
GEN | [atm_support] | Orig: Can I use my card to withdraw from my account? -> Aug: Can I use my debit/credit card to make a withdrawal from my account?
GEN | [get_physical_card] | Orig: do i need to wait for my card before i get pin -> Aug: Do I need to wait for my physical card before I can obtain the PIN?
GEN | [exchange_via_app] | Orig: What do I need to do to exchange my money? -> Aug: To initiate a currency exchange, can I use your mobile banking app to facilitate the process?
GEN | [card_acceptance] | Orig: Are there limits as to where my card will be accepted? -> Aug: Can I use my card at any location, or are there specific places where it won't be accepted?
GEN | [topping_up_by_card] | Orig: can other people use the app to add money to my account -> Aug: Can I use the app to add funds to my account using my debit/credit card?
GEN | [extra_charge_on_statement] | Orig: I wanted to know about a pending dollar that is on my statement. -> Aug: I'd like to inquire about an unexpected charge that appeared on my recent statement.
GEN | [visa_or_mastercard] | Orig: I want to get a Visa -> Aug: I'd like to obtain a Mastercard
GEN | [exchange_via_app] | Orig: I no longer need AUD, I need GBP instead, how can I make this happen? -> Aug: Can I assist you with exchanging your AUD for GBP via the app? Please let me know and I'll guide you through the process.
GEN | [visa_or_mastercard] | Orig: I am looking to get a Visa credit card, what must I do to achieve this? -> Aug: I am looking to get a Mastercard credit card, what must I do to achieve this?
GEN | [card_about_to_expire] | Orig: How do I get a new expiration date? -> Aug: What steps can I take to extend the validity of my card?
GEN | [pin_blocked] | Orig: I managed to drunken block my card :(( Help! -> Aug: I accidentally blocked my PIN and now I'm unable to access my account. Can you please assist me in unblocking it?
GEN | [top_up_reverted] | Orig: I need to know what's going on. I was under the impression you offered cryto top up which doesn't seem to be working and money has just vanished from my account. -> Aug: I'm concerned about a recent issue with my account. I thought I had successfully topped up my crypto balance, but it appears the transaction was reversed, and the funds have been deducted from my account.
GEN | [transfer_into_account] | Orig: show me how to transfer to my account -> Aug: display the steps to transfer funds into my account
GEN | [top_up_reverted] | Orig: Hello there, I tried using crypto top up today but it's not working for me, might it be due to the kind of bank I'm using or the country that I'm from?Money is also missing from my account -> Aug: Hello there, I attempted to perform a crypto top-up earlier today, but it seems to have been reversed. Could it be related to the type of bank I'm using or my country of origin? Additionally, I'm concerned that some funds have been deducted from my account without my consent.
GEN | [activate_my_card] | Orig: You can do that in just a few seconds. Go to account, hit activate, and follow the directions from there. -> Aug: You can complete the process in a few minutes. Log in to your account, select the "Activate Card" option, and follow the prompts to finish the activation.
GEN | [get_physical_card] | Orig: Can you deliver the PIN separately? -> Aug: Can you provide the physical card separately?
GEN | [topping_up_by_card] | Orig: I wasn't able to use my top up card because the money I put on there wasn't there anymore -> Aug: I'm having trouble using my card to top up my account because the funds I loaded onto it are no longer available.
GEN | [country_support] | Orig: As far as courtries go which ones are supported? -> Aug: We currently offer support for a wide range of countries. Can you please specify which country you are referring to, and I'll be happy to let you know if we have a presence there?
GEN | [transfer_into_account] | Orig: Can I use my bank account to send me more money? -> Aug: Can I transfer funds from my bank account to add more money to it?
GEN | [pending_transfer] | Orig: I have a trasnger that is pending and wondered about it. -> Aug: I have a transfer that is pending and I was wondering about its status.
GEN | [cash_withdrawal_not_recognised] | Orig: I see cash in my app but I did not get it. -> Aug: I'm showing a cash withdrawal in my account, but I didn't receive the cash.
GEN | [card_linking] | Orig: May I reactivate my card? I previously reported it lost, but have now found it safe and sound. -> Aug: Can I reissue my card? I previously reported it lost, but I've since located it and would like to reactivate it.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Do you guys accept cash? Because i deposited some this morning and I can't see it in my account. -> Aug: I made a cash deposit this morning, but my account balance hasn't been updated yet. Can you help me with that?
GEN | [topping_up_by_card] | Orig: Who can have access to top up my account? -> Aug: Who can I use to top up my account using my card?
GEN | [order_physical_card] | Orig: Where do you export the cards to? -> Aug: How do I receive my physical credit card after ordering it?
GEN | [declined_cash_withdrawal] | Orig: I entered the correct pin but I still couldnt get funds. -> Aug: I attempted to withdraw cash, but the transaction was declined despite entering my PIN correctly.
GEN | [order_physical_card] | Orig: What do I do to get ahold of my own card? -> Aug: How can I obtain my physical credit card?
GEN | [visa_or_mastercard] | Orig: If I can't choose my card type will I be able to use it everywhere? -> Aug: If I'm unable to select my preferred payment method, will I still be able to use my card at all merchants that accept Visa or Mastercard?
VAL | [get_physical_card] | NO | Text: Can you please provide me with the physical card details, including the PIN?
VAL | [activate_my_card] | YES | Text: I need to activate my card.
VAL | [get_physical_card] | YES | Text: I'm still waiting for my physical card. Can I obtain it from your end?
VAL | [terminate_account] | YES | Text: Can you assist me in closing my account?
VAL | [visa_or_mastercard] | NO | Text: I'm expecting to receive a Mastercard
VAL | [visa_or_mastercard] | NO | Text: I'm looking to obtain a Mastercard today.
VAL | [card_swallowed] | YES | Text: What should I do if my card got swallowed by the ATM?
VAL | [compromised_card] | NO | Text: What steps can I take to prevent unauthorized transactions on my compromised card?
VAL | [get_physical_card] | NO | Text: I'm having trouble activating my physical card because I don't have a PIN yet.
VAL | [transfer_fee_charged] | NO | Text: I'm surprised to see a fee applied to my transfer.
VAL | [fiat_currency_support] | NO | Text: What steps can I take to manage my multiple fiat currency accounts?
VAL | [top_up_limits] | YES | Text: What is the maximum number of limit increases I can request?
VAL | [atm_support] | NO | Text: Can I use my debit/credit card to make a withdrawal from my account?
VAL | [get_physical_card] | YES | Text: Do I need to wait for my physical card before I can obtain the PIN?
VAL | [exchange_via_app] | YES | Text: To initiate a currency exchange, can I use your mobile banking app to facilitate the process?
VAL | [card_acceptance] | YES | Text: Can I use my card at any location, or are there specific places where it won't be accepted?
VAL | [topping_up_by_card] | NO | Text: Can I use the app to add funds to my account using my debit/credit card?
VAL | [extra_charge_on_statement] | YES | Text: I'd like to inquire about an unexpected charge that appeared on my recent statement.
VAL | [visa_or_mastercard] | NO | Text: I'd like to obtain a Mastercard
VAL | [exchange_via_app] | NO | Text: Can I assist you with exchanging your AUD for GBP via the app? Please let me know and I'll guide you through the process.
VAL | [visa_or_mastercard] | NO | Text: I am looking to get a Mastercard credit card, what must I do to achieve this?
VAL | [card_about_to_expire] | YES | Text: What steps can I take to extend the validity of my card?
VAL | [pin_blocked] | YES | Text: I accidentally blocked my PIN and now I'm unable to access my account. Can you please assist me in unblocking it?
VAL | [top_up_reverted] | YES | Text: I'm concerned about a recent issue with my account. I thought I had successfully topped up my crypto balance, but it appears the transaction was reversed, and the funds have been deducted from my account.
VAL | [transfer_into_account] | YES | Text: display the steps to transfer funds into my account
VAL | [top_up_reverted] | YES | Text: Hello there, I attempted to perform a crypto top-up earlier today, but it seems to have been reversed. Could it be related to the type of bank I'm using or my country of origin? Additionally, I'm concerned that some funds have been deducted from my account without my consent.
VAL | [activate_my_card] | YES | Text: You can complete the process in a few minutes. Log in to your account, select the "Activate Card" option, and follow the prompts to finish the activation.
VAL | [get_physical_card] | NO | Text: Can you provide the physical card separately?
VAL | [topping_up_by_card] | YES | Text: I'm having trouble using my card to top up my account because the funds I loaded onto it are no longer available.
VAL | [country_support] | NO | Text: We currently offer support for a wide range of countries. Can you please specify which country you are referring to, and I'll be happy to let you know if we have a presence there?
VAL | [transfer_into_account] | YES | Text: Can I transfer funds from my bank account to add more money to it?
VAL | [pending_transfer] | YES | Text: I have a transfer that is pending and I was wondering about its status.
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm showing a cash withdrawal in my account, but I didn't receive the cash.
VAL | [card_linking] | NO | Text: Can I reissue my card? I previously reported it lost, but I've since located it and would like to reactivate it.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I made a cash deposit this morning, but my account balance hasn't been updated yet. Can you help me with that?
VAL | [topping_up_by_card] | YES | Text: Who can I use to top up my account using my card?
VAL | [order_physical_card] | NO | Text: How do I receive my physical credit card after ordering it?
VAL | [declined_cash_withdrawal] | YES | Text: I attempted to withdraw cash, but the transaction was declined despite entering my PIN correctly.
VAL | [order_physical_card] | YES | Text: How can I obtain my physical credit card?
VAL | [visa_or_mastercard] | NO | Text: If I'm unable to select my preferred payment method, will I still be able to use my card at all merchants that accept Visa or Mastercard?
