GEN | [transaction_charged_twice] | Orig: Looks like my card payment was duplicated after all. I went to pay at the store earlier, got declined once,second time it works. App still stays pending for one of the payments. Can you remove one of them as it's wrong and clearly was declined? -> Aug: It appears that I was charged twice for the same transaction. I attempted to make a payment at a store earlier, but it was declined initially. The second attempt was successful, but the app still shows one of the payments as pending. Can you please cancel the duplicate charge, as it was clearly declined and not processed successfully?
GEN | [exchange_via_app] | Orig: Can I use this app for both USD and GBP? -> Aug: Can I use this app to exchange currencies, including USD and GBP?
GEN | [reverted_card_payment?] | Orig: Why wasn't my payment accepted by the app -> Aug: Why was my payment reversed by the app?
GEN | [direct_debit_payment_not_recognised] | Orig: There was a strange transaction made on my account a couple weeks ago by a seller I don't recognize. May you please check on this transaction for me. -> Aug: We've received a direct debit payment from an unknown merchant on your account recently. Could you please confirm if this transaction is legitimate or not?
GEN | [transaction_charged_twice] | Orig: I think I was charged double for something I bought - how long should I wait before reporting this? -> Aug: I'm concerned that I've been mistakenly charged twice for a recent purchase - what's the recommended timeframe for bringing this to your attention?
GEN | [pin_blocked] | Orig: I have used all of my PIN tries. What should I do now? -> Aug: I've reached the maximum number of PIN attempts. What are my next steps?
GEN | [card_payment_fee_charged] | Orig: I want to see what this fee is on my card payment. -> Aug: I'd like to know the fee associated with my recent card payment.
GEN | [card_payment_not_recognised] | Orig: How do I find out how or where this transaction on my account came from? -> Aug: I'm trying to identify the source of this unrecognised payment on my account. Can you help me figure out where it came from?
GEN | [direct_debit_payment_not_recognised] | Orig: There is a payment in my app that I did not make.  I have not used that card all day  Please reimburse my money. -> Aug: We've detected an unusual direct debit payment attempt on your account, but it doesn't match any transactions you've made. Since you haven't used that card today, we're investigating this discrepancy. Can you please assist us in resolving this issue and having the incorrect payment reversed?
GEN | [card_payment_not_recognised] | Orig: I need to figure out who has access to my card there are some payments I didn't make that are showing on the app.  Could you please help? -> Aug: I'm trying to identify who has access to my card, as there are some transactions I didn't authorise showing up on the app. Can you assist me in resolving this issue?
GEN | [country_support] | Orig: How does a US resident go about acquiring a new card? -> Aug: What steps can a US citizen take to obtain a new credit card?
GEN | [extra_charge_on_statement] | Orig: I have a strange transaction for £1 on my statement, what is that? -> Aug: I'm reviewing my statement and noticed an unexpected charge of £1, could you please explain what it's for?
GEN | [direct_debit_payment_not_recognised] | Orig: I was just going over my transactions for the past couple of months and noticed a large type charge that I know I did not make. Even though it's been a while can I please still dispute this? -> Aug: I'm reviewing my recent transactions and noticed an unexpected direct debit payment that I didn't authorize. Can I still dispute this charge, even though it's been a while since it was made?
GEN | [top_up_limits] | Orig: What are the rules for a top-up? -> Aug: What are the guidelines for increasing my credit limit?
GEN | [declined_cash_withdrawal] | Orig: i entered my pin in wrong and got it frozen. how many tries do i have -> Aug: Unfortunately, your cash withdrawal has been declined due to an incorrect PIN entry. Please try again, and you have [X] attempts remaining before your account is locked.
GEN | [direct_debit_payment_not_recognised] | Orig: Recently, a few weeks ago there was a transaction made on my account by some seller that I don't recognize. I am very certain that didn't happen  and will like for you to trace back to make sure. -> Aug: I'm concerned about a recent transaction on my account that I don't recognize. I'm positive it didn't occur, and I'd appreciate it if you could investigate and verify the transaction history.
GEN | [card_swallowed] | Orig: what do I need to do if the ATM kept my card? -> Aug: what should I do if the ATM swallowed my card?
GEN | [direct_debit_payment_not_recognised] | Orig: I checked my account and see that funds were deducted from a seller I didn't approve of. Can you help me understand? -> Aug: I'm concerned that a direct debit payment was made to a merchant I didn't authorise. Can you assist me in resolving this issue?
GEN | [top_up_by_cash_or_cheque] | Orig: What types of top-up methods do you accept? -> Aug: You can top up your account using either cash or cheque.
GEN | [fiat_currency_support] | Orig: Will you be able to exchange to EUR? -> Aug: Can you assist me with converting my funds to euros?
GEN | [get_physical_card] | Orig: I've been waiting ages and my PIN hasn't gotten here. -> Aug: I've been waiting for a long time and my physical debit card still hasn't arrived.
GEN | [order_physical_card] | Orig: Where do you deliver cards to? -> Aug: What is your preferred delivery address for the physical card?
GEN | [cash_withdrawal_charge] | Orig: Why did I get charged when getting cash? -> Aug: You were charged a cash withdrawal fee because our bank policy requires a small fee for cash advances.
GEN | [terminate_account] | Orig: The service here is horrible, I want to delete my account. -> Aug: I'm extremely dissatisfied with the service, and I'd like to cancel my account.
GEN | [receiving_money] | Orig: Do I need to convert my currency from GBP before transferring? -> Aug: Can I exchange my GBP to another currency before making a transfer to receive the funds?
GEN | [pending_top_up] | Orig: Sort your top up out please! It's been pending since an hour already, can you please make this go through asap I really need the money -> Aug: Can you expedite the processing of my pending top-up? It's been pending for an hour now, and I urgently need the funds to be credited to my account ASAP.
GEN | [direct_debit_payment_not_recognised] | Orig: There's a weird payment showing in my app that I definitely haven't made myself, as I haven't used the card at all that day. Please cancel that and return my money. -> Aug: I'm showing a direct debit payment in my account that I didn't authorise, and I'd like it cancelled and the amount refunded to my account.
GEN | [change_pin] | Orig: Your card pin can be changed at any Visa or MasterCard ATM with Pin services, excluding countries such as Belgium, Luxembourg, Austria, Germany, Spain, and France. -> Aug: You can modify your card's PIN at any Visa or MasterCard ATM with PIN services, excluding countries like Belgium, Luxembourg, Austria, Germany, and Spain, as well as France.
GEN | [card_payment_fee_charged] | Orig: How do I see what fees I am supposed to be charged on my account? I've noticed fees on some transactions, but not on others. This is very confusing and I cannot find a pattern to what I am being charged? -> Aug: I'm trying to understand why I'm being charged fees on some transactions but not others. Can you help me identify the fees associated with my account and provide a clear explanation of the fee structure?
GEN | [top_up_reverted] | Orig: How come I can't put money in my top up account? -> Aug: Why am I unable to add funds to my top-up account?
GEN | [cancel_transfer] | Orig: There's been a transaction to the wrong account. -> Aug: I'd like to cancel a transfer that was sent to the incorrect account.
GEN | [direct_debit_payment_not_recognised] | Orig: looking back on my transactions from a couple of months ago I have noticed a charge that is fairly large that I'm certain was not completed by me. I know it has been a while but can I please dispute this charge? -> Aug: I've reviewed my recent transactions and noticed a significant charge that I'm confident I didn't authorize. Although it's been a while, I'd like to dispute this charge and understand why it was processed.
GEN | [why_verify_identity] | Orig: What is my identification used for? -> Aug: Why do you need my identification information?
GEN | [cash_withdrawal_charge] | Orig: Hello, I have a question concerning an unfamiliar fee that I notice on my account. I see that you guys charge for ATM withdrawal. Never notice this fee until now. Can you please explain? -> Aug: I'm reaching out about a fee that recently appeared on my account statement. I'm not familiar with the charge for cash withdrawals at an ATM. Could you please clarify the reason behind this fee?
GEN | [failed_transfer] | Orig: Why can't I transfer my money into someone else's account? I should be able to do so right? Why does it keep rejecting my transfer? There's no reason, all my info is correct and the money is there. -> Aug: I'm having trouble sending a transfer to another account. It's not working and I'm not sure why. I've double-checked my information and the funds are available, but the transfer keeps getting rejected. Can you help me figure out what's going on?
GEN | [cash_withdrawal_charge] | Orig: When did you start charging to make a withdrawal? How much is it now? I always thought it was free. -> Aug: When did the cash withdrawal charge start being applied, and what is the current fee? I'm surprised to hear it's no longer free.
GEN | [getting_virtual_card] | Orig: I need to order a new card, can you please direct me to the virtual cards? -> Aug: I'd like to request a new virtual card, could you guide me through the process of obtaining one?
GEN | [direct_debit_payment_not_recognised] | Orig: Please help! I was looking at my account and saw a transaction with a seller I don't remember. Is it possible for you to track the sale, because I really don't think I made a payment to them. -> Aug: I'm concerned about a recent transaction on my account. I don't recognize a payment to a seller I've never dealt with before. Could you please investigate this direct debit payment and let me know if it's a legitimate charge?
VAL | [transaction_charged_twice] | YES | Text: It appears that I was charged twice for the same transaction. I attempted to make a payment at a store earlier, but it was declined initially. The second attempt was successful, but the app still shows one of the payments as pending. Can you please cancel the duplicate charge, as it was clearly declined and not processed successfully?
VAL | [exchange_via_app] | NO | Text: Can I use this app to exchange currencies, including USD and GBP?
VAL | [reverted_card_payment?] | YES | Text: Why was my payment reversed by the app?
VAL | [direct_debit_payment_not_recognised] | NO | Text: We've received a direct debit payment from an unknown merchant on your account recently. Could you please confirm if this transaction is legitimate or not?
VAL | [transaction_charged_twice] | YES | Text: I'm concerned that I've been mistakenly charged twice for a recent purchase - what's the recommended timeframe for bringing this to your attention?
VAL | [pin_blocked] | YES | Text: I've reached the maximum number of PIN attempts. What are my next steps?
VAL | [card_payment_fee_charged] | YES | Text: I'd like to know the fee associated with my recent card payment.
VAL | [card_payment_not_recognised] | YES | Text: I'm trying to identify the source of this unrecognised payment on my account. Can you help me figure out where it came from?
VAL | [direct_debit_payment_not_recognised] | NO | Text: We've detected an unusual direct debit payment attempt on your account, but it doesn't match any transactions you've made. Since you haven't used that card today, we're investigating this discrepancy. Can you please assist us in resolving this issue and having the incorrect payment reversed?
VAL | [card_payment_not_recognised] | NO | Text: I'm trying to identify who has access to my card, as there are some transactions I didn't authorise showing up on the app. Can you assist me in resolving this issue?
VAL | [country_support] | YES | Text: What steps can a US citizen take to obtain a new credit card?
VAL | [extra_charge_on_statement] | YES | Text: I'm reviewing my statement and noticed an unexpected charge of £1, could you please explain what it's for?
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm reviewing my recent transactions and noticed an unexpected direct debit payment that I didn't authorize. Can I still dispute this charge, even though it's been a while since it was made?
VAL | [top_up_limits] | YES | Text: What are the guidelines for increasing my credit limit?
VAL | [declined_cash_withdrawal] | NO | Text: Unfortunately, your cash withdrawal has been declined due to an incorrect PIN entry. Please try again, and you have [X] attempts remaining before your account is locked.
VAL | [direct_debit_payment_not_recognised] | NO | Text: I'm concerned about a recent transaction on my account that I don't recognize. I'm positive it didn't occur, and I'd appreciate it if you could investigate and verify the transaction history.
VAL | [card_swallowed] | YES | Text: what should I do if the ATM swallowed my card?
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm concerned that a direct debit payment was made to a merchant I didn't authorise. Can you assist me in resolving this issue?
VAL | [top_up_by_cash_or_cheque] | YES | Text: You can top up your account using either cash or cheque.
VAL | [fiat_currency_support] | YES | Text: Can you assist me with converting my funds to euros?
VAL | [get_physical_card] | YES | Text: I've been waiting for a long time and my physical debit card still hasn't arrived.
VAL | [order_physical_card] | YES | Text: What is your preferred delivery address for the physical card?
VAL | [cash_withdrawal_charge] | YES | Text: You were charged a cash withdrawal fee because our bank policy requires a small fee for cash advances.
VAL | [terminate_account] | YES | Text: I'm extremely dissatisfied with the service, and I'd like to cancel my account.
VAL | [receiving_money] | NO | Text: Can I exchange my GBP to another currency before making a transfer to receive the funds?
VAL | [pending_top_up] | YES | Text: Can you expedite the processing of my pending top-up? It's been pending for an hour now, and I urgently need the funds to be credited to my account ASAP.
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm showing a direct debit payment in my account that I didn't authorise, and I'd like it cancelled and the amount refunded to my account.
VAL | [change_pin] | YES | Text: You can modify your card's PIN at any Visa or MasterCard ATM with PIN services, excluding countries like Belgium, Luxembourg, Austria, Germany, and Spain, as well as France.
VAL | [card_payment_fee_charged] | NO | Text: I'm trying to understand why I'm being charged fees on some transactions but not others. Can you help me identify the fees associated with my account and provide a clear explanation of the fee structure?
VAL | [top_up_reverted] | NO | Text: Why am I unable to add funds to my top-up account?
VAL | [cancel_transfer] | NO | Text: I'd like to cancel a transfer that was sent to the incorrect account.
VAL | [direct_debit_payment_not_recognised] | NO | Text: I've reviewed my recent transactions and noticed a significant charge that I'm confident I didn't authorize. Although it's been a while, I'd like to dispute this charge and understand why it was processed.
VAL | [why_verify_identity] | YES | Text: Why do you need my identification information?
VAL | [cash_withdrawal_charge] | YES | Text: I'm reaching out about a fee that recently appeared on my account statement. I'm not familiar with the charge for cash withdrawals at an ATM. Could you please clarify the reason behind this fee?
VAL | [failed_transfer] | NO | Text: I'm having trouble sending a transfer to another account. It's not working and I'm not sure why. I've double-checked my information and the funds are available, but the transfer keeps getting rejected. Can you help me figure out what's going on?
VAL | [cash_withdrawal_charge] | YES | Text: When did the cash withdrawal charge start being applied, and what is the current fee? I'm surprised to hear it's no longer free.
VAL | [getting_virtual_card] | YES | Text: I'd like to request a new virtual card, could you guide me through the process of obtaining one?
VAL | [direct_debit_payment_not_recognised] | NO | Text: I'm concerned about a recent transaction on my account. I don't recognize a payment to a seller I've never dealt with before. Could you please investigate this direct debit payment and let me know if it's a legitimate charge?
