GEN | [exchange_via_app] | Orig: My plans may change so I may need to change from GBP to AUD. -> Aug: My travel plans are subject to change, and I might need to convert my currency from GBP to AUD.
GEN | [top_up_by_cash_or_cheque] | Orig: How can I add physical money to my card? -> Aug: You can top up your card using cash or cheque.
GEN | [order_physical_card] | Orig: Can you tell me exactly what fees I will expect to see in regards to your cards? -> Aug: Can you provide me with a breakdown of the fees associated with ordering a physical credit card?
GEN | [card_payment_fee_charged] | Orig: Hi, I am new to this. Are there any additional fees or charges that I should be aware of? I was looking through the app and I thought I saw something in regards to fee-free allowances. -> Aug: I'd like to clarify if there are any extra charges or fees associated with using my card for transactions. I noticed a mention of fee-free transactions in the app, but I want to confirm if there are any exceptions or limitations.
GEN | [country_support] | Orig: i live in portugal. do you operate here? -> Aug: I reside in Portugal. Are you present in this country?
GEN | [country_support] | Orig: Who gets support? -> Aug: Who is eligible for country-specific support?
GEN | [exchange_via_app] | Orig: I'm having difficulties changing AUD for GBP. How do I do this? -> Aug: Can you please guide me on how to exchange Australian dollars (AUD) for British pounds (GBP) using the app?
GEN | [transfer_fee_charged] | Orig: I make payments for my place abroad using this account and since i use it so frequently I was wondering why did the fees increase suddenly rather than decreasing? I would think customers like me should receive incentives for using your service -> Aug: I've been a regular user of this account for international transactions and I'm puzzled as to why the transfer fee was unexpectedly raised instead of being reduced, considering my loyalty and frequent usage. I'd expect some benefits for being a long-time customer like myself.
GEN | [automatic_top_up] | Orig: How do I get refills to my card when I'm traveling? -> Aug: How can I set up automatic top-ups for my card when I'm abroad?
GEN | [supported_cards_and_currencies] | Orig: How can I get funds into my account from my American Express? -> Aug: What payment methods and currencies are accepted for depositing funds into my account using my American Express card?
GEN | [getting_spare_card] | Orig: Can you send me more cards for my account? -> Aug: Could you please provide me with additional cards for my account?
GEN | [card_delivery_estimate] | Orig: Can I get my card fast tracked? -> Aug: Can I expedite my card delivery?
GEN | [top_up_by_bank_transfer_charge] | Orig: How much will it cost me for a SEPA transfer? -> Aug: What is the fee for a bank transfer top-up?
GEN | [verify_source_of_funds] | Orig: Is there a way for me to check my balance? -> Aug: Can you please confirm the source of the funds used for your recent transaction?
GEN | [cash_withdrawal_charge] | Orig: Do you charge for cash withdrawals?  I want to get my hands on my own money and you appear to be charging me for the pleasure! Why is this, you'd never get this with my high street bank! -> Aug: Are there any fees associated with making a cash withdrawal from your account? I'm surprised to see that you're charging me for accessing my own funds, whereas my local bank doesn't impose such a charge.
GEN | [card_linking] | Orig: If I have a credit card with you how I get set up to link to it? -> Aug: If I already have a credit card with your bank, how do I go about linking it to my account?
GEN | [exchange_via_app] | Orig: I can't figure out how to change GBP to AUD, what do I do? -> Aug: Can you help me exchange my GBP to AUD using the app? I'm having trouble finding the option.
GEN | [order_physical_card] | Orig: What does the bank charge for lost or stolen card replacements? -> Aug: Can I get information on the fee for replacing a lost or stolen physical bank card?
GEN | [top_up_by_bank_transfer_charge] | Orig: Are you going to charge me to collect the money? -> Aug: Will I be charged a fee for bank transfer top-up?
GEN | [card_payment_wrong_exchange_rate] | Orig: The exchange rate used on your app is really bad. I'm considering closing my account because of it. -> Aug: The exchange rate applied to my recent transaction is inaccurate, and I'm seriously considering canceling my account due to this issue.
GEN | [getting_spare_card] | Orig: If I need more than cards will I have to pay a fee to receive them? -> Aug: If I require additional cards, will I be charged a fee for receiving them?
GEN | [top_up_by_card_charge] | Orig: I need to know what charges I will incur for using a European card for top up. -> Aug: I'd like to understand the fees associated with making a payment using a European card for a top-up transaction.
GEN | [top_up_limits] | Orig: I need to add a serious amount of cash to my card, how do I do that? -> Aug: I'd like to increase my available credit limit, could you guide me on how to do that?
GEN | [top_up_by_card_charge] | Orig: I topped off my card is that something you will charge me for? -> Aug: I'm wondering if I'll be charged for topping up my card?
GEN | [top_up_by_bank_transfer_charge] | Orig: What does it cost to receive a SEPA transfer? -> Aug: What is the fee for a bank transfer top-up?
GEN | [getting_spare_card] | Orig: Do you send more than one card? -> Aug: Can I request an additional card or a replacement card?
GEN | [getting_spare_card] | Orig: Do you charge for sending more cards? -> Aug: Can I get a new card without incurring any additional fees?
GEN | [pending_cash_withdrawal] | Orig: I tried to get cash at some ATM in the city centre earlier but the machine declined my card. I've seen it still shows up as pending in my account. Please cancel it immediately as I definitely have not received that money! -> Aug: I attempted to withdraw cash from an ATM in the city centre earlier, but the machine rejected my card. The transaction still appears as pending in my account. Could you please cancel it as I'm certain I didn't receive the funds?
GEN | [topping_up_by_card] | Orig: What information am I going to have to have in order to do a transfer with my card? -> Aug: What details do I need to provide to complete a card-based transfer?
GEN | [top_up_by_bank_transfer_charge] | Orig: do you have a fee for receiving a SEPA transfer? -> Aug: Is there a charge for processing a bank transfer for a top-up?
GEN | [cash_withdrawal_charge] | Orig: Is there a charge for getting cash? -> Aug: Are there any fees associated with making a cash withdrawal?
GEN | [top_up_by_card_charge] | Orig: Would I be charged any fees if I added money to my account using an international card? -> Aug: Will I incur any charges if I make a card charge to add funds to my account from an international card?
GEN | [getting_spare_card] | Orig: how is it possible to add another card to account -> Aug: Can I request a new card to be added to my account?
GEN | [card_linking] | Orig: Is there any way to see my card in the app? -> Aug: Can I access my card information within the mobile app?
GEN | [country_support] | Orig: May I get one of your cards?  I live in the EU. -> Aug: Can I assist you with a card application? I'd be happy to help you with the process, considering you're a resident of the European Union.
GEN | [atm_support] | Orig: How can I tell if an AMT will take this card? -> Aug: Can you check if the ATM accepts your card type before attempting a transaction?
GEN | [card_linking] | Orig: Can I add a card that I just found (again) to the app? -> Aug: Can I link a card that I've recently discovered again to the app?
GEN | [visa_or_mastercard] | Orig: Can I get a Visa from you? -> Aug: Can I get a Mastercard from you?
GEN | [transfer_fee_charged] | Orig: I don't appreciate the extra fees being siphoned from my account. I was helping some friends move to Japan and we were buying home decorations at the local stores. The  receipts differed greatly from what showed up in my bank account and my statement. When can I expect the extra fees to be back in my account? -> Aug: I'm concerned about the unexpected charges on my statement. I recently assisted friends in relocating to Japan and made purchases at local stores, but the receipts didn't match the amounts reflected in my account. Can you clarify when I can expect the extra fees to be credited back to my account?
VAL | [exchange_via_app] | NO | Text: My travel plans are subject to change, and I might need to convert my currency from GBP to AUD.
VAL | [top_up_by_cash_or_cheque] | YES | Text: You can top up your card using cash or cheque.
VAL | [order_physical_card] | YES | Text: Can you provide me with a breakdown of the fees associated with ordering a physical credit card?
VAL | [card_payment_fee_charged] | NO | Text: I'd like to clarify if there are any extra charges or fees associated with using my card for transactions. I noticed a mention of fee-free transactions in the app, but I want to confirm if there are any exceptions or limitations.
VAL | [country_support] | YES | Text: I reside in Portugal. Are you present in this country?
VAL | [country_support] | NO | Text: Who is eligible for country-specific support?
VAL | [exchange_via_app] | YES | Text: Can you please guide me on how to exchange Australian dollars (AUD) for British pounds (GBP) using the app?
VAL | [transfer_fee_charged] | NO | Text: I've been a regular user of this account for international transactions and I'm puzzled as to why the transfer fee was unexpectedly raised instead of being reduced, considering my loyalty and frequent usage. I'd expect some benefits for being a long-time customer like myself.
VAL | [automatic_top_up] | YES | Text: How can I set up automatic top-ups for my card when I'm abroad?
VAL | [supported_cards_and_currencies] | NO | Text: What payment methods and currencies are accepted for depositing funds into my account using my American Express card?
VAL | [getting_spare_card] | NO | Text: Could you please provide me with additional cards for my account?
VAL | [card_delivery_estimate] | NO | Text: Can I expedite my card delivery?
VAL | [top_up_by_bank_transfer_charge] | NO | Text: What is the fee for a bank transfer top-up?
VAL | [verify_source_of_funds] | NO | Text: Can you please confirm the source of the funds used for your recent transaction?
VAL | [cash_withdrawal_charge] | NO | Text: Are there any fees associated with making a cash withdrawal from your account? I'm surprised to see that you're charging me for accessing my own funds, whereas my local bank doesn't impose such a charge.
VAL | [card_linking] | YES | Text: If I already have a credit card with your bank, how do I go about linking it to my account?
VAL | [exchange_via_app] | YES | Text: Can you help me exchange my GBP to AUD using the app? I'm having trouble finding the option.
VAL | [order_physical_card] | YES | Text: Can I get information on the fee for replacing a lost or stolen physical bank card?
VAL | [top_up_by_bank_transfer_charge] | YES | Text: Will I be charged a fee for bank transfer top-up?
VAL | [card_payment_wrong_exchange_rate] | YES | Text: The exchange rate applied to my recent transaction is inaccurate, and I'm seriously considering canceling my account due to this issue.
VAL | [getting_spare_card] | YES | Text: If I require additional cards, will I be charged a fee for receiving them?
VAL | [top_up_by_card_charge] | YES | Text: I'd like to understand the fees associated with making a payment using a European card for a top-up transaction.
VAL | [top_up_limits] | NO | Text: I'd like to increase my available credit limit, could you guide me on how to do that?
VAL | [top_up_by_card_charge] | YES | Text: I'm wondering if I'll be charged for topping up my card?
VAL | [top_up_by_bank_transfer_charge] | YES | Text: What is the fee for a bank transfer top-up?
VAL | [getting_spare_card] | NO | Text: Can I request an additional card or a replacement card?
VAL | [getting_spare_card] | YES | Text: Can I get a new card without incurring any additional fees?
VAL | [pending_cash_withdrawal] | YES | Text: I attempted to withdraw cash from an ATM in the city centre earlier, but the machine rejected my card. The transaction still appears as pending in my account. Could you please cancel it as I'm certain I didn't receive the funds?
VAL | [topping_up_by_card] | NO | Text: What details do I need to provide to complete a card-based transfer?
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Is there a charge for processing a bank transfer for a top-up?
VAL | [cash_withdrawal_charge] | YES | Text: Are there any fees associated with making a cash withdrawal?
VAL | [top_up_by_card_charge] | YES | Text: Will I incur any charges if I make a card charge to add funds to my account from an international card?
VAL | [getting_spare_card] | NO | Text: Can I request a new card to be added to my account?
VAL | [card_linking] | NO | Text: Can I access my card information within the mobile app?
VAL | [country_support] | NO | Text: Can I assist you with a card application? I'd be happy to help you with the process, considering you're a resident of the European Union.
VAL | [atm_support] | YES | Text: Can you check if the ATM accepts your card type before attempting a transaction?
VAL | [card_linking] | YES | Text: Can I link a card that I've recently discovered again to the app?
VAL | [visa_or_mastercard] | NO | Text: Can I get a Mastercard from you?
VAL | [transfer_fee_charged] | NO | Text: I'm concerned about the unexpected charges on my statement. I recently assisted friends in relocating to Japan and made purchases at local stores, but the receipts didn't match the amounts reflected in my account. Can you clarify when I can expect the extra fees to be credited back to my account?
