GEN | [passcode_forgotten] | Orig: I can't find my code -> Aug: I've misplaced my passcode
GEN | [getting_virtual_card] | Orig: explain the virtual card -> Aug: What is the process for obtaining a virtual card?
GEN | [wrong_amount_of_cash_received] | Orig: how come when i asked for 100 it only gave me 20.00 in the app -> Aug: I was expecting to receive the full amount of $100, but instead, I only got $20.
GEN | [card_payment_fee_charged] | Orig: How can I check how much free spending I have left? I have some big purchases coming up and want to know where I can look for any info. -> Aug: I'd be happy to help you with that! However, I noticed that you mentioned you have a recent card payment fee charged to your account. Could you please confirm if that's correct? If so, I can assist you in checking your available balance and provide more information on your spending limits.
GEN | [direct_debit_payment_not_recognised] | Orig: I don't recognise a Direct Debit payment -> Aug: We haven't found a record of a Direct Debit payment in your account.
GEN | [passcode_forgotten] | Orig: I don't know the code for the app. -> Aug: I've forgotten the passcode for the mobile banking app.
GEN | [getting_virtual_card] | Orig: And do you have virtual cards instead of physical ones? -> Aug: Are there virtual card options available instead of traditional physical cards?
GEN | [top_up_limits] | Orig: What is the daily limit on my card? -> Aug: Can you please inform me about the daily spending limit on my credit/debit card?
GEN | [virtual_card_not_working] | Orig: What is the reason I got rejected for using my disposable virtual card to pay a subscription to the gym? -> Aug: Why was I unable to complete the payment for my gym subscription using my virtual card, which I had intended to use as a disposable payment method?
GEN | [why_verify_identity] | Orig: Why do you need so much id info from me? -> Aug: We're verifying your identity to ensure the security and integrity of your account.
GEN | [card_not_working] | Orig: HOW LONG TO TAKE THE TIME TO SOLVE -> Aug: HOW LONG WILL IT TAKE TO RESOLVE THE ISSUE WITH MY NON-FUNCTIONING CARD?
GEN | [unable_to_verify_identity] | Orig: The app does not believe that I am myself -> Aug: The system is unable to confirm your identity due to a discrepancy in the information provided.
GEN | [direct_debit_payment_not_recognised] | Orig: Why is there a direct debit set up in my name? -> Aug: We've received a direct debit payment instruction, but it doesn't seem to be linked to your account. Can you please confirm if you've set up a direct debit with us recently?
GEN | [getting_virtual_card] | Orig: I would love one of the virtual cards! -> Aug: I'm interested in obtaining a virtual card, please.
GEN | [visa_or_mastercard] | Orig: I prefer Mastecard. -> Aug: I prefer Visa or Mastercard.
GEN | [get_disposable_virtual_card] | Orig: What is the procedure for depositing a virtual card -> Aug: How do I obtain a disposable virtual card and use it for a deposit?
GEN | [disposable_card_limits] | Orig: On my disposable card, is there a transaction limit? -> Aug: Can you please confirm the transaction limit on my disposable card?
GEN | [unable_to_verify_identity] | Orig: The app doesn't believe that I am myself -> Aug: The system is unable to confirm your identity due to a discrepancy in the information provided.
GEN | [disposable_card_limits] | Orig: How many payments can I make using a virtual card? -> Aug: What is the maximum number of transactions allowed on a disposable card?
GEN | [wrong_amount_of_cash_received] | Orig: The machine only paid me a hundred when I wanted 20 -> Aug: The ATM dispensed a smaller amount than I expected, I was supposed to receive 20 but got 100 instead.
GEN | [verify_my_identity] | Orig: Can I get information on the identity checks? -> Aug: Can you please provide details about the identity verification process?
GEN | [declined_card_payment] | Orig: Why are the payments being declined on my new card?  I tried several times to use my new card to pay for my gas at the Shell station in my neighborhood.  I am very distressed about my new card not working. -> Aug: We've received reports of declined payments on your new card. It's possible that there's an issue with the card's validity or insufficient funds. Can you please check your account balance and ensure the card is active before trying to make another payment?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Can you see my new balance yet? -> Aug: I'm still waiting for my account balance to reflect the recent bank transfer.
GEN | [disposable_card_limits] | Orig: i tried using a virtual card for a hotel but it didn't work, why not -> Aug: Can you please clarify why your virtual card was declined for the hotel transaction? Are you aware of the disposable card limits for virtual cards, and if so, have you checked if you've reached the daily or transaction limit?
GEN | [why_verify_identity] | Orig: Why do you need so much information about me -> Aug: We'd like to confirm your identity to ensure the security and integrity of your account.
GEN | [unable_to_verify_identity] | Orig: I dont have identification -> Aug: We're unable to verify your identity without a valid form of identification.
GEN | [visa_or_mastercard] | Orig: Which one are you?  Visa or Mastercard? -> Aug: Which payment method would you prefer? Visa or Mastercard?
GEN | [wrong_amount_of_cash_received] | Orig: When I went to $100, all the machine would give me was $20. -> Aug: When I went to withdraw $200, all the machine would give me was $50.
GEN | [unable_to_verify_identity] | Orig: The app doesn't think that I am myself -> Aug: The system is unable to confirm your identity due to a discrepancy in the information provided.
GEN | [card_delivery_estimate] | Orig: can you express my card to me? -> Aug: Can you provide an estimated delivery date for my card?
GEN | [top_up_reverted] | Orig: My top-up was cancelled and I am writing to ask if I need to complete the 3D Secure authentication section before I submit it. -> Aug: My top-up reversal was processed and I am writing to inquire if I need to complete the 3D Secure authentication section before I resubmit it.
GEN | [declined_card_payment] | Orig: Why would you decline my card? -> Aug: We're sorry, but your card payment has been declined. Can you please check your account balance or card information to ensure it's valid and has sufficient funds?
GEN | [unable_to_verify_identity] | Orig: I cant prove who I am -> Aug: We're having trouble confirming your identity
GEN | [unable_to_verify_identity] | Orig: I am having a problem proving who I am -> Aug: We're having trouble confirming your identity
GEN | [reverted_card_payment?] | Orig: What happens if a merchant doesn't accept  you payment? -> Aug: What happens if a payment I made is reversed by the merchant?
GEN | [verify_my_identity] | Orig: why do I have to show my ID -> Aug: Can you please confirm your identity by providing your identification documents?
GEN | [visa_or_mastercard] | Orig: Mastercard is preferred to me. -> Aug: Visa is preferred to me.
GEN | [direct_debit_payment_not_recognised] | Orig: What is this direct debit in my statement? -> Aug: We're unable to locate the direct debit payment you're referring to on your statement.
GEN | [disposable_card_limits] | Orig: What is the number of transactions I get with a disposable card? -> Aug: How many transactions can I make with a disposable card before it expires?
VAL | [passcode_forgotten] | YES | Text: I've misplaced my passcode
VAL | [getting_virtual_card] | YES | Text: What is the process for obtaining a virtual card?
VAL | [wrong_amount_of_cash_received] | YES | Text: I was expecting to receive the full amount of $100, but instead, I only got $20.
VAL | [card_payment_fee_charged] | NO | Text: I'd be happy to help you with that! However, I noticed that you mentioned you have a recent card payment fee charged to your account. Could you please confirm if that's correct? If so, I can assist you in checking your available balance and provide more information on your spending limits.
VAL | [direct_debit_payment_not_recognised] | YES | Text: We haven't found a record of a Direct Debit payment in your account.
VAL | [passcode_forgotten] | YES | Text: I've forgotten the passcode for the mobile banking app.
VAL | [getting_virtual_card] | YES | Text: Are there virtual card options available instead of traditional physical cards?
VAL | [top_up_limits] | YES | Text: Can you please inform me about the daily spending limit on my credit/debit card?
VAL | [virtual_card_not_working] | YES | Text: Why was I unable to complete the payment for my gym subscription using my virtual card, which I had intended to use as a disposable payment method?
VAL | [why_verify_identity] | YES | Text: We're verifying your identity to ensure the security and integrity of your account.
VAL | [card_not_working] | NO | Text: HOW LONG WILL IT TAKE TO RESOLVE THE ISSUE WITH MY NON-FUNCTIONING CARD?
VAL | [unable_to_verify_identity] | YES | Text: The system is unable to confirm your identity due to a discrepancy in the information provided.
VAL | [direct_debit_payment_not_recognised] | NO | Text: We've received a direct debit payment instruction, but it doesn't seem to be linked to your account. Can you please confirm if you've set up a direct debit with us recently?
VAL | [getting_virtual_card] | YES | Text: I'm interested in obtaining a virtual card, please.
VAL | [visa_or_mastercard] | NO | Text: I prefer Visa or Mastercard.
VAL | [get_disposable_virtual_card] | NO | Text: How do I obtain a disposable virtual card and use it for a deposit?
VAL | [disposable_card_limits] | YES | Text: Can you please confirm the transaction limit on my disposable card?
VAL | [unable_to_verify_identity] | YES | Text: The system is unable to confirm your identity due to a discrepancy in the information provided.
VAL | [disposable_card_limits] | YES | Text: What is the maximum number of transactions allowed on a disposable card?
VAL | [wrong_amount_of_cash_received] | YES | Text: The ATM dispensed a smaller amount than I expected, I was supposed to receive 20 but got 100 instead.
VAL | [verify_my_identity] | NO | Text: Can you please provide details about the identity verification process?
VAL | [declined_card_payment] | YES | Text: We've received reports of declined payments on your new card. It's possible that there's an issue with the card's validity or insufficient funds. Can you please check your account balance and ensure the card is active before trying to make another payment?
VAL | [balance_not_updated_after_bank_transfer] | NO | Text: I'm still waiting for my account balance to reflect the recent bank transfer.
VAL | [disposable_card_limits] | NO | Text: Can you please clarify why your virtual card was declined for the hotel transaction? Are you aware of the disposable card limits for virtual cards, and if so, have you checked if you've reached the daily or transaction limit?
VAL | [why_verify_identity] | YES | Text: We'd like to confirm your identity to ensure the security and integrity of your account.
VAL | [unable_to_verify_identity] | YES | Text: We're unable to verify your identity without a valid form of identification.
VAL | [visa_or_mastercard] | NO | Text: Which payment method would you prefer? Visa or Mastercard?
VAL | [wrong_amount_of_cash_received] | NO | Text: When I went to withdraw $200, all the machine would give me was $50.
VAL | [unable_to_verify_identity] | YES | Text: The system is unable to confirm your identity due to a discrepancy in the information provided.
VAL | [card_delivery_estimate] | YES | Text: Can you provide an estimated delivery date for my card?
VAL | [top_up_reverted] | NO | Text: My top-up reversal was processed and I am writing to inquire if I need to complete the 3D Secure authentication section before I resubmit it.
VAL | [declined_card_payment] | YES | Text: We're sorry, but your card payment has been declined. Can you please check your account balance or card information to ensure it's valid and has sufficient funds?
VAL | [unable_to_verify_identity] | YES | Text: We're having trouble confirming your identity
VAL | [unable_to_verify_identity] | YES | Text: We're having trouble confirming your identity
VAL | [reverted_card_payment?] | NO | Text: What happens if a payment I made is reversed by the merchant?
VAL | [verify_my_identity] | NO | Text: Can you please confirm your identity by providing your identification documents?
VAL | [visa_or_mastercard] | NO | Text: Visa is preferred to me.
VAL | [direct_debit_payment_not_recognised] | YES | Text: We're unable to locate the direct debit payment you're referring to on your statement.
VAL | [disposable_card_limits] | YES | Text: How many transactions can I make with a disposable card before it expires?
