GEN | [automatic_top_up] | Orig: When the time is right will this automatically replenish my balance? -> Aug: Will this automatically top up my account balance when the time is suitable?
GEN | [pending_top_up] | Orig: I have a new card and I can't add money to it.  I tried about 30 minutes ago and it is still pending.  What do I do? -> Aug: I've just received a new card and attempted to top it up, but the transaction is still pending. Can you help me resolve this issue?
GEN | [virtual_card_not_working] | Orig: Why can't I make multiple payments with my virtual card? -> Aug: Why am I unable to process multiple transactions using my virtual card?
GEN | [card_acceptance] | Orig: Can I use my card while on vacation overseas? -> Aug: Can I make purchases with my card while traveling abroad?
GEN | [virtual_card_not_working] | Orig: I tried to use my disposable virtual card to pay a subscription to the gym and it got rejected. Any ideas why? -> Aug: I attempted to utilize my temporary virtual card to settle a recurring payment for a fitness membership, but it was declined. Can you help me identify the issue?
GEN | [getting_virtual_card] | Orig: Please let me know how to place an order for a virtual card -> Aug: Please inform me about the process of obtaining a virtual card
GEN | [unable_to_verify_identity] | Orig: Hearing about your verification results from us may take anywhere from 10 minutes to approximately one hour.  If this verification has in fact, failed, double-check to make sure that your images are clear.  Also make sure that your document photos have no blur or glare. They need to be readable.  You must also be 18 years of age or older and be a resident of Switzerland or the European Economic Area to open an account. -> Aug: We're experiencing a delay in processing your verification request. Please ensure that your uploaded images are clear and readable, with no blur or glare. Additionally, verify that you meet the eligibility criteria: you must be 18 years of age or older and a resident of Switzerland or the European Economic Area to open an account. We'll notify you as soon as the verification process is complete.
GEN | [top_up_failed] | Orig: I really need to top-up my card today urgently but my card keeps getting declined!! Can you please help me with this problem or let me know if you have any alternatives -> Aug: I'm in a bit of a rush and desperately need to top-up my card, but it's not accepting the payment. Can you assist me with this issue or suggest an alternative solution?
GEN | [why_verify_identity] | Orig: If my identy verifacation hasn't gone through can I use my account? -> Aug: If my identity verification process hasn't been completed, can I still access my account?
GEN | [getting_virtual_card] | Orig: I need to make a purchase online, where is my virtual card? -> Aug: I'm trying to make an online purchase, can you help me locate my virtual card?
GEN | [atm_support] | Orig: I need an ATM right now! -> Aug: I urgently require an ATM facility.
GEN | [card_delivery_estimate] | Orig: I need my card as quick as possible -> Aug: I would like to request an expedited delivery for my card.
GEN | [apple_pay_or_google_pay] | Orig: my google pay seems to be acting up. -> Aug: my apple pay is malfunctioning
GEN | [get_disposable_virtual_card] | Orig: How can I get a virtual card for a one-time transaction? -> Aug: Can I obtain a disposable virtual card for a single-use payment?
GEN | [declined_card_payment] | Orig: I could not use my card in a store. -> Aug: Your card payment was declined at the store.
GEN | [why_verify_identity] | Orig: I don't understand why you want so much of my personal info. -> Aug: I'm curious, what's the purpose of requiring me to provide so much personal information?
GEN | [why_verify_identity] | Orig: My ID verification hasn't gone through yet, but can I use my account anyway? -> Aug: Can I still access my account even if my ID verification is pending?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I tried using a check to update my balance, but it isn't work? Is something wrong? -> Aug: I made a cash deposit, but my account balance still shows the old amount. Can you please investigate?
GEN | [atm_support] | Orig: Can I get money out of any machine? -> Aug: Can I withdraw cash from any ATM machine?
GEN | [top_up_failed] | Orig: I really need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or let me know if you have any alternatives -> Aug: I'm in a rush to top up my card, but it's been declined repeatedly. Can you help me resolve this issue or suggest an alternative solution?
GEN | [virtual_card_not_working] | Orig: My disposable virtual card wouldn't process my payment? -> Aug: My virtual payment card isn't functioning properly and won't accept my transaction.
GEN | [fiat_currency_support] | Orig: Do you have a problem with EUR exchanges? -> Aug: Are you experiencing an issue with converting or exchanging euros?
GEN | [card_arrival] | Orig: I don't have my card after 1 week. What are my next steps? -> Aug: I haven't received my card yet, and it's been a week. What should I do next?
GEN | [card_linking] | Orig: If I find a card I lost do I need to dispose of it? Or can I re-active the card and continue to use it? -> Aug: If I locate a lost card, do I need to cancel it or can I reactivate it and continue using it?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: My rate is not right when I used my card in a different country's money. -> Aug: The exchange rate for the cash withdrawal was incorrect when I used my card in a foreign country.
GEN | [supported_cards_and_currencies] | Orig: What card or currency can I use to pay? -> Aug: We accept various cards and currencies, including Visa, Mastercard, American Express, Discover, and Maestro, as well as USD, EUR, GBP, CAD, AUD, and JPY.
GEN | [declined_card_payment] | Orig: I know there's money in my account, why did my account decline me? -> Aug: I'm confused, I'm sure I have sufficient funds, but my card payment was declined. Can you help me understand why?
GEN | [verify_source_of_funds] | Orig: Can I track history on funds? -> Aug: Can I review the origin of the funds?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I need my account checked because it appears there is a problem. I attempted to update my balance yesterday using cheque but it doesn't seem to have worked.  Should this not be faster than this? -> Aug: I'm concerned about an issue with my account. I deposited a cheque yesterday, but my balance hasn't been updated. Can you look into this and let me know why it's taking so long?
GEN | [card_not_working] | Orig: I have not been able to use this card. -> Aug: I'm having trouble using my card.
GEN | [top_up_failed] | Orig: I need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or let me know if you have any alternatives -> Aug: I'm trying to urgently top-up my card, but it's been declined repeatedly. Can you help me resolve this issue or suggest an alternative solution?
GEN | [exchange_rate] | Orig: How do I know how much money I will have when I travel abroad? -> Aug: What's the best way to determine the amount of currency I'll have when I travel internationally?
GEN | [get_disposable_virtual_card] | Orig: I have heard about these disposable virtual cards but don't understand how they work. -> Aug: I'm interested in learning more about the process of obtaining a disposable virtual card.
GEN | [compromised_card] | Orig: Should I order a new card before I freeze my original one? -> Aug: Should I request a replacement card before I put a hold on my compromised card?
GEN | [card_swallowed] | Orig: How do I get a new card as your machine swallowed mine! -> Aug: My card has been swallowed by your machine, how do I get a replacement?
GEN | [order_physical_card] | Orig: Can I have a tangible form of my virtual card. -> Aug: Can I receive a physical copy of my virtual card?
GEN | [declined_cash_withdrawal] | Orig: I'm trying to take money from my account but its not letting me. Help! -> Aug: I'm having trouble withdrawing cash from my account and it's being declined. Can you assist me?
GEN | [top_up_limits] | Orig: Is there any amount in which I would get cut off from topping up? -> Aug: Are there any specific limits or thresholds beyond which I would be restricted from increasing my account balance?
VAL | [automatic_top_up] | YES | Text: Will this automatically top up my account balance when the time is suitable?
VAL | [pending_top_up] | YES | Text: I've just received a new card and attempted to top it up, but the transaction is still pending. Can you help me resolve this issue?
VAL | [virtual_card_not_working] | YES | Text: Why am I unable to process multiple transactions using my virtual card?
VAL | [card_acceptance] | YES | Text: Can I make purchases with my card while traveling abroad?
VAL | [virtual_card_not_working] | YES | Text: I attempted to utilize my temporary virtual card to settle a recurring payment for a fitness membership, but it was declined. Can you help me identify the issue?
VAL | [getting_virtual_card] | YES | Text: Please inform me about the process of obtaining a virtual card
VAL | [unable_to_verify_identity] | NO | Text: We're experiencing a delay in processing your verification request. Please ensure that your uploaded images are clear and readable, with no blur or glare. Additionally, verify that you meet the eligibility criteria: you must be 18 years of age or older and a resident of Switzerland or the European Economic Area to open an account. We'll notify you as soon as the verification process is complete.
VAL | [top_up_failed] | YES | Text: I'm in a bit of a rush and desperately need to top-up my card, but it's not accepting the payment. Can you assist me with this issue or suggest an alternative solution?
VAL | [why_verify_identity] | YES | Text: If my identity verification process hasn't been completed, can I still access my account?
VAL | [getting_virtual_card] | YES | Text: I'm trying to make an online purchase, can you help me locate my virtual card?
VAL | [atm_support] | YES | Text: I urgently require an ATM facility.
VAL | [card_delivery_estimate] | YES | Text: I would like to request an expedited delivery for my card.
VAL | [apple_pay_or_google_pay] | NO | Text: my apple pay is malfunctioning
VAL | [get_disposable_virtual_card] | YES | Text: Can I obtain a disposable virtual card for a single-use payment?
VAL | [declined_card_payment] | YES | Text: Your card payment was declined at the store.
VAL | [why_verify_identity] | NO | Text: I'm curious, what's the purpose of requiring me to provide so much personal information?
VAL | [why_verify_identity] | NO | Text: Can I still access my account even if my ID verification is pending?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I made a cash deposit, but my account balance still shows the old amount. Can you please investigate?
VAL | [atm_support] | YES | Text: Can I withdraw cash from any ATM machine?
VAL | [top_up_failed] | YES | Text: I'm in a rush to top up my card, but it's been declined repeatedly. Can you help me resolve this issue or suggest an alternative solution?
VAL | [virtual_card_not_working] | YES | Text: My virtual payment card isn't functioning properly and won't accept my transaction.
VAL | [fiat_currency_support] | YES | Text: Are you experiencing an issue with converting or exchanging euros?
VAL | [card_arrival] | YES | Text: I haven't received my card yet, and it's been a week. What should I do next?
VAL | [card_linking] | YES | Text: If I locate a lost card, do I need to cancel it or can I reactivate it and continue using it?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: The exchange rate for the cash withdrawal was incorrect when I used my card in a foreign country.
VAL | [supported_cards_and_currencies] | NO | Text: We accept various cards and currencies, including Visa, Mastercard, American Express, Discover, and Maestro, as well as USD, EUR, GBP, CAD, AUD, and JPY.
VAL | [declined_card_payment] | YES | Text: I'm confused, I'm sure I have sufficient funds, but my card payment was declined. Can you help me understand why?
VAL | [verify_source_of_funds] | NO | Text: Can I review the origin of the funds?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | NO | Text: I'm concerned about an issue with my account. I deposited a cheque yesterday, but my balance hasn't been updated. Can you look into this and let me know why it's taking so long?
VAL | [card_not_working] | YES | Text: I'm having trouble using my card.
VAL | [top_up_failed] | YES | Text: I'm trying to urgently top-up my card, but it's been declined repeatedly. Can you help me resolve this issue or suggest an alternative solution?
VAL | [exchange_rate] | NO | Text: What's the best way to determine the amount of currency I'll have when I travel internationally?
VAL | [get_disposable_virtual_card] | NO | Text: I'm interested in learning more about the process of obtaining a disposable virtual card.
VAL | [compromised_card] | YES | Text: Should I request a replacement card before I put a hold on my compromised card?
VAL | [card_swallowed] | YES | Text: My card has been swallowed by your machine, how do I get a replacement?
VAL | [order_physical_card] | YES | Text: Can I receive a physical copy of my virtual card?
VAL | [declined_cash_withdrawal] | YES | Text: I'm having trouble withdrawing cash from my account and it's being declined. Can you assist me?
VAL | [top_up_limits] | YES | Text: Are there any specific limits or thresholds beyond which I would be restricted from increasing my account balance?
