GEN | [change_pin] | Orig: I can't freeze my account as I need the card as I am traveling, how do I change my pin? -> Aug: I'm planning a trip and need to use my card, but I'd like to change my PIN before I go. Can you help me with that?
GEN | [card_payment_not_recognised] | Orig: I need to know where this charge is coming from? -> Aug: I'm trying to figure out why this transaction is showing up on my statement.
GEN | [cash_withdrawal_charge] | Orig: I believe i was charged for making a withdrawal after i went grocery shopping. Are you guys charging for this now? -> Aug: I'm concerned that I was unexpectedly charged a cash withdrawal fee after using my card to make a purchase at a grocery store. Is this a new policy?
GEN | [direct_debit_payment_not_recognised] | Orig: I was checking the app for my account and I noticed there is an authorized charge on it.  I haven't used my card today, so I know I didn't do it.  I would like the transaction reversed and the money replaced. -> Aug: I'm reviewing my account activity and noticed an unexpected direct debit payment. I'm certain I didn't initiate the transaction, so I'd appreciate it if you could investigate and reverse the charge.
GEN | [change_pin] | Orig: I'm travelling abroad but I've run into a situation where I need to change my PIN immediately. Can I do this from here? -> Aug: I'm currently abroad and need to change my PIN urgently. Can I perform this action remotely?
GEN | [edit_personal_details] | Orig: details need to be modified -> Aug: information requires updating
GEN | [transaction_charged_twice] | Orig: I went for a meal in Seattle and paid the bill but I think they charged me twice, the first time they swiped the card I got a notification to say the money had gone out the account but then I added a tip and I think they swiped it all again. Can you refund one of the charges? -> Aug: I recently dined in Seattle and believe I was overcharged, as the restaurant processed my payment twice. Initially, I received a confirmation notification indicating the initial charge, but when I added a tip, they re-swiped my card, resulting in a second charge. Could you please assist with reversing one of the transactions?
GEN | [direct_debit_payment_not_recognised] | Orig: I have not used my card all day, however, there is an unusual payment showing in my app.  I would like to have that amount reimbursed. -> Aug: I'm showing an unexpected payment in my app, but I haven't used my card today. Can you help me reverse this direct debit payment that wasn't authorized by me?
GEN | [top_up_by_card_charge] | Orig: is it free to add money to my card -> Aug: is there a charge for topping up my card balance using my card?
GEN | [wrong_amount_of_cash_received] | Orig: How can we correct a mistake on an ATM transaction?  The app shows what I should have gotten. -> Aug: I accidentally received an incorrect amount of cash from the ATM. The app shows the correct amount I should have received.
GEN | [order_physical_card] | Orig: What do I owe for a new card? -> Aug: How much does a new physical card cost?
GEN | [getting_spare_card] | Orig: My daughter would like a card from my account?  Can I do this? -> Aug: Can I request a replacement card for my account, so my daughter can access the funds?
GEN | [card_payment_not_recognised] | Orig: I did not charge my account for that transaction.  That's an error. -> Aug: The payment made with my card was not successfully processed. This is an unexpected issue.
GEN | [top_up_reverted] | Orig: Please explain why the funds I added were returned to my account. -> Aug: Please clarify the reason behind the reversal of the recent top-up transaction.
GEN | [card_about_to_expire] | Orig: How do I go about ordering a new bank card? -> Aug: What steps can I take to replace my expiring bank card with a new one?
GEN | [transfer_timing] | Orig: How long does it take to transfer from china? Is there a way to transfer it quickly, I need it urgently? -> Aug: What is the typical transfer duration from China, and is there an expedited option available, as I require the transfer to be processed as soon as possible?
GEN | [country_support] | Orig: What countries do your accounts send and receive to? -> Aug: Which countries do your accounts support international transactions to and from?
GEN | [change_pin] | Orig: While on vacation in Spain I think someone saw my PIN and I now need to change it, can I do this at an ATM in Spain? -> Aug: As I'm currently in Spain on vacation, I'm concerned that someone may have seen my PIN and I'd like to change it. Can I do this at an ATM here or is there another option available?
GEN | [change_pin] | Orig: I think someone saw my PIN and I am on vacation in Spain, can I change it locally at an ATM? -> Aug: I'm concerned someone may have discovered my PIN and I'm currently in Spain on vacation; can I modify it at a local ATM?
GEN | [pending_cash_withdrawal] | Orig: I tempted to get some money out of the machine earlier and it did not work.Looking now, the transaction actually shows to still be in progress. I would certainly appreciate someone look into this and let me know what's going on. I definitely do not want to be charged for money I never received. -> Aug: I tried to withdraw some cash from the ATM earlier, but it didn't work. Now, when I check the transaction, it still shows as pending. I'd appreciate it if someone could look into this and let me know what's happening. I don't want to be charged for cash I never received.
GEN | [pending_cash_withdrawal] | Orig: Hae there, I have a transaction that is in progress despite the fact that the ATM was not working, what do I do to avoid being charged? -> Aug: I'm experiencing a pending cash withdrawal issue, as the ATM was not functioning, and I'm concerned about being charged for the transaction. What can I do to resolve this situation?
GEN | [card_payment_fee_charged] | Orig: Do you have charges now when you pay with a card? -> Aug: Are there any fees associated with using a credit or debit card for payment?
GEN | [cash_withdrawal_charge] | Orig: I have a strange transaction on my account which appears to pertain to a cash withdrawal I made outside Nandos in Leeds.  What is that for?  Is it fraud? -> Aug: I'm reviewing my account activity and noticed a cash withdrawal charge that doesn't seem to match my recent transactions. I made a cash withdrawal at a location other than Nandos in Leeds. Can you help me understand what this charge is for and if it's legitimate?
GEN | [cash_withdrawal_not_recognised] | Orig: Why is there extra cash in my account? -> Aug: We're unable to recognize the cash withdrawal transaction in your account. Can you please clarify the issue?
GEN | [pending_card_payment] | Orig: When is a payment I made with my card going to clear> -> Aug: When will the payment I made using my card be processed and cleared?
GEN | [getting_spare_card] | Orig: My daughter need a card from this account. Is that possible? -> Aug: Can I request a replacement card for my daughter's account?
GEN | [edit_personal_details] | Orig: My address is incorrect on my file. -> Aug: My personal details, specifically my address, are inaccurate.
GEN | [direct_debit_payment_not_recognised] | Orig: Is there a way for you to find out why my account was deducted from a seller when I didn't approve of it? -> Aug: We're investigating a discrepancy in your account. Can you please confirm if you authorized a direct debit payment to the seller, and if not, we'll look into why it was processed without your consent?
GEN | [card_payment_wrong_exchange_rate] | Orig: I believe you charged me too much to exchange my money -> Aug: I think the exchange rate used for my card payment was incorrect and I was overcharged
GEN | [extra_charge_on_statement] | Orig: Please explain the charge of 1L in error.  I have purchased nothing in this amount. -> Aug: I'd be happy to help you understand the extra charge on your statement. Can you please provide me with your account number so I can investigate this further and clarify the reason behind the 1L charge?
GEN | [reverted_card_payment?] | Orig: I bought something and already paid for it but now I don't see it. -> Aug: I made a purchase and paid for it, but the transaction seems to have been reversed.
GEN | [change_pin] | Orig: I am on vacation in Spain and need to change my pin. -> Aug: I'm currently traveling in Spain and would like to modify my PIN.
GEN | [topping_up_by_card] | Orig: How do i set up my credit card to send transfers? -> Aug: How can I link my credit card to make a payment or transfer funds?
GEN | [pending_card_payment] | Orig: How long does it actually take for a card payment to go through? There's one stuck since a couple of days already that doesn't seem to move -> Aug: We're looking into the status of your pending card payment. Can you please confirm the payment amount and the date it was made so we can investigate further?
GEN | [transfer_timing] | Orig: What are the time frames for the money to be available in my account? -> Aug: When can I expect the funds to be credited to my account?
GEN | [card_payment_fee_charged] | Orig: Why was the price higher when I paid with my card? -> Aug: Why was there an additional charge when I used my credit card to make the payment?
GEN | [card_payment_not_recognised] | Orig: I've never been to that store.  That's a fraudulent charge. -> Aug: I'm not familiar with that merchant. This transaction appears to be unauthorized.
GEN | [disposable_card_limits] | Orig: A friend was telling me about her disposable cards. What would I have to do to be able to get that feature? -> Aug: Can you please tell me more about the disposable card limits and how I can activate this feature for my account?
GEN | [direct_debit_payment_not_recognised] | Orig: If I found an error in my account for a transaction I didn't make, how long to I have to dispute it? -> Aug: We've received a notification that a direct debit payment was made from your account, but we couldn't verify the transaction. Can you please clarify the payment details so we can assist you further?
GEN | [pending_card_payment] | Orig: How long does it actually take for a card payment to go through? There's one stuck since a couple days already that doesn't seem to move -> Aug: We're looking into the status of your pending card payment. Can you please confirm the payment amount and the date it was made? This will help us investigate the delay.
VAL | [change_pin] | NO | Text: I'm planning a trip and need to use my card, but I'd like to change my PIN before I go. Can you help me with that?
VAL | [card_payment_not_recognised] | NO | Text: I'm trying to figure out why this transaction is showing up on my statement.
VAL | [cash_withdrawal_charge] | NO | Text: I'm concerned that I was unexpectedly charged a cash withdrawal fee after using my card to make a purchase at a grocery store. Is this a new policy?
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm reviewing my account activity and noticed an unexpected direct debit payment. I'm certain I didn't initiate the transaction, so I'd appreciate it if you could investigate and reverse the charge.
VAL | [change_pin] | YES | Text: I'm currently abroad and need to change my PIN urgently. Can I perform this action remotely?
VAL | [edit_personal_details] | YES | Text: information requires updating
VAL | [transaction_charged_twice] | YES | Text: I recently dined in Seattle and believe I was overcharged, as the restaurant processed my payment twice. Initially, I received a confirmation notification indicating the initial charge, but when I added a tip, they re-swiped my card, resulting in a second charge. Could you please assist with reversing one of the transactions?
VAL | [direct_debit_payment_not_recognised] | NO | Text: I'm showing an unexpected payment in my app, but I haven't used my card today. Can you help me reverse this direct debit payment that wasn't authorized by me?
VAL | [top_up_by_card_charge] | YES | Text: is there a charge for topping up my card balance using my card?
VAL | [wrong_amount_of_cash_received] | YES | Text: I accidentally received an incorrect amount of cash from the ATM. The app shows the correct amount I should have received.
VAL | [order_physical_card] | YES | Text: How much does a new physical card cost?
VAL | [getting_spare_card] | YES | Text: Can I request a replacement card for my account, so my daughter can access the funds?
VAL | [card_payment_not_recognised] | YES | Text: The payment made with my card was not successfully processed. This is an unexpected issue.
VAL | [top_up_reverted] | YES | Text: Please clarify the reason behind the reversal of the recent top-up transaction.
VAL | [card_about_to_expire] | NO | Text: What steps can I take to replace my expiring bank card with a new one?
VAL | [transfer_timing] | YES | Text: What is the typical transfer duration from China, and is there an expedited option available, as I require the transfer to be processed as soon as possible?
VAL | [country_support] | YES | Text: Which countries do your accounts support international transactions to and from?
VAL | [change_pin] | YES | Text: As I'm currently in Spain on vacation, I'm concerned that someone may have seen my PIN and I'd like to change it. Can I do this at an ATM here or is there another option available?
VAL | [change_pin] | YES | Text: I'm concerned someone may have discovered my PIN and I'm currently in Spain on vacation; can I modify it at a local ATM?
VAL | [pending_cash_withdrawal] | YES | Text: I tried to withdraw some cash from the ATM earlier, but it didn't work. Now, when I check the transaction, it still shows as pending. I'd appreciate it if someone could look into this and let me know what's happening. I don't want to be charged for cash I never received.
VAL | [pending_cash_withdrawal] | NO | Text: I'm experiencing a pending cash withdrawal issue, as the ATM was not functioning, and I'm concerned about being charged for the transaction. What can I do to resolve this situation?
VAL | [card_payment_fee_charged] | YES | Text: Are there any fees associated with using a credit or debit card for payment?
VAL | [cash_withdrawal_charge] | YES | Text: I'm reviewing my account activity and noticed a cash withdrawal charge that doesn't seem to match my recent transactions. I made a cash withdrawal at a location other than Nandos in Leeds. Can you help me understand what this charge is for and if it's legitimate?
VAL | [cash_withdrawal_not_recognised] | NO | Text: We're unable to recognize the cash withdrawal transaction in your account. Can you please clarify the issue?
VAL | [pending_card_payment] | YES | Text: When will the payment I made using my card be processed and cleared?
VAL | [getting_spare_card] | YES | Text: Can I request a replacement card for my daughter's account?
VAL | [edit_personal_details] | YES | Text: My personal details, specifically my address, are inaccurate.
VAL | [direct_debit_payment_not_recognised] | YES | Text: We're investigating a discrepancy in your account. Can you please confirm if you authorized a direct debit payment to the seller, and if not, we'll look into why it was processed without your consent?
VAL | [card_payment_wrong_exchange_rate] | YES | Text: I think the exchange rate used for my card payment was incorrect and I was overcharged
VAL | [extra_charge_on_statement] | NO | Text: I'd be happy to help you understand the extra charge on your statement. Can you please provide me with your account number so I can investigate this further and clarify the reason behind the 1L charge?
VAL | [reverted_card_payment?] | YES | Text: I made a purchase and paid for it, but the transaction seems to have been reversed.
VAL | [change_pin] | YES | Text: I'm currently traveling in Spain and would like to modify my PIN.
VAL | [topping_up_by_card] | NO | Text: How can I link my credit card to make a payment or transfer funds?
VAL | [pending_card_payment] | NO | Text: We're looking into the status of your pending card payment. Can you please confirm the payment amount and the date it was made so we can investigate further?
VAL | [transfer_timing] | YES | Text: When can I expect the funds to be credited to my account?
VAL | [card_payment_fee_charged] | NO | Text: Why was there an additional charge when I used my credit card to make the payment?
VAL | [card_payment_not_recognised] | YES | Text: I'm not familiar with that merchant. This transaction appears to be unauthorized.
VAL | [disposable_card_limits] | YES | Text: Can you please tell me more about the disposable card limits and how I can activate this feature for my account?
VAL | [direct_debit_payment_not_recognised] | NO | Text: We've received a notification that a direct debit payment was made from your account, but we couldn't verify the transaction. Can you please clarify the payment details so we can assist you further?
VAL | [pending_card_payment] | NO | Text: We're looking into the status of your pending card payment. Can you please confirm the payment amount and the date it was made? This will help us investigate the delay.
