GEN | [declined_cash_withdrawal] | Orig: How do I get money from an ATM using my card? I can't seem to get it to work? I used the pin I had, but maybe it's wrong? What do I need to do to fix this? -> Aug: I'm sorry to hear that you're having trouble withdrawing cash from an ATM using your card. It's possible that your transaction was declined due to insufficient funds or a technical issue. Can you please check your account balance and ensure that you have sufficient funds available for the withdrawal? If the issue persists, you may want to try contacting your bank's customer service to report the issue and get assistance with resolving it.
GEN | [cancel_transfer] | Orig: I used the wrong account number! -> Aug: I accidentally entered the wrong account information.
GEN | [direct_debit_payment_not_recognised] | Orig: There is a transaction showing in my app that I did not make as I have not used that card all day.  Please reimburse this amount to my account. -> Aug: I'm showing a direct debit payment in my account that I didn't authorise, as I haven't used that card all day. Can you please reverse this transaction and credit my account?
GEN | [pending_top_up] | Orig: Can you please sort out your top up? I need this to go through asap because I really need the money. It's already been pending for an hour. -> Aug: Could you look into the status of my top-up request? I'm in a hurry and need it to be processed as soon as possible, as it's been pending for a while.
GEN | [declined_transfer] | Orig: How do I contact customer support about my declined transfer? -> Aug: I'd like to speak with a representative about the transfer that was declined and get assistance with resolving the issue.
GEN | [card_payment_not_recognised] | Orig: Help! In the app there is a payment that I don't remember. -> Aug: I'm having trouble finding a recent payment in the app that I don't recognize.
GEN | [age_limit] | Orig: My daughter needs an acount. -> Aug: My child requires an account.
GEN | [compromised_card] | Orig: my card details could be stolen, as i didnt make these transactions -> Aug: my personal card information may have been compromised, as I didn't authorize these transactions
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Can you check the exchange rate on a cash transaction I did overseas -> Aug: I'm trying to withdraw cash abroad and I think the exchange rate was incorrect
GEN | [transfer_into_account] | Orig: Can you please explain the topping up transfer process? -> Aug: Could you walk me through the process of transferring funds into my account?
GEN | [reverted_card_payment?] | Orig: The seller just told me he didn't get paid. After reviewing my account it did subtract the balance but now it has added it back to my account. I need you to please take care of this promptly. -> Aug: The seller claims they didn't receive the payment, but I see that the payment was deducted from my account and then reversed back to my account. Can you assist me in resolving this issue as soon as possible?
GEN | [direct_debit_payment_not_recognised] | Orig: Am I able to look back at a transaction to see who with drawled some money from my account? I don't remember authorizing this a few weeks ago, but wanted to double check who took the money. -> Aug: Can I review a past transaction to identify the payee who withdrew funds from my account? I'm concerned about an unauthorized direct debit that occurred a few weeks ago and would like to verify the recipient's details.
GEN | [cancel_transfer] | Orig: I goofed up and used the wrong account.  Please help. -> Aug: I accidentally selected the wrong account. Can you assist me in canceling the transfer?
GEN | [topping_up_by_card] | Orig: I tried topping off my account with a card, but the money is not in my account despite the charge going through -> Aug: I attempted to add funds to my account using my card, but the transaction was successful, yet the funds are still not showing up in my account.
GEN | [compromised_card] | Orig: card is being used by someone else -> Aug: Someone else is using my card without my permission.
GEN | [failed_transfer] | Orig: I need to know what is going on. I'm attempting to purchase a flat and need the money to pay on my initial mortgage payment. I'm only getting an error. Can you find out what's going on and help in making the transfer? -> Aug: I'm trying to complete a purchase and need the funds to cover my initial mortgage payment, but the transfer is failing. Can you investigate and assist with resolving the issue?
GEN | [declined_transfer] | Orig: I'm having problems making a transfer to another account. I keep getting a declined message. I know that the information I'm putting in is accurate because I have checked it more than once. -> Aug: I'm experiencing an issue with a transfer to another account, as the transaction is being declined. Despite verifying the information multiple times, I'm still receiving an error message.
GEN | [declined_cash_withdrawal] | Orig: I might need a new card because it's not working at any of the ATMs. I don't think ive used all my money. Why is it doing this? -> Aug: I'm having trouble withdrawing cash from an ATM, and I'm not sure why. I've checked my account balance, and I'm certain I haven't spent all my money. Can you help me resolve this issue?
GEN | [wrong_amount_of_cash_received] | Orig: I tried to withdraw 50 pounds but it only gave me 30. Where is the rest of my money? -> Aug: I attempted to withdraw £20 but was given only £15. Where is the balance of my cash?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Where is the money I put in the bank? -> Aug: I made a deposit using a cheque or cash, but my account balance hasn't been updated yet.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Dude I put money in the ATM last week but it ain't there! I need the money now figure this out! -> Aug: I made a cash deposit at the ATM last week, but my account balance still shows the old amount. Can you please update it ASAP?
GEN | [top_up_by_card_charge] | Orig: Is there a top charge for US cards? -> Aug: Are there any charges associated with topping up my US-issued card?
GEN | [why_verify_identity] | Orig: Do you need my birthdate? -> Aug: Can you confirm your birthdate for verification purposes?
GEN | [cancel_transfer] | Orig: I just realized I made the wrong transaction yesterday. Would  you please make it correct?I need it by tomorrow Please. -> Aug: I need to cancel the transfer I made yesterday and correct the mistake. Can you assist me in reversing the transaction by tomorrow?
GEN | [cancel_transfer] | Orig: I just realized I made the wrong transaction  yesterday. Would  you please make it correct?I need it by tomorrow. -> Aug: I need to cancel the transfer I initiated yesterday and correct the mistake. Can you assist me in reversing the transaction by tomorrow?
GEN | [transfer_into_account] | Orig: My account is depleted. Can I transfer funds from another bank? -> Aug: I'm running low on funds in my account. Can I transfer money from another bank account to my current account?
GEN | [declined_transfer] | Orig: I wanted to know why my transaction didn't go through. -> Aug: I'm trying to understand why my transfer was declined.
GEN | [failed_transfer] | Orig: I'm trying to purchase a flat but i need my first payment for my mortgage to go through first. I keep getting an error. I'm not sure what is going on but i need help making this transfer. -> Aug: I'm attempting to buy a property, but I need to complete the initial payment for my mortgage before proceeding. However, I'm encountering an issue with the transfer, and I'm unsure what's causing the problem. Can you assist me in resolving this failed transfer?
GEN | [cash_withdrawal_not_recognised] | Orig: A WD was just made on my account, but it was not me and I still have my card.  What to do? -> Aug: A withdrawal was processed on my account, but I didn't initiate it and I still have my card. What should I do?
GEN | [top_up_by_card_charge] | Orig: should i add money via bank transfer instead -> Aug: Would you like to add funds to your account using a card charge instead?
GEN | [pending_card_payment] | Orig: I don't know what pending transaction means. -> Aug: I'm not sure what the outstanding payment on my card is referring to.
GEN | [why_verify_identity] | Orig: Do you think you're asking for too much information about me? -> Aug: We're verifying your identity to ensure the security and integrity of your account. Can you understand why this is necessary?
GEN | [pending_top_up] | Orig: Help, I don't see my money i just added. -> Aug: My top-up is still pending, can you assist me in resolving the issue?
GEN | [card_payment_not_recognised] | Orig: This card payment isn't is recognition. -> Aug: This card payment is not recognized.
GEN | [transfer_into_account] | Orig: Please provide details on how to top up my account using transfer option -> Aug: Please provide instructions on how to deposit funds into my account using the transfer feature
GEN | [declined_card_payment] | Orig: I keep trying to make a payment, but it doesn't work. -> Aug: We've tried to process your payment multiple times, but it's been declined.
GEN | [Refund_not_showing_up] | Orig: Are the funds I requested from a merchant a few days ago in my account? I do not see them. -> Aug: I'm checking on the status of the refund I requested from a merchant a few days ago. Can you confirm if the funds have been credited to my account yet?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: How can I get money in my home currency while I'm traveling internationally? I wanted to take it out of a local ATM but am worried that I will get charged extra fees. -> Aug: I'm trying to withdraw some cash while abroad, but I'm concerned that the exchange rate might be incorrect, which would result in an unexpected amount of my home currency. Can you help me with this issue?
GEN | [top_up_by_card_charge] | Orig: How much does it cost to us US cards? -> Aug: What is the charge for topping up my US-issued card?
VAL | [declined_cash_withdrawal] | NO | Text: I'm sorry to hear that you're having trouble withdrawing cash from an ATM using your card. It's possible that your transaction was declined due to insufficient funds or a technical issue. Can you please check your account balance and ensure that you have sufficient funds available for the withdrawal? If the issue persists, you may want to try contacting your bank's customer service to report the issue and get assistance with resolving it.
VAL | [cancel_transfer] | NO | Text: I accidentally entered the wrong account information.
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm showing a direct debit payment in my account that I didn't authorise, as I haven't used that card all day. Can you please reverse this transaction and credit my account?
VAL | [pending_top_up] | YES | Text: Could you look into the status of my top-up request? I'm in a hurry and need it to be processed as soon as possible, as it's been pending for a while.
VAL | [declined_transfer] | NO | Text: I'd like to speak with a representative about the transfer that was declined and get assistance with resolving the issue.
VAL | [card_payment_not_recognised] | YES | Text: I'm having trouble finding a recent payment in the app that I don't recognize.
VAL | [age_limit] | YES | Text: My child requires an account.
VAL | [compromised_card] | YES | Text: my personal card information may have been compromised, as I didn't authorize these transactions
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I'm trying to withdraw cash abroad and I think the exchange rate was incorrect
VAL | [transfer_into_account] | YES | Text: Could you walk me through the process of transferring funds into my account?
VAL | [reverted_card_payment?] | YES | Text: The seller claims they didn't receive the payment, but I see that the payment was deducted from my account and then reversed back to my account. Can you assist me in resolving this issue as soon as possible?
VAL | [direct_debit_payment_not_recognised] | NO | Text: Can I review a past transaction to identify the payee who withdrew funds from my account? I'm concerned about an unauthorized direct debit that occurred a few weeks ago and would like to verify the recipient's details.
VAL | [cancel_transfer] | YES | Text: I accidentally selected the wrong account. Can you assist me in canceling the transfer?
VAL | [topping_up_by_card] | YES | Text: I attempted to add funds to my account using my card, but the transaction was successful, yet the funds are still not showing up in my account.
VAL | [compromised_card] | YES | Text: Someone else is using my card without my permission.
VAL | [failed_transfer] | YES | Text: I'm trying to complete a purchase and need the funds to cover my initial mortgage payment, but the transfer is failing. Can you investigate and assist with resolving the issue?
VAL | [declined_transfer] | YES | Text: I'm experiencing an issue with a transfer to another account, as the transaction is being declined. Despite verifying the information multiple times, I'm still receiving an error message.
VAL | [declined_cash_withdrawal] | NO | Text: I'm having trouble withdrawing cash from an ATM, and I'm not sure why. I've checked my account balance, and I'm certain I haven't spent all my money. Can you help me resolve this issue?
VAL | [wrong_amount_of_cash_received] | NO | Text: I attempted to withdraw £20 but was given only £15. Where is the balance of my cash?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I made a deposit using a cheque or cash, but my account balance hasn't been updated yet.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I made a cash deposit at the ATM last week, but my account balance still shows the old amount. Can you please update it ASAP?
VAL | [top_up_by_card_charge] | NO | Text: Are there any charges associated with topping up my US-issued card?
VAL | [why_verify_identity] | YES | Text: Can you confirm your birthdate for verification purposes?
VAL | [cancel_transfer] | YES | Text: I need to cancel the transfer I made yesterday and correct the mistake. Can you assist me in reversing the transaction by tomorrow?
VAL | [cancel_transfer] | YES | Text: I need to cancel the transfer I initiated yesterday and correct the mistake. Can you assist me in reversing the transaction by tomorrow?
VAL | [transfer_into_account] | NO | Text: I'm running low on funds in my account. Can I transfer money from another bank account to my current account?
VAL | [declined_transfer] | YES | Text: I'm trying to understand why my transfer was declined.
VAL | [failed_transfer] | YES | Text: I'm attempting to buy a property, but I need to complete the initial payment for my mortgage before proceeding. However, I'm encountering an issue with the transfer, and I'm unsure what's causing the problem. Can you assist me in resolving this failed transfer?
VAL | [cash_withdrawal_not_recognised] | YES | Text: A withdrawal was processed on my account, but I didn't initiate it and I still have my card. What should I do?
VAL | [top_up_by_card_charge] | NO | Text: Would you like to add funds to your account using a card charge instead?
VAL | [pending_card_payment] | NO | Text: I'm not sure what the outstanding payment on my card is referring to.
VAL | [why_verify_identity] | NO | Text: We're verifying your identity to ensure the security and integrity of your account. Can you understand why this is necessary?
VAL | [pending_top_up] | YES | Text: My top-up is still pending, can you assist me in resolving the issue?
VAL | [card_payment_not_recognised] | YES | Text: This card payment is not recognized.
VAL | [transfer_into_account] | YES | Text: Please provide instructions on how to deposit funds into my account using the transfer feature
VAL | [declined_card_payment] | YES | Text: We've tried to process your payment multiple times, but it's been declined.
VAL | [Refund_not_showing_up] | YES | Text: I'm checking on the status of the refund I requested from a merchant a few days ago. Can you confirm if the funds have been credited to my account yet?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I'm trying to withdraw some cash while abroad, but I'm concerned that the exchange rate might be incorrect, which would result in an unexpected amount of my home currency. Can you help me with this issue?
VAL | [top_up_by_card_charge] | YES | Text: What is the charge for topping up my US-issued card?
