GEN | [top_up_by_card_charge] | Orig: Is there a fee for european bank cards? -> Aug: Are there any charges for topping up my account using a European bank card?
GEN | [supported_cards_and_currencies] | Orig: Do I have to top up in euros if I use a card, or can I use a different currency? -> Aug: Can I use a different currency when topping up with a card, or do I need to use euros?
GEN | [apple_pay_or_google_pay] | Orig: i have been trying to add money with apple pay but it wont work, why? -> Aug: I'm having trouble adding funds using Google Pay, can you help me troubleshoot the issue?
GEN | [top_up_by_card_charge] | Orig: how should i add money to my card -> Aug: How can I charge my card to add funds?
GEN | [age_limit] | Orig: How old can one use your service? -> Aug: What is the minimum age requirement to access your banking services?
GEN | [why_verify_identity] | Orig: I don't want to use this method to identify myself. -> Aug: I'm not comfortable providing this information to verify my identity.
GEN | [exchange_charge] | Orig: What is the fee for accepting money from a foreign country? -> Aug: What is the exchange charge for receiving an international payment?
GEN | [top_up_by_cash_or_cheque] | Orig: i have been trying to top up my account with a check but it won't work -> Aug: i'm having trouble topping up my account using a cheque, could you help me with that?
GEN | [top_up_by_cash_or_cheque] | Orig: I'll send a check to top up my account -> Aug: I'll send a cheque to top up my account
GEN | [fiat_currency_support] | Orig: Does my account have the option to hold multiple currencies? -> Aug: Can I hold multiple fiat currencies in my account?
GEN | [lost_or_stolen_phone] | Orig: Is it possible to access my phone from the hotel/ -> Aug: Can I still access my phone remotely if it's been lost or stolen while I'm at the hotel?
GEN | [card_arrival] | Orig: I was expecting my new card by now. -> Aug: I'm still waiting for my new card to arrive.
GEN | [apple_pay_or_google_pay] | Orig: Does Apple Watch support the topping-off of my account? -> Aug: Does Google Pay support the topping-off of my account?
GEN | [top_up_reverted] | Orig: top up cancellation -> Aug: reversal of top-up transaction
GEN | [getting_spare_card] | Orig: Can my daughter also have a card issued in her name, but linked to my account? -> Aug: Can I request a spare card in my daughter's name, which will be linked to my existing account?
GEN | [apple_pay_or_google_pay] | Orig: Can you explain why my Google Pay Top isn't working? -> Aug: Can you explain why my Apple Pay or Google Pay isn't working?
GEN | [reverted_card_payment?] | Orig: I received a message from a seller stating they hadn't received my money even though it definitely came out of my account. The money has now been deposited back into my account. Please get this resolved as soon as possible. -> Aug: I'm concerned about a payment I made to a seller, as I received a notification saying they didn't receive the funds, but the amount has since been reversed back to my account. Can you help me resolve this issue promptly?
GEN | [apple_pay_or_google_pay] | Orig: Can I use my Apple Watch to pay for gas? -> Aug: Can I use my Apple Watch to make a payment, or do I need to use Google Pay instead?
GEN | [exchange_charge] | Orig: Will I have to pay extra to exchange money? -> Aug: Do I need to pay an additional fee to exchange currency?
GEN | [transfer_not_received_by_recipient] | Orig: How long will my transaction take? -> Aug: Why hasn't the recipient received the transferred funds yet?
GEN | [card_about_to_expire] | Orig: My card expires soon, will you send me one automatically? -> Aug: My credit card is nearing its expiration date, will you automatically send me a new one?
GEN | [exchange_charge] | Orig: Exchange fee help? -> Aug: Need assistance with exchange fee?
GEN | [supported_cards_and_currencies] | Orig: If I top up by card, what options do I have re: currency and card type? -> Aug: We accept a range of cards and currencies for top-ups, including Visa, Mastercard, and Maestro, as well as currencies like USD, EUR, GBP, and more. What specific card type and currency are you looking to use?
GEN | [verify_my_identity] | Orig: Can I use my social security card as a form of identity? -> Aug: Can I use my social security card as a valid form of identification for verification purposes?
GEN | [top_up_failed] | Orig: I got my card a few days ago but am unable to top up. I'm thinking about closing my account because of this. What is going on? -> Aug: I recently received my card, but I'm having trouble topping it up. I'm considering canceling my account due to this issue. Can you please help me resolve this problem?
GEN | [card_arrival] | Orig: Can I get an update on my replacement card? -> Aug: Could you please let me know when I can expect my new card to arrive?
GEN | [beneficiary_not_allowed] | Orig: I really was trying to complete this exhange. I was trying to purchase some crypto but the app won't allow me to do it. Can you tell me what's going on here? -> Aug: I'm having trouble finalizing a transaction. I'm trying to buy some cryptocurrency, but the app won't let me proceed. Can you help me figure out why the beneficiary is not allowed?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Why is  my balance not updated? -> Aug: I'm trying to figure out why my account balance hasn't been updated after a recent bank transfer.
GEN | [transaction_charged_twice] | Orig: Looks like my card payment was duplicated after all. I went to pay at the store earlier, got declined once, second time it works. App still stays pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined? -> Aug: It appears that I was charged twice for the same transaction. I attempted to make a payment at a store earlier, but it was declined initially. The second attempt was successful, but the app still shows one of the payments as pending. Could you please cancel the duplicate charge, as it was clearly declined and not processed successfully?
GEN | [order_physical_card] | Orig: What fees do you charge for the standard card? -> Aug: Can you please inform me about the charges associated with ordering a physical card?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Why is my money not in my account. I have already sent it out. -> Aug: I made a deposit using a cheque or cash, but my account balance hasn't been updated yet.
GEN | [supported_cards_and_currencies] | Orig: Top up my card please, which y'all support? -> Aug: What payment methods and currencies do you accept for card top-ups?
GEN | [visa_or_mastercard] | Orig: Can I choose my card scheme? -> Aug: Would you like to select your preferred payment method, such as Visa or Mastercard?
GEN | [transfer_fee_charged] | Orig: A receiver let me know that they didn't receive the full transfer I completed and that it was actually a bit less than what I sent. At this point I have to make another transfer to make up for the amount missing. Can you please follow up with what's going  on here? -> Aug: A sender informed me that the recipient didn't receive the full transfer amount, and it was actually short by a small amount. To rectify this, I need to make an additional transfer to cover the shortfall. Could you please investigate this matter?
GEN | [transfer_not_received_by_recipient] | Orig: Could you please help me?  I made my rent payment and have double checked that I sent it to the right account.  The person receiving it says he has not received it but it shows complete on my side. -> Aug: I'm having an issue with a transfer I made. I'm certain I sent the payment to the correct account, but the recipient claims they haven't received it, and my end shows it as complete.
GEN | [exchange_charge] | Orig: Is there any cost to change foreign money to local? -> Aug: Are there any fees associated with exchanging foreign currency for local currency?
GEN | [get_physical_card] | Orig: I haven't been sent my new pin! -> Aug: I need to receive my physical card.
VAL | [top_up_by_card_charge] | YES | Text: Are there any charges for topping up my account using a European bank card?
VAL | [supported_cards_and_currencies] | NO | Text: Can I use a different currency when topping up with a card, or do I need to use euros?
VAL | [apple_pay_or_google_pay] | NO | Text: I'm having trouble adding funds using Google Pay, can you help me troubleshoot the issue?
VAL | [top_up_by_card_charge] | NO | Text: How can I charge my card to add funds?
VAL | [age_limit] | NO | Text: What is the minimum age requirement to access your banking services?
VAL | [why_verify_identity] | YES | Text: I'm not comfortable providing this information to verify my identity.
VAL | [exchange_charge] | YES | Text: What is the exchange charge for receiving an international payment?
VAL | [top_up_by_cash_or_cheque] | YES | Text: i'm having trouble topping up my account using a cheque, could you help me with that?
VAL | [top_up_by_cash_or_cheque] | YES | Text: I'll send a cheque to top up my account
VAL | [fiat_currency_support] | YES | Text: Can I hold multiple fiat currencies in my account?
VAL | [lost_or_stolen_phone] | NO | Text: Can I still access my phone remotely if it's been lost or stolen while I'm at the hotel?
VAL | [card_arrival] | YES | Text: I'm still waiting for my new card to arrive.
VAL | [apple_pay_or_google_pay] | NO | Text: Does Google Pay support the topping-off of my account?
VAL | [top_up_reverted] | YES | Text: reversal of top-up transaction
VAL | [getting_spare_card] | YES | Text: Can I request a spare card in my daughter's name, which will be linked to my existing account?
VAL | [apple_pay_or_google_pay] | NO | Text: Can you explain why my Apple Pay or Google Pay isn't working?
VAL | [reverted_card_payment?] | YES | Text: I'm concerned about a payment I made to a seller, as I received a notification saying they didn't receive the funds, but the amount has since been reversed back to my account. Can you help me resolve this issue promptly?
VAL | [apple_pay_or_google_pay] | NO | Text: Can I use my Apple Watch to make a payment, or do I need to use Google Pay instead?
VAL | [exchange_charge] | YES | Text: Do I need to pay an additional fee to exchange currency?
VAL | [transfer_not_received_by_recipient] | NO | Text: Why hasn't the recipient received the transferred funds yet?
VAL | [card_about_to_expire] | YES | Text: My credit card is nearing its expiration date, will you automatically send me a new one?
VAL | [exchange_charge] | NO | Text: Need assistance with exchange fee?
VAL | [supported_cards_and_currencies] | NO | Text: We accept a range of cards and currencies for top-ups, including Visa, Mastercard, and Maestro, as well as currencies like USD, EUR, GBP, and more. What specific card type and currency are you looking to use?
VAL | [verify_my_identity] | YES | Text: Can I use my social security card as a valid form of identification for verification purposes?
VAL | [top_up_failed] | YES | Text: I recently received my card, but I'm having trouble topping it up. I'm considering canceling my account due to this issue. Can you please help me resolve this problem?
VAL | [card_arrival] | YES | Text: Could you please let me know when I can expect my new card to arrive?
VAL | [beneficiary_not_allowed] | NO | Text: I'm having trouble finalizing a transaction. I'm trying to buy some cryptocurrency, but the app won't let me proceed. Can you help me figure out why the beneficiary is not allowed?
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I'm trying to figure out why my account balance hasn't been updated after a recent bank transfer.
VAL | [transaction_charged_twice] | YES | Text: It appears that I was charged twice for the same transaction. I attempted to make a payment at a store earlier, but it was declined initially. The second attempt was successful, but the app still shows one of the payments as pending. Could you please cancel the duplicate charge, as it was clearly declined and not processed successfully?
VAL | [order_physical_card] | YES | Text: Can you please inform me about the charges associated with ordering a physical card?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I made a deposit using a cheque or cash, but my account balance hasn't been updated yet.
VAL | [supported_cards_and_currencies] | YES | Text: What payment methods and currencies do you accept for card top-ups?
VAL | [visa_or_mastercard] | NO | Text: Would you like to select your preferred payment method, such as Visa or Mastercard?
VAL | [transfer_fee_charged] | NO | Text: A sender informed me that the recipient didn't receive the full transfer amount, and it was actually short by a small amount. To rectify this, I need to make an additional transfer to cover the shortfall. Could you please investigate this matter?
VAL | [transfer_not_received_by_recipient] | YES | Text: I'm having an issue with a transfer I made. I'm certain I sent the payment to the correct account, but the recipient claims they haven't received it, and my end shows it as complete.
VAL | [exchange_charge] | YES | Text: Are there any fees associated with exchanging foreign currency for local currency?
VAL | [get_physical_card] | NO | Text: I need to receive my physical card.
