GEN | [pending_top_up] | Orig: I do not think the pop up went through yet. -> Aug: I'm not sure if the top-up request has been processed.
GEN | [pending_transfer] | Orig: I have an outgoing transaction -> Aug: I have a pending outgoing transfer
GEN | [card_not_working] | Orig: HOW LONG THE CARD VALIDITY -> Aug: WHY IS MY CARD NOT WORKING?
GEN | [top_up_reverted] | Orig: Hae, I already completed my 3D secure authentication when I tried the crypto top up but it's still not working for me. I also don't understand what happened to the money in my account -> Aug: I've successfully completed the 3D secure authentication process, but the crypto top-up still isn't working for me. I'm also confused about what happened to the funds in my account.
GEN | [pending_top_up] | Orig: Please sort your top up! My top up has been pending for an hour already. Can you please make it go through as soon as possible. I really need the money. -> Aug: Please expedite my pending top-up! It's been pending for an hour now. Could you please process it as soon as possible? I'm in urgent need of the funds.
GEN | [transfer_not_received_by_recipient] | Orig: wheres my money receipt -> Aug: I haven't received the transferred amount in my account.
GEN | [exchange_rate] | Orig: What's the process for exchanges? -> Aug: What's the procedure for converting currencies?
GEN | [card_swallowed] | Orig: How do I get my card back quickly from a bank machine that it? -> Aug: How can I retrieve my swallowed card from an ATM as soon as possible?
GEN | [card_delivery_estimate] | Orig: Give me my card, I need it now! -> Aug: I urgently require my card, please provide an estimated delivery time.
GEN | [beneficiary_not_allowed] | Orig: I'm trying to purchase crypto via the app. I haven't been able to get it to go through. Am I doing something wrong? -> Aug: I'm attempting to make a cryptocurrency transfer, but the beneficiary is not authorized to receive the funds. Is there an issue with the recipient's account or my own account settings?
GEN | [getting_spare_card] | Orig: Can I have a spare card for this account please? -> Aug: Might I request a replacement card for this account?
GEN | [card_linking] | Orig: Could I reactivate my card please, I couldn't find it but it turns out it was in my jacket pocket. -> Aug: Could you please reactivate my card, I misplaced it initially but it was hiding in my jacket pocket.
GEN | [disposable_card_limits] | Orig: Help me create several temp cards every day. -> Aug: Can you assist me in generating multiple disposable cards with varying limits daily?
GEN | [card_delivery_estimate] | Orig: i need to add express delivery if that's an option -> Aug: can you provide an estimate for expedited shipping options?
GEN | [pending_top_up] | Orig: Im trying to top up my card but it's still pending and it's been an hour. Is there any way to make it go through faster? Do I not have enough? -> Aug: I'm attempting to make a top-up transaction, but it's still pending and has been pending for an hour. Is there a way to expedite the process or is there an issue with my account balance?
GEN | [pending_top_up] | Orig: Needed gas, been delayed for half an hour.Please fix it! -> Aug: My top-up has been delayed for 30 minutes, could you please expedite it?
GEN | [automatic_top_up] | Orig: How can I Use thereto-top option? -> Aug: How can I utilize the automatic top-up feature?
GEN | [failed_transfer] | Orig: Hi, I'm in progress of purchasing a flat and am trying to make to make a payment.  An error is appearing, and I need assistance. -> Aug: Hi, I'm in the process of buying a property and am attempting to complete a payment, but an error is occurring and I require assistance.
GEN | [request_refund] | Orig: It's been over a month and i still haven't received my goods! I ordered a pencil for crying out loud, it's not that hard to deliver that! I'm done with these people, give me a refund immediately! I'll search for my Japanese exclusive pencil elsewhere! -> Aug: I've been waiting for over a month and haven't received my order, which was a simple pencil. I'm extremely frustrated and demand a refund as soon as possible. I'll take my business elsewhere if this issue isn't resolved promptly.
GEN | [virtual_card_not_working] | Orig: My throwaway virtual card won't work -> Aug: My temporary virtual card is not functioning properly.
GEN | [card_arrival] | Orig: maximum how many days get the courier? -> Aug: How long does it take for the courier to deliver the card?
GEN | [pending_top_up] | Orig: new customer and filling gas for the first time today, not working, -> Aug: New customer attempting to top up their account for the first time today, but the transaction is not processing.
GEN | [contactless_not_working] | Orig: Would reinstalling the app solve the problem? -> Aug: Is reinstalling the app a viable solution to resolve the issue with contactless payments not functioning?
GEN | [why_verify_identity] | Orig: I still want to use my account but haven't verified is that OK? -> Aug: I'd like to continue using my account, but I haven't completed the identity verification process. Is that acceptable?
GEN | [card_not_working] | Orig: Is my card frozen? -> Aug: Is my credit card not functioning properly?
GEN | [card_payment_wrong_exchange_rate] | Orig: Hello, I believe there has been a mistake made on the exchange rate for my card. Could you please check the official interbank exchange rate for me? -> Aug: Hello, I think there's an error with the exchange rate applied to my card transaction. Could you verify the current interbank exchange rate for me, please?
GEN | [virtual_card_not_working] | Orig: I can't do any business with this virtual card. -> Aug: I'm unable to complete any transactions with this virtual card.
GEN | [virtual_card_not_working] | Orig: Please help me.  My disposable virtual card won't work right. -> Aug: I'm having trouble with my virtual card; it's not functioning properly.
GEN | [cash_withdrawal_not_recognised] | Orig: I hope you can help me. My account has been compromised from a different town that I haven't been to. Can you please place a hold on my account until I can make it to the bank? -> Aug: I'm experiencing an issue with a cash withdrawal that's not being recognized. I'm concerned about unauthorized activity on my account from a location I've never visited. Could you please place a temporary hold on my account until I can visit the bank in person?
GEN | [card_payment_fee_charged] | Orig: Let me know when you charge extra for payments please. I just checked the app earlier when I saw that there was an additional fee on one of the payments that I wasn't warned about before. -> Aug: Can you inform me when you're going to charge extra for payments? I recently checked the app and noticed an additional fee on one of the transactions that I wasn't aware of beforehand.
GEN | [lost_or_stolen_card] | Orig: I misplaced my card and I dont know where the last place is where I used the card last. Can you look at my account and tell me the last place I used the card? -> Aug: I'm not sure where I last used my card, but I think I might have misplaced it. Can you check my account activity to see the last transaction made with my card?
GEN | [cash_withdrawal_not_recognised] | Orig: Someone is using my card to purchase flights to New York it's not me because I'm not going to New York, please can you cancel the card and refund the money? -> Aug: I'm concerned that someone is using my card to make a cash withdrawal, which I didn't authorize. I'm not planning a trip to New York, and I'd like to report this suspicious activity. Can you please cancel the transaction and refund the amount?
GEN | [verify_source_of_funds] | Orig: My funds must be verified -> Aug: We need to confirm the origin of your funds
GEN | [disposable_card_limits] | Orig: I need several cards per day. And I need to be able to throw away all of the cards I make. -> Aug: I require a high daily limit on my disposable card, allowing me to generate multiple cards and dispose of them as needed.
GEN | [verify_source_of_funds] | Orig: Can I see my available money? -> Aug: Can you confirm the source of the funds in your account before I can provide you with the available balance?
GEN | [card_delivery_estimate] | Orig: My card is needed soon -> Aug: My credit card is required for an upcoming transaction and I'd like to know when it will arrive.
GEN | [get_physical_card] | Orig: Does the PIN come under separate cover? -> Aug: Can I request a physical card with the PIN included?
GEN | [wrong_amount_of_cash_received] | Orig: It kept my cash -> Aug: You deposited the wrong amount of cash.
GEN | [exchange_charge] | Orig: Do I have to pay more for exchanges? -> Aug: Are there additional fees for exchanging an item?
VAL | [pending_top_up] | YES | Text: I'm not sure if the top-up request has been processed.
VAL | [pending_transfer] | YES | Text: I have a pending outgoing transfer
VAL | [card_not_working] | NO | Text: WHY IS MY CARD NOT WORKING?
VAL | [top_up_reverted] | NO | Text: I've successfully completed the 3D secure authentication process, but the crypto top-up still isn't working for me. I'm also confused about what happened to the funds in my account.
VAL | [pending_top_up] | YES | Text: Please expedite my pending top-up! It's been pending for an hour now. Could you please process it as soon as possible? I'm in urgent need of the funds.
VAL | [transfer_not_received_by_recipient] | YES | Text: I haven't received the transferred amount in my account.
VAL | [exchange_rate] | YES | Text: What's the procedure for converting currencies?
VAL | [card_swallowed] | YES | Text: How can I retrieve my swallowed card from an ATM as soon as possible?
VAL | [card_delivery_estimate] | YES | Text: I urgently require my card, please provide an estimated delivery time.
VAL | [beneficiary_not_allowed] | YES | Text: I'm attempting to make a cryptocurrency transfer, but the beneficiary is not authorized to receive the funds. Is there an issue with the recipient's account or my own account settings?
VAL | [getting_spare_card] | YES | Text: Might I request a replacement card for this account?
VAL | [card_linking] | NO | Text: Could you please reactivate my card, I misplaced it initially but it was hiding in my jacket pocket.
VAL | [disposable_card_limits] | YES | Text: Can you assist me in generating multiple disposable cards with varying limits daily?
VAL | [card_delivery_estimate] | NO | Text: can you provide an estimate for expedited shipping options?
VAL | [pending_top_up] | YES | Text: I'm attempting to make a top-up transaction, but it's still pending and has been pending for an hour. Is there a way to expedite the process or is there an issue with my account balance?
VAL | [pending_top_up] | NO | Text: My top-up has been delayed for 30 minutes, could you please expedite it?
VAL | [automatic_top_up] | YES | Text: How can I utilize the automatic top-up feature?
VAL | [failed_transfer] | NO | Text: Hi, I'm in the process of buying a property and am attempting to complete a payment, but an error is occurring and I require assistance.
VAL | [request_refund] | YES | Text: I've been waiting for over a month and haven't received my order, which was a simple pencil. I'm extremely frustrated and demand a refund as soon as possible. I'll take my business elsewhere if this issue isn't resolved promptly.
VAL | [virtual_card_not_working] | YES | Text: My temporary virtual card is not functioning properly.
VAL | [card_arrival] | YES | Text: How long does it take for the courier to deliver the card?
VAL | [pending_top_up] | YES | Text: New customer attempting to top up their account for the first time today, but the transaction is not processing.
VAL | [contactless_not_working] | YES | Text: Is reinstalling the app a viable solution to resolve the issue with contactless payments not functioning?
VAL | [why_verify_identity] | YES | Text: I'd like to continue using my account, but I haven't completed the identity verification process. Is that acceptable?
VAL | [card_not_working] | YES | Text: Is my credit card not functioning properly?
VAL | [card_payment_wrong_exchange_rate] | YES | Text: Hello, I think there's an error with the exchange rate applied to my card transaction. Could you verify the current interbank exchange rate for me, please?
VAL | [virtual_card_not_working] | YES | Text: I'm unable to complete any transactions with this virtual card.
VAL | [virtual_card_not_working] | YES | Text: I'm having trouble with my virtual card; it's not functioning properly.
VAL | [cash_withdrawal_not_recognised] | NO | Text: I'm experiencing an issue with a cash withdrawal that's not being recognized. I'm concerned about unauthorized activity on my account from a location I've never visited. Could you please place a temporary hold on my account until I can visit the bank in person?
VAL | [card_payment_fee_charged] | YES | Text: Can you inform me when you're going to charge extra for payments? I recently checked the app and noticed an additional fee on one of the transactions that I wasn't aware of beforehand.
VAL | [lost_or_stolen_card] | YES | Text: I'm not sure where I last used my card, but I think I might have misplaced it. Can you check my account activity to see the last transaction made with my card?
VAL | [cash_withdrawal_not_recognised] | NO | Text: I'm concerned that someone is using my card to make a cash withdrawal, which I didn't authorize. I'm not planning a trip to New York, and I'd like to report this suspicious activity. Can you please cancel the transaction and refund the amount?
VAL | [verify_source_of_funds] | YES | Text: We need to confirm the origin of your funds
VAL | [disposable_card_limits] | YES | Text: I require a high daily limit on my disposable card, allowing me to generate multiple cards and dispose of them as needed.
VAL | [verify_source_of_funds] | NO | Text: Can you confirm the source of the funds in your account before I can provide you with the available balance?
VAL | [card_delivery_estimate] | NO | Text: My credit card is required for an upcoming transaction and I'd like to know when it will arrive.
VAL | [get_physical_card] | NO | Text: Can I request a physical card with the PIN included?
VAL | [wrong_amount_of_cash_received] | NO | Text: You deposited the wrong amount of cash.
VAL | [exchange_charge] | YES | Text: Are there additional fees for exchanging an item?
